QUARTER,TIME_REMAINING,LA LAKERS_ACTION,LA CLIPPERS_ACTION,LA LAKERS_SCORE,LA CLIPPERS_SCORE
4,6:49.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by S. Gilgeous-Alexander),99,97
4,6:37.0,R. Rondo makes 3-pt jump shot from 25 ft,,102,97
4,6:20.0,,S. Gilgeous-Alexander makes 2-pt dunk from 1 ft,102,99
4,6:09.0,R. Rondo misses 2-pt jump shot from 9 ft,,102,99
4,6:07.0,,Defensive rebound by Team,102,99
4,6:07.0,Loose ball foul by J. McGee (drawn by M. Harrell),,102,99
4,6:07.0,,M. Harrell misses free throw 1 of 2,102,99
4,6:07.0,,Offensive rebound by Team,102,99
4,6:07.0,A. Caruso enters the game for J. McGee,,102,99
4,6:07.0,J. Williams enters the game for M. Muscala,,102,99
4,6:07.0,,G. Temple enters the game for L. Shamet,102,99
4,6:07.0,,M. Harrell makes free throw 2 of 2,102,100
4,5:52.0,Turnover by R. Rondo (bad pass; steal by G. Temple),,102,100
4,5:50.0,,Shooting foul by A. Caruso (drawn by G. Temple),102,100
4,5:50.0,,G. Temple makes free throw 1 of 2,102,101
4,5:50.0,,G. Temple makes free throw 2 of 2,102,102
4,5:33.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by R. Rondo),,105,102
4,5:12.0,,G. Temple misses 3-pt jump shot from 24 ft,105,102
4,5:09.0,Defensive rebound by J. Jones,,105,102
4,5:03.0,A. Caruso makes 3-pt jump shot from 24 ft,,108,102
4,5:01.0,,LA Clippers full timeout,108,102
4,4:52.0,,L. Williams misses 2-pt jump shot from 4 ft,108,102
4,4:49.0,Defensive rebound by J. Jones,,108,102
4,4:25.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,108,102
4,4:22.0,,Defensive rebound by L. Williams,108,102
4,4:03.0,,D. Gallinari misses 2-pt jump shot from 11 ft,108,102
4,4:03.0,Defensive rebound by Team,,108,102
4,3:49.0,R. Rondo misses 2-pt jump shot from 20 ft,,108,102
4,3:46.0,Offensive rebound by J. Jones,,108,102
4,3:46.0,A. Caruso makes 3-pt jump shot from 25 ft (assist by J. Jones),,111,102
4,3:27.0,,Shooting foul by A. Caruso (drawn by D. Gallinari),111,102
4,3:27.0,,D. Gallinari makes free throw 1 of 2,111,103
4,3:27.0,,D. Gallinari makes free throw 2 of 2,111,104
4,3:16.0,A. Caruso makes 3-pt jump shot from 26 ft (assist by K. Caldwell-Pope),,114,104
4,2:59.0,,D. Gallinari makes 3-pt jump shot from 25 ft (assist by S. Gilgeous-Alexander),114,107
4,2:35.0,R. Rondo misses 3-pt jump shot from 28 ft,,114,107
4,2:32.0,,Defensive rebound by L. Williams,114,107
4,2:30.0,,M. Harrell makes 2-pt layup from 1 ft (assist by L. Williams),114,109
4,2:29.0,LA Lakers full timeout,,114,109
4,2:14.0,J. Jones makes 2-pt dunk at rim (assist by R. Rondo),,116,109
4,2:14.0,Technical foul by J. Jones,,116,109
4,2:14.0,,D. Gallinari makes technical free throw,116,110
4,2:02.0,,D. Gallinari misses 3-pt jump shot from 29 ft,116,110
4,1:59.0,Defensive rebound by K. Caldwell-Pope,,116,110
4,1:40.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,116,110
4,1:37.0,,Defensive rebound by L. Williams,116,110
4,1:34.0,,Personal foul by J. Jones (drawn by L. Williams),116,110
4,1:34.0,,L. Williams makes free throw 1 of 2,116,111
4,1:34.0,,L. Williams makes free throw 2 of 2,116,112
4,1:20.0,Turnover by A. Caruso (bad pass),,116,112
4,1:10.0,,L. Williams misses 2-pt jump shot from 13 ft,116,112
4,1:08.0,Defensive rebound by R. Rondo,,116,112
4,0:47.0,A. Caruso makes 2-pt layup from 1 ft (assist by K. Caldwell-Pope),,118,112
4,0:45.0,,D. Gallinari makes 3-pt jump shot from 27 ft (assist by S. Gilgeous-Alexander),118,115
4,0:24.0,A. Caruso makes 2-pt layup from 3 ft,,120,115
4,0:17.0,,S. Gilgeous-Alexander makes 2-pt dunk from 2 ft (assist by D. Gallinari),120,117
4,0:10.0,Personal take foul by M. Harrell (drawn by A. Caruso),,120,117
4,0:10.0,Personal take foul by G. Temple (drawn by K. Caldwell-Pope),,120,117
4,0:10.0,K. Caldwell-Pope makes free throw 1 of 2,,121,117
4,0:10.0,K. Caldwell-Pope makes free throw 2 of 2,,122,117
4,0:05.0,,Turnover by S. Gilgeous-Alexander (lost ball; steal by K. Caldwell-Pope),122,117
