QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,LA CLIPPERS_ACTION,SACRAMENTO_SCORE,LA CLIPPERS_SCORE
4,3:09.0,,T. Harris makes free throw 1 of 2,98,114
4,3:09.0,,T. Harris makes free throw 2 of 2,98,115
4,2:56.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,98,115
4,2:54.0,Offensive rebound by W. Cauley-Stein,,98,115
4,2:51.0,I. Shumpert misses 3-pt jump shot from 27 ft,,98,115
4,2:51.0,Offensive rebound by Team,,98,115
4,2:46.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,98,115
4,2:44.0,,Defensive rebound by P. Beverley,98,115
4,2:30.0,,Turnover by L. Williams (out of bounds lost ball),98,115
4,2:24.0,Turnover by D. Fox (bad pass),,98,115
4,2:09.0,,Personal foul by I. Shumpert (drawn by L. Williams),98,115
4,2:09.0,,L. Williams makes free throw 1 of 2,98,116
4,2:09.0,Y. Ferrell enters the game for W. Cauley-Stein,,98,116
4,2:09.0,H. Giles enters the game for D. Fox,,98,116
4,2:09.0,,L. Williams makes free throw 2 of 2,98,117
4,2:02.0,B. Bogdanović makes 2-pt jump shot from 14 ft,,100,117
4,1:43.0,,L. Williams misses 2-pt jump shot from 6 ft,100,117
4,1:40.0,,Offensive rebound by M. Harrell,100,117
4,1:38.0,,Shooting foul by H. Giles (drawn by M. Harrell),100,117
4,1:38.0,,S. Gilgeous-Alexander enters the game for L. Williams,100,117
4,1:38.0,,M. Harrell makes free throw 1 of 2,100,118
4,1:38.0,,M. Harrell misses free throw 2 of 2,100,118
4,1:38.0,,Offensive rebound by P. Beverley,100,118
4,1:37.0,,P. Beverley misses 2-pt layup from 3 ft,100,118
4,1:36.0,Defensive rebound by I. Shumpert,,100,118
4,1:23.0,I. Shumpert makes 2-pt layup from 4 ft,,102,118
4,1:16.0,,S. Gilgeous-Alexander makes 2-pt layup from 2 ft (assist by M. Harrell),102,120
4,1:07.0,B. Hield makes 2-pt jump shot from 18 ft (assist by I. Shumpert),,104,120
4,0:46.0,,Turnover by P. Beverley (bad pass; steal by B. Bogdanović),104,120
4,0:45.0,Personal take foul by M. Harrell (drawn by B. Bogdanović),,104,120
4,0:45.0,B. Bogdanović makes free throw 1 of 2,,105,120
4,0:45.0,,J. Motley enters the game for P. Beverley,105,120
4,0:45.0,,J. Robinson enters the game for A. Bradley,105,120
4,0:45.0,,T. Wallace enters the game for T. Harris,105,120
4,0:45.0,B. Bogdanović makes free throw 2 of 2,,106,120
4,0:35.0,,Personal foul by I. Shumpert (drawn by S. Gilgeous-Alexander),106,120
4,0:35.0,,S. Gilgeous-Alexander makes free throw 1 of 2,106,121
4,0:35.0,,S. Gilgeous-Alexander makes free throw 2 of 2,106,122
4,0:27.0,B. Hield misses 3-pt jump shot from 24 ft,,106,122
4,0:24.0,Offensive rebound by I. Shumpert,,106,122
4,0:23.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,106,122
4,0:20.0,Offensive rebound by I. Shumpert,,106,122
4,0:15.0,Shooting foul by T. Wallace (drawn by I. Shumpert),,106,122
4,0:15.0,I. Shumpert makes free throw 1 of 2,,107,122
4,0:15.0,I. Shumpert makes free throw 2 of 2,,108,122
