QUARTER,TIME_REMAINING,MEMPHIS_ACTION,DALLAS_ACTION,MEMPHIS_SCORE,DALLAS_SCORE
1,7:15.0,,D. Nowitzki makes free throw 2 of 2,9,11
1,6:58.0,M. Conley makes 2-pt jump shot from 10 ft (assist by A. Bradley),,11,11
1,6:39.0,,T. Hardaway misses 3-pt jump shot from 22 ft,11,11
1,6:36.0,Defensive rebound by B. Caboclo,,11,11
1,6:36.0,Personal take foul by D. Nowitzki (drawn by B. Caboclo),,11,11
1,6:36.0,,Dallas full timeout,11,11
1,6:36.0,,D. Finney-Smith enters the game for L. Dončić,11,11
1,6:36.0,,M. Kleber enters the game for D. Nowitzki,11,11
1,6:36.0,,S. Mejri enters the game for D. Powell,11,11
1,6:25.0,J. Valančiūnas makes 2-pt jump shot from 6 ft,,13,11
1,6:09.0,,T. Hardaway misses 3-pt jump shot from 25 ft,13,11
1,6:06.0,Defensive rebound by J. Valančiūnas,,13,11
1,5:57.0,C. Miles misses 3-pt jump shot from 23 ft,,13,11
1,5:54.0,Offensive rebound by B. Caboclo,,13,11
1,5:52.0,J. Valančiūnas makes 2-pt hook shot from 3 ft (assist by B. Caboclo),,15,11
1,5:38.0,,J. Brunson makes 2-pt jump shot from 18 ft (assist by T. Hardaway),15,13
1,5:13.0,J. Valančiūnas makes 2-pt jump shot from 3 ft,,17,13
1,4:49.0,,Shooting foul by J. Valančiūnas (drawn by T. Hardaway),17,13
1,4:49.0,,T. Hardaway makes free throw 1 of 2,17,14
1,4:49.0,C. Parsons enters the game for B. Caboclo,,17,14
1,4:49.0,D. Wright enters the game for M. Conley,,17,14
1,4:49.0,,T. Hardaway makes free throw 2 of 2,17,15
1,4:27.0,A. Bradley misses 2-pt jump shot from 20 ft,,17,15
1,4:24.0,,Defensive rebound by J. Brunson,17,15
1,4:24.0,,Offensive foul by S. Mejri (drawn by J. Valančiūnas),17,15
1,4:24.0,,Turnover by S. Mejri (offensive foul),17,15
1,4:24.0,J. Noah enters the game for J. Valančiūnas,,17,15
1,4:18.0,Offensive foul by D. Wright (drawn by J. Brunson),,17,15
1,4:18.0,Turnover by D. Wright (offensive foul),,17,15
1,4:02.0,,J. Brunson misses 2-pt jump shot from 19 ft,17,15
1,4:00.0,Defensive rebound by J. Noah,,17,15
1,3:52.0,D. Wright misses 2-pt jump shot from 4 ft,,17,15
1,3:51.0,Offensive rebound by J. Noah,,17,15
1,3:51.0,J. Noah makes 2-pt layup from 2 ft,,19,15
1,3:34.0,,J. Brunson misses 2-pt layup from 5 ft (block by D. Wright),19,15
1,3:32.0,Defensive rebound by A. Bradley,,19,15
1,3:26.0,D. Wright makes 2-pt layup from 1 ft,,21,15
1,3:26.0,,Dallas full timeout,21,15
1,3:26.0,,L. Dončić enters the game for J. Brunson,21,15
1,3:26.0,,D. Harris enters the game for T. Hardaway,21,15
1,3:26.0,,D. Powell enters the game for S. Mejri,21,15
1,3:12.0,,Personal foul by C. Parsons (drawn by M. Kleber),21,15
1,3:12.0,,M. Kleber makes free throw 1 of 2,21,16
1,3:12.0,,M. Kleber makes free throw 2 of 2,21,17
1,2:51.0,Shooting foul by L. Dončić (drawn by A. Bradley),,21,17
1,2:51.0,A. Bradley makes free throw 1 of 2,,22,17
1,2:51.0,A. Bradley makes free throw 2 of 2,,23,17
1,2:30.0,,M. Kleber misses 2-pt layup from 4 ft (block by J. Noah),23,17
1,2:27.0,,Offensive rebound by M. Kleber,23,17
1,2:26.0,,M. Kleber misses 2-pt layup from 2 ft,23,17
1,2:26.0,,Offensive rebound by M. Kleber,23,17
1,2:22.0,,M. Kleber misses 2-pt layup from 2 ft,23,17
1,2:21.0,Defensive rebound by J. Noah,,23,17
1,2:20.0,C. Miles makes 2-pt jump shot from 8 ft,,25,17
1,2:20.0,Shooting foul by D. Finney-Smith (drawn by C. Miles),,25,17
1,2:20.0,I. Rabb enters the game for A. Bradley,,25,17
1,2:20.0,,D. Nowitzki enters the game for M. Kleber,25,17
1,2:20.0,C. Miles makes free throw 1 of 1,,26,17
1,2:11.0,,L. Dončić misses 3-pt jump shot from 27 ft,26,17
1,2:07.0,Defensive rebound by I. Rabb,,26,17
1,1:56.0,Shooting foul by D. Finney-Smith (drawn by J. Noah),,26,17
1,1:56.0,J. Noah makes free throw 1 of 2,,27,17
1,1:56.0,,J. Jackson enters the game for D. Finney-Smith,27,17
1,1:56.0,J. Noah makes free throw 2 of 2,,28,17
1,1:39.0,,D. Harris misses 3-pt jump shot from 26 ft,28,17
1,1:36.0,Defensive rebound by C. Parsons,,28,17
1,1:25.0,I. Rabb makes 2-pt jump shot from 16 ft (assist by J. Noah),,30,17
1,1:00.0,,D. Nowitzki misses 2-pt jump shot from 21 ft,30,17
1,0:58.0,Defensive rebound by J. Noah,,30,17
1,0:46.0,Turnover by C. Parsons (bad pass; steal by D. Harris),,30,17
1,0:42.0,,L. Dončić makes 2-pt layup from 1 ft (assist by D. Harris),30,19
1,0:28.0,D. Wright misses 2-pt jump shot from 11 ft (block by L. Dončić),,30,19
1,0:28.0,Offensive rebound by Team,,30,19
1,0:23.0,C. Miles makes 3-pt jump shot from 24 ft (assist by D. Wright),,33,19
1,0:01.0,,L. Dončić makes 2-pt layup from 3 ft,33,21
1,0:01.0,,Violation by Team (delay of game),33,21
1,0:01.0,J. Noah misses 3-pt jump shot from 57 ft,,33,21
1,0:01.0,Offensive rebound by Team,,33,21
2,11:47.0,,Shooting foul by C. Miles (drawn by D. Harris),33,21
2,11:47.0,,D. Harris makes free throw 1 of 2,33,22
2,11:47.0,,D. Harris misses free throw 2 of 2,33,22
2,11:43.0,Defensive rebound by D. Wright,,33,22
2,11:28.0,J. Noah misses 2-pt jump shot from 10 ft,,33,22
2,11:26.0,,Defensive rebound by D. Powell,33,22
2,11:15.0,,D. Nowitzki misses 3-pt jump shot from 26 ft,33,22
2,11:12.0,Defensive rebound by C. Miles,,33,22
2,11:11.0,J. Noah makes 2-pt layup from 1 ft (assist by C. Miles),,35,22
2,11:11.0,Shooting foul by D. Nowitzki (drawn by J. Noah),,35,22
2,11:11.0,M. Conley enters the game for C. Miles,,35,22
2,11:11.0,,J. Brunson enters the game for J. Jackson,35,22
2,11:11.0,J. Noah misses free throw 1 of 1,,35,22
2,11:09.0,,Defensive rebound by L. Dončić,35,22
2,10:52.0,,D. Powell makes 2-pt layup from 2 ft (assist by D. Harris),35,24
2,10:39.0,D. Wright misses 3-pt jump shot from 23 ft,,35,24
2,10:37.0,,Defensive rebound by D. Nowitzki,35,24
2,10:32.0,,Turnover by D. Harris (lost ball; steal by C. Parsons),35,24
2,10:19.0,C. Parsons misses 3-pt jump shot from 25 ft,,35,24
2,10:16.0,,Defensive rebound by D. Powell,35,24
2,10:08.0,,L. Dončić makes 2-pt jump shot from 9 ft,35,26
2,10:08.0,,Shooting foul by M. Conley (drawn by L. Dončić),35,26
2,10:08.0,A. Bradley enters the game for C. Parsons,,35,26
2,10:08.0,,L. Dončić makes free throw 1 of 1,35,27
2,9:57.0,M. Conley misses 3-pt jump shot from 25 ft,,35,27
2,9:55.0,,Defensive rebound by D. Harris,35,27
2,9:41.0,,J. Brunson misses 3-pt jump shot from 25 ft,35,27
2,9:37.0,Defensive rebound by J. Noah,,35,27
2,9:29.0,I. Rabb makes 2-pt hook shot from 4 ft (assist by A. Bradley),,37,27
2,9:09.0,,L. Dončić misses 3-pt jump shot from 25 ft,37,27
2,9:07.0,Defensive rebound by A. Bradley,,37,27
2,8:56.0,A. Bradley makes 2-pt jump shot from 23 ft (assist by J. Noah),,39,27
2,8:55.0,,Dallas full timeout,39,27
2,8:55.0,,D. Finney-Smith enters the game for L. Dončić,39,27
2,8:41.0,,D. Powell makes 3-pt jump shot from 25 ft (assist by D. Nowitzki),39,30
2,8:24.0,Turnover by J. Noah (bad pass; steal by D. Finney-Smith),,39,30
2,8:15.0,,D. Nowitzki misses 3-pt jump shot from 26 ft,39,30
2,8:13.0,Defensive rebound by Team,,39,30
2,8:04.0,Personal foul by J. Brunson (drawn by M. Conley),,39,30
2,8:04.0,,M. Kleber enters the game for D. Nowitzki,39,30
2,7:59.0,M. Conley misses 2-pt jump shot from 19 ft,,39,30
2,7:58.0,Offensive rebound by Team,,39,30
2,7:49.0,A. Bradley misses 2-pt jump shot from 8 ft (block by D. Finney-Smith),,39,30
2,7:49.0,Offensive rebound by Team,,39,30
2,7:44.0,A. Bradley misses 3-pt jump shot from 30 ft,,39,30
2,7:41.0,,Defensive rebound by J. Brunson,39,30
2,7:32.0,,J. Brunson misses 2-pt jump shot from 7 ft (block by J. Noah),39,30
2,7:29.0,Defensive rebound by J. Noah,,39,30
2,7:25.0,Shooting foul by J. Brunson (drawn by M. Conley),,39,30
2,7:25.0,M. Conley makes free throw 1 of 2,,40,30
2,7:25.0,B. Caboclo enters the game for J. Noah,,40,30
2,7:25.0,J. Valančiūnas enters the game for I. Rabb,,40,30
2,7:25.0,,T. Burke enters the game for J. Brunson,40,30
2,7:25.0,,T. Hardaway enters the game for D. Harris,40,30
2,7:25.0,M. Conley makes free throw 2 of 2,,41,30
2,7:11.0,,D. Finney-Smith makes 3-pt jump shot from 25 ft (assist by D. Powell),41,33
2,6:53.0,M. Conley misses 2-pt jump shot from 3 ft,,41,33
2,6:52.0,,Defensive rebound by M. Kleber,41,33
2,6:42.0,,D. Powell misses 2-pt layup from 3 ft,41,33
2,6:42.0,,Offensive rebound by M. Kleber,41,33
2,6:38.0,,D. Powell makes 2-pt dunk from 1 ft (assist by M. Kleber),41,35
2,6:32.0,Memphis full timeout,,41,35
2,6:32.0,C. Miles enters the game for D. Wright,,41,35
2,6:18.0,A. Bradley misses 3-pt jump shot from 25 ft,,41,35
2,6:14.0,Offensive rebound by A. Bradley,,41,35
2,6:08.0,M. Conley makes 3-pt jump shot from 25 ft (assist by B. Caboclo),,44,35
2,5:54.0,,T. Hardaway misses 3-pt jump shot from 26 ft,44,35
2,5:49.0,,Offensive rebound by D. Finney-Smith,44,35
2,5:49.0,,D. Finney-Smith makes 2-pt layup from 1 ft,44,37
2,5:32.0,M. Conley makes 2-pt layup from 6 ft (assist by J. Valančiūnas),,46,37
2,5:32.0,Shooting foul by M. Kleber (drawn by M. Conley),,46,37
2,5:32.0,M. Conley makes free throw 1 of 1,,47,37
2,5:19.0,,T. Burke misses 3-pt jump shot from 26 ft,47,37
2,5:15.0,Defensive rebound by A. Bradley,,47,37
2,5:15.0,,L. Dončić enters the game for T. Burke,47,37
2,5:00.0,Turnover by J. Valančiūnas (bad pass; steal by L. Dončić),,47,37
2,4:57.0,,D. Finney-Smith makes 2-pt layup from 3 ft (assist by L. Dončić),47,39
2,4:57.0,,Shooting foul by M. Conley (drawn by D. Finney-Smith),47,39
2,4:57.0,,D. Finney-Smith makes free throw 1 of 1,47,40
2,4:34.0,Shooting foul by D. Powell (drawn by J. Valančiūnas),,47,40
2,4:34.0,J. Valančiūnas misses free throw 1 of 2,,47,40
2,4:34.0,Offensive rebound by Team,,47,40
2,4:34.0,,J. Brunson enters the game for D. Powell,47,40
2,4:34.0,J. Valančiūnas makes free throw 2 of 2,,48,40
2,4:24.0,,J. Brunson misses 3-pt jump shot from 23 ft,48,40
2,4:21.0,,Offensive rebound by M. Kleber,48,40
2,4:20.0,,T. Hardaway misses 3-pt jump shot from 27 ft,48,40
2,4:20.0,Defensive rebound by B. Caboclo,,48,40
2,4:07.0,Personal foul by D. Finney-Smith (drawn by J. Valančiūnas),,48,40
2,4:07.0,J. Valančiūnas makes free throw 1 of 2,,49,40
2,4:07.0,,J. Jackson enters the game for D. Finney-Smith,49,40
2,4:07.0,J. Valančiūnas makes free throw 2 of 2,,50,40
2,3:51.0,,L. Dončić makes 2-pt jump shot from 7 ft (assist by J. Brunson),50,42
2,3:36.0,A. Bradley makes 3-pt jump shot from 24 ft,,53,42
2,3:26.0,,Turnover by T. Hardaway (turnover),53,42
2,3:26.0,,Loose ball foul by T. Hardaway (drawn by B. Caboclo),53,42
2,3:26.0,B. Caboclo misses free throw 1 of 2,,53,42
2,3:26.0,Offensive rebound by Team,,53,42
2,3:26.0,,D. Harris enters the game for T. Hardaway,53,42
2,3:26.0,,D. Powell enters the game for M. Kleber,53,42
2,3:26.0,B. Caboclo makes free throw 2 of 2,,54,42
2,3:16.0,,Personal foul by A. Bradley (drawn by L. Dončić),54,42
2,3:10.0,,Shooting foul by C. Miles (drawn by L. Dončić),54,42
2,3:10.0,,L. Dončić makes free throw 1 of 2,54,43
2,3:10.0,,L. Dončić makes free throw 2 of 2,54,44
2,3:02.0,C. Miles misses 3-pt jump shot from 28 ft,,54,44
2,2:59.0,,Defensive rebound by D. Harris,54,44
2,2:52.0,,J. Jackson misses 2-pt jump shot from 6 ft,54,44
2,2:50.0,Defensive rebound by B. Caboclo,,54,44
2,2:45.0,Shooting foul by D. Powell (drawn by M. Conley),,54,44
2,2:45.0,M. Conley makes free throw 1 of 2,,55,44
2,2:45.0,D. Wright enters the game for C. Miles,,55,44
2,2:45.0,M. Conley makes free throw 2 of 2,,56,44
2,2:32.0,,Shooting foul by M. Conley (drawn by D. Powell),56,44
2,2:32.0,,D. Powell makes free throw 1 of 2,56,45
2,2:32.0,T. Dorsey enters the game for M. Conley,,56,45
2,2:32.0,,D. Powell makes free throw 2 of 2,56,46
2,2:11.0,Personal foul by D. Harris (drawn by T. Dorsey),,56,46
2,2:11.0,T. Dorsey makes free throw 1 of 2,,57,46
2,2:11.0,,M. Kleber enters the game for J. Jackson,57,46
2,2:11.0,T. Dorsey misses free throw 2 of 2,,57,46
2,2:09.0,,Defensive rebound by D. Powell,57,46
2,1:58.0,,Turnover by L. Dončić (traveling),57,46
2,1:36.0,J. Valančiūnas makes 2-pt jump shot from 6 ft,,59,46
2,1:08.0,,L. Dončić misses 3-pt jump shot from 25 ft,59,46
2,1:06.0,,Offensive rebound by D. Powell,59,46
2,1:04.0,,J. Brunson misses 3-pt jump shot from 26 ft,59,46
2,1:01.0,Defensive rebound by Team,,59,46
2,0:45.0,A. Bradley makes 3-pt jump shot from 25 ft (assist by D. Wright),,62,46
2,0:33.0,,L. Dončić makes 2-pt jump shot from 12 ft,62,48
2,0:33.0,,Shooting foul by T. Dorsey (drawn by L. Dončić),62,48
2,0:33.0,,L. Dončić makes free throw 1 of 1,62,49
2,0:12.0,Turnover by J. Valančiūnas (lost ball; steal by J. Brunson),,62,49
2,0:07.0,,J. Brunson misses 2-pt hook shot from 4 ft,62,49
2,0:06.0,,Offensive rebound by J. Brunson,62,49
2,0:03.0,,D. Powell misses 2-pt layup from 7 ft,62,49
2,0:01.0,Defensive rebound by D. Wright,,62,49
3,11:50.0,,T. Hardaway misses 2-pt layup from 2 ft,62,49
3,11:49.0,Defensive rebound by D. Wright,,62,49
3,11:43.0,B. Caboclo misses 3-pt jump shot from 23 ft,,62,49
3,11:40.0,,Defensive rebound by L. Dončić,62,49
3,11:33.0,,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by D. Powell),62,52
3,11:12.0,Turnover by M. Conley (bad pass; steal by L. Dončić),,62,52
3,11:08.0,,L. Dončić makes 3-pt jump shot from 26 ft,62,55
3,11:06.0,Memphis full timeout,,62,55
3,10:44.0,B. Caboclo makes 3-pt jump shot from 25 ft (assist by A. Bradley),,65,55
3,10:26.0,,Shooting foul by J. Valančiūnas (drawn by D. Powell),65,55
3,10:26.0,,D. Powell makes free throw 1 of 2,65,56
3,10:26.0,,D. Powell misses free throw 2 of 2,65,56
3,10:23.0,Defensive rebound by J. Valančiūnas,,65,56
3,10:08.0,M. Conley misses 2-pt jump shot from 16 ft,,65,56
3,10:05.0,,Defensive rebound by L. Dončić,65,56
3,9:59.0,,Personal foul by M. Conley (drawn by J. Brunson),65,56
3,9:59.0,C. Miles enters the game for M. Conley,,65,56
3,9:51.0,,D. Powell misses 2-pt layup from 5 ft,65,56
3,9:48.0,Defensive rebound by D. Wright,,65,56
3,9:42.0,C. Miles makes 3-pt jump shot from 25 ft (assist by B. Caboclo),,68,56
3,9:27.0,,L. Dončić misses 3-pt jump shot from 26 ft,68,56
3,9:24.0,Defensive rebound by J. Valančiūnas,,68,56
3,9:12.0,A. Bradley misses 2-pt jump shot from 11 ft (block by L. Dončić),,68,56
3,9:08.0,,Defensive rebound by T. Hardaway,68,56
3,9:07.0,,Shooting foul by D. Wright (drawn by L. Dončić),68,56
3,9:07.0,,L. Dončić makes free throw 1 of 2,68,57
3,9:07.0,,L. Dončić misses free throw 2 of 2,68,57
3,9:05.0,Defensive rebound by J. Valančiūnas,,68,57
3,8:41.0,D. Wright misses 3-pt jump shot from 27 ft,,68,57
3,8:37.0,,Defensive rebound by D. Powell,68,57
3,8:30.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,68,57
3,8:26.0,Defensive rebound by D. Wright,,68,57
3,8:14.0,Personal foul by D. Powell (drawn by J. Valančiūnas),,68,57
3,8:14.0,J. Noah enters the game for J. Valančiūnas,,68,57
3,8:05.0,D. Wright misses 2-pt jump shot from 7 ft,,68,57
3,8:05.0,,Defensive rebound by Team,68,57
3,8:05.0,Loose ball foul by B. Caboclo (drawn by D. Nowitzki),,68,57
3,7:58.0,,Personal foul by C. Miles (drawn by D. Powell),68,57
3,7:58.0,,D. Powell misses free throw 1 of 2,68,57
3,7:58.0,,Offensive rebound by Team,68,57
3,7:58.0,C. Parsons enters the game for C. Miles,,68,57
3,7:58.0,,D. Powell makes free throw 2 of 2,68,58
3,7:40.0,J. Noah makes 2-pt layup from 1 ft (assist by A. Bradley),,70,58
3,7:32.0,,T. Hardaway makes 2-pt jump shot from 9 ft (assist by L. Dončić),70,60
3,7:11.0,B. Caboclo makes 3-pt jump shot from 23 ft (assist by J. Noah),,73,60
3,6:50.0,,J. Brunson misses 3-pt jump shot from 23 ft,73,60
3,6:50.0,Defensive rebound by A. Bradley,,73,60
3,6:42.0,A. Bradley misses 3-pt jump shot from 25 ft,,73,60
3,6:38.0,,Defensive rebound by D. Powell,73,60
3,6:19.0,,D. Nowitzki misses 2-pt jump shot from 12 ft,73,60
3,6:17.0,Defensive rebound by B. Caboclo,,73,60
3,6:04.0,,Violation by Team (kicked ball),73,60
3,6:04.0,,M. Kleber enters the game for D. Nowitzki,73,60
3,5:54.0,Turnover by J. Noah (traveling),,73,60
3,5:44.0,,L. Dončić misses 3-pt jump shot from 27 ft,73,60
3,5:40.0,,Offensive rebound by J. Brunson,73,60
3,5:39.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by J. Brunson),73,63
3,5:09.0,D. Wright makes 2-pt layup from 1 ft (assist by J. Noah),,75,63
3,5:01.0,,Personal foul by B. Caboclo (drawn by L. Dončić),75,63
3,5:01.0,,L. Dončić makes free throw 1 of 2,75,64
3,5:01.0,J. Carter enters the game for D. Wright,,75,64
3,5:01.0,,T. Burke enters the game for J. Brunson,75,64
3,5:01.0,,L. Dončić makes free throw 2 of 2,75,65
3,4:38.0,J. Noah makes 2-pt layup from 2 ft (assist by A. Bradley),,77,65
3,4:35.0,,Dallas full timeout,77,65
3,4:35.0,J. Valančiūnas enters the game for B. Caboclo,,77,65
3,4:25.0,,T. Hardaway misses 3-pt jump shot from 25 ft,77,65
3,4:21.0,Defensive rebound by C. Parsons,,77,65
3,4:17.0,Personal foul by T. Hardaway (drawn by J. Carter),,77,65
3,4:00.0,C. Parsons makes 3-pt jump shot from 25 ft (assist by J. Valančiūnas),,80,65
3,3:44.0,,Turnover by M. Kleber (bad pass),80,65
3,3:44.0,,S. Mejri enters the game for D. Powell,80,65
3,3:23.0,J. Carter makes 3-pt jump shot from 23 ft (assist by C. Parsons),,83,65
3,3:05.0,,Personal foul by J. Noah (drawn by L. Dončić),83,65
3,3:05.0,,L. Dončić misses free throw 1 of 2,83,65
3,3:05.0,,Offensive rebound by Team,83,65
3,3:05.0,,J. Brunson enters the game for T. Burke,83,65
3,3:05.0,,D. Harris enters the game for T. Hardaway,83,65
3,3:05.0,,L. Dončić misses free throw 2 of 2,83,65
3,3:03.0,,Offensive rebound by S. Mejri,83,65
3,2:57.0,,M. Kleber misses 3-pt jump shot from 23 ft,83,65
3,2:53.0,Defensive rebound by J. Noah,,83,65
3,2:49.0,,Violation by Team (kicked ball),83,65
3,2:49.0,,D. Finney-Smith enters the game for L. Dončić,83,65
3,2:42.0,Shooting foul by M. Kleber (drawn by J. Noah),,83,65
3,2:42.0,J. Noah makes free throw 1 of 2,,84,65
3,2:42.0,J. Noah makes free throw 2 of 2,,85,65
3,2:28.0,,D. Harris misses 2-pt jump shot from 21 ft,85,65
3,2:24.0,Defensive rebound by J. Valančiūnas,,85,65
3,2:20.0,Memphis full timeout,,85,65
3,2:20.0,D. Wright enters the game for A. Bradley,,85,65
3,2:14.0,J. Carter misses 3-pt jump shot from 22 ft,,85,65
3,2:11.0,,Defensive rebound by D. Harris,85,65
3,2:11.0,Loose ball foul by C. Parsons (drawn by D. Harris),,85,65
3,2:11.0,,D. Harris misses free throw 1 of 2,85,65
3,2:11.0,,Offensive rebound by Team,85,65
3,2:11.0,,D. Harris misses free throw 2 of 2,85,65
3,2:08.0,Defensive rebound by J. Noah,,85,65
3,1:49.0,C. Parsons makes 2-pt jump shot from 7 ft (assist by J. Noah),,87,65
3,1:29.0,,D. Harris misses 2-pt jump shot from 4 ft (block by J. Carter),87,65
3,1:26.0,,Offensive rebound by D. Harris,87,65
3,1:25.0,,D. Harris misses 2-pt jump shot from 4 ft,87,65
3,1:25.0,Defensive rebound by Team,,87,65
3,1:15.0,J. Noah misses 2-pt hook shot from 4 ft (block by M. Kleber),,87,65
3,1:13.0,Offensive rebound by Team,,87,65
3,1:07.0,C. Parsons misses 3-pt jump shot from 24 ft,,87,65
3,1:07.0,,Defensive rebound by S. Mejri,87,65
3,0:56.0,,J. Brunson misses 3-pt jump shot from 25 ft,87,65
3,0:53.0,,Offensive rebound by S. Mejri,87,65
3,0:51.0,,D. Finney-Smith misses 3-pt jump shot from 25 ft,87,65
3,0:47.0,Defensive rebound by J. Valančiūnas,,87,65
3,0:31.0,J. Carter makes 3-pt jump shot from 23 ft (assist by C. Parsons),,90,65
3,0:31.0,,Dallas full timeout,90,65
3,0:31.0,A. Bradley enters the game for C. Parsons,,90,65
3,0:31.0,B. Caboclo enters the game for J. Valančiūnas,,90,65
3,0:31.0,,R. Broekhoff enters the game for D. Finney-Smith,90,65
3,0:14.0,,Personal foul by A. Bradley (drawn by D. Harris),90,65
3,0:14.0,,D. Harris makes free throw 1 of 2,90,66
3,0:14.0,C. Parsons enters the game for A. Bradley,,90,66
3,0:14.0,,D. Harris makes free throw 2 of 2,90,67
3,0:01.0,Offensive foul by D. Wright (drawn by D. Harris),,90,67
3,0:01.0,Turnover by D. Wright (offensive foul),,90,67
3,0:01.0,A. Bradley enters the game for J. Carter,,90,67
3,0:01.0,J. Valančiūnas enters the game for C. Parsons,,90,67
3,0:00.0,,S. Mejri misses 2-pt jump shot from 20 ft (block by B. Caboclo),90,67
3,0:00.0,,Offensive rebound by Team,90,67
4,11:46.0,J. Valančiūnas makes 2-pt hook shot from 1 ft (assist by B. Caboclo),,92,67
4,11:26.0,,Turnover by T. Burke (lost ball; steal by J. Valančiūnas),92,67
4,11:16.0,C. Parsons misses 3-pt jump shot from 24 ft,,92,67
4,11:11.0,,Defensive rebound by D. Nowitzki,92,67
4,11:07.0,,Offensive foul by D. Powell (drawn by M. Conley),92,67
4,11:07.0,,Turnover by D. Powell (offensive foul),92,67
4,10:53.0,B. Caboclo misses 3-pt jump shot from 23 ft,,92,67
4,10:52.0,,Defensive rebound by Team,92,67
4,10:52.0,Loose ball foul by J. Valančiūnas (drawn by D. Nowitzki),,92,67
4,10:52.0,C. Miles enters the game for C. Parsons,,92,67
4,10:36.0,,R. Broekhoff makes 2-pt jump shot from 18 ft (assist by T. Burke),92,69
4,10:20.0,Personal foul by D. Nowitzki (drawn by J. Valančiūnas),,92,69
4,10:13.0,J. Valančiūnas makes 2-pt jump shot from 21 ft (assist by C. Miles),,94,69
4,9:52.0,,D. Nowitzki misses 2-pt jump shot from 6 ft,94,69
4,9:50.0,Defensive rebound by J. Valančiūnas,,94,69
4,9:46.0,B. Caboclo misses 2-pt layup from 3 ft,,94,69
4,9:45.0,,Defensive rebound by D. Nowitzki,94,69
4,9:37.0,,T. Burke makes 2-pt jump shot from 4 ft,94,71
4,9:13.0,M. Conley misses 2-pt jump shot from 8 ft (block by C. Lee),,94,71
4,9:11.0,,Defensive rebound by C. Lee,94,71
4,9:06.0,,C. Lee misses 3-pt jump shot from 27 ft,94,71
4,9:06.0,Defensive rebound by D. Wright,,94,71
4,9:01.0,Offensive foul by D. Wright (drawn by C. Lee),,94,71
4,9:01.0,Turnover by D. Wright (offensive foul),,94,71
4,9:01.0,A. Bradley enters the game for D. Wright,,94,71
4,8:40.0,,T. Burke misses 2-pt jump shot from 15 ft,94,71
4,8:37.0,,Offensive rebound by D. Powell,94,71
4,8:36.0,,C. Lee misses 3-pt jump shot from 26 ft,94,71
