QUARTER,TIME_REMAINING,HOUSTON_ACTION,UTAH_ACTION,HOUSTON_SCORE,UTAH_SCORE
3,9:05.0,Turnover by J. Harden (lost ball; steal by R. Rubio),,71,55
3,8:57.0,,Turnover by D. Mitchell (bad pass; steal by P. Tucker),71,55
3,8:55.0,Personal take foul by J. Crowder (drawn by J. Harden),,71,55
3,8:55.0,,D. Favors enters the game for R. Gobert,71,55
3,8:39.0,Turnover by J. Harden (bad pass),,71,55
3,8:34.0,,Personal foul by K. Faried (drawn by R. Rubio),71,55
3,8:29.0,,D. Mitchell misses 3-pt jump shot from 26 ft,71,55
3,8:26.0,Defensive rebound by P. Tucker,,71,55
3,8:18.0,P. Tucker makes 2-pt jump shot from 6 ft (assist by J. Harden),,73,55
3,8:09.0,,Personal foul by K. Faried (drawn by D. Mitchell),73,55
3,8:09.0,,D. Mitchell makes free throw 1 of 2,73,56
3,8:09.0,N. Hilário enters the game for K. Faried,,73,56
3,8:09.0,,D. Mitchell makes free throw 2 of 2,73,57
3,8:02.0,E. Gordon misses 2-pt jump shot from 4 ft (block by D. Favors),,73,57
3,7:59.0,Offensive rebound by N. Hilário,,73,57
3,7:57.0,P. Tucker misses 3-pt jump shot from 25 ft,,73,57
3,7:54.0,,Defensive rebound by Team,73,57
3,7:43.0,,Turnover by J. Ingles (bad pass; steal by N. Hilário),73,57
3,7:38.0,J. Ennis makes 2-pt layup from 3 ft (assist by N. Hilário),,75,57
3,7:37.0,,Utah full timeout,75,57
3,7:37.0,A. Rivers enters the game for E. Gordon,,75,57
3,7:17.0,,D. Mitchell misses 2-pt jump shot from 13 ft,75,57
3,7:15.0,,Offensive rebound by D. Mitchell,75,57
3,7:14.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by D. Mitchell),75,60
3,6:46.0,A. Rivers misses 2-pt layup from 5 ft (block by D. Favors),,75,60
3,6:43.0,,Defensive rebound by R. Rubio,75,60
3,6:40.0,,J. Crowder misses 3-pt jump shot from 24 ft,75,60
3,6:36.0,,Offensive rebound by R. Rubio,75,60
3,6:32.0,,D. Mitchell makes 2-pt jump shot from 5 ft (assist by J. Ingles),75,62
3,6:32.0,,Shooting foul by N. Hilário (drawn by D. Mitchell),75,62
3,6:32.0,G. Green enters the game for J. Ennis,,75,62
3,6:32.0,,R. O'Neale enters the game for J. Ingles,75,62
3,6:32.0,,D. Mitchell misses free throw 1 of 1,75,62
3,6:31.0,Defensive rebound by J. Harden,,75,62
3,6:24.0,J. Harden makes 2-pt jump shot from 8 ft,,77,62
3,6:13.0,,Turnover by R. Rubio (bad pass; steal by J. Harden),77,62
3,6:04.0,Turnover by G. Green (traveling),,77,62
3,5:58.0,,Personal foul by A. Rivers (drawn by J. Crowder),77,62
3,5:58.0,,J. Crowder misses free throw 1 of 2,77,62
3,5:58.0,,Offensive rebound by Team,77,62
3,5:58.0,,K. Korver enters the game for R. Rubio,77,62
3,5:58.0,,J. Crowder misses free throw 2 of 2,77,62
3,5:56.0,,Offensive rebound by J. Crowder,77,62
3,5:52.0,,Turnover by J. Crowder (bad pass; steal by N. Hilário),77,62
3,5:46.0,J. Harden misses 3-pt jump shot from 32 ft,,77,62
3,5:43.0,,Defensive rebound by R. O'Neale,77,62
3,5:34.0,,D. Mitchell misses 2-pt layup from 5 ft,77,62
3,5:31.0,Defensive rebound by N. Hilário,,77,62
3,5:26.0,G. Green misses 3-pt jump shot from 26 ft,,77,62
3,5:22.0,,Defensive rebound by Team,77,62
3,5:13.0,,D. Mitchell misses 3-pt jump shot from 26 ft,77,62
3,5:08.0,Defensive rebound by P. Tucker,,77,62
3,4:55.0,N. Hilário makes 2-pt jump shot from 19 ft (assist by A. Rivers),,79,62
3,4:40.0,,J. Crowder misses 3-pt jump shot from 25 ft,79,62
3,4:37.0,Defensive rebound by A. Rivers,,79,62
3,4:17.0,Turnover by J. Harden (bad pass; steal by D. Mitchell),,79,62
3,4:13.0,,J. Crowder makes 2-pt layup from 2 ft (assist by D. Mitchell),79,64
3,4:12.0,Houston full timeout,,79,64
3,4:00.0,G. Green makes 3-pt jump shot from 24 ft (assist by J. Harden),,82,64
3,3:34.0,,D. Mitchell misses 3-pt jump shot from 26 ft,82,64
3,3:31.0,Defensive rebound by J. Harden,,82,64
3,3:24.0,J. Harden makes 2-pt jump shot from 18 ft,,84,64
3,3:24.0,I. Hartenstein enters the game for N. Hilário,,84,64
3,3:02.0,,Turnover by K. Korver (bad pass; steal by I. Hartenstein),84,64
3,2:59.0,Personal foul by D. Mitchell (drawn by A. Rivers),,84,64
3,2:59.0,,R. Gobert enters the game for J. Crowder,84,64
3,2:59.0,,G. Niang enters the game for D. Favors,84,64
3,2:46.0,J. Harden misses 3-pt jump shot from 25 ft,,84,64
3,2:43.0,,Defensive rebound by R. O'Neale,84,64
3,2:39.0,,K. Korver misses 3-pt jump shot from 28 ft,84,64
3,2:35.0,Defensive rebound by G. Green,,84,64
3,2:35.0,,R. Rubio enters the game for D. Mitchell,84,64
3,2:22.0,Technical foul by A. Rivers,,84,64
3,2:22.0,,K. Korver misses technical free throw,84,64
3,2:22.0,Defensive rebound by Team,,84,64
3,2:16.0,J. Harden misses 3-pt jump shot from 25 ft,,84,64
3,2:12.0,,Defensive rebound by R. Gobert,84,64
3,2:10.0,,Turnover by R. Gobert (lost ball; steal by P. Tucker),84,64
3,2:07.0,Shooting foul by R. Gobert (drawn by G. Green),,84,64
3,2:07.0,G. Green misses free throw 1 of 2,,84,64
3,2:07.0,Offensive rebound by Team,,84,64
3,2:07.0,J. Ennis enters the game for P. Tucker,,84,64
3,2:07.0,G. Green makes free throw 2 of 2,,85,64
3,1:58.0,,Personal foul by A. Rivers (drawn by R. Rubio),85,64
3,1:58.0,,R. Rubio makes free throw 1 of 2,85,65
3,1:58.0,,J. Ingles enters the game for K. Korver,85,65
3,1:58.0,,R. Rubio makes free throw 2 of 2,85,66
3,1:39.0,J. Harden makes 2-pt jump shot from 9 ft,,87,66
3,1:25.0,,Shooting foul by I. Hartenstein (drawn by G. Niang),87,66
3,1:25.0,,G. Niang misses free throw 1 of 2,87,66
3,1:25.0,,Offensive rebound by Team,87,66
3,1:25.0,E. Gordon enters the game for A. Rivers,,87,66
3,1:25.0,,G. Niang makes free throw 2 of 2,87,67
3,1:11.0,Turnover by J. Ennis (bad pass),,87,67
3,1:11.0,,Technical foul by R. O'Neale,87,67
3,1:11.0,Technical foul by E. Gordon,,87,67
3,0:55.0,,G. Niang misses 2-pt layup from 5 ft (block by J. Harden),87,67
3,0:52.0,,Offensive rebound by G. Niang,87,67
3,0:51.0,,R. Rubio misses 2-pt jump shot from 9 ft,87,67
3,0:48.0,Defensive rebound by G. Green,,87,67
3,0:45.0,Shooting foul by G. Niang (drawn by J. Ennis),,87,67
3,0:45.0,J. Ennis makes free throw 1 of 2,,88,67
3,0:45.0,J. Ennis makes free throw 2 of 2,,89,67
3,0:33.0,,J. Ingles misses 3-pt jump shot from 23 ft,89,67
3,0:29.0,Defensive rebound by J. Harden,,89,67
3,0:18.0,Personal foul by R. O'Neale (drawn by J. Harden),,89,67
3,0:18.0,J. Harden makes free throw 1 of 2,,90,67
3,0:18.0,J. Harden makes free throw 2 of 2,,91,67
3,0:03.0,,G. Niang makes 2-pt jump shot from 7 ft,91,69
3,0:00.0,Turnover by J. Harden (lost ball; steal by R. O'Neale),,91,69
4,11:49.0,,Turnover by R. Rubio (bad pass),91,69
4,11:37.0,A. Rivers makes 3-pt jump shot from 26 ft (assist by I. Hartenstein),,94,69
4,11:23.0,,D. Mitchell misses 2-pt jump shot from 4 ft,94,69
4,11:20.0,,Offensive rebound by R. Gobert,94,69
4,11:20.0,,R. Gobert makes 2-pt layup at rim,94,71
4,11:11.0,Turnover by E. Gordon (bad pass; steal by J. Crowder),,94,71
4,11:06.0,,D. Mitchell makes 3-pt jump shot from 25 ft,94,74
4,10:49.0,E. Gordon misses 2-pt jump shot from 5 ft,,94,74
4,10:48.0,,Defensive rebound by J. Crowder,94,74
4,10:43.0,,Shooting foul by I. Hartenstein (drawn by D. Mitchell),94,74
4,10:43.0,,D. Mitchell makes free throw 1 of 2,94,75
4,10:43.0,,D. Mitchell makes free throw 2 of 2,94,76
4,10:32.0,A. Rivers misses 2-pt jump shot from 13 ft,,94,76
4,10:29.0,,Defensive rebound by Team,94,76
4,10:24.0,,D. Mitchell misses 3-pt jump shot from 25 ft,94,76
4,10:21.0,Defensive rebound by J. Ennis,,94,76
