QUARTER,TIME_REMAINING,PHOENIX_ACTION,PORTLAND_ACTION,PHOENIX_SCORE,PORTLAND_SCORE
1,5:40.0,,A. Aminu misses 2-pt jump shot from 3 ft,13,13
1,5:38.0,,Offensive rebound by J. Nurkić,13,13
1,5:38.0,,J. Nurkić misses 2-pt layup from 1 ft,13,13
1,5:37.0,Defensive rebound by D. Bender,,13,13
1,5:33.0,Phoenix full timeout,,13,13
1,5:33.0,J. Jackson enters the game for D. Bender,,13,13
1,5:22.0,J. Jackson misses 2-pt jump shot from 2 ft,,13,13
1,5:20.0,,Defensive rebound by A. Aminu,13,13
1,5:16.0,,A. Aminu misses 3-pt jump shot from 25 ft,13,13
1,5:11.0,Defensive rebound by D. Booker,,13,13
1,5:04.0,T. Johnson misses 3-pt jump shot from 22 ft,,13,13
1,5:04.0,Offensive rebound by J. Jackson,,13,13
1,4:58.0,J. Jackson misses 2-pt layup from 1 ft,,13,13
1,4:57.0,,Defensive rebound by M. Harkless,13,13
1,4:48.0,,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Lillard),13,15
1,4:33.0,T. Johnson makes 3-pt jump shot from 22 ft (assist by D. Booker),,16,15
1,4:08.0,,C. McCollum makes 2-pt jump shot from 17 ft,16,17
1,3:47.0,D. Ayton misses 2-pt jump shot from 11 ft,,16,17
1,3:45.0,,Defensive rebound by M. Harkless,16,17
1,3:28.0,,J. Nurkić misses 2-pt layup from 3 ft,16,17
1,3:27.0,,Offensive rebound by A. Aminu,16,17
1,3:25.0,,A. Aminu makes 2-pt jump shot from 3 ft,16,19
1,3:18.0,K. Oubre makes 2-pt jump shot from 3 ft (assist by T. Johnson),,18,19
1,3:08.0,,Shooting foul by D. Ayton (drawn by J. Nurkić),18,19
1,3:08.0,M. Bridges enters the game for D. Ayton,,18,19
1,3:08.0,R. Holmes enters the game for K. Oubre,,18,19
1,3:08.0,,R. Hood enters the game for M. Harkless,18,19
1,3:08.0,,J. Layman enters the game for C. McCollum,18,19
1,3:08.0,,J. Nurkić misses free throw 1 of 2,18,19
1,3:08.0,,Offensive rebound by Team,18,19
1,3:08.0,,J. Nurkić makes free throw 2 of 2,18,20
1,2:59.0,D. Booker makes 2-pt jump shot from 13 ft,,20,20
1,2:59.0,Shooting foul by R. Hood (drawn by D. Booker),,20,20
1,2:59.0,,Portland full timeout,20,20
1,2:59.0,,E. Freedom enters the game for J. Nurkić,20,20
1,2:59.0,D. Booker makes free throw 1 of 1,,21,20
1,2:37.0,,D. Lillard misses 3-pt jump shot from 26 ft,21,20
1,2:34.0,Defensive rebound by T. Johnson,,21,20
1,2:23.0,Personal foul by J. Layman (drawn by R. Holmes),,21,20
1,2:23.0,J. Crawford enters the game for D. Booker,,21,20
1,2:23.0,,S. Curry enters the game for A. Aminu,21,20
1,2:09.0,R. Holmes misses 2-pt jump shot from 16 ft,,21,20
1,2:07.0,,Defensive rebound by Team,21,20
1,1:47.0,,E. Freedom misses 2-pt hook shot from 2 ft,21,20
1,1:46.0,Defensive rebound by R. Holmes,,21,20
1,1:35.0,R. Holmes misses 2-pt jump shot from 6 ft,,21,20
1,1:34.0,,Defensive rebound by E. Freedom,21,20
1,1:24.0,,E. Freedom misses 2-pt layup from 1 ft (block by R. Holmes),21,20
1,1:22.0,Defensive rebound by M. Bridges,,21,20
1,1:17.0,J. Jackson misses 2-pt layup from 2 ft (block by J. Layman),,21,20
1,1:14.0,,Defensive rebound by R. Hood,21,20
1,1:11.0,,Turnover by R. Hood (lost ball; steal by R. Holmes),21,20
1,1:00.0,T. Johnson makes 2-pt jump shot from 2 ft,,23,20
1,0:49.0,,Shooting foul by R. Holmes (drawn by D. Lillard),23,20
1,0:49.0,,D. Lillard makes free throw 1 of 2,23,21
1,0:49.0,,D. Lillard makes free throw 2 of 2,23,22
1,0:37.0,J. Crawford misses 2-pt jump shot from 14 ft,,23,22
1,0:35.0,,Defensive rebound by J. Layman,23,22
1,0:26.0,,E. Freedom makes 2-pt layup from 1 ft (assist by D. Lillard),23,24
1,0:07.0,T. Johnson misses 2-pt jump shot from 18 ft,,23,24
1,0:04.0,,Defensive rebound by E. Freedom,23,24
1,0:00.0,,S. Curry misses 2-pt jump shot from 20 ft,23,24
1,0:00.0,,Offensive rebound by Team,23,24
2,11:45.0,J. Jackson misses 2-pt jump shot from 5 ft,,23,24
2,11:44.0,Offensive rebound by Team,,23,24
2,11:39.0,Personal foul by J. Layman (drawn by M. Bridges),,23,24
2,11:33.0,R. Holmes makes 2-pt layup from 1 ft (assist by J. Crawford),,25,24
2,11:16.0,,Shooting foul by D. Melton (drawn by R. Hood),25,24
2,11:16.0,,R. Hood makes free throw 1 of 2,25,25
2,11:16.0,,R. Hood makes free throw 2 of 2,25,26
2,10:59.0,R. Holmes misses 2-pt jump shot from 4 ft,,25,26
2,10:56.0,,Defensive rebound by S. Curry,25,26
2,10:46.0,,S. Curry misses 3-pt jump shot from 28 ft,25,26
2,10:44.0,Defensive rebound by Team,,25,26
2,10:33.0,J. Crawford misses 2-pt jump shot from 16 ft,,25,26
2,10:31.0,,Defensive rebound by J. Layman,25,26
2,10:27.0,,J. Layman makes 2-pt layup from 1 ft,25,28
2,10:27.0,,Shooting foul by R. Holmes (drawn by J. Layman),25,28
2,10:27.0,,J. Layman misses free throw 1 of 1,25,28
2,10:24.0,,Offensive rebound by Z. Collins,25,28
2,10:20.0,,S. Curry makes 2-pt jump shot from 17 ft (assist by Z. Collins),25,30
2,10:19.0,Phoenix full timeout,,25,30
2,10:19.0,D. Bender enters the game for J. Jackson,,25,30
2,10:05.0,R. Holmes misses 2-pt jump shot from 13 ft,,25,30
2,10:02.0,,Defensive rebound by E. Freedom,25,30
2,9:55.0,,J. Layman makes 2-pt jump shot from 21 ft,25,32
2,9:36.0,J. Crawford misses 3-pt jump shot from 27 ft,,25,32
2,9:34.0,,Defensive rebound by Z. Collins,25,32
2,9:34.0,D. Ayton enters the game for R. Holmes,,25,32
2,9:20.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by E. Freedom),25,35
2,9:03.0,D. Ayton makes 2-pt jump shot from 11 ft (assist by D. Bender),,27,35
2,8:44.0,,Turnover by Z. Collins (step out of bounds),27,35
2,8:44.0,D. Booker enters the game for D. Melton,,27,35
2,8:34.0,D. Ayton makes 2-pt jump shot from 12 ft (assist by D. Booker),,29,35
2,8:16.0,,J. Layman misses 3-pt jump shot from 27 ft,29,35
2,8:14.0,Defensive rebound by M. Bridges,,29,35
2,8:04.0,D. Bender misses 3-pt jump shot from 25 ft,,29,35
2,8:01.0,,Defensive rebound by S. Curry,29,35
2,7:52.0,,S. Curry misses 3-pt jump shot from 26 ft,29,35
2,7:50.0,Defensive rebound by D. Bender,,29,35
2,7:36.0,D. Booker misses 2-pt hook shot from 13 ft,,29,35
2,7:35.0,,Defensive rebound by E. Freedom,29,35
2,7:29.0,,Z. Collins misses 2-pt jump shot from 10 ft,29,35
2,7:29.0,,Offensive rebound by E. Freedom,29,35
2,7:29.0,,Shooting foul by J. Crawford (drawn by E. Freedom),29,35
2,7:29.0,,E. Freedom misses free throw 1 of 2,29,35
2,7:29.0,,Offensive rebound by Team,29,35
2,7:29.0,,E. Freedom makes free throw 2 of 2,29,36
2,7:08.0,D. Ayton makes 2-pt jump shot from 12 ft (assist by M. Bridges),,31,36
2,6:50.0,,R. Hood makes 2-pt jump shot from 18 ft (assist by Z. Collins),31,38
2,6:37.0,Personal foul by R. Hood (drawn by D. Booker),,31,38
2,6:37.0,,M. Harkless enters the game for R. Hood,31,38
2,6:37.0,,C. McCollum enters the game for J. Layman,31,38
2,6:27.0,D. Ayton makes 2-pt hook shot from 5 ft (assist by D. Bender),,33,38
2,6:16.0,,E. Freedom makes 2-pt layup from 1 ft (assist by C. McCollum),33,40
2,6:06.0,Turnover by J. Crawford (lost ball; steal by Z. Collins),,33,40
2,6:00.0,,S. Curry makes 3-pt jump shot from 24 ft (assist by C. McCollum),33,43
2,6:00.0,Phoenix full timeout,,33,43
2,6:00.0,J. Jackson enters the game for D. Bender,,33,43
2,6:00.0,T. Johnson enters the game for M. Bridges,,33,43
2,6:00.0,K. Oubre enters the game for J. Crawford,,33,43
2,6:00.0,,J. Nurkić enters the game for E. Freedom,33,43
2,5:44.0,Shooting foul by J. Nurkić (drawn by K. Oubre),,33,43
2,5:44.0,K. Oubre makes free throw 1 of 2,,34,43
2,5:44.0,K. Oubre makes free throw 2 of 2,,35,43
2,5:22.0,,Turnover by J. Nurkić (lost ball; steal by D. Booker),35,43
2,5:16.0,Shooting foul by J. Nurkić (drawn by J. Jackson),,35,43
2,5:16.0,J. Jackson misses free throw 1 of 2,,35,43
2,5:16.0,Offensive rebound by Team,,35,43
2,5:16.0,,A. Aminu enters the game for Z. Collins,35,43
2,5:16.0,,D. Lillard enters the game for S. Curry,35,43
2,5:16.0,J. Jackson makes free throw 2 of 2,,36,43
2,5:01.0,,C. McCollum makes 2-pt jump shot from 23 ft,36,45
2,4:44.0,Offensive foul by D. Booker (drawn by C. McCollum),,36,45
2,4:44.0,Turnover by D. Booker (offensive foul),,36,45
2,4:38.0,,Personal foul by K. Oubre (drawn by D. Lillard),36,45
2,4:32.0,,J. Nurkić makes 2-pt dunk from 1 ft (assist by D. Lillard),36,47
2,4:11.0,Turnover by D. Booker (bad pass; steal by M. Harkless),,36,47
2,4:05.0,,M. Harkless makes 2-pt dunk from 1 ft,36,49
2,4:05.0,Phoenix full timeout,,36,49
2,3:56.0,Personal foul by D. Lillard (drawn by T. Johnson),,36,49
2,3:56.0,T. Johnson makes free throw 1 of 2,,37,49
2,3:56.0,T. Johnson makes free throw 2 of 2,,38,49
2,3:50.0,,Personal foul by T. Johnson (drawn by D. Lillard),38,49
2,3:50.0,,D. Lillard makes free throw 1 of 2,38,50
2,3:50.0,,D. Lillard misses free throw 2 of 2,38,50
2,3:48.0,Defensive rebound by D. Ayton,,38,50
2,3:33.0,D. Ayton misses 2-pt jump shot from 5 ft,,38,50
2,3:32.0,,Defensive rebound by M. Harkless,38,50
2,3:24.0,,J. Nurkić makes 2-pt hook shot from 7 ft (assist by D. Lillard),38,52
2,3:08.0,D. Booker misses 3-pt jump shot from 25 ft,,38,52
2,3:04.0,,Defensive rebound by M. Harkless,38,52
2,2:56.0,,D. Lillard misses 2-pt layup from 2 ft (block by K. Oubre),38,52
2,2:54.0,Defensive rebound by D. Booker,,38,52
2,2:50.0,T. Johnson misses 3-pt jump shot from 23 ft,,38,52
2,2:48.0,Offensive rebound by K. Oubre,,38,52
2,2:43.0,K. Oubre misses 3-pt jump shot from 23 ft,,38,52
2,2:42.0,Offensive rebound by T. Johnson,,38,52
2,2:37.0,K. Oubre makes 2-pt layup from 2 ft,,40,52
2,2:15.0,,C. McCollum makes 2-pt hook shot from 4 ft,40,54
2,2:00.0,J. Jackson makes 3-pt jump shot from 27 ft (assist by D. Booker),,43,54
2,1:37.0,,C. McCollum makes 2-pt jump shot from 18 ft,43,56
2,1:22.0,Turnover by D. Booker (bad pass),,43,56
2,1:04.0,,M. Harkless makes 3-pt jump shot from 23 ft (assist by D. Lillard),43,59
2,0:44.0,D. Ayton makes 2-pt jump shot from 16 ft (assist by T. Johnson),,45,59
2,0:31.0,,Personal foul by K. Oubre (drawn by M. Harkless),45,59
2,0:31.0,,M. Harkless makes free throw 1 of 2,45,60
2,0:31.0,J. Crawford enters the game for K. Oubre,,45,60
2,0:31.0,,M. Harkless misses free throw 2 of 2,45,60
2,0:30.0,,Offensive rebound by J. Nurkić,45,60
2,0:30.0,,J. Nurkić makes 2-pt layup from 1 ft,45,62
2,0:11.0,Shooting foul by M. Harkless (drawn by D. Booker),,45,62
2,0:11.0,M. Bridges enters the game for D. Ayton,,45,62
2,0:11.0,R. Holmes enters the game for J. Crawford,,45,62
2,0:11.0,,S. Curry enters the game for A. Aminu,45,62
2,0:11.0,D. Booker makes free throw 1 of 2,,46,62
2,0:11.0,D. Booker makes free throw 2 of 2,,47,62
2,0:00.0,,Shooting foul by D. Booker (drawn by S. Curry),47,62
2,0:00.0,,Technical foul by I. Kokoskov,47,62
2,0:00.0,,D. Lillard makes technical free throw,47,63
2,0:00.0,,S. Curry makes free throw 1 of 3,47,64
2,0:00.0,,S. Curry makes free throw 2 of 3,47,65
2,0:00.0,,S. Curry makes free throw 3 of 3,47,66
3,11:45.0,K. Oubre misses 3-pt jump shot from 26 ft,,47,66
3,11:42.0,Offensive rebound by D. Bender,,47,66
3,11:36.0,K. Oubre misses 2-pt jump shot from 6 ft (block by M. Harkless),,47,66
3,11:36.0,Offensive rebound by Team,,47,66
3,11:32.0,D. Booker makes 2-pt layup from 1 ft (assist by T. Johnson),,49,66
3,11:13.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),49,69
3,11:01.0,D. Ayton misses 2-pt jump shot from 14 ft,,49,69
3,10:59.0,,Defensive rebound by M. Harkless,49,69
3,10:48.0,,J. Nurkić misses 2-pt jump shot from 14 ft,49,69
3,10:45.0,Defensive rebound by T. Johnson,,49,69
3,10:42.0,Shooting foul by D. Lillard (drawn by D. Booker),,49,69
3,10:42.0,D. Booker makes free throw 1 of 2,,50,69
3,10:42.0,D. Booker makes free throw 2 of 2,,51,69
3,10:23.0,,A. Aminu makes 3-pt jump shot from 26 ft (assist by C. McCollum),51,72
3,10:11.0,T. Johnson misses 2-pt layup from 3 ft,,51,72
3,10:09.0,,Defensive rebound by M. Harkless,51,72
3,10:04.0,,C. McCollum misses 3-pt jump shot from 26 ft,51,72
3,10:02.0,Defensive rebound by Team,,51,72
3,9:54.0,D. Bender makes 2-pt layup from 1 ft (assist by T. Johnson),,53,72
3,9:54.0,Shooting foul by M. Harkless (drawn by D. Bender),,53,72
3,9:54.0,D. Bender misses free throw 1 of 1,,53,72
3,9:52.0,,Defensive rebound by A. Aminu,53,72
3,9:41.0,,D. Lillard misses 2-pt jump shot from 8 ft (block by T. Johnson),53,72
3,9:38.0,,Offensive rebound by C. McCollum,53,72
3,9:36.0,,C. McCollum makes 2-pt jump shot from 12 ft,53,74
3,9:18.0,D. Ayton misses 2-pt jump shot from 19 ft,,53,74
3,9:16.0,,Defensive rebound by D. Lillard,53,74
3,9:07.0,,D. Lillard makes 3-pt jump shot from 25 ft,53,77
3,8:57.0,D. Booker makes 3-pt jump shot from 27 ft,,56,77
3,8:38.0,,Personal foul by D. Ayton (drawn by C. McCollum),56,77
3,8:38.0,J. Jackson enters the game for D. Bender,,56,77
3,8:31.0,,C. McCollum makes 3-pt jump shot from 26 ft,56,80
3,8:30.0,Phoenix full timeout,,56,80
3,8:20.0,,Violation by Team (kicked ball),56,80
3,8:13.0,D. Booker makes 2-pt jump shot from 14 ft,,58,80
3,8:13.0,Shooting foul by C. McCollum (drawn by D. Booker),,58,80
3,8:13.0,D. Booker makes free throw 1 of 1,,59,80
3,8:00.0,,Shooting foul by D. Ayton (drawn by J. Nurkić),59,80
3,8:00.0,,J. Nurkić makes free throw 1 of 2,59,81
3,8:00.0,,J. Nurkić makes free throw 2 of 2,59,82
3,7:39.0,K. Oubre misses 2-pt hook shot from 5 ft,,59,82
3,7:37.0,Offensive rebound by D. Ayton,,59,82
3,7:37.0,D. Ayton makes 2-pt layup from 1 ft,,61,82
3,7:31.0,,Turnover by C. McCollum (bad pass; steal by D. Booker),61,82
3,7:26.0,D. Booker makes 2-pt layup from 1 ft (assist by T. Johnson),,63,82
3,7:07.0,,D. Lillard misses 2-pt jump shot from 17 ft,63,82
3,7:05.0,Defensive rebound by J. Jackson,,63,82
3,6:58.0,D. Ayton misses 2-pt hook shot from 5 ft,,63,82
3,6:57.0,,Defensive rebound by J. Nurkić,63,82
3,6:49.0,,A. Aminu misses 3-pt jump shot from 23 ft,63,82
3,6:45.0,Defensive rebound by T. Johnson,,63,82
3,6:32.0,K. Oubre misses 2-pt layup from 1 ft (block by A. Aminu),,63,82
3,6:32.0,,Defensive rebound by Team,63,82
3,6:26.0,,Personal foul by J. Jackson (drawn by M. Harkless),63,82
3,6:23.0,,Personal foul by K. Oubre (drawn by M. Harkless),63,82
3,6:19.0,,M. Harkless misses 2-pt layup from 2 ft,63,82
3,6:18.0,Defensive rebound by J. Jackson,,63,82
3,6:11.0,J. Jackson makes 2-pt jump shot from 17 ft,,65,82
3,5:58.0,,D. Lillard makes 3-pt jump shot from 26 ft,65,85
3,5:49.0,Turnover by T. Johnson (out of bounds lost ball),,65,85
3,5:40.0,,Offensive foul by J. Nurkić (drawn by T. Johnson),65,85
3,5:40.0,,Turnover by J. Nurkić (offensive foul),65,85
3,5:29.0,J. Jackson misses 2-pt layup from 2 ft,,65,85
3,5:28.0,,Defensive rebound by J. Nurkić,65,85
3,5:27.0,Technical foul by J. Jackson,,65,85
3,5:27.0,,D. Lillard makes technical free throw,65,86
3,5:21.0,,Offensive foul by A. Aminu (drawn by J. Jackson),65,86
3,5:21.0,,Turnover by A. Aminu (offensive foul),65,86
3,5:11.0,Personal foul by C. McCollum (drawn by D. Booker),,65,86
3,5:02.0,D. Booker makes 2-pt layup from 1 ft,,67,86
3,4:52.0,,Shooting foul by D. Ayton (drawn by J. Nurkić),67,86
3,4:52.0,M. Bridges enters the game for D. Ayton,,67,86
3,4:52.0,R. Holmes enters the game for T. Johnson,,67,86
3,4:52.0,,J. Layman enters the game for M. Harkless,67,86
3,4:52.0,,J. Nurkić makes free throw 1 of 2,67,87
3,4:52.0,,J. Nurkić misses free throw 2 of 2,67,87
3,4:50.0,Defensive rebound by K. Oubre,,67,87
3,4:36.0,D. Booker misses 2-pt jump shot from 10 ft,,67,87
3,4:36.0,,Defensive rebound by Team,67,87
3,4:36.0,Loose ball foul by D. Booker (drawn by D. Lillard),,67,87
3,4:36.0,,D. Lillard makes free throw 1 of 2,67,88
3,4:36.0,,E. Freedom enters the game for J. Nurkić,67,88
3,4:36.0,,D. Lillard makes free throw 2 of 2,67,89
3,4:23.0,J. Jackson makes 3-pt jump shot from 24 ft (assist by D. Booker),,70,89
3,4:06.0,,C. McCollum makes 3-pt jump shot from 27 ft,70,92
3,3:52.0,D. Booker misses 2-pt layup from 2 ft (block by J. Layman),,70,92
3,3:51.0,,Defensive rebound by A. Aminu,70,92
3,3:48.0,,C. McCollum misses 3-pt jump shot from 25 ft,70,92
3,3:44.0,Defensive rebound by R. Holmes,,70,92
3,3:38.0,K. Oubre makes 2-pt jump shot from 4 ft,,72,92
3,3:20.0,,J. Layman misses 2-pt jump shot from 19 ft,72,92
3,3:18.0,Defensive rebound by K. Oubre,,72,92
3,3:10.0,R. Holmes makes 2-pt layup from 1 ft (assist by K. Oubre),,74,92
3,2:48.0,,Personal foul by R. Holmes (drawn by E. Freedom),74,92
3,2:48.0,,Portland full timeout,74,92
3,2:48.0,J. Crawford enters the game for D. Booker,,74,92
3,2:48.0,T. Johnson enters the game for K. Oubre,,74,92
3,2:48.0,,A. Simons enters the game for C. McCollum,74,92
3,2:48.0,,E. Freedom makes free throw 1 of 2,74,93
3,2:48.0,,E. Freedom misses free throw 2 of 2,74,93
3,2:46.0,Defensive rebound by R. Holmes,,74,93
3,2:37.0,Personal foul by A. Simons (drawn by T. Johnson),,74,93
3,2:37.0,T. Johnson makes free throw 1 of 2,,75,93
3,2:37.0,T. Johnson makes free throw 2 of 2,,76,93
3,2:22.0,,A. Simons misses 2-pt jump shot from 17 ft,76,93
3,2:18.0,Defensive rebound by R. Holmes,,76,93
3,2:14.0,Personal foul by A. Simons (drawn by T. Johnson),,76,93
3,2:14.0,T. Johnson makes free throw 1 of 2,,77,93
3,2:14.0,,Z. Collins enters the game for A. Aminu,77,93
3,2:14.0,T. Johnson misses free throw 2 of 2,,77,93
3,2:11.0,,Defensive rebound by Z. Collins,77,93
3,2:00.0,,E. Freedom makes 2-pt layup from 1 ft (assist by D. Lillard),77,95
3,1:40.0,M. Bridges misses 2-pt jump shot from 5 ft,,77,95
3,1:38.0,,Defensive rebound by E. Freedom,77,95
3,1:32.0,,A. Simons makes 2-pt jump shot from 16 ft,77,97
3,1:13.0,R. Holmes misses 2-pt hook shot from 6 ft (block by E. Freedom),,77,97
3,1:11.0,,Defensive rebound by E. Freedom,77,97
3,1:02.0,,Z. Collins misses 2-pt layup from 3 ft (block by J. Jackson),77,97
3,0:58.0,Defensive rebound by Team,,77,97
3,0:49.0,R. Holmes misses 2-pt layup from 5 ft,,77,97
3,0:48.0,,Defensive rebound by J. Layman,77,97
3,0:35.0,,D. Lillard makes 2-pt jump shot from 20 ft,77,99
3,0:25.0,J. Jackson misses 3-pt jump shot from 26 ft,,77,99
3,0:22.0,,Defensive rebound by Z. Collins,77,99
3,0:01.0,,A. Simons makes 3-pt jump shot from 24 ft (assist by D. Lillard),77,102
3,0:00.0,J. Crawford misses 3-pt jump shot from 47 ft,,77,102
3,0:00.0,Offensive rebound by Team,,77,102
4,11:44.0,,Turnover by E. Freedom (out of bounds lost ball),77,102
4,11:34.0,D. Ayton makes 2-pt layup from 1 ft (assist by M. Bridges),,79,102
4,11:34.0,Shooting foul by E. Freedom (drawn by D. Ayton),,79,102
4,11:34.0,D. Ayton makes free throw 1 of 1,,80,102
4,11:20.0,,J. Layman misses 3-pt jump shot from 24 ft,80,102
4,11:18.0,Defensive rebound by J. Crawford,,80,102
4,11:08.0,Personal foul by A. Simons (drawn by T. Johnson),,80,102
4,11:08.0,,C. McCollum enters the game for A. Simons,80,102
4,11:02.0,D. Bender misses 3-pt jump shot from 25 ft,,80,102
4,10:59.0,,Defensive rebound by Z. Collins,80,102
4,10:47.0,,Z. Collins misses 3-pt jump shot from 26 ft,80,102
4,10:44.0,,Offensive rebound by E. Freedom,80,102
4,10:43.0,,E. Freedom makes 2-pt layup from 3 ft,80,104
4,10:37.0,Turnover by J. Crawford (bad pass; steal by C. McCollum),,80,104
4,10:31.0,,E. Freedom makes 2-pt layup from 1 ft (assist by C. McCollum),80,106
4,10:31.0,Phoenix full timeout,,80,106
4,10:31.0,D. Booker enters the game for D. Bender,,80,106
4,10:31.0,K. Oubre enters the game for J. Crawford,,80,106
4,10:15.0,K. Oubre misses 3-pt jump shot from 29 ft,,80,106
4,10:13.0,,Defensive rebound by C. McCollum,80,106
4,10:04.0,,J. Layman makes 2-pt layup from 2 ft,80,108
4,10:04.0,,Shooting foul by K. Oubre (drawn by J. Layman),80,108
4,10:04.0,,J. Layman makes free throw 1 of 1,80,109
4,9:50.0,D. Booker misses 3-pt jump shot from 29 ft,,80,109
4,9:46.0,Offensive rebound by M. Bridges,,80,109
4,9:42.0,T. Johnson misses 2-pt jump shot from 8 ft,,80,109
4,9:39.0,,Defensive rebound by C. McCollum,80,109
4,9:31.0,,Z. Collins misses 2-pt hook shot from 2 ft,80,109
4,9:31.0,Defensive rebound by Team,,80,109
4,9:16.0,D. Ayton makes 2-pt jump shot from 19 ft (assist by M. Bridges),,82,109
4,9:01.0,,Turnover by J. Layman (lost ball; steal by K. Oubre),82,109
