QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PHILADELPHIA_ACTION,BROOKLYN_SCORE,PHILADELPHIA_SCORE
1,5:33.0,,Turnover by M. Scott (bad pass; steal by S. Dinwiddie),2,16
1,5:28.0,D. Russell misses 3-pt jump shot from 25 ft (block by J. Butler),,2,16
1,5:23.0,,Defensive rebound by M. Scott,2,16
1,5:19.0,,J. Butler misses 2-pt layup from 3 ft,2,16
1,5:19.0,Defensive rebound by T. Graham,,2,16
1,5:19.0,Personal take foul by B. Marjanović (drawn by T. Graham),,2,16
1,5:04.0,S. Dinwiddie misses 2-pt layup from 1 ft,,2,16
1,5:04.0,,Defensive rebound by Team,2,16
1,4:51.0,,J. Ennis makes 2-pt layup from 2 ft (assist by B. Marjanović),2,18
1,4:39.0,D. Russell misses 2-pt jump shot from 9 ft,,2,18
1,4:36.0,,Defensive rebound by T. Harris,2,18
1,4:27.0,,B. Marjanović makes 2-pt hook shot from 6 ft (assist by T. Harris),2,20
1,4:15.0,J. Allen misses 2-pt layup from 2 ft,,2,20
1,4:13.0,Offensive rebound by S. Dinwiddie,,2,20
1,4:08.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,2,20
1,4:04.0,,Defensive rebound by B. Marjanović,2,20
1,3:54.0,,B. Marjanović misses 2-pt jump shot from 17 ft,2,20
1,3:51.0,Defensive rebound by J. Harris,,2,20
1,3:44.0,S. Dinwiddie misses 2-pt jump shot from 7 ft,,2,20
1,3:42.0,,Defensive rebound by B. Marjanović,2,20
1,3:35.0,,T. Harris misses 2-pt jump shot from 11 ft,2,20
1,3:33.0,,Offensive rebound by J. Butler,2,20
1,3:32.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by J. Butler),2,23
1,3:19.0,Shooting foul by J. Ennis (drawn by S. Dinwiddie),,2,23
1,3:19.0,S. Dinwiddie misses free throw 1 of 2,,2,23
1,3:19.0,Offensive rebound by Team,,2,23
1,3:19.0,D. Carroll enters the game for J. Allen,,2,23
1,3:19.0,R. Hollis-Jefferson enters the game for J. Harris,,2,23
1,3:19.0,C. LeVert enters the game for D. Russell,,2,23
1,3:19.0,,J. Redick enters the game for J. Butler,2,23
1,3:19.0,,B. Simmons enters the game for T. Harris,2,23
1,3:19.0,S. Dinwiddie makes free throw 2 of 2,,3,23
1,3:04.0,,B. Simmons makes 2-pt hook shot from 10 ft (assist by J. Ennis),3,25
1,2:53.0,C. LeVert makes 3-pt jump shot from 26 ft,,6,25
1,2:35.0,,B. Simmons makes 2-pt hook shot from 5 ft (assist by J. Ennis),6,27
1,2:35.0,,Shooting foul by R. Hollis-Jefferson (drawn by B. Simmons),6,27
1,2:35.0,,J. Embiid enters the game for B. Marjanović,6,27
1,2:35.0,,B. Simmons makes free throw 1 of 1,6,28
1,2:19.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft,,6,28
1,2:17.0,,Defensive rebound by B. Simmons,6,28
1,2:11.0,,J. Ennis makes 2-pt jump shot from 2 ft (assist by B. Simmons),6,30
1,2:01.0,R. Hollis-Jefferson makes 2-pt jump shot from 13 ft (assist by S. Dinwiddie),,8,30
1,1:48.0,,B. Simmons misses 2-pt layup from 3 ft,8,30
1,1:46.0,Defensive rebound by D. Carroll,,8,30
1,1:40.0,Shooting foul by J. Ennis (drawn by C. LeVert),,8,30
1,1:40.0,C. LeVert makes free throw 1 of 2,,9,30
1,1:40.0,C. LeVert misses free throw 2 of 2,,9,30
1,1:38.0,,Defensive rebound by J. Embiid,9,30
1,1:28.0,,Personal foul by R. Hollis-Jefferson (drawn by J. Embiid),9,30
1,1:15.0,,J. Ennis misses 3-pt jump shot from 27 ft,9,30
1,1:12.0,Defensive rebound by C. LeVert,,9,30
1,1:03.0,C. LeVert misses 2-pt layup from 2 ft,,9,30
1,0:59.0,Offensive rebound by C. LeVert,,9,30
1,0:59.0,C. LeVert makes 2-pt layup from 1 ft,,11,30
1,0:47.0,,J. Ennis misses 2-pt layup from 7 ft (block by T. Graham),11,30
1,0:44.0,Defensive rebound by T. Graham,,11,30
1,0:44.0,S. Dinwiddie makes 2-pt dunk from 1 ft (assist by T. Graham),,13,30
1,0:32.0,,Offensive foul by J. Embiid (drawn by T. Graham),13,30
1,0:32.0,,Turnover by J. Embiid (offensive foul),13,30
1,0:27.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft,,13,30
1,0:25.0,,Defensive rebound by J. Embiid,13,30
1,0:08.0,,B. Simmons makes 2-pt dunk from 1 ft,13,32
1,0:00.0,C. LeVert makes 2-pt jump shot from 10 ft,,15,32
2,11:49.0,C. LeVert makes 2-pt jump shot from 8 ft (assist by R. Hollis-Jefferson),,17,32
2,11:22.0,,J. Butler makes 2-pt jump shot from 8 ft,17,34
2,11:01.0,Turnover by C. LeVert (bad pass; steal by J. Butler),,17,34
2,10:49.0,,J. Embiid makes 2-pt dunk from 1 ft (assist by J. Redick),17,36
2,10:49.0,,Technical foul by J. Embiid,17,36
2,10:49.0,D. Russell misses technical free throw,,17,36
2,10:49.0,Offensive rebound by Team,,17,36
2,10:27.0,S. Dinwiddie misses 2-pt jump shot from 4 ft,,17,36
2,10:26.0,,Defensive rebound by Team,17,36
2,10:06.0,,T. Harris makes 2-pt jump shot from 10 ft,17,38
2,9:47.0,Turnover by S. Dinwiddie (lost ball; steal by J. Butler),,17,38
2,9:43.0,,J. Embiid makes 3-pt jump shot from 26 ft (assist by J. Redick),17,41
2,9:40.0,Brooklyn full timeout,,17,41
2,9:40.0,J. Dudley enters the game for R. Hollis-Jefferson,,17,41
2,9:21.0,D. Carroll misses 2-pt jump shot from 3 ft,,17,41
2,9:19.0,,Defensive rebound by T. Harris,17,41
2,9:15.0,,Turnover by B. Simmons (bad pass),17,41
2,9:05.0,J. Dudley misses 2-pt jump shot from 20 ft,,17,41
2,9:01.0,,Defensive rebound by T. Harris,17,41
2,8:39.0,,Turnover by Team (shot clock),17,41
2,8:39.0,J. Harris enters the game for S. Dinwiddie,,17,41
2,8:39.0,,J. Ennis enters the game for J. Embiid,17,41
2,8:39.0,,B. Marjanović enters the game for J. Redick,17,41
2,8:39.0,,M. Scott enters the game for B. Simmons,17,41
2,8:34.0,Shooting foul by J. Ennis (drawn by C. LeVert),,17,41
2,8:34.0,C. LeVert makes free throw 1 of 2,,18,41
2,8:34.0,C. LeVert makes free throw 2 of 2,,19,41
2,8:18.0,,T. Harris makes 2-pt jump shot from 12 ft,19,43
2,8:11.0,J. Harris makes 2-pt jump shot from 22 ft (assist by D. Russell),,21,43
2,7:56.0,,J. Butler misses 2-pt jump shot from 5 ft,21,43
2,7:55.0,,Offensive rebound by B. Marjanović,21,43
2,7:53.0,,M. Scott makes 2-pt layup from 2 ft (assist by B. Marjanović),21,45
2,7:36.0,D. Carroll misses 3-pt jump shot from 26 ft,,21,45
2,7:33.0,,Defensive rebound by J. Butler,21,45
2,7:24.0,,B. Marjanović makes 2-pt jump shot from 6 ft (assist by J. Butler),21,47
2,7:12.0,C. LeVert makes 2-pt jump shot from 13 ft (assist by J. Dudley),,23,47
2,7:11.0,,Philadelphia full timeout,23,47
2,7:11.0,J. Allen enters the game for D. Carroll,,23,47
2,7:11.0,,T. McConnell enters the game for J. Ennis,23,47
2,7:01.0,,J. Butler misses 2-pt layup from 1 ft (block by J. Allen),23,47
2,7:01.0,,Offensive rebound by Team,23,47
2,6:59.0,,B. Marjanović misses 3-pt jump shot from 23 ft,23,47
2,6:55.0,Defensive rebound by J. Harris,,23,47
2,6:48.0,D. Russell makes 2-pt jump shot from 12 ft,,25,47
2,6:48.0,Shooting foul by T. McConnell (drawn by D. Russell),,25,47
2,6:48.0,D. Russell makes free throw 1 of 1,,26,47
2,6:35.0,,T. McConnell makes 2-pt jump shot from 9 ft,26,49
2,6:20.0,J. Allen misses 2-pt hook shot from 2 ft,,26,49
2,6:18.0,,Defensive rebound by M. Scott,26,49
2,6:15.0,,Offensive foul by B. Marjanović (drawn by J. Allen),26,49
2,6:15.0,,Turnover by B. Marjanović (offensive foul),26,49
2,5:57.0,J. Dudley misses 3-pt jump shot from 27 ft,,26,49
2,5:54.0,,Defensive rebound by J. Butler,26,49
2,5:50.0,,Turnover by J. Butler (bad pass; steal by D. Russell),26,49
2,5:45.0,J. Harris makes 3-pt jump shot from 26 ft (assist by D. Russell),,29,49
2,5:18.0,,Turnover by B. Marjanović (bad pass; steal by J. Harris),29,49
2,5:04.0,D. Russell misses 3-pt jump shot from 26 ft,,29,49
2,5:01.0,,Defensive rebound by B. Marjanović,29,49
2,4:49.0,,Turnover by B. Marjanović (traveling),29,49
2,4:49.0,S. Dinwiddie enters the game for C. LeVert,,29,49
2,4:49.0,,J. Redick enters the game for J. Butler,29,49
2,4:49.0,,B. Simmons enters the game for T. Harris,29,49
2,4:38.0,J. Harris misses 3-pt jump shot from 26 ft,,29,49
2,4:34.0,,Defensive rebound by B. Marjanović,29,49
2,4:34.0,D. Carroll enters the game for J. Dudley,,29,49
2,4:22.0,,M. Scott misses 3-pt jump shot from 27 ft,29,49
2,4:20.0,Defensive rebound by Team,,29,49
2,4:06.0,D. Russell misses 2-pt jump shot from 13 ft,,29,49
2,4:03.0,,Defensive rebound by M. Scott,29,49
2,3:58.0,,M. Scott misses 3-pt jump shot from 28 ft,29,49
2,3:53.0,,Offensive rebound by T. McConnell,29,49
2,3:50.0,,J. Redick makes 3-pt jump shot from 23 ft (assist by T. McConnell),29,52
2,3:38.0,D. Russell misses 2-pt jump shot from 11 ft,,29,52
2,3:35.0,,Defensive rebound by B. Marjanović,29,52
2,3:26.0,,J. Redick makes 2-pt layup from 1 ft (assist by B. Simmons),29,54
2,3:26.0,Brooklyn full timeout,,29,54
2,3:26.0,C. LeVert enters the game for D. Russell,,29,54
2,3:26.0,,J. Embiid enters the game for B. Marjanović,29,54
2,3:14.0,Turnover by J. Allen (back court),,29,54
2,3:05.0,,J. Redick misses 3-pt jump shot from 24 ft,29,54
2,3:02.0,Defensive rebound by J. Allen,,29,54
2,2:51.0,D. Carroll misses 2-pt layup from 3 ft,,29,54
2,2:49.0,,Defensive rebound by M. Scott,29,54
2,2:43.0,,T. McConnell misses 2-pt jump shot from 12 ft,29,54
2,2:40.0,Defensive rebound by J. Allen,,29,54
2,2:34.0,J. Harris makes 2-pt layup from 2 ft (assist by C. LeVert),,31,54
2,2:24.0,,Philadelphia full timeout,31,54
2,2:24.0,,J. Butler enters the game for T. McConnell,31,54
2,2:24.0,,T. Harris enters the game for M. Scott,31,54
2,2:17.0,,J. Embiid misses 2-pt jump shot from 17 ft,31,54
2,2:10.0,,Offensive rebound by J. Butler,31,54
2,2:09.0,,Turnover by J. Embiid (out of bounds lost ball),31,54
2,2:01.0,D. Carroll misses 3-pt jump shot from 25 ft,,31,54
2,1:54.0,,Defensive rebound by T. Harris,31,54
2,1:48.0,,J. Butler makes 3-pt jump shot from 24 ft (assist by J. Embiid),31,57
2,1:33.0,D. Carroll misses 2-pt jump shot from 6 ft,,31,57
2,1:31.0,Offensive rebound by J. Allen,,31,57
2,1:25.0,C. LeVert misses 2-pt jump shot from 6 ft,,31,57
2,1:22.0,,Defensive rebound by J. Butler,31,57
2,1:18.0,,T. Harris misses 3-pt jump shot from 25 ft,31,57
2,1:14.0,Defensive rebound by J. Allen,,31,57
2,1:00.0,J. Harris misses 3-pt jump shot from 26 ft,,31,57
2,0:57.0,,Defensive rebound by T. Harris,31,57
2,0:51.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by T. Harris),31,60
2,0:41.0,C. LeVert misses 3-pt jump shot from 26 ft,,31,60
2,0:38.0,,Defensive rebound by J. Embiid,31,60
2,0:31.0,,J. Embiid misses 3-pt jump shot from 25 ft,31,60
2,0:27.0,Defensive rebound by D. Carroll,,31,60
2,0:17.0,S. Dinwiddie misses 2-pt jump shot from 5 ft,,31,60
2,0:15.0,,Defensive rebound by J. Embiid,31,60
2,0:00.0,,B. Simmons misses 2-pt jump shot from 12 ft,31,60
2,0:00.0,,Offensive rebound by Team,31,60
3,11:53.0,J. Harris misses 3-pt jump shot from 26 ft,,31,60
3,11:49.0,,Defensive rebound by J. Embiid,31,60
3,11:35.0,,J. Embiid makes 3-pt jump shot from 26 ft (assist by T. Harris),31,63
3,11:19.0,Turnover by J. Harris (bad pass; steal by T. Harris),,31,63
3,11:11.0,,Offensive foul by J. Butler (drawn by J. Dudley),31,63
3,11:11.0,,Turnover by J. Butler (offensive foul),31,63
3,11:01.0,D. Russell misses 2-pt hook shot from 5 ft,,31,63
3,10:57.0,,Defensive rebound by B. Simmons,31,63
3,10:53.0,,J. Embiid misses 2-pt jump shot from 7 ft,31,63
3,10:50.0,Defensive rebound by C. LeVert,,31,63
3,10:47.0,D. Russell misses 3-pt jump shot from 26 ft,,31,63
3,10:47.0,,Defensive rebound by Team,31,63
3,10:27.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by J. Embiid),31,66
3,10:13.0,C. LeVert misses 2-pt jump shot from 10 ft,,31,66
3,10:07.0,,Defensive rebound by T. Harris,31,66
3,10:04.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by J. Butler),31,68
3,10:04.0,Brooklyn full timeout,,31,68
3,9:45.0,Shooting foul by J. Embiid (drawn by C. LeVert),,31,68
3,9:45.0,C. LeVert misses free throw 1 of 2,,31,68
3,9:45.0,Offensive rebound by Team,,31,68
3,9:45.0,C. LeVert makes free throw 2 of 2,,32,68
3,9:36.0,,J. Embiid makes 2-pt dunk from 1 ft (assist by B. Simmons),32,70
3,9:21.0,J. Allen makes 2-pt dunk from 1 ft (assist by J. Dudley),,34,70
3,9:01.0,,J. Embiid misses 2-pt layup from 1 ft,34,70
3,8:59.0,Defensive rebound by J. Allen,,34,70
3,8:57.0,Turnover by C. LeVert (lost ball; steal by J. Embiid),,34,70
3,8:48.0,,T. Harris makes 3-pt jump shot from 23 ft (assist by J. Butler),34,73
3,8:32.0,J. Allen makes 2-pt layup from 2 ft (assist by C. LeVert),,36,73
3,8:19.0,,J. Redick misses 2-pt jump shot from 20 ft,36,73
3,8:19.0,Defensive rebound by D. Russell,,36,73
3,8:11.0,D. Russell makes 3-pt jump shot from 27 ft (assist by C. LeVert),,39,73
3,7:54.0,,J. Embiid makes 2-pt layup from 1 ft (assist by B. Simmons),39,75
3,7:54.0,,Shooting foul by J. Allen (drawn by J. Embiid),39,75
3,7:54.0,,J. Embiid makes free throw 1 of 1,39,76
3,7:46.0,D. Russell misses 3-pt jump shot from 26 ft,,39,76
3,7:43.0,,Defensive rebound by J. Embiid,39,76
3,7:38.0,,J. Embiid misses 3-pt jump shot from 25 ft,39,76
3,7:32.0,,Offensive rebound by B. Simmons,39,76
3,7:22.0,,J. Embiid misses 2-pt layup from 2 ft,39,76
3,7:21.0,,Offensive rebound by J. Embiid,39,76
3,7:21.0,,Personal foul by J. Allen (drawn by J. Embiid),39,76
3,7:21.0,S. Dinwiddie enters the game for J. Dudley,,39,76
3,7:21.0,R. Kurucs enters the game for C. LeVert,,39,76
3,7:19.0,,J. Embiid misses 3-pt jump shot from 26 ft,39,76
3,7:17.0,Defensive rebound by Team,,39,76
3,7:07.0,J. Harris misses 2-pt jump shot from 11 ft,,39,76
3,7:01.0,Offensive rebound by J. Harris,,39,76
3,7:01.0,J. Harris misses 2-pt layup at rim,,39,76
3,7:00.0,Offensive rebound by J. Harris,,39,76
3,6:55.0,R. Kurucs misses 3-pt jump shot from 26 ft,,39,76
3,6:51.0,,Defensive rebound by J. Embiid,39,76
3,6:38.0,,Turnover by J. Butler (bad pass; steal by D. Russell),39,76
3,6:26.0,D. Russell makes 2-pt layup from 4 ft,,41,76
3,6:26.0,,Philadelphia full timeout,41,76
3,6:26.0,S. Napier enters the game for J. Allen,,41,76
3,6:26.0,,J. Ennis enters the game for J. Embiid,41,76
3,6:26.0,,B. Marjanović enters the game for J. Redick,41,76
3,6:26.0,,T. McConnell enters the game for B. Simmons,41,76
3,6:13.0,,J. Butler misses 2-pt layup from 2 ft,41,76
3,6:05.0,,Offensive rebound by B. Marjanović,41,76
3,6:05.0,,B. Marjanović makes 2-pt dunk from 1 ft,41,78
3,5:54.0,R. Kurucs makes 3-pt jump shot from 28 ft (assist by S. Napier),,44,78
3,5:43.0,,Turnover by J. Butler (bad pass; steal by R. Kurucs),44,78
3,5:34.0,R. Kurucs makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),,46,78
3,5:08.0,,T. McConnell makes 2-pt layup from 1 ft (assist by J. Butler),46,80
3,4:58.0,R. Kurucs makes 3-pt jump shot from 27 ft (assist by S. Napier),,49,80
3,4:36.0,,Personal foul by R. Kurucs (drawn by B. Marjanović),49,80
3,4:36.0,D. Carroll enters the game for J. Harris,,49,80
3,4:36.0,C. LeVert enters the game for D. Russell,,49,80
3,4:29.0,,J. Ennis makes 3-pt jump shot from 24 ft (assist by T. McConnell),49,83
3,4:29.0,,Away from play foul by R. Kurucs (drawn by B. Marjanović),49,83
3,4:29.0,,B. Marjanović makes free throw 1 of 1,49,84
3,4:15.0,D. Carroll makes 3-pt jump shot from 28 ft (assist by S. Napier),,52,84
3,3:51.0,,J. Ennis makes 2-pt layup from 2 ft (assist by B. Marjanović),52,86
3,3:41.0,D. Carroll makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),,55,86
3,3:39.0,,Philadelphia full timeout,55,86
3,3:39.0,,J. Bolden enters the game for J. Butler,55,86
3,3:39.0,,J. Redick enters the game for T. Harris,55,86
3,3:39.0,,B. Simmons enters the game for B. Marjanović,55,86
3,3:27.0,,B. Simmons makes 2-pt jump shot from 6 ft (assist by J. Ennis),55,88
3,3:08.0,Turnover by C. LeVert (lost ball; steal by J. Ennis),,55,88
3,3:00.0,,J. Ennis makes 2-pt dunk from 1 ft (assist by B. Simmons),55,90
3,2:54.0,Personal foul by J. Bolden (drawn by S. Dinwiddie),,55,90
3,2:42.0,S. Dinwiddie misses 3-pt jump shot from 28 ft,,55,90
3,2:39.0,,Defensive rebound by T. McConnell,55,90
3,2:28.0,,Shooting foul by C. LeVert (drawn by B. Simmons),55,90
3,2:28.0,,B. Simmons misses free throw 1 of 2,55,90
3,2:28.0,,Offensive rebound by Team,55,90
3,2:28.0,,B. Simmons misses free throw 2 of 2,55,90
3,2:28.0,Defensive rebound by Team,,55,90
3,2:26.0,,Loose ball foul by J. Bolden (drawn by R. Kurucs),55,90
3,2:07.0,C. LeVert makes 2-pt layup from 2 ft (assist by R. Kurucs),,57,90
3,1:54.0,,J. Bolden makes 3-pt jump shot from 27 ft (assist by T. McConnell),57,93
3,1:31.0,Shooting foul by J. Ennis (drawn by D. Carroll),,57,93
3,1:31.0,D. Carroll makes free throw 1 of 2,,58,93
3,1:31.0,D. Carroll makes free throw 2 of 2,,59,93
3,1:21.0,,B. Simmons makes 2-pt dunk at rim (assist by T. McConnell),59,95
3,1:01.0,S. Napier makes 3-pt jump shot from 26 ft,,62,95
3,0:54.0,,B. Simmons misses 2-pt layup from 2 ft,62,95
3,0:53.0,Defensive rebound by Team,,62,95
3,0:42.0,Shooting foul by J. Bolden (drawn by R. Kurucs),,62,95
3,0:42.0,R. Kurucs makes free throw 1 of 2,,63,95
3,0:42.0,R. Kurucs makes free throw 2 of 2,,64,95
3,0:30.0,,J. Redick misses 3-pt jump shot from 26 ft,64,95
3,0:27.0,Defensive rebound by Team,,64,95
3,0:11.0,C. LeVert misses 3-pt jump shot from 26 ft,,64,95
3,0:07.0,,Defensive rebound by Team,64,95
3,0:00.0,,T. McConnell misses 2-pt jump shot from 1 ft,64,95
3,0:00.0,Defensive rebound by R. Kurucs,,64,95
4,11:43.0,,J. Bolden misses 3-pt jump shot from 26 ft,64,95
4,11:39.0,Defensive rebound by J. Harris,,64,95
4,11:31.0,J. Harris makes 2-pt layup from 1 ft (assist by D. Russell),,66,95
4,11:22.0,,J. Bolden makes 3-pt jump shot from 26 ft (assist by T. McConnell),66,98
4,11:02.0,D. Russell misses 2-pt jump shot from 22 ft,,66,98
4,10:59.0,,Defensive rebound by J. Bolden,66,98
4,10:54.0,,Personal foul by J. Dudley (drawn by B. Simmons),66,98
4,10:54.0,,J. Simmons enters the game for B. Simmons,66,98
4,10:48.0,,F. Korkmaz misses 2-pt layup from 1 ft,66,98
4,10:46.0,Defensive rebound by J. Dudley,,66,98
4,10:42.0,D. Russell misses 2-pt layup from 4 ft,,66,98
4,10:40.0,,Defensive rebound by J. Ennis,66,98
4,10:35.0,,T. McConnell misses 2-pt jump shot from 8 ft,66,98
4,10:35.0,Defensive rebound by J. Allen,,66,98
4,10:24.0,J. Allen makes 2-pt dunk from 1 ft (assist by C. LeVert),,68,98
4,10:10.0,,J. Ennis misses 3-pt jump shot from 23 ft,68,98
4,10:07.0,Defensive rebound by J. Harris,,68,98
4,9:56.0,Shooting foul by F. Korkmaz (drawn by C. LeVert),,68,98
4,9:56.0,C. LeVert makes free throw 1 of 2,,69,98
4,9:56.0,C. LeVert misses free throw 2 of 2,,69,98
4,9:54.0,,Defensive rebound by T. McConnell,69,98
4,9:48.0,,J. Bolden misses 3-pt jump shot from 26 ft,69,98
4,9:42.0,,Offensive rebound by J. Ennis,69,98
4,9:41.0,,Turnover by J. Ennis (bad pass; steal by C. LeVert),69,98
4,9:30.0,J. Allen misses 2-pt layup from 2 ft,,69,98
4,9:25.0,,Defensive rebound by J. Ennis,69,98
4,9:23.0,,J. Simmons makes 3-pt jump shot from 23 ft (assist by T. McConnell),69,101
4,9:22.0,Brooklyn full timeout,,69,101
4,9:22.0,T. Graham enters the game for J. Allen,,69,101
4,9:22.0,R. Hollis-Jefferson enters the game for J. Dudley,,69,101
4,9:22.0,R. Kurucs enters the game for J. Harris,,69,101
4,9:22.0,S. Napier enters the game for C. LeVert,,69,101
4,9:22.0,T. Pinson enters the game for D. Russell,,69,101
4,9:10.0,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by S. Napier),,71,101
4,8:52.0,,T. McConnell misses 2-pt layup from 2 ft,71,101
4,8:49.0,Defensive rebound by T. Pinson,,71,101
4,8:46.0,T. Pinson misses 3-pt jump shot from 26 ft,,71,101
4,8:42.0,,Defensive rebound by F. Korkmaz,71,101
4,8:36.0,,F. Korkmaz makes 2-pt layup from 2 ft,71,103
4,8:36.0,,Shooting foul by R. Hollis-Jefferson (drawn by F. Korkmaz),71,103
4,8:36.0,,F. Korkmaz misses free throw 1 of 1,71,103
4,8:34.0,Defensive rebound by R. Hollis-Jefferson,,71,103
4,8:30.0,Shooting foul by J. Bolden (drawn by R. Hollis-Jefferson),,71,103
4,8:30.0,R. Hollis-Jefferson makes free throw 1 of 2,,72,103
4,8:30.0,R. Hollis-Jefferson makes free throw 2 of 2,,73,103
4,8:13.0,,J. Simmons misses 2-pt jump shot from 5 ft,73,103
4,8:11.0,Defensive rebound by R. Hollis-Jefferson,,73,103
4,8:06.0,Shooting foul by J. Ennis (drawn by S. Napier),,73,103
4,8:06.0,S. Napier makes free throw 1 of 2,,74,103
4,8:06.0,,Philadelphia full timeout,74,103
4,8:06.0,,G. Monroe enters the game for J. Ennis,74,103
4,8:06.0,S. Napier makes free throw 2 of 2,,75,103
4,7:52.0,,Offensive foul by G. Monroe (drawn by S. Napier),75,103
4,7:52.0,,Turnover by G. Monroe (offensive foul),75,103
4,7:46.0,Offensive foul by R. Hollis-Jefferson (drawn by T. McConnell),,75,103
4,7:46.0,Turnover by R. Hollis-Jefferson (offensive foul),,75,103
4,7:31.0,,Turnover by J. Bolden (out of bounds lost ball),75,103
4,7:24.0,R. Hollis-Jefferson misses 2-pt layup from 1 ft,,75,103
4,7:19.0,,Defensive rebound by G. Monroe,75,103
4,7:17.0,,J. Simmons makes 3-pt jump shot from 22 ft (assist by F. Korkmaz),75,106
4,7:01.0,T. Graham misses 3-pt jump shot from 26 ft,,75,106
4,6:58.0,,Defensive rebound by J. Simmons,75,106
4,6:51.0,,J. Simmons misses 2-pt layup from 7 ft (block by R. Hollis-Jefferson),75,106
