QUARTER,TIME_REMAINING,BROOKLYN_ACTION,MIAMI_ACTION,BROOKLYN_SCORE,MIAMI_SCORE
4,7:39.0,,Shooting foul by E. Davis (drawn by J. Richardson),88,80
4,7:39.0,,J. Richardson misses free throw 1 of 2,88,80
4,7:39.0,,Offensive rebound by Team,88,80
4,7:39.0,J. Harris enters the game for D. Carroll,,88,80
4,7:39.0,,J. Richardson misses free throw 2 of 2,88,80
4,7:38.0,,Offensive rebound by H. Whiteside,88,80
4,7:38.0,,Personal foul by E. Davis (drawn by R. McGruder),88,80
4,7:26.0,,H. Whiteside makes 2-pt jump shot from 12 ft (assist by J. Richardson),88,82
4,7:05.0,R. Hollis-Jefferson makes 2-pt layup from 2 ft,,90,82
4,6:57.0,,W. Ellington misses 3-pt jump shot from 25 ft,90,82
4,6:57.0,Defensive rebound by J. Harris,,90,82
4,6:42.0,Turnover by E. Davis (lost ball; steal by J. Richardson),,90,82
4,6:37.0,,H. Whiteside makes 2-pt layup from 2 ft (assist by R. McGruder),90,84
4,6:37.0,,Shooting foul by E. Davis (drawn by H. Whiteside),90,84
4,6:37.0,Brooklyn full timeout,,90,84
4,6:37.0,J. Allen enters the game for E. Davis,,90,84
4,6:37.0,,J. Johnson enters the game for J. Winslow,90,84
4,6:37.0,,H. Whiteside makes free throw 1 of 1,90,85
4,6:19.0,Turnover by R. Hollis-Jefferson (out of bounds lost ball),,90,85
4,6:04.0,,R. McGruder misses 2-pt jump shot from 10 ft,90,85
4,5:58.0,,Offensive rebound by H. Whiteside,90,85
4,5:58.0,,H. Whiteside makes 2-pt layup at rim,90,87
4,5:49.0,Turnover by J. Harris (bad pass; steal by W. Ellington),,90,87
4,5:39.0,,Turnover by J. Richardson (bad pass),90,87
4,5:26.0,D. Russell makes 2-pt jump shot from 13 ft,,92,87
4,5:10.0,,Shooting foul by J. Harris (drawn by H. Whiteside),92,87
4,5:10.0,,H. Whiteside misses free throw 1 of 2,92,87
4,5:10.0,,Offensive rebound by Team,92,87
4,5:10.0,S. Dinwiddie enters the game for A. Crabbe,,92,87
4,5:10.0,,H. Whiteside makes free throw 2 of 2,92,88
4,4:51.0,D. Russell makes 2-pt jump shot from 7 ft,,94,88
4,4:34.0,,R. McGruder misses 3-pt jump shot from 25 ft,94,88
4,4:34.0,Defensive rebound by Team,,94,88
4,4:20.0,D. Russell misses 2-pt jump shot from 11 ft,,94,88
4,4:16.0,,Defensive rebound by R. McGruder,94,88
4,4:03.0,,H. Whiteside misses 2-pt jump shot from 11 ft,94,88
4,4:03.0,,Offensive rebound by H. Whiteside,94,88
4,4:03.0,,Shooting foul by J. Allen (drawn by H. Whiteside),94,88
4,4:03.0,,H. Whiteside misses free throw 1 of 2,94,88
4,4:03.0,,Offensive rebound by Team,94,88
4,4:03.0,,H. Whiteside misses free throw 2 of 2,94,88
4,4:01.0,Defensive rebound by J. Allen,,94,88
4,3:47.0,D. Russell makes 2-pt layup from 2 ft,,96,88
4,3:45.0,,Miami full timeout,96,88
4,3:28.0,,W. Ellington misses 3-pt jump shot from 25 ft,96,88
4,3:26.0,Defensive rebound by D. Russell,,96,88
4,3:12.0,D. Russell misses 3-pt jump shot from 25 ft,,96,88
4,3:09.0,Offensive rebound by J. Allen,,96,88
4,2:57.0,S. Dinwiddie misses 2-pt hook shot from 6 ft,,96,88
4,2:54.0,,Defensive rebound by J. Johnson,96,88
4,2:49.0,,J. Richardson misses 3-pt jump shot from 25 ft,96,88
4,2:45.0,Defensive rebound by D. Russell,,96,88
4,2:40.0,S. Dinwiddie misses 3-pt jump shot from 23 ft,,96,88
4,2:40.0,,Defensive rebound by Team,96,88
4,2:40.0,,D. Wade enters the game for W. Ellington,96,88
4,2:36.0,,Personal foul by J. Harris (drawn by J. Johnson),96,88
4,2:36.0,,J. Johnson makes free throw 1 of 2,96,89
4,2:36.0,,J. Johnson makes free throw 2 of 2,96,90
4,2:20.0,Personal foul by H. Whiteside (drawn by S. Dinwiddie),,96,90
4,2:13.0,D. Russell makes 2-pt layup from 1 ft,,98,90
4,1:59.0,,Turnover by J. Richardson (bad pass; steal by S. Dinwiddie),98,90
4,1:57.0,J. Harris makes 2-pt layup from 1 ft (assist by S. Dinwiddie),,100,90
4,1:41.0,,J. Johnson misses 2-pt layup from 1 ft,100,90
4,1:39.0,Defensive rebound by R. Hollis-Jefferson,,100,90
4,1:21.0,J. Harris misses 3-pt jump shot from 28 ft,,100,90
4,1:20.0,Offensive rebound by R. Hollis-Jefferson,,100,90
4,1:15.0,J. Harris misses 3-pt jump shot from 25 ft,,100,90
4,1:12.0,Offensive rebound by R. Hollis-Jefferson,,100,90
4,0:59.0,D. Russell misses 3-pt jump shot from 26 ft,,100,90
4,0:56.0,,Defensive rebound by H. Whiteside,100,90
4,0:50.0,,R. McGruder misses 2-pt jump shot from 8 ft,100,90
4,0:50.0,,Offensive rebound by Team,100,90
4,0:50.0,,Miami full timeout,100,90
4,0:50.0,,Turnover by R. McGruder (step out of bounds),100,90
4,0:36.0,Personal foul by J. Johnson (drawn by S. Dinwiddie),,100,90
4,0:36.0,S. Dinwiddie makes free throw 1 of 2,,101,90
4,0:36.0,S. Dinwiddie makes free throw 2 of 2,,102,90
4,0:30.0,,Personal foul by D. Russell (drawn by J. Richardson),102,90
4,0:30.0,,J. Richardson makes free throw 1 of 2,102,91
4,0:30.0,,J. Richardson makes free throw 2 of 2,102,92
4,0:22.0,Brooklyn full timeout,,102,92
4,0:22.0,A. Crabbe enters the game for R. Hollis-Jefferson,,102,92
4,0:22.0,,B. Adebayo enters the game for H. Whiteside,102,92
4,0:19.0,Personal take foul by J. Johnson (drawn by J. Harris),,102,92
4,0:19.0,J. Harris makes free throw 1 of 2,,103,92
4,0:19.0,J. Harris makes free throw 2 of 2,,104,92
4,0:12.0,,B. Adebayo misses 2-pt jump shot from 9 ft,104,92
4,0:08.0,Defensive rebound by J. Allen,,104,92
