QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,PORTLAND_ACTION,GOLDEN STATE_SCORE,PORTLAND_SCORE
4,5:50.0,,Turnover by E. Turner (bad pass; steal by D. Green),92,85
4,5:34.0,A. McKinnie makes 3-pt jump shot from 22 ft (assist by K. Thompson),,95,85
4,5:07.0,,M. Leonard misses 2-pt hook shot from 12 ft,95,85
4,5:01.0,,Offensive rebound by E. Turner,95,85
4,5:01.0,,E. Turner makes 2-pt layup at rim,95,87
4,4:51.0,S. Curry makes 3-pt jump shot from 28 ft,,98,87
4,4:31.0,,E. Turner makes 2-pt layup from 2 ft (assist by D. Lillard),98,89
4,4:18.0,S. Curry makes 2-pt layup from 1 ft,,100,89
4,4:18.0,,Portland full timeout,100,89
4,4:18.0,K. Looney enters the game for J. Bell,,100,89
4,4:18.0,,M. Harkless enters the game for M. Leonard,100,89
4,4:07.0,,D. Lillard makes 3-pt jump shot from 27 ft (assist by E. Turner),100,92
4,3:52.0,S. Curry misses 3-pt jump shot from 27 ft,,100,92
4,3:49.0,,Defensive rebound by C. McCollum,100,92
4,3:46.0,,D. Lillard misses 3-pt jump shot from 32 ft,100,92
4,3:45.0,Defensive rebound by Team,,100,92
4,3:45.0,,Loose ball foul by C. McCollum (drawn by S. Curry),100,92
4,3:26.0,K. Looney makes 2-pt layup from 1 ft (assist by S. Curry),,102,92
4,3:17.0,,C. McCollum misses 3-pt jump shot from 26 ft,102,92
4,3:14.0,Defensive rebound by S. Curry,,102,92
4,3:02.0,S. Curry makes 2-pt layup from 1 ft,,104,92
4,2:49.0,,D. Lillard makes 3-pt jump shot from 26 ft,104,95
4,2:27.0,S. Curry misses 3-pt jump shot from 23 ft,,104,95
4,2:23.0,Offensive rebound by A. McKinnie,,104,95
4,2:21.0,Personal foul by S. Curry (drawn by D. Green),,104,95
4,2:12.0,K. Looney makes 2-pt dunk at rim (assist by D. Green),,106,95
4,1:58.0,,S. Curry misses 3-pt jump shot from 26 ft,106,95
4,1:54.0,Defensive rebound by A. McKinnie,,106,95
4,1:33.0,Turnover by S. Curry (lost ball; steal by E. Turner),,106,95
4,1:29.0,,E. Turner misses 2-pt layup from 1 ft (block by K. Thompson),106,95
4,1:26.0,Defensive rebound by S. Curry,,106,95
4,1:12.0,S. Curry misses 3-pt jump shot from 34 ft,,106,95
4,1:12.0,,Defensive rebound by Team,106,95
4,1:05.0,,Shooting foul by K. Thompson (drawn by D. Lillard),106,95
4,1:05.0,,D. Lillard makes free throw 1 of 2,106,96
4,1:05.0,,D. Lillard misses free throw 2 of 2,106,96
4,1:03.0,Defensive rebound by D. Green,,106,96
4,0:55.0,Shooting foul by M. Harkless (drawn by D. Green),,106,96
4,0:55.0,D. Green makes free throw 1 of 2,,107,96
4,0:55.0,D. Green makes free throw 2 of 2,,108,96
4,0:46.0,,C. McCollum makes 3-pt jump shot from 26 ft (assist by D. Lillard),108,99
4,0:28.0,Personal take foul by S. Curry (drawn by S. Curry),,108,99
4,0:28.0,S. Curry makes free throw 1 of 2,,109,99
4,0:28.0,S. Curry makes free throw 2 of 2,,110,99
4,0:20.0,,C. McCollum misses 3-pt jump shot from 29 ft,110,99
4,0:17.0,Defensive rebound by A. McKinnie,,110,99
