QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,GOLDEN STATE_ACTION,LA CLIPPERS_SCORE,GOLDEN STATE_SCORE
1,8:37.0,,K. Thompson makes free throw 2 of 2,9,11
1,8:18.0,L. Shamet makes 3-pt jump shot from 25 ft (assist by D. Gallinari),,12,11
1,8:09.0,,Golden State full timeout,12,11
1,8:09.0,,A. Bogut enters the game for D. Cousins,12,11
1,7:51.0,,D. Green misses 3-pt jump shot from 27 ft,12,11
1,7:49.0,Defensive rebound by L. Shamet,,12,11
1,7:29.0,P. Beverley misses 2-pt hook shot from 8 ft,,12,11
1,7:28.0,,Defensive rebound by A. Bogut,12,11
1,7:18.0,,Shooting foul by L. Shamet (drawn by S. Curry),12,11
1,7:18.0,,S. Curry makes free throw 1 of 2,12,12
1,7:18.0,,S. Curry makes free throw 2 of 2,12,13
1,7:00.0,D. Gallinari misses 2-pt jump shot from 20 ft,,12,13
1,6:59.0,,Defensive rebound by D. Green,12,13
1,6:55.0,,D. Green makes 2-pt layup from 1 ft,12,15
1,6:47.0,P. Beverley misses 3-pt jump shot from 25 ft,,12,15
1,6:45.0,,Defensive rebound by K. Thompson,12,15
1,6:36.0,,K. Thompson misses 3-pt jump shot from 27 ft,12,15
1,6:34.0,Defensive rebound by I. Zubac,,12,15
1,6:23.0,Personal foul by S. Curry (drawn by D. Gallinari),,12,15
1,6:23.0,M. Harrell enters the game for I. Zubac,,12,15
1,6:17.0,Turnover by D. Gallinari (lost ball; steal by S. Curry),,12,15
1,6:12.0,,K. Thompson makes 2-pt layup from 1 ft (assist by K. Durant),12,17
1,6:11.0,LA Clippers full timeout,,12,17
1,5:55.0,D. Gallinari makes 3-pt jump shot from 27 ft (assist by S. Gilgeous-Alexander),,15,17
1,5:39.0,,K. Thompson misses 2-pt jump shot from 13 ft,15,17
1,5:38.0,,Offensive rebound by K. Thompson,15,17
1,5:34.0,,Shooting foul by D. Gallinari (drawn by D. Green),15,17
1,5:34.0,,D. Green makes free throw 1 of 2,15,18
1,5:34.0,,D. Green misses free throw 2 of 2,15,18
1,5:33.0,Defensive rebound by L. Shamet,,15,18
1,5:21.0,L. Shamet misses 3-pt jump shot from 26 ft,,15,18
1,5:19.0,,Defensive rebound by A. Bogut,15,18
1,5:15.0,,K. Durant makes 2-pt jump shot from 16 ft (assist by D. Green),15,20
1,4:48.0,M. Harrell makes 2-pt dunk from 1 ft,,17,20
1,4:38.0,,Personal foul by L. Shamet (drawn by S. Curry),17,20
1,4:38.0,L. Williams enters the game for L. Shamet,,17,20
1,4:38.0,,A. Iguodala enters the game for A. Bogut,17,20
1,4:38.0,,K. Looney enters the game for K. Thompson,17,20
1,4:38.0,,S. Curry makes free throw 1 of 2,17,21
1,4:38.0,,S. Curry makes free throw 2 of 2,17,22
1,4:34.0,Turnover by L. Williams (bad pass; steal by D. Green),,17,22
1,4:20.0,,Turnover by A. Iguodala (bad pass),17,22
1,4:14.0,Shooting foul by K. Looney (drawn by L. Williams),,17,22
1,4:14.0,L. Williams misses free throw 1 of 2,,17,22
1,4:14.0,Offensive rebound by Team,,17,22
1,4:14.0,L. Williams makes free throw 2 of 2,,18,22
1,4:01.0,,Personal foul by P. Beverley (drawn by K. Durant),18,22
1,4:01.0,,K. Durant makes free throw 1 of 2,18,23
1,4:01.0,J. Green enters the game for D. Gallinari,,18,23
1,4:01.0,,K. Durant makes free throw 2 of 2,18,24
1,3:46.0,J. Green makes 3-pt jump shot from 28 ft (assist by P. Beverley),,21,24
1,3:33.0,,K. Looney makes 2-pt dunk from 1 ft (assist by D. Green),21,26
1,3:22.0,S. Gilgeous-Alexander misses 2-pt jump shot from 19 ft,,21,26
1,3:21.0,,Defensive rebound by K. Durant,21,26
1,3:08.0,,A. Iguodala makes 3-pt jump shot from 24 ft (assist by D. Green),21,29
1,2:46.0,Turnover by L. Williams (bad pass; steal by K. Durant),,21,29
1,2:35.0,,S. Curry misses 3-pt jump shot from 31 ft (block by L. Williams),21,29
1,2:33.0,Defensive rebound by P. Beverley,,21,29
1,2:19.0,Turnover by J. Green (traveling),,21,29
1,2:19.0,W. Chandler enters the game for S. Gilgeous-Alexander,,21,29
1,2:19.0,,A. McKinnie enters the game for K. Durant,21,29
1,2:07.0,,S. Curry misses 3-pt jump shot from 26 ft,21,29
1,2:05.0,Defensive rebound by W. Chandler,,21,29
1,1:51.0,Shooting foul by S. Curry (drawn by L. Williams),,21,29
1,1:51.0,L. Williams makes free throw 1 of 2,,22,29
1,1:51.0,G. Temple enters the game for P. Beverley,,22,29
1,1:51.0,L. Williams makes free throw 2 of 2,,23,29
1,1:39.0,,A. Iguodala misses 3-pt jump shot from 25 ft,23,29
1,1:37.0,Defensive rebound by M. Harrell,,23,29
1,1:26.0,L. Williams misses 2-pt jump shot from 9 ft,,23,29
1,1:25.0,,Defensive rebound by A. McKinnie,23,29
1,1:18.0,,A. Iguodala misses 3-pt jump shot from 23 ft,23,29
1,1:16.0,,Offensive rebound by A. McKinnie,23,29
1,1:12.0,,D. Green misses 2-pt jump shot from 13 ft,23,29
1,1:11.0,,Offensive rebound by Team,23,29
1,1:11.0,Loose ball foul by L. Williams (drawn by K. Looney),,23,29
1,1:11.0,,K. Looney makes free throw 1 of 2,23,30
1,1:11.0,,K. Looney makes free throw 2 of 2,23,31
1,0:59.0,J. Green misses 3-pt jump shot from 26 ft,,23,31
1,0:57.0,,Defensive rebound by A. McKinnie,23,31
1,0:41.0,,S. Curry misses 3-pt jump shot from 23 ft,23,31
1,0:40.0,Defensive rebound by J. Green,,23,31
1,0:34.0,L. Williams misses 3-pt jump shot from 29 ft,,23,31
1,0:32.0,,Defensive rebound by K. Looney,23,31
1,0:17.0,,Shooting foul by G. Temple (drawn by S. Curry),23,31
1,0:17.0,,S. Curry makes free throw 1 of 2,23,32
1,0:17.0,,S. Curry makes free throw 2 of 2,23,33
1,0:05.0,G. Temple makes 2-pt jump shot from 17 ft (assist by L. Williams),,25,33
2,11:44.0,,K. Thompson makes 2-pt jump shot from 18 ft (assist by A. Iguodala),25,35
2,11:28.0,Personal foul by A. Bogut (drawn by M. Harrell),,25,35
2,11:22.0,G. Temple makes 3-pt jump shot from 27 ft (assist by M. Harrell),,28,35
2,11:05.0,,S. Livingston makes 2-pt jump shot from 12 ft (assist by A. Iguodala),28,37
2,10:47.0,W. Chandler misses 3-pt jump shot from 25 ft,,28,37
2,10:45.0,,Defensive rebound by A. Bogut,28,37
2,10:25.0,,S. Livingston misses 2-pt jump shot from 11 ft,28,37
2,10:24.0,,Offensive rebound by A. Iguodala,28,37
2,10:24.0,,A. Iguodala makes 2-pt dunk from 1 ft,28,39
2,10:02.0,W. Chandler misses 3-pt jump shot from 22 ft (block by S. Livingston),,28,39
2,10:00.0,,Defensive rebound by Q. Cook,28,39
2,9:50.0,,Personal foul by G. Temple (drawn by K. Thompson),28,39
2,9:38.0,,Q. Cook misses 2-pt layup from 6 ft,28,39
2,9:38.0,,Offensive rebound by A. Bogut,28,39
2,9:38.0,,Shooting foul by W. Chandler (drawn by A. Bogut),28,39
2,9:38.0,,A. Bogut makes free throw 1 of 2,28,40
2,9:38.0,,A. Bogut misses free throw 2 of 2,28,40
2,9:37.0,Defensive rebound by J. Green,,28,40
2,9:21.0,Shooting foul by A. Bogut (drawn by J. Green),,28,40
2,9:21.0,J. Green makes free throw 1 of 2,,29,40
2,9:21.0,J. Green misses free throw 2 of 2,,29,40
2,9:20.0,,Defensive rebound by A. Bogut,29,40
2,9:09.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by Q. Cook),29,43
2,8:58.0,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),,31,43
2,8:47.0,,S. Livingston misses 2-pt jump shot from 12 ft,31,43
2,8:46.0,Defensive rebound by G. Temple,,31,43
2,8:42.0,Shooting foul by K. Thompson (drawn by L. Williams),,31,43
2,8:42.0,L. Williams makes free throw 1 of 2,,32,43
2,8:42.0,,K. Durant enters the game for A. Bogut,32,43
2,8:42.0,,K. Looney enters the game for A. Iguodala,32,43
2,8:42.0,L. Williams makes free throw 2 of 2,,33,43
2,8:31.0,,Q. Cook makes 3-pt jump shot from 28 ft (assist by K. Durant),33,46
2,8:14.0,M. Harrell makes 2-pt layup from 2 ft (assist by L. Williams),,35,46
2,8:14.0,Shooting foul by K. Looney (drawn by M. Harrell),,35,46
2,8:14.0,S. Gilgeous-Alexander enters the game for W. Chandler,,35,46
2,8:14.0,M. Harrell misses free throw 1 of 1,,35,46
2,8:13.0,Offensive rebound by J. Green,,35,46
2,7:59.0,G. Temple misses 3-pt jump shot from 27 ft,,35,46
2,7:59.0,Offensive rebound by Team,,35,46
2,7:59.0,Turnover by Team (shot clock),,35,46
2,7:50.0,,K. Durant misses 2-pt jump shot from 17 ft,35,46
2,7:49.0,Defensive rebound by J. Green,,35,46
2,7:43.0,G. Temple misses 2-pt layup from 9 ft,,35,46
2,7:42.0,,Defensive rebound by K. Durant,35,46
2,7:37.0,,Turnover by K. Durant (lost ball; steal by G. Temple),35,46
2,7:36.0,Turnover by M. Harrell (lost ball; steal by K. Thompson),,35,46
2,7:35.0,,Personal foul by S. Gilgeous-Alexander (drawn by K. Looney),35,46
2,7:35.0,D. Gallinari enters the game for J. Green,,35,46
2,7:28.0,,K. Looney makes 2-pt layup from 3 ft,35,48
2,7:14.0,D. Gallinari makes 2-pt layup from 3 ft (assist by M. Harrell),,37,48
2,7:07.0,,Turnover by K. Durant (bad pass; steal by L. Williams),37,48
2,7:05.0,,Violation by Team (kicked ball),37,48
2,7:05.0,P. Beverley enters the game for G. Temple,,37,48
2,6:57.0,Turnover by L. Williams (bad pass; steal by K. Durant),,37,48
2,6:54.0,,K. Thompson makes 2-pt layup from 2 ft (assist by K. Durant),37,50
2,6:54.0,LA Clippers full timeout,,37,50
2,6:46.0,D. Gallinari misses 2-pt jump shot from 11 ft,,37,50
2,6:45.0,,Defensive rebound by K. Durant,37,50
2,6:26.0,,S. Livingston misses 2-pt jump shot from 14 ft,37,50
2,6:25.0,Defensive rebound by M. Harrell,,37,50
2,6:19.0,D. Gallinari makes 2-pt layup from 4 ft (assist by L. Williams),,39,50
2,6:19.0,Shooting foul by K. Thompson (drawn by D. Gallinari),,39,50
2,6:19.0,,S. Curry enters the game for Q. Cook,39,50
2,6:19.0,,D. Green enters the game for K. Thompson,39,50
2,6:19.0,D. Gallinari misses free throw 1 of 1,,39,50
2,6:18.0,,Defensive rebound by K. Looney,39,50
2,6:07.0,,K. Durant makes 2-pt dunk from 2 ft (assist by D. Green),39,52
2,5:45.0,P. Beverley misses 2-pt hook shot from 9 ft,,39,52
2,5:44.0,,Defensive rebound by S. Livingston,39,52
2,5:33.0,,K. Looney makes 2-pt dunk from 1 ft (assist by S. Curry),39,54
2,5:19.0,L. Williams misses 2-pt jump shot from 16 ft,,39,54
2,5:18.0,,Defensive rebound by K. Looney,39,54
2,5:10.0,,Shooting foul by M. Harrell (drawn by K. Looney),39,54
2,5:10.0,,K. Looney makes free throw 1 of 2,39,55
2,5:10.0,L. Shamet enters the game for L. Williams,,39,55
2,5:10.0,,A. Iguodala enters the game for S. Livingston,39,55
2,5:10.0,,K. Looney makes free throw 2 of 2,39,56
2,4:53.0,P. Beverley makes 2-pt jump shot from 9 ft (assist by D. Gallinari),,41,56
2,4:38.0,,Offensive foul by D. Green (drawn by P. Beverley),41,56
2,4:38.0,,Turnover by D. Green (offensive foul),41,56
2,4:15.0,M. Harrell makes 2-pt jump shot from 14 ft (assist by D. Gallinari),,43,56
2,3:53.0,,A. Iguodala misses 3-pt jump shot from 28 ft,43,56
2,3:51.0,Defensive rebound by D. Gallinari,,43,56
2,3:31.0,D. Gallinari misses 2-pt jump shot from 19 ft,,43,56
2,3:30.0,,Defensive rebound by K. Durant,43,56
2,3:14.0,,Golden State full timeout,43,56
2,3:08.0,,K. Looney makes 2-pt layup from 3 ft (assist by A. Iguodala),43,58
2,2:51.0,Personal foul by A. Iguodala (drawn by P. Beverley),,43,58
2,2:51.0,P. Beverley makes free throw 1 of 2,,44,58
2,2:51.0,P. Beverley makes free throw 2 of 2,,45,58
2,2:43.0,,S. Curry makes 3-pt jump shot from 27 ft,45,61
2,2:19.0,P. Beverley makes 3-pt jump shot from 26 ft (assist by D. Gallinari),,48,61
2,2:03.0,,S. Curry makes 3-pt jump shot from 23 ft,48,64
2,1:48.0,Turnover by S. Gilgeous-Alexander (palming),,48,64
2,1:48.0,L. Williams enters the game for L. Shamet,,48,64
2,1:38.0,,S. Curry makes 2-pt layup from 3 ft,48,66
2,1:18.0,S. Gilgeous-Alexander misses 2-pt layup from 5 ft,,48,66
2,1:18.0,Offensive rebound by Team,,48,66
2,1:14.0,P. Beverley misses 3-pt jump shot from 27 ft,,48,66
2,1:12.0,,Defensive rebound by K. Looney,48,66
2,1:07.0,,Shooting foul by M. Harrell (drawn by K. Durant),48,66
2,1:07.0,,K. Durant makes free throw 1 of 2,48,67
2,1:07.0,,K. Durant makes free throw 2 of 2,48,68
2,0:58.0,L. Williams makes 2-pt jump shot from 10 ft,,50,68
2,0:37.0,,K. Looney makes 2-pt jump shot from 9 ft (assist by K. Durant),50,70
2,0:26.0,D. Gallinari misses 3-pt jump shot from 32 ft,,50,70
2,0:24.0,,Defensive rebound by D. Green,50,70
2,0:03.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),50,73
3,11:47.0,,K. Thompson makes 2-pt jump shot from 11 ft (assist by A. Bogut),50,75
3,11:38.0,L. Shamet misses 3-pt jump shot from 27 ft,,50,75
3,11:36.0,Offensive rebound by L. Shamet,,50,75
3,11:30.0,D. Gallinari makes 3-pt jump shot from 26 ft (assist by L. Shamet),,53,75
3,11:17.0,,D. Green makes 2-pt jump shot from 10 ft (assist by S. Curry),53,77
3,11:08.0,Turnover by L. Shamet (bad pass; steal by K. Durant),,53,77
3,11:00.0,,Turnover by K. Durant (bad pass; steal by D. Gallinari),53,77
3,10:52.0,L. Shamet makes 3-pt jump shot from 28 ft (assist by P. Beverley),,56,77
3,10:35.0,,K. Durant makes 2-pt jump shot from 15 ft (assist by S. Curry),56,79
3,10:13.0,Personal foul by S. Curry (drawn by P. Beverley),,56,79
3,10:07.0,S. Gilgeous-Alexander misses 2-pt jump shot from 17 ft,,56,79
3,10:06.0,,Defensive rebound by K. Thompson,56,79
3,9:49.0,,A. Bogut makes 2-pt dunk from 1 ft (assist by D. Green),56,81
3,9:36.0,Personal foul by D. Green (drawn by I. Zubac),,56,81
3,9:24.0,Turnover by D. Gallinari (out of bounds lost ball),,56,81
3,9:13.0,,K. Thompson makes 2-pt jump shot from 13 ft (assist by D. Green),56,83
3,8:56.0,Shooting foul by K. Durant (drawn by D. Gallinari),,56,83
3,8:56.0,D. Gallinari makes free throw 1 of 2,,57,83
3,8:56.0,J. Green enters the game for I. Zubac,,57,83
3,8:56.0,D. Gallinari makes free throw 2 of 2,,58,83
3,8:46.0,,D. Green makes 3-pt jump shot from 27 ft (assist by S. Curry),58,86
3,8:41.0,Turnover by P. Beverley (out of bounds lost ball),,58,86
3,8:41.0,,J. Bell enters the game for A. Bogut,58,86
3,8:39.0,,Offensive foul by S. Curry (drawn by L. Shamet),58,86
3,8:39.0,,Turnover by S. Curry (offensive foul),58,86
3,8:39.0,,Q. Cook enters the game for S. Curry,58,86
3,8:39.0,,Violation by Team (delay of game),58,86
3,8:39.0,L. Williams enters the game for S. Gilgeous-Alexander,,58,86
3,8:30.0,L. Williams makes 3-pt jump shot from 27 ft (assist by D. Gallinari),,61,86
3,8:15.0,,Q. Cook makes 2-pt jump shot from 16 ft (assist by D. Green),61,88
3,8:04.0,L. Shamet misses 3-pt jump shot from 26 ft,,61,88
3,8:02.0,,Defensive rebound by K. Durant,61,88
3,7:57.0,,Q. Cook makes 3-pt jump shot from 28 ft,61,91
3,7:37.0,Shooting foul by J. Bell (drawn by D. Gallinari),,61,91
3,7:37.0,D. Gallinari makes free throw 1 of 2,,62,91
3,7:37.0,D. Gallinari makes free throw 2 of 2,,63,91
3,7:31.0,,K. Durant makes 2-pt dunk from 2 ft (assist by K. Thompson),63,93
3,7:31.0,,Shooting foul by J. Green (drawn by K. Durant),63,93
3,7:31.0,Violation by Team (delay of game),,63,93
3,7:31.0,,K. Durant makes free throw 1 of 1,63,94
3,7:23.0,J. Green makes 2-pt dunk from 3 ft (assist by L. Williams),,65,94
3,7:15.0,,Turnover by Q. Cook (bad pass; steal by J. Green),65,94
3,7:03.0,L. Williams misses 3-pt jump shot from 26 ft (block by D. Green),,65,94
3,7:01.0,Offensive rebound by J. Green,,65,94
3,7:00.0,L. Williams makes 2-pt layup from 2 ft (assist by J. Green),,67,94
3,7:00.0,,Golden State full timeout,67,94
3,6:51.0,,Q. Cook misses 2-pt jump shot from 20 ft,67,94
3,6:49.0,Defensive rebound by L. Shamet,,67,94
3,6:43.0,J. Green makes 3-pt jump shot from 24 ft (assist by L. Williams),,70,94
3,6:21.0,,Shooting foul by L. Williams (drawn by K. Thompson),70,94
3,6:21.0,,K. Thompson makes free throw 1 of 2,70,95
3,6:21.0,,K. Thompson makes free throw 2 of 2,70,96
3,6:14.0,L. Williams makes 2-pt layup from 1 ft,,72,96
3,5:53.0,,K. Thompson misses 2-pt jump shot from 12 ft,72,96
3,5:51.0,Defensive rebound by J. Green,,72,96
3,5:40.0,D. Gallinari makes 2-pt jump shot from 12 ft,,74,96
3,5:23.0,,Q. Cook makes 3-pt jump shot from 25 ft (assist by K. Durant),74,99
3,5:05.0,Offensive foul by J. Green (drawn by K. Durant),,74,99
3,5:05.0,Turnover by J. Green (offensive foul),,74,99
3,5:05.0,,K. Looney enters the game for J. Bell,74,99
3,4:58.0,,Offensive foul by K. Durant (drawn by P. Beverley),74,99
3,4:58.0,,Turnover by K. Durant (offensive foul),74,99
3,4:58.0,LA Clippers full timeout,,74,99
3,4:48.0,L. Williams makes 2-pt jump shot from 21 ft,,76,99
3,4:35.0,,Turnover by D. Green (bad pass; steal by D. Gallinari),76,99
3,4:24.0,J. Green makes 2-pt dunk from 2 ft (assist by L. Williams),,78,99
3,4:15.0,,Personal foul by P. Beverley (drawn by K. Durant),78,99
3,4:13.0,,Personal foul by P. Beverley (drawn by K. Durant),78,99
3,4:11.0,,Offensive foul by K. Durant (drawn by P. Beverley),78,99
3,4:11.0,,Turnover by K. Durant (offensive foul),78,99
3,4:02.0,J. Green makes 2-pt jump shot from 20 ft (assist by L. Williams),,80,99
3,3:50.0,,Q. Cook misses 2-pt jump shot from 17 ft,80,99
3,3:49.0,Defensive rebound by J. Green,,80,99
3,3:41.0,Turnover by D. Gallinari (traveling),,80,99
3,3:36.0,,Shooting foul by J. Green (drawn by K. Looney),80,99
3,3:36.0,,K. Looney misses free throw 1 of 2,80,99
3,3:36.0,,Offensive rebound by Team,80,99
3,3:36.0,M. Harrell enters the game for D. Gallinari,,80,99
3,3:36.0,,K. Looney makes free throw 2 of 2,80,100
3,3:23.0,L. Williams makes 2-pt layup from 7 ft,,82,100
3,3:04.0,,D. Green misses 2-pt jump shot from 17 ft,82,100
3,3:04.0,,Offensive rebound by Team,82,100
3,3:04.0,Loose ball foul by J. Green (drawn by K. Durant),,82,100
3,3:04.0,,K. Durant makes free throw 1 of 2,82,101
3,3:04.0,,K. Durant makes free throw 2 of 2,82,102
3,2:58.0,P. Beverley misses 3-pt jump shot from 25 ft,,82,102
3,2:56.0,,Defensive rebound by K. Looney,82,102
3,2:51.0,,Shooting foul by J. Green (drawn by D. Green),82,102
3,2:51.0,LA Clippers full timeout,,82,102
3,2:51.0,W. Chandler enters the game for J. Green,,82,102
3,2:51.0,S. Gilgeous-Alexander enters the game for L. Shamet,,82,102
3,2:51.0,,A. McKinnie enters the game for K. Thompson,82,102
3,2:51.0,,D. Green makes free throw 1 of 2,82,103
3,2:51.0,,D. Green makes free throw 2 of 2,82,104
3,2:42.0,L. Williams makes 3-pt jump shot from 24 ft (assist by P. Beverley),,85,104
3,2:20.0,,Turnover by K. Durant (bad pass; steal by L. Williams),85,104
3,2:16.0,Turnover by L. Williams (lost ball; steal by Q. Cook),,85,104
3,2:10.0,,Turnover by Q. Cook (bad pass; steal by W. Chandler),85,104
3,2:06.0,L. Williams makes 2-pt layup from 2 ft (assist by W. Chandler),,87,104
3,2:06.0,Shooting foul by K. Durant (drawn by L. Williams),,87,104
3,2:06.0,G. Temple enters the game for P. Beverley,,87,104
3,2:06.0,,A. Iguodala enters the game for K. Durant,87,104
3,2:06.0,L. Williams makes free throw 1 of 1,,88,104
3,1:53.0,,D. Green misses 3-pt jump shot from 27 ft,88,104
3,1:51.0,Defensive rebound by M. Harrell,,88,104
3,1:47.0,Offensive foul by W. Chandler (drawn by A. McKinnie),,88,104
3,1:47.0,Turnover by W. Chandler (offensive foul),,88,104
3,1:47.0,,K. Thompson enters the game for A. McKinnie,88,104
3,1:35.0,,A. Iguodala misses 3-pt jump shot from 22 ft,88,104
3,1:31.0,Defensive rebound by W. Chandler,,88,104
3,1:16.0,L. Williams misses 2-pt jump shot from 16 ft,,88,104
3,1:15.0,,Defensive rebound by A. Iguodala,88,104
3,1:03.0,,K. Looney makes 2-pt jump shot from 3 ft (assist by K. Thompson),88,106
3,0:42.0,Shooting foul by A. Iguodala (drawn by M. Harrell),,88,106
3,0:42.0,M. Harrell makes free throw 1 of 2,,89,106
3,0:42.0,M. Harrell makes free throw 2 of 2,,90,106
3,0:29.0,,Shooting foul by M. Harrell (drawn by K. Looney),90,106
3,0:29.0,,K. Looney makes free throw 1 of 2,90,107
3,0:29.0,,K. Looney makes free throw 2 of 2,90,108
3,0:13.0,Personal foul by A. Iguodala (drawn by G. Temple),,90,108
3,0:13.0,G. Temple makes free throw 1 of 2,,91,108
3,0:13.0,S. Thornwell enters the game for L. Williams,,91,108
3,0:13.0,,S. Curry enters the game for D. Green,91,108
3,0:13.0,,K. Durant enters the game for K. Looney,91,108
3,0:13.0,G. Temple makes free throw 2 of 2,,92,108
3,0:05.0,,Turnover by S. Curry (bad pass; steal by S. Gilgeous-Alexander),92,108
3,0:00.0,W. Chandler makes 2-pt layup from 2 ft (assist by S. Gilgeous-Alexander),,94,108
4,11:51.0,L. Shamet makes 3-pt jump shot from 28 ft (assist by S. Gilgeous-Alexander),,97,108
4,11:38.0,,Personal foul by G. Temple (drawn by S. Curry),97,108
4,11:28.0,,Turnover by A. Iguodala (bad pass; steal by S. Gilgeous-Alexander),97,108
4,11:22.0,Shooting foul by J. Jerebko (drawn by M. Harrell),,97,108
4,11:22.0,M. Harrell makes free throw 1 of 2,,98,108
4,11:22.0,M. Harrell misses free throw 2 of 2,,98,108
4,11:22.0,,Defensive rebound by A. Iguodala,98,108
4,11:13.0,,S. Livingston makes 2-pt jump shot from 13 ft,98,110
4,11:13.0,,Shooting foul by S. Gilgeous-Alexander (drawn by S. Livingston),98,110
4,11:13.0,,S. Livingston misses free throw 1 of 1,98,110
4,11:11.0,,Offensive rebound by Team,98,110
4,11:11.0,L. Williams enters the game for G. Temple,,98,110
4,11:00.0,,J. Jerebko misses 3-pt jump shot from 26 ft,98,110
4,10:58.0,,Offensive rebound by A. Bogut,98,110
4,10:55.0,,Personal foul by L. Shamet (drawn by S. Curry),98,110
4,10:46.0,,S. Curry misses 2-pt jump shot from 9 ft,98,110
4,10:45.0,,Offensive rebound by A. Bogut,98,110
4,10:40.0,,Shooting foul by M. Harrell (drawn by A. Iguodala),98,110
4,10:40.0,,A. Iguodala makes free throw 1 of 2,98,111
4,10:40.0,D. Gallinari enters the game for W. Chandler,,98,111
4,10:40.0,,A. Iguodala makes free throw 2 of 2,98,112
4,10:29.0,M. Harrell makes 2-pt jump shot from 10 ft (assist by L. Williams),,100,112
4,10:10.0,,S. Livingston makes 2-pt jump shot from 9 ft (assist by A. Iguodala),100,114
4,9:46.0,L. Shamet misses 3-pt jump shot from 28 ft (block by S. Livingston),,100,114
4,9:44.0,,Defensive rebound by S. Curry,100,114
4,9:41.0,,Personal foul by L. Williams (drawn by S. Curry),100,114
4,9:41.0,,S. Curry makes free throw 1 of 2,100,115
4,9:41.0,,S. Curry makes free throw 2 of 2,100,116
4,9:31.0,L. Williams misses 2-pt jump shot from 18 ft,,100,116
4,9:30.0,,Defensive rebound by A. Bogut,100,116
4,9:22.0,,S. Curry misses 3-pt jump shot from 32 ft,100,116
4,9:20.0,,Offensive rebound by J. Jerebko,100,116
4,9:08.0,,S. Curry misses 2-pt jump shot from 20 ft,100,116
4,9:07.0,Defensive rebound by D. Gallinari,,100,116
4,9:07.0,LA Clippers full timeout,,100,116
4,9:07.0,P. Beverley enters the game for S. Gilgeous-Alexander,,100,116
4,8:46.0,M. Harrell makes 2-pt dunk from 2 ft (assist by L. Williams),,102,116
4,8:30.0,,S. Curry makes 2-pt jump shot from 21 ft (assist by A. Bogut),102,118
4,8:04.0,D. Gallinari misses 2-pt jump shot from 7 ft (block by A. Bogut),,102,118
4,8:04.0,Offensive rebound by Team,,102,118
4,8:04.0,,K. Thompson enters the game for J. Jerebko,102,118
4,8:04.0,Personal foul by S. Livingston (drawn by D. Gallinari),,102,118
4,7:56.0,D. Gallinari misses 2-pt jump shot from 19 ft,,102,118
4,7:55.0,,Defensive rebound by A. Bogut,102,118
4,7:45.0,,Turnover by S. Livingston (bad pass),102,118
4,7:34.0,L. Williams misses 2-pt jump shot from 11 ft,,102,118
4,7:33.0,Offensive rebound by M. Harrell,,102,118
4,7:28.0,M. Harrell makes 2-pt layup from 1 ft,,104,118
4,7:18.0,,Turnover by S. Curry (lost ball; steal by P. Beverley),104,118
4,7:16.0,D. Gallinari makes 2-pt dunk from 2 ft (assist by P. Beverley),,106,118
4,7:15.0,,Golden State full timeout,106,118
