QUARTER,TIME_REMAINING,DETROIT_ACTION,MILWAUKEE_ACTION,DETROIT_SCORE,MILWAUKEE_SCORE
4,7:50.0,Defensive rebound by S. Johnson,,72,95
4,7:48.0,Turnover by S. Johnson (lost ball; steal by T. Snell),,72,95
4,7:47.0,,Shooting foul by R. Jackson (drawn by T. Snell),72,95
4,7:47.0,,T. Snell makes free throw 1 of 2,72,96
4,7:47.0,,P. Connaughton enters the game for M. Dellavedova,72,96
4,7:47.0,,T. Snell makes free throw 2 of 2,72,97
4,7:39.0,Personal foul by T. Snell (drawn by K. Thomas),,72,97
4,7:39.0,,S. Brown enters the game for B. Lopez,72,97
4,7:34.0,R. Jackson misses 3-pt jump shot from 27 ft,,72,97
4,7:31.0,,Defensive rebound by T. Snell,72,97
4,7:23.0,,Shooting foul by S. Johnson (drawn by T. Maker),72,97
4,7:23.0,,T. Maker misses free throw 1 of 2,72,97
4,7:23.0,,Offensive rebound by Team,72,97
4,7:23.0,J. Leuer enters the game for S. Johnson,,72,97
4,7:23.0,,C. Wood enters the game for T. Snell,72,97
4,7:23.0,,T. Maker makes free throw 2 of 2,72,98
4,7:08.0,A. Drummond makes 2-pt dunk from 2 ft (assist by R. Jackson),,74,98
4,6:55.0,,T. Maker misses 3-pt jump shot from 26 ft,74,98
4,6:52.0,Defensive rebound by K. Thomas,,74,98
4,6:48.0,B. Brown makes 3-pt jump shot from 26 ft (assist by K. Thomas),,77,98
4,6:31.0,,S. Brown makes 2-pt layup at rim (assist by P. Connaughton),77,100
4,6:17.0,Turnover by A. Drummond (off goaltending),,77,100
4,6:17.0,,Milwaukee full timeout,77,100
4,6:17.0,J. Calderón enters the game for A. Drummond,,77,100
4,6:17.0,Z. Pachulia enters the game for R. Jackson,,77,100
4,6:17.0,,M. Dellavedova enters the game for S. Brown,77,100
4,6:17.0,,J. Morris enters the game for D. DiVincenzo,77,100
4,5:52.0,,T. Maker misses 3-pt jump shot from 27 ft,77,100
4,5:48.0,Defensive rebound by B. Brown,,77,100
4,5:37.0,Personal foul by P. Connaughton (drawn by K. Thomas),,77,100
4,5:37.0,,D. Wilson enters the game for T. Maker,77,100
4,5:31.0,J. Calderón misses 2-pt jump shot from 16 ft,,77,100
4,5:27.0,,Defensive rebound by C. Wood,77,100
4,5:18.0,,C. Wood makes 2-pt hook shot from 4 ft (assist by P. Connaughton),77,102
4,5:03.0,K. Thomas makes 3-pt jump shot from 27 ft (assist by B. Brown),,80,102
4,4:50.0,,D. Wilson makes 3-pt jump shot from 27 ft (assist by M. Dellavedova),80,105
4,4:32.0,J. Leuer makes 2-pt jump shot from 19 ft (assist by B. Brown),,82,105
4,4:17.0,,P. Connaughton misses 3-pt jump shot from 26 ft,82,105
4,4:13.0,Defensive rebound by J. Leuer,,82,105
4,4:03.0,J. Leuer misses 2-pt jump shot from 11 ft,,82,105
4,4:01.0,,Defensive rebound by C. Wood,82,105
4,3:55.0,,Shooting foul by J. Calderón (drawn by C. Wood),82,105
4,3:55.0,,C. Wood makes free throw 1 of 2,82,106
4,3:55.0,,D. DiVincenzo enters the game for P. Connaughton,82,106
4,3:55.0,,C. Wood makes free throw 2 of 2,82,107
4,3:40.0,J. Leuer makes 2-pt jump shot from 7 ft (assist by Z. Pachulia),,84,107
4,3:23.0,,D. Wilson makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),84,110
4,3:16.0,Personal foul by D. Wilson (drawn by Z. Pachulia),,84,110
4,3:16.0,Z. Pachulia misses free throw 1 of 2,,84,110
4,3:16.0,Offensive rebound by Team,,84,110
4,3:16.0,Z. Pachulia makes free throw 2 of 2,,85,110
4,3:05.0,,Personal foul by J. Leuer (drawn by D. Wilson),85,110
4,3:05.0,,D. Wilson makes free throw 1 of 2,85,111
4,3:05.0,,D. Wilson misses free throw 2 of 2,85,111
4,3:01.0,Defensive rebound by Z. Pachulia,,85,111
4,2:55.0,Turnover by B. Brown (bad pass; steal by D. DiVincenzo),,85,111
4,2:50.0,,J. Morris makes 2-pt layup from 3 ft,85,113
4,2:32.0,Shooting foul by D. Wilson (drawn by Z. Pachulia),,85,113
4,2:32.0,Detroit full timeout,,85,113
4,2:32.0,Z. Pachulia misses free throw 1 of 2,,85,113
4,2:32.0,Offensive rebound by Team,,85,113
4,2:32.0,Z. Pachulia makes free throw 2 of 2,,86,113
4,2:21.0,,J. Morris misses 2-pt hook shot from 3 ft,86,113
4,2:18.0,Defensive rebound by K. Thomas,,86,113
4,2:08.0,Z. Pachulia makes 2-pt layup from 1 ft (assist by K. Thomas),,88,113
4,1:45.0,,D. Wilson misses 3-pt jump shot from 27 ft,88,113
4,1:43.0,,Offensive rebound by C. Wood,88,113
4,1:43.0,,Turnover by Team (shot clock),88,113
4,1:28.0,J. Calderón misses 2-pt jump shot from 19 ft,,88,113
4,1:24.0,,Defensive rebound by J. Morris,88,113
4,1:19.0,,Turnover by D. DiVincenzo (out of bounds lost ball),88,113
4,1:08.0,K. Thomas misses 3-pt jump shot from 28 ft,,88,113
4,1:03.0,,Defensive rebound by C. Wood,88,113
4,0:51.0,,J. Morris misses 2-pt jump shot from 3 ft,88,113
4,0:47.0,Defensive rebound by K. Thomas,,88,113
4,0:47.0,Turnover by K. Thomas (bad pass; steal by D. Wilson),,88,113
4,0:43.0,,C. Wood makes 2-pt dunk from 2 ft (assist by J. Morris),88,115
4,0:38.0,Personal foul by D. Wilson (drawn by Z. Pachulia),,88,115
4,0:38.0,Z. Pachulia makes free throw 1 of 2,,89,115
4,0:38.0,Z. Pachulia makes free throw 2 of 2,,90,115
4,0:25.0,,C. Wood misses 2-pt layup from 3 ft,90,115
4,0:22.0,Defensive rebound by J. Calderón,,90,115
4,0:20.0,B. Brown misses 3-pt jump shot from 25 ft,,90,115
4,0:18.0,Offensive rebound by J. Leuer,,90,115
4,0:14.0,J. Leuer makes 2-pt layup from 2 ft,,92,115
