QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,HOUSTON_ACTION,GOLDEN STATE_SCORE,HOUSTON_SCORE
4,4:07.0,Turnover by D. Green (lost ball; steal by C. Paul),,96,104
4,4:03.0,,P. Tucker makes 2-pt dunk from 2 ft,96,106
4,4:03.0,Golden State full timeout,,96,106
4,3:48.0,S. Curry makes 3-pt jump shot from 27 ft (assist by K. Durant),,99,106
4,3:21.0,,J. Harden makes 2-pt jump shot from 13 ft,99,108
4,3:10.0,K. Durant makes 2-pt jump shot from 11 ft,,101,108
4,2:46.0,,J. Harden misses 3-pt jump shot from 29 ft,101,108
4,2:44.0,,Offensive rebound by C. Paul,101,108
4,2:31.0,,C. Paul makes 2-pt jump shot from 11 ft,101,110
4,2:22.0,Personal foul by E. Gordon (drawn by S. Curry),,101,110
4,2:12.0,K. Durant makes 2-pt jump shot from 17 ft,,103,110
4,1:50.0,,C. Paul misses 2-pt jump shot from 16 ft,103,110
4,1:49.0,Defensive rebound by K. Thompson,,103,110
4,1:39.0,D. Green makes 2-pt layup from 1 ft (assist by S. Curry),,105,110
4,1:15.0,,J. Harden misses 2-pt jump shot from 23 ft,105,110
4,1:14.0,,Offensive rebound by P. Tucker,105,110
4,1:00.0,,P. Tucker misses 3-pt jump shot from 23 ft,105,110
4,0:58.0,Defensive rebound by D. Green,,105,110
4,0:53.0,D. Green misses 2-pt layup from 1 ft,,105,110
4,0:50.0,,Defensive rebound by A. Rivers,105,110
4,0:30.0,,J. Harden misses 3-pt jump shot from 27 ft,105,110
4,0:28.0,Defensive rebound by K. Thompson,,105,110
4,0:23.0,S. Curry misses 3-pt jump shot from 33 ft,,105,110
4,0:21.0,Offensive rebound by A. Iguodala,,105,110
4,0:19.0,S. Curry makes 3-pt jump shot from 26 ft (assist by A. Iguodala),,108,110
4,0:15.0,,Personal foul by K. Durant (drawn by E. Gordon),108,110
4,0:11.0,,Personal foul by K. Thompson (drawn by J. Harden),108,110
4,0:11.0,,J. Harden makes free throw 1 of 2,108,111
4,0:11.0,,J. Harden misses free throw 2 of 2,108,111
4,0:11.0,Defensive rebound by A. Iguodala,,108,111
4,0:11.0,Golden State full timeout,,108,111
4,0:08.0,K. Durant misses 3-pt jump shot from 28 ft,,108,111
4,0:05.0,Offensive rebound by D. Green,,108,111
4,0:03.0,S. Curry misses 3-pt jump shot from 33 ft,,108,111
4,0:03.0,,Defensive rebound by C. Paul,108,111
4,0:02.0,,Personal take foul by A. Iguodala (drawn by C. Paul),108,111
4,0:02.0,,C. Paul misses free throw 1 of 2,108,111
4,0:02.0,,Offensive rebound by Team,108,111
4,0:02.0,,C. Paul makes free throw 2 of 2,108,112
4,0:00.0,K. Durant misses 3-pt jump shot from 24 ft,,108,112
4,0:00.0,Offensive rebound by Team,,108,112
