QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,DALLAS_ACTION,SACRAMENTO_SCORE,DALLAS_SCORE
4,2:23.0,,Shooting foul by W. Cauley-Stein (drawn by L. Dončić),112,103
4,2:23.0,,L. Dončić makes free throw 1 of 1,112,104
4,2:08.0,N. Bjelica misses 2-pt hook shot from 6 ft (block by D. Jordan),,112,104
4,2:05.0,,Defensive rebound by H. Barnes,112,104
4,1:51.0,,J. Brunson misses 3-pt jump shot from 24 ft,112,104
4,1:48.0,,Offensive rebound by D. Jordan,112,104
4,1:46.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Jordan),112,107
4,1:21.0,D. Fox makes 2-pt jump shot from 5 ft,,114,107
4,1:10.0,,Turnover by L. Dončić (out of bounds lost ball),114,107
4,0:51.0,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by D. Fox),,116,107
4,0:45.0,,Shooting foul by D. Fox (drawn by L. Dončić),116,107
4,0:45.0,,L. Dončić misses free throw 1 of 3,116,107
4,0:45.0,,Offensive rebound by Team,116,107
4,0:45.0,,L. Dončić misses free throw 2 of 3,116,107
4,0:45.0,,Offensive rebound by Team,116,107
4,0:45.0,,L. Dončić makes free throw 3 of 3,116,108
4,0:37.0,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by D. Fox),,118,108
4,0:37.0,,Dallas full timeout,118,108
4,0:28.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by L. Dončić),118,111
4,0:22.0,Personal take foul by J. Brunson (drawn by D. Fox),,118,111
4,0:22.0,,D. Powell enters the game for D. Jordan,118,111
4,0:21.0,Personal foul by W. Matthews (drawn by B. Bogdanović),,118,111
4,0:21.0,B. Bogdanović makes free throw 1 of 2,,119,111
4,0:21.0,B. Bogdanović makes free throw 2 of 2,,120,111
4,0:17.0,,J. Brunson makes 2-pt layup from 1 ft,120,113
