QUARTER,TIME_REMAINING,MIAMI_ACTION,NEW YORK_ACTION,MIAMI_SCORE,NEW YORK_SCORE
4,4:32.0,,Defensive rebound by L. Kornet,91,83
4,4:27.0,,E. Mudiay misses 2-pt layup from 2 ft,91,83
4,4:25.0,Defensive rebound by K. Olynyk,,91,83
4,4:18.0,Miami full timeout,,91,83
4,4:18.0,,K. Allen enters the game for D. Dotson,91,83
4,4:18.0,,D. Smith enters the game for E. Mudiay,91,83
4,4:04.0,D. Waiters misses 3-pt jump shot from 26 ft,,91,83
4,4:02.0,Offensive rebound by K. Olynyk,,91,83
4,3:51.0,G. Dragić misses 2-pt hook shot from 3 ft,,91,83
4,3:49.0,Offensive rebound by J. Johnson,,91,83
4,3:47.0,J. Johnson misses 2-pt layup from 2 ft,,91,83
4,3:46.0,Offensive rebound by Team,,91,83
4,3:46.0,Turnover by Team (shot clock),,91,83
4,3:35.0,,K. Knox misses 2-pt layup from 2 ft,91,83
4,3:33.0,Defensive rebound by H. Whiteside,,91,83
4,3:26.0,D. Waiters misses 2-pt layup from 1 ft,,91,83
4,3:24.0,Offensive rebound by H. Whiteside,,91,83
4,3:24.0,H. Whiteside makes 2-pt layup from 1 ft,,93,83
4,3:17.0,,Turnover by D. Smith (bad pass),93,83
4,3:17.0,D. Wade enters the game for J. Johnson,,93,83
4,2:53.0,D. Waiters misses 3-pt jump shot from 24 ft,,93,83
4,2:51.0,,Defensive rebound by L. Kornet,93,83
4,2:49.0,,D. Smith makes 2-pt dunk from 2 ft,93,85
4,2:32.0,Shooting foul by L. Kornet (drawn by D. Wade),,93,85
4,2:32.0,D. Wade makes free throw 1 of 2,,94,85
4,2:32.0,D. Wade makes free throw 2 of 2,,95,85
4,2:20.0,,K. Knox misses 2-pt dunk at rim,95,85
4,2:18.0,,Offensive rebound by Team,95,85
4,2:07.0,,D. Smith misses 2-pt jump shot from 11 ft,95,85
4,2:06.0,,Offensive rebound by Team,95,85
4,2:06.0,,Turnover by Team (shot clock),95,85
4,1:56.0,H. Whiteside makes 2-pt dunk from 1 ft (assist by D. Wade),,97,85
4,1:56.0,,New York full timeout,97,85
4,1:51.0,,K. Knox misses 3-pt jump shot from 26 ft,97,85
4,1:49.0,Defensive rebound by H. Whiteside,,97,85
4,1:31.0,Turnover by G. Dragić (bad pass; steal by L. Kornet),,97,85
4,1:28.0,,Turnover by L. Kornet (bad pass; steal by D. Waiters),97,85
4,1:13.0,K. Olynyk misses 3-pt jump shot from 23 ft,,97,85
4,1:11.0,,Defensive rebound by K. Allen,97,85
4,1:05.0,,L. Kornet makes 3-pt jump shot from 25 ft (assist by K. Allen),97,88
4,0:50.0,D. Waiters makes 3-pt jump shot from 23 ft (assist by D. Wade),,100,88
4,0:42.0,,K. Allen misses 2-pt jump shot from 16 ft,100,88
4,0:40.0,,Offensive rebound by M. Robinson,100,88
4,0:40.0,,M. Robinson makes 2-pt layup at rim,100,90
4,0:32.0,Turnover by D. Wade (lost ball; steal by D. Smith),,100,90
4,0:27.0,,L. Kornet misses 3-pt jump shot from 25 ft,100,90
4,0:25.0,,Offensive rebound by D. Smith,100,90
4,0:21.0,,Personal foul by D. Wade (drawn by D. Smith),100,90
4,0:17.0,,K. Knox makes 2-pt layup from 2 ft (assist by K. Allen),100,92
4,0:03.0,Turnover by K. Olynyk (lost ball; steal by L. Kornet),,100,92
