QUARTER,TIME_REMAINING,DETROIT_ACTION,MIAMI_ACTION,DETROIT_SCORE,MIAMI_SCORE
4,4:12.0,,K. Olynyk misses 3-pt jump shot from 23 ft,111,87
4,4:10.0,Defensive rebound by L. Galloway,,111,87
4,3:59.0,I. Smith makes 2-pt layup from 2 ft,,113,87
4,3:47.0,,D. Waiters makes 2-pt layup from 2 ft,113,89
4,3:28.0,B. Griffin misses 3-pt jump shot from 26 ft,,113,89
4,3:26.0,,Defensive rebound by H. Whiteside,113,89
4,3:15.0,,Turnover by K. Olynyk (bad pass),113,89
4,3:15.0,,R. Anderson enters the game for K. Olynyk,113,89
4,3:15.0,,E. Terry enters the game for H. Whiteside,113,89
4,3:02.0,A. Drummond makes 2-pt dunk from 1 ft (assist by I. Smith),,115,89
4,2:35.0,,D. Waiters makes 2-pt jump shot from 22 ft,115,91
4,2:19.0,Personal foul by D. Waiters (drawn by I. Smith),,115,91
4,2:19.0,I. Smith misses free throw 1 of 2,,115,91
4,2:19.0,Offensive rebound by Team,,115,91
4,2:19.0,J. Leuer enters the game for A. Drummond,,115,91
4,2:19.0,T. Maker enters the game for B. Griffin,,115,91
4,2:19.0,I. Smith makes free throw 2 of 2,,116,91
4,2:19.0,G. Robinson enters the game for L. Galloway,,116,91
4,2:19.0,K. Thomas enters the game for L. Kennard,,116,91
4,1:52.0,,D. Jones misses 2-pt dunk from 1 ft,116,91
4,1:50.0,,Offensive rebound by E. Terry,116,91
4,1:48.0,,E. Terry misses 2-pt layup from 2 ft (block by T. Maker),116,91
4,1:48.0,,Offensive rebound by Team,116,91
4,1:40.0,,Shooting foul by K. Thomas (drawn by E. Terry),116,91
4,1:40.0,,E. Terry makes free throw 1 of 2,116,92
4,1:40.0,,E. Terry misses free throw 2 of 2,116,92
4,1:36.0,Defensive rebound by K. Thomas,,116,92
4,1:31.0,Turnover by T. Maker (dbl dribble),,116,92
4,1:16.0,,R. Anderson makes 3-pt jump shot from 23 ft (assist by E. Terry),116,95
4,0:54.0,T. Maker makes 3-pt jump shot from 25 ft (assist by I. Smith),,119,95
4,0:44.0,,Shooting foul by T. Maker (drawn by D. Robinson),119,95
4,0:44.0,,Offensive rebound by Team,119,95
4,0:44.0,,D. Robinson misses free throw 1 of 2,119,95
4,0:44.0,,D. Robinson makes free throw 2 of 2,119,96
4,0:23.0,T. Maker misses 3-pt jump shot from 24 ft,,119,96
4,0:20.0,,Defensive rebound by D. Robinson,119,96
4,0:00.0,,D. Waiters misses 3-pt jump shot from 26 ft,119,96
4,0:00.0,,Offensive rebound by Team,119,96
