QUARTER,TIME_REMAINING,INDIANA_ACTION,NEW YORK_ACTION,INDIANA_SCORE,NEW YORK_SCORE
4,1:05.0,,K. Knox makes 2-pt layup from 5 ft (assist by A. Trier),118,105
4,0:57.0,Turnover by D. McDermott (bad pass; steal by M. Hezonja),,118,105
4,0:56.0,,Shooting foul by T. Leaf (drawn by M. Hezonja),118,105
4,0:56.0,,M. Hezonja misses free throw 1 of 2,118,105
4,0:56.0,,Offensive rebound by Team,118,105
4,0:56.0,,M. Hezonja makes free throw 2 of 2,118,106
4,0:36.0,A. Johnson misses 2-pt jump shot from 6 ft,,118,106
4,0:34.0,,Defensive rebound by Team,118,106
4,0:28.0,,Turnover by K. Knox (bad pass),118,106
4,0:08.0,A. Holiday makes 3-pt jump shot from 26 ft,,121,106
