QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,GOLDEN STATE_ACTION,SACRAMENTO_SCORE,GOLDEN STATE_SCORE
4,7:57.0,,K. Durant misses 3-pt jump shot from 27 ft,104,102
4,7:55.0,Defensive rebound by M. Bagley,,104,102
4,7:44.0,H. Giles makes 2-pt hook shot from 6 ft,,106,102
4,7:44.0,Shooting foul by J. Jerebko (drawn by H. Giles),,106,102
4,7:44.0,,A. Iguodala enters the game for J. Jerebko,106,102
4,7:44.0,,K. Thompson enters the game for S. Livingston,106,102
4,7:44.0,H. Giles misses free throw 1 of 1,,106,102
4,7:43.0,,Defensive rebound by Q. Cook,106,102
4,7:28.0,,Personal foul by B. Hield (drawn by K. Durant),106,102
4,7:23.0,,Q. Cook misses 2-pt jump shot from 16 ft (block by B. Hield),106,102
4,7:22.0,Defensive rebound by M. Bagley,,106,102
4,7:16.0,H. Giles misses 2-pt layup from 2 ft,,106,102
4,7:15.0,,Defensive rebound by J. Bell,106,102
4,6:53.0,,Turnover by Team (shot clock),106,102
4,6:53.0,,D. Jones enters the game for J. Bell,106,102
4,6:44.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by H. Giles),,108,102
4,6:29.0,,K. Durant makes 3-pt jump shot from 27 ft (assist by Q. Cook),108,105
4,6:00.0,B. Bogdanović misses 3-pt jump shot from 29 ft,,108,105
4,5:58.0,Offensive rebound by J. Jackson,,108,105
4,5:54.0,J. Jackson misses 2-pt layup from 3 ft,,108,105
4,5:53.0,,Defensive rebound by K. Durant,108,105
4,5:48.0,,K. Durant makes 2-pt jump shot from 13 ft,108,107
4,5:48.0,,Shooting foul by B. Bogdanović (drawn by K. Durant),108,107
4,5:48.0,Sacramento full timeout,,108,107
4,5:48.0,W. Cauley-Stein enters the game for B. Bogdanović,,108,107
4,5:48.0,D. Fox enters the game for H. Giles,,108,107
4,5:48.0,I. Shumpert enters the game for J. Jackson,,108,107
4,5:48.0,,K. Durant makes free throw 1 of 1,108,108
4,5:31.0,B. Hield misses 2-pt jump shot from 19 ft,,108,108
4,5:30.0,,Defensive rebound by K. Durant,108,108
4,5:06.0,,Q. Cook makes 3-pt jump shot from 25 ft (assist by A. Iguodala),108,111
4,4:48.0,Personal foul by K. Thompson (drawn by I. Shumpert),,108,111
4,4:43.0,M. Bagley misses 2-pt jump shot from 16 ft,,108,111
4,4:42.0,,Defensive rebound by Q. Cook,108,111
4,4:23.0,,K. Durant misses 2-pt jump shot from 12 ft,108,111
4,4:22.0,Defensive rebound by B. Hield,,108,111
4,4:13.0,B. Hield misses 2-pt layup from 2 ft,,108,111
4,4:12.0,,Defensive rebound by K. Thompson,108,111
4,3:51.0,,K. Durant makes 2-pt jump shot from 8 ft,108,113
4,3:49.0,Sacramento full timeout,,108,113
4,3:39.0,B. Hield makes 3-pt jump shot from 26 ft (assist by D. Fox),,111,113
4,3:19.0,,K. Thompson misses 2-pt jump shot from 17 ft,111,113
4,3:18.0,,Offensive rebound by D. Jones,111,113
4,3:12.0,,K. Thompson misses 3-pt jump shot from 27 ft,111,113
4,3:10.0,Defensive rebound by M. Bagley,,111,113
4,3:01.0,D. Fox misses 2-pt jump shot from 5 ft (block by Q. Cook),,111,113
4,3:01.0,,Defensive rebound by Team,111,113
4,2:43.0,,A. Iguodala misses 3-pt jump shot from 23 ft,111,113
4,2:41.0,Defensive rebound by M. Bagley,,111,113
4,2:26.0,B. Hield makes 2-pt layup from 3 ft (assist by W. Cauley-Stein),,113,113
4,2:05.0,,Q. Cook misses 2-pt jump shot from 22 ft (block by D. Fox),113,113
4,2:03.0,Defensive rebound by B. Hield,,113,113
4,1:57.0,B. Hield misses 3-pt jump shot from 25 ft,,113,113
4,1:55.0,,Defensive rebound by Q. Cook,113,113
4,1:38.0,,Personal foul by B. Hield (drawn by K. Thompson),113,113
4,1:38.0,,K. Looney enters the game for D. Jones,113,113
4,1:27.0,,Shooting foul by I. Shumpert (drawn by K. Durant),113,113
4,1:27.0,,K. Durant makes free throw 1 of 2,113,114
4,1:27.0,,K. Durant makes free throw 2 of 2,113,115
4,1:10.0,W. Cauley-Stein misses 2-pt jump shot from 5 ft (block by K. Durant),,113,115
4,1:09.0,Offensive rebound by M. Bagley,,113,115
4,1:08.0,Shooting foul by Q. Cook (drawn by M. Bagley),,113,115
4,1:08.0,M. Bagley misses free throw 1 of 2,,113,115
4,1:08.0,Offensive rebound by Team,,113,115
4,1:08.0,M. Bagley makes free throw 2 of 2,,114,115
4,0:48.0,,K. Durant misses 2-pt jump shot from 14 ft,114,115
4,0:47.0,,Offensive rebound by A. Iguodala,114,115
4,0:35.0,,K. Thompson misses 3-pt jump shot from 32 ft,114,115
4,0:33.0,Defensive rebound by M. Bagley,,114,115
4,0:26.0,Shooting foul by Q. Cook (drawn by D. Fox),,114,115
4,0:26.0,D. Fox makes free throw 1 of 2,,115,115
4,0:26.0,D. Fox makes free throw 2 of 2,,116,115
4,0:26.0,,Golden State full timeout,116,115
4,0:26.0,J. Jackson enters the game for B. Hield,,116,115
4,0:19.0,,K. Durant misses 2-pt jump shot from 14 ft,116,115
4,0:18.0,,Offensive rebound by A. Iguodala,116,115
4,0:08.0,,K. Thompson misses 2-pt jump shot from 6 ft (block by W. Cauley-Stein),116,115
4,0:07.0,,Offensive rebound by K. Thompson,116,115
4,0:05.0,,K. Thompson makes 2-pt layup from 1 ft,116,117
4,0:05.0,B. Hield enters the game for J. Jackson,,116,117
4,0:05.0,,S. Livingston enters the game for Q. Cook,116,117
4,0:04.0,B. Hield misses 2-pt layup from 8 ft,,116,117
4,0:03.0,Offensive rebound by M. Bagley,,116,117
4,0:03.0,M. Bagley misses 2-pt layup from 1 ft,,116,117
4,0:02.0,Offensive rebound by Team,,116,117
4,0:00.0,Sacramento full timeout,,116,117
4,0:00.0,,D. Jones enters the game for S. Livingston,116,117
4,0:00.0,,Golden State full timeout,116,117
