QUARTER,TIME_REMAINING,PORTLAND_ACTION,MEMPHIS_ACTION,PORTLAND_SCORE,MEMPHIS_SCORE
1,8:13.0,,I. Rabb enters the game for B. Caboclo,12,2
1,8:02.0,Turnover by A. Aminu (step out of bounds),,12,2
1,7:50.0,,Shooting foul by J. Nurkić (drawn by A. Bradley),12,2
1,7:50.0,,A. Bradley misses free throw 1 of 2,12,2
1,7:50.0,,Offensive rebound by Team,12,2
1,7:50.0,,A. Bradley makes free throw 2 of 2,12,3
1,7:37.0,Turnover by D. Lillard (bad pass; steal by A. Bradley),,12,3
1,7:34.0,,A. Bradley makes 2-pt layup from 1 ft,12,5
1,7:25.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),,15,5
1,7:10.0,,Turnover by J. Valančiūnas (bad pass; steal by A. Aminu),15,5
1,7:04.0,D. Lillard makes 3-pt jump shot from 23 ft (assist by A. Aminu),,18,5
1,6:46.0,,Turnover by J. Valančiūnas (bad pass; steal by J. Nurkić),18,5
1,6:42.0,Shooting foul by J. Valančiūnas (drawn by M. Harkless),,18,5
1,6:42.0,M. Harkless misses free throw 1 of 2,,18,5
1,6:42.0,Offensive rebound by Team,,18,5
1,6:42.0,,J. Noah enters the game for J. Valančiūnas,18,5
1,6:42.0,M. Harkless makes free throw 2 of 2,,19,5
1,6:24.0,,J. Noah makes 2-pt layup from 1 ft (assist by I. Rabb),19,7
1,6:12.0,A. Aminu makes 3-pt jump shot from 26 ft (assist by D. Lillard),,22,7
1,5:56.0,,A. Bradley makes 3-pt jump shot from 26 ft,22,10
1,5:44.0,C. McCollum misses 2-pt layup from 1 ft,,22,10
1,5:42.0,,Defensive rebound by I. Rabb,22,10
1,5:32.0,,J. Noah makes 2-pt dunk from 1 ft (assist by A. Bradley),22,12
1,5:32.0,,C. Parsons enters the game for M. Conley,22,12
1,5:12.0,Personal foul by J. Noah (drawn by J. Nurkić),,22,12
1,5:00.0,M. Harkless misses 2-pt jump shot from 21 ft,,22,12
1,4:56.0,Offensive rebound by D. Lillard,,22,12
1,4:56.0,D. Lillard makes 2-pt layup at rim,,24,12
1,4:47.0,,D. Wright misses 2-pt jump shot from 9 ft,24,12
1,4:44.0,Defensive rebound by J. Nurkić,,24,12
1,4:36.0,A. Aminu makes 2-pt dunk from 1 ft (assist by J. Nurkić),,26,12
1,4:23.0,,J. Noah misses 2-pt layup from 1 ft,26,12
1,4:21.0,Defensive rebound by M. Harkless,,26,12
1,4:15.0,C. McCollum makes 2-pt jump shot from 7 ft,,28,12
1,4:15.0,,Memphis full timeout,28,12
1,4:15.0,R. Hood enters the game for A. Aminu,,28,12
1,4:15.0,E. Freedom enters the game for M. Harkless,,28,12
1,4:15.0,J. Layman enters the game for J. Nurkić,,28,12
1,4:01.0,,Personal foul by E. Freedom (drawn by A. Bradley),28,12
1,3:54.0,,A. Bradley misses 2-pt layup from 1 ft,28,12
1,3:50.0,Defensive rebound by E. Freedom,,28,12
1,3:43.0,D. Lillard misses 3-pt jump shot from 28 ft,,28,12
1,3:40.0,,Defensive rebound by A. Bradley,28,12
1,3:30.0,,C. Parsons misses 3-pt jump shot from 23 ft,28,12
1,3:27.0,Defensive rebound by Team,,28,12
1,3:27.0,,C. Miles enters the game for A. Bradley,28,12
1,3:13.0,D. Lillard misses 2-pt jump shot from 17 ft,,28,12
1,3:10.0,,Defensive rebound by I. Rabb,28,12
1,3:05.0,,D. Wright makes 2-pt jump shot from 1 ft,28,14
1,2:46.0,J. Layman misses 3-pt jump shot from 24 ft,,28,14
1,2:43.0,,Defensive rebound by D. Wright,28,14
1,2:39.0,,D. Wright makes 2-pt jump shot from 1 ft,28,16
1,2:24.0,R. Hood misses 2-pt jump shot from 11 ft,,28,16
1,2:19.0,,Defensive rebound by J. Noah,28,16
1,2:11.0,,D. Wright makes 2-pt layup from 1 ft (assist by J. Noah),28,18
1,1:54.0,Shooting foul by C. Parsons (drawn by C. McCollum),,28,18
1,1:54.0,C. McCollum makes free throw 1 of 2,,29,18
1,1:54.0,C. McCollum makes free throw 2 of 2,,30,18
1,1:34.0,,J. Noah misses 2-pt layup from 1 ft,30,18
1,1:30.0,Defensive rebound by J. Layman,,30,18
1,1:26.0,R. Hood makes 3-pt jump shot from 23 ft (assist by D. Lillard),,33,18
1,1:15.0,,Offensive foul by C. Parsons (drawn by J. Layman),33,18
1,1:15.0,,Turnover by C. Parsons (offensive foul),33,18
1,1:15.0,E. Turner enters the game for C. McCollum,,33,18
1,1:06.0,Turnover by E. Turner (bad pass; steal by J. Noah),,33,18
1,0:55.0,,Shooting foul by J. Layman (drawn by D. Wright),33,18
1,0:55.0,,D. Wright makes free throw 1 of 2,33,19
1,0:55.0,,D. Wright makes free throw 2 of 2,33,20
1,0:33.0,Turnover by D. Lillard (bad pass; steal by C. Parsons),,33,20
1,0:25.0,,J. Noah misses 2-pt layup from 1 ft,33,20
1,0:22.0,Defensive rebound by E. Turner,,33,20
1,0:00.0,D. Lillard misses 3-pt jump shot from 25 ft,,33,20
1,0:00.0,Offensive rebound by Team,,33,20
2,11:46.0,,I. Rabb makes 2-pt hook shot from 4 ft (assist by J. Noah),33,22
2,11:26.0,E. Freedom makes 2-pt layup from 1 ft,,35,22
2,11:11.0,,D. Wright makes 3-pt jump shot from 25 ft (assist by I. Rabb),35,25
2,10:57.0,Shooting foul by C. Miles (drawn by S. Curry),,35,25
2,10:57.0,S. Curry misses free throw 1 of 2,,35,25
2,10:57.0,Offensive rebound by Team,,35,25
2,10:57.0,S. Curry makes free throw 2 of 2,,36,25
2,10:47.0,,J. Noah misses 2-pt jump shot from 20 ft,36,25
2,10:46.0,,Offensive rebound by Team,36,25
2,10:46.0,Loose ball foul by J. Layman (drawn by I. Rabb),,36,25
2,10:37.0,,D. Wright misses 2-pt layup from 1 ft,36,25
2,10:33.0,Defensive rebound by E. Freedom,,36,25
2,10:30.0,E. Freedom makes 2-pt layup from 1 ft (assist by R. Hood),,38,25
2,10:30.0,Shooting foul by I. Rabb (drawn by E. Freedom),,38,25
2,10:30.0,E. Freedom misses free throw 1 of 1,,38,25
2,10:27.0,,Defensive rebound by I. Rabb,38,25
2,10:16.0,,C. Miles misses 3-pt jump shot from 25 ft,38,25
2,10:13.0,Defensive rebound by E. Turner,,38,25
2,10:09.0,R. Hood misses 2-pt jump shot from 22 ft,,38,25
2,10:05.0,,Defensive rebound by J. Noah,38,25
2,10:01.0,,Shooting foul by J. Layman (drawn by C. Miles),38,25
2,10:01.0,,C. Miles makes free throw 1 of 2,38,26
2,10:01.0,M. Harkless enters the game for J. Layman,,38,26
2,10:01.0,,B. Caboclo enters the game for I. Rabb,38,26
2,10:01.0,,C. Miles makes free throw 2 of 2,38,27
2,9:45.0,E. Freedom makes 2-pt layup from 2 ft (assist by E. Turner),,40,27
2,9:45.0,Shooting foul by C. Parsons (drawn by E. Freedom),,40,27
2,9:45.0,E. Freedom makes free throw 1 of 1,,41,27
2,9:31.0,,Turnover by D. Wright (bad pass; steal by M. Harkless),41,27
2,9:26.0,,Violation by Team (kicked ball),41,27
2,9:26.0,,M. Conley enters the game for C. Parsons,41,27
2,9:26.0,,J. Holiday enters the game for D. Wright,41,27
2,9:22.0,Shooting foul by B. Caboclo (drawn by E. Freedom),,41,27
2,9:22.0,E. Freedom makes free throw 1 of 2,,42,27
2,9:22.0,E. Freedom makes free throw 2 of 2,,43,27
2,9:03.0,,M. Conley makes 3-pt jump shot from 26 ft (assist by B. Caboclo),43,30
2,8:40.0,Turnover by E. Turner (bad pass; steal by C. Miles),,43,30
2,8:35.0,,C. Miles makes 2-pt layup at rim,43,32
2,8:05.0,E. Turner misses 2-pt jump shot from 11 ft,,43,32
2,7:58.0,,Defensive rebound by B. Caboclo,43,32
2,7:56.0,,Personal foul by E. Turner (drawn by M. Conley),43,32
2,7:45.0,,J. Holiday misses 2-pt jump shot from 16 ft,43,32
2,7:42.0,Defensive rebound by E. Turner,,43,32
2,7:37.0,M. Harkless misses 3-pt jump shot from 25 ft,,43,32
2,7:33.0,,Defensive rebound by J. Noah,43,32
2,7:26.0,,M. Conley makes 3-pt jump shot from 26 ft,43,35
2,7:24.0,Portland full timeout,,43,35
2,7:24.0,C. McCollum enters the game for E. Turner,,43,35
2,7:24.0,,J. Valančiūnas enters the game for J. Noah,43,35
2,7:06.0,Shooting foul by C. Miles (drawn by R. Hood),,43,35
2,7:06.0,R. Hood makes free throw 1 of 2,,44,35
2,7:06.0,J. Nurkić enters the game for E. Freedom,,44,35
2,7:06.0,R. Hood makes free throw 2 of 2,,45,35
2,6:47.0,,M. Conley makes 3-pt jump shot from 26 ft,45,38
2,6:34.0,M. Harkless makes 2-pt dunk from 1 ft (assist by J. Nurkić),,47,38
2,6:25.0,,Personal foul by R. Hood (drawn by M. Conley),47,38
2,6:25.0,A. Aminu enters the game for R. Hood,,47,38
2,6:18.0,,Turnover by B. Caboclo (bad pass; steal by A. Aminu),47,38
2,6:12.0,C. McCollum makes 2-pt layup from 1 ft,,49,38
2,5:58.0,,M. Conley misses 2-pt layup from 1 ft,49,38
2,5:54.0,Defensive rebound by J. Nurkić,,49,38
2,5:47.0,A. Aminu misses 3-pt jump shot from 23 ft,,49,38
2,5:42.0,,Defensive rebound by C. Miles,49,38
2,5:35.0,,Personal foul by A. Aminu (drawn by C. Miles),49,38
2,5:35.0,,C. Miles makes free throw 1 of 2,49,39
2,5:35.0,,A. Bradley enters the game for B. Caboclo,49,39
2,5:35.0,,C. Miles makes free throw 2 of 2,49,40
2,5:27.0,Turnover by S. Curry (bad pass; steal by J. Holiday),,49,40
2,5:23.0,,M. Conley makes 2-pt layup from 1 ft (assist by A. Bradley),49,42
2,5:10.0,C. McCollum makes 3-pt jump shot from 25 ft,,52,42
2,4:57.0,,Personal foul by M. Harkless (drawn by M. Conley),52,42
2,4:57.0,,M. Conley misses free throw 1 of 2,52,42
2,4:57.0,,Offensive rebound by Team,52,42
2,4:57.0,D. Lillard enters the game for S. Curry,,52,42
2,4:57.0,,I. Rabb enters the game for C. Miles,52,42
2,4:57.0,,M. Conley makes free throw 2 of 2,52,43
2,4:43.0,M. Harkless misses 2-pt layup from 5 ft (block by I. Rabb),,52,43
2,4:40.0,,Defensive rebound by J. Holiday,52,43
2,4:31.0,,J. Valančiūnas makes 2-pt hook shot from 2 ft (assist by M. Conley),52,45
2,4:13.0,Personal foul by M. Conley (drawn by D. Lillard),,52,45
2,4:13.0,D. Lillard makes free throw 1 of 2,,53,45
2,4:13.0,D. Lillard makes free throw 2 of 2,,54,45
2,4:02.0,,Personal foul by J. Nurkić (drawn by M. Conley),54,45
2,4:02.0,,M. Conley makes free throw 1 of 2,54,46
2,4:02.0,,M. Conley makes free throw 2 of 2,54,47
2,3:50.0,A. Aminu misses 3-pt jump shot from 26 ft,,54,47
2,3:47.0,,Defensive rebound by J. Valančiūnas,54,47
2,3:29.0,,A. Bradley misses 3-pt jump shot from 24 ft,54,47
2,3:26.0,Defensive rebound by J. Nurkić,,54,47
2,3:10.0,M. Harkless makes 3-pt jump shot from 23 ft (assist by J. Nurkić),,57,47
2,2:52.0,,J. Holiday misses 3-pt jump shot from 26 ft,57,47
2,2:50.0,Defensive rebound by J. Nurkić,,57,47
2,2:40.0,J. Nurkić makes 2-pt dunk at rim (assist by D. Lillard),,59,47
2,2:23.0,,A. Bradley makes 3-pt jump shot from 26 ft (assist by M. Conley),59,50
2,2:03.0,D. Lillard misses 3-pt jump shot from 26 ft,,59,50
2,2:00.0,,Defensive rebound by I. Rabb,59,50
2,1:46.0,,J. Valančiūnas makes 3-pt jump shot from 26 ft (assist by I. Rabb),59,53
2,1:25.0,Offensive foul by J. Nurkić (drawn by J. Valančiūnas),,59,53
2,1:25.0,Turnover by J. Nurkić (offensive foul),,59,53
2,1:25.0,,Memphis full timeout,59,53
2,1:25.0,E. Freedom enters the game for J. Nurkić,,59,53
2,1:25.0,,J. Noah enters the game for I. Rabb,59,53
2,1:25.0,,D. Wright enters the game for J. Valančiūnas,59,53
2,1:14.0,,A. Bradley makes 2-pt jump shot from 19 ft (assist by J. Noah),59,55
2,0:51.0,E. Freedom makes 2-pt hook shot from 3 ft (assist by M. Harkless),,61,55
2,0:39.0,,M. Conley misses 2-pt jump shot from 11 ft,61,55
2,0:36.0,,Offensive rebound by J. Noah,61,55
2,0:36.0,,J. Noah makes 2-pt layup from 1 ft,61,57
2,0:31.0,C. McCollum misses 2-pt jump shot from 8 ft,,61,57
2,0:28.0,Offensive rebound by E. Freedom,,61,57
2,0:28.0,Turnover by E. Freedom (out of bounds lost ball),,61,57
2,0:12.0,,Shooting foul by M. Harkless (drawn by M. Conley),61,57
2,0:12.0,,M. Conley makes free throw 1 of 2,61,58
2,0:12.0,S. Curry enters the game for E. Freedom,,61,58
2,0:12.0,,M. Conley makes free throw 2 of 2,61,59
2,0:03.0,D. Lillard makes 2-pt layup from 1 ft,,63,59
2,0:00.0,,D. Wright makes 2-pt jump shot from 20 ft,63,61
3,11:38.0,,M. Conley misses 3-pt jump shot from 27 ft,63,61
3,11:36.0,Defensive rebound by C. McCollum,,63,61
3,11:28.0,M. Harkless misses 3-pt jump shot from 23 ft,,63,61
3,11:25.0,,Defensive rebound by M. Conley,63,61
3,11:16.0,,B. Caboclo misses 3-pt jump shot from 26 ft,63,61
3,11:12.0,Defensive rebound by C. McCollum,,63,61
3,11:05.0,M. Harkless makes 2-pt layup from 1 ft (assist by C. McCollum),,65,61
3,10:38.0,,A. Bradley misses 3-pt jump shot from 25 ft,65,61
3,10:38.0,,Offensive rebound by Team,65,61
3,10:38.0,,Turnover by Team (shot clock),65,61
3,10:28.0,Offensive foul by C. McCollum (drawn by A. Bradley),,65,61
3,10:28.0,Turnover by C. McCollum (offensive foul),,65,61
3,10:20.0,,Offensive foul by B. Caboclo (drawn by C. McCollum),65,61
3,10:20.0,,Turnover by B. Caboclo (offensive foul),65,61
3,10:10.0,Personal foul by J. Valančiūnas (drawn by D. Lillard),,65,61
3,10:04.0,Turnover by D. Lillard (bad pass; steal by J. Holiday),,65,61
3,9:56.0,,Turnover by B. Caboclo (step out of bounds),65,61
3,9:44.0,C. McCollum makes 2-pt jump shot from 21 ft (assist by J. Nurkić),,67,61
3,9:42.0,,Memphis full timeout,67,61
3,9:23.0,,J. Valančiūnas makes 2-pt dunk from 1 ft,67,63
3,9:09.0,D. Lillard makes 3-pt jump shot from 29 ft,,70,63
3,8:44.0,,A. Bradley misses 2-pt jump shot from 14 ft,70,63
3,8:42.0,Defensive rebound by D. Lillard,,70,63
3,8:30.0,Turnover by D. Lillard (bad pass; steal by M. Conley),,70,63
3,8:26.0,,Shooting foul by C. McCollum (drawn by B. Caboclo),70,63
3,8:26.0,,B. Caboclo makes free throw 1 of 2,70,64
3,8:26.0,,B. Caboclo misses free throw 2 of 2,70,64
3,8:24.0,Defensive rebound by M. Harkless,,70,64
3,8:19.0,D. Lillard misses 3-pt jump shot from 32 ft,,70,64
3,8:15.0,,Defensive rebound by A. Bradley,70,64
3,8:12.0,,M. Conley makes 2-pt layup from 1 ft (assist by A. Bradley),70,66
3,7:50.0,J. Nurkić misses 2-pt jump shot from 10 ft (block by J. Valančiūnas),,70,66
3,7:46.0,,Defensive rebound by J. Valančiūnas,70,66
3,7:40.0,,M. Conley misses 2-pt jump shot from 12 ft,70,66
3,7:36.0,Defensive rebound by M. Harkless,,70,66
3,7:36.0,,Violation by Team (kicked ball),70,66
3,7:32.0,C. McCollum makes 3-pt jump shot from 28 ft,,73,66
3,7:18.0,,Personal foul by M. Harkless (drawn by M. Conley),73,66
3,7:10.0,,A. Bradley misses 3-pt jump shot from 25 ft,73,66
3,7:08.0,Defensive rebound by J. Nurkić,,73,66
3,7:06.0,Turnover by J. Nurkić (bad pass; steal by A. Bradley),,73,66
3,7:00.0,,Turnover by A. Bradley (step out of bounds),73,66
3,7:00.0,,J. Noah enters the game for J. Valančiūnas,73,66
3,6:49.0,M. Harkless makes 2-pt dunk at rim (assist by J. Nurkić),,75,66
3,6:24.0,,M. Conley makes 2-pt jump shot from 21 ft (assist by B. Caboclo),75,68
3,6:13.0,Personal foul by A. Bradley (drawn by C. McCollum),,75,68
3,6:13.0,,D. Wright enters the game for J. Holiday,75,68
3,6:04.0,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Lillard),,77,68
3,5:48.0,,M. Conley misses 2-pt jump shot from 13 ft,77,68
3,5:45.0,Defensive rebound by M. Harkless,,77,68
3,5:39.0,C. McCollum misses 3-pt jump shot from 26 ft,,77,68
3,5:37.0,,Defensive rebound by J. Noah,77,68
3,5:33.0,,A. Bradley makes 3-pt jump shot from 24 ft (assist by J. Noah),77,71
3,5:15.0,A. Aminu misses 3-pt jump shot from 26 ft,,77,71
3,5:13.0,,Defensive rebound by J. Noah,77,71
3,5:02.0,,D. Wright misses 2-pt layup from 1 ft (block by J. Nurkić),77,71
3,4:59.0,,Offensive rebound by J. Noah,77,71
3,4:58.0,,D. Wright makes 2-pt layup from 2 ft (assist by J. Noah),77,73
3,4:58.0,Portland full timeout,,77,73
3,4:58.0,R. Hood enters the game for A. Aminu,,77,73
3,4:58.0,J. Layman enters the game for M. Harkless,,77,73
3,4:58.0,,C. Miles enters the game for B. Caboclo,77,73
3,4:58.0,,I. Rabb enters the game for M. Conley,77,73
3,4:43.0,D. Lillard makes 3-pt jump shot from 26 ft,,80,73
3,4:24.0,,A. Bradley misses 2-pt jump shot from 12 ft (block by C. McCollum),80,73
3,4:23.0,,Offensive rebound by Team,80,73
3,4:18.0,,J. Noah misses 2-pt layup from 1 ft (block by J. Nurkić),80,73
3,4:15.0,Defensive rebound by J. Layman,,80,73
3,4:11.0,D. Lillard misses 3-pt jump shot from 27 ft,,80,73
3,4:07.0,,Defensive rebound by Team,80,73
3,3:52.0,,D. Wright makes 2-pt layup from 1 ft,80,75
3,3:52.0,,Shooting foul by D. Lillard (drawn by D. Wright),80,75
3,3:52.0,S. Curry enters the game for C. McCollum,,80,75
3,3:52.0,,D. Wright makes free throw 1 of 1,80,76
3,3:34.0,R. Hood misses 2-pt jump shot from 16 ft,,80,76
3,3:32.0,,Defensive rebound by I. Rabb,80,76
3,3:27.0,,Turnover by J. Noah (bad pass),80,76
3,3:05.0,Turnover by S. Curry (bad pass; steal by D. Wright),,80,76
3,3:02.0,,D. Wright makes 2-pt layup from 1 ft (assist by J. Noah),80,78
3,2:50.0,S. Curry misses 3-pt jump shot from 25 ft,,80,78
3,2:47.0,,Defensive rebound by J. Noah,80,78
3,2:37.0,,Turnover by J. Noah (bad pass; steal by R. Hood),80,78
3,2:25.0,R. Hood misses 2-pt layup from 2 ft,,80,78
3,2:21.0,,Defensive rebound by I. Rabb,80,78
3,2:13.0,,A. Bradley misses 3-pt jump shot from 24 ft,80,78
3,2:11.0,Defensive rebound by J. Layman,,80,78
3,1:58.0,J. Nurkić misses 3-pt jump shot from 27 ft,,80,78
3,1:57.0,,Defensive rebound by A. Bradley,80,78
3,1:55.0,,Personal foul by J. Nurkić (drawn by J. Noah),80,78
3,1:55.0,E. Freedom enters the game for J. Nurkić,,80,78
3,1:55.0,,M. Conley enters the game for A. Bradley,80,78
3,1:53.0,,Shooting foul by E. Freedom (drawn by D. Wright),80,78
3,1:53.0,,D. Wright misses free throw 1 of 2,80,78
3,1:53.0,,Offensive rebound by Team,80,78
3,1:53.0,Portland full timeout,,80,78
3,1:53.0,,D. Wright makes free throw 2 of 2,80,79
3,1:29.0,J. Layman makes 2-pt layup from 1 ft (assist by D. Lillard),,82,79
3,1:08.0,,Turnover by I. Rabb (out of bounds lost ball),82,79
3,0:57.0,D. Lillard makes 2-pt layup at rim,,84,79
3,0:45.0,,Shooting foul by S. Curry (drawn by M. Conley),84,79
3,0:45.0,,M. Conley misses free throw 1 of 2,84,79
3,0:45.0,,Offensive rebound by Team,84,79
3,0:45.0,,J. Holiday enters the game for I. Rabb,84,79
3,0:45.0,,M. Conley makes free throw 2 of 2,84,80
3,0:34.0,D. Lillard makes 2-pt layup from 1 ft,,86,80
3,0:26.0,,J. Noah misses 2-pt layup from 8 ft,86,80
3,0:23.0,,Offensive rebound by D. Wright,86,80
3,0:23.0,,D. Wright makes 2-pt layup at rim,86,82
3,0:06.0,Personal take foul by D. Wright (drawn by D. Lillard),,86,82
3,0:06.0,C. McCollum enters the game for E. Freedom,,86,82
3,0:06.0,,A. Bradley enters the game for J. Noah,86,82
3,0:01.0,D. Lillard misses 2-pt layup from 5 ft,,86,82
3,0:01.0,Offensive rebound by S. Curry,,86,82
3,0:00.0,S. Curry misses 2-pt layup from 1 ft (block by C. Miles),,86,82
3,0:00.0,Offensive rebound by Team,,86,82
4,11:43.0,J. Layman misses 3-pt jump shot from 26 ft,,86,82
4,11:40.0,,Defensive rebound by I. Rabb,86,82
4,11:24.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by J. Noah),86,85
4,11:06.0,Turnover by E. Freedom (bad pass; steal by D. Wright),,86,85
4,11:00.0,,Turnover by D. Wright (bad pass; steal by R. Hood),86,85
4,10:53.0,J. Layman makes 2-pt jump shot from 2 ft,,88,85
4,10:34.0,,Turnover by M. Conley (lost ball; steal by S. Curry),88,85
4,10:31.0,S. Curry makes 2-pt layup from 1 ft,,90,85
4,10:31.0,,Memphis full timeout,90,85
4,10:31.0,,A. Bradley enters the game for M. Conley,90,85
4,10:11.0,,Turnover by I. Rabb (step out of bounds),90,85
4,9:49.0,Turnover by R. Hood (traveling),,90,85
4,9:32.0,,Turnover by C. Miles (back court),90,85
4,9:22.0,S. Curry misses 3-pt jump shot from 26 ft,,90,85
4,9:20.0,Offensive rebound by J. Layman,,90,85
4,9:20.0,J. Layman makes 2-pt layup from 1 ft,,92,85
4,9:08.0,,A. Bradley misses 2-pt jump shot from 18 ft,92,85
4,9:06.0,Defensive rebound by E. Turner,,92,85
4,8:57.0,Turnover by E. Turner (bad pass),,92,85
4,8:57.0,C. McCollum enters the game for S. Curry,,92,85
4,8:57.0,,J. Holiday enters the game for C. Miles,92,85
4,8:42.0,,D. Wright misses 3-pt jump shot from 25 ft,92,85
4,8:38.0,Defensive rebound by J. Layman,,92,85
4,8:22.0,Turnover by E. Freedom (lost ball; steal by J. Noah),,92,85
4,8:13.0,,J. Noah misses 2-pt layup from 1 ft,92,85
4,8:11.0,Defensive rebound by E. Turner,,92,85
4,8:07.0,Shooting foul by A. Bradley (drawn by C. McCollum),,92,85
4,8:07.0,C. McCollum makes free throw 1 of 2,,93,85
4,8:07.0,,M. Conley enters the game for J. Noah,93,85
4,8:07.0,,J. Valančiūnas enters the game for D. Wright,93,85
4,8:07.0,C. McCollum makes free throw 2 of 2,,94,85
4,7:54.0,,Personal foul by R. Hood (drawn by M. Conley),94,85
4,7:54.0,D. Lillard enters the game for E. Turner,,94,85
4,7:48.0,,M. Conley makes 3-pt jump shot from 25 ft (assist by I. Rabb),94,88
4,7:30.0,Turnover by R. Hood (out of bounds lost ball),,94,88
4,7:11.0,,Shooting foul by E. Freedom (drawn by J. Valančiūnas),94,88
4,7:11.0,,J. Valančiūnas makes free throw 1 of 2,94,89
4,7:11.0,A. Aminu enters the game for R. Hood,,94,89
4,7:11.0,M. Harkless enters the game for E. Freedom,,94,89
4,7:11.0,J. Nurkić enters the game for J. Layman,,94,89
4,7:11.0,,J. Valančiūnas makes free throw 2 of 2,94,90
4,6:50.0,J. Nurkić misses 2-pt jump shot from 15 ft,,94,90
4,6:46.0,,Defensive rebound by I. Rabb,94,90
4,6:33.0,,M. Conley makes 2-pt jump shot from 11 ft,94,92
4,6:32.0,Portland full timeout,,94,92
4,6:13.0,M. Harkless makes 2-pt dunk from 1 ft (assist by C. McCollum),,96,92
4,5:58.0,,Shooting foul by J. Nurkić (drawn by J. Valančiūnas),96,92
4,5:58.0,,J. Valančiūnas makes free throw 1 of 2,96,93
4,5:58.0,,C. Miles enters the game for I. Rabb,96,93
4,5:58.0,,J. Valančiūnas makes free throw 2 of 2,96,94
4,5:37.0,D. Lillard misses 3-pt jump shot from 26 ft,,96,94
4,5:34.0,,Defensive rebound by C. Miles,96,94
4,5:22.0,,M. Conley makes 2-pt jump shot from 13 ft,96,96
4,5:03.0,Shooting foul by A. Bradley (drawn by C. McCollum),,96,96
4,5:03.0,C. McCollum makes free throw 1 of 2,,97,96
4,5:03.0,C. McCollum makes free throw 2 of 2,,98,96
4,4:49.0,,Personal foul by M. Harkless (drawn by M. Conley),98,96
4,4:40.0,,J. Valančiūnas makes 2-pt layup from 2 ft,98,98
4,4:15.0,C. McCollum makes 2-pt jump shot from 12 ft,,100,98
4,4:01.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by M. Conley),100,101
4,3:51.0,Personal take foul by M. Conley (drawn by D. Lillard),,100,101
4,3:51.0,,D. Wright enters the game for A. Bradley,100,101
4,3:38.0,C. McCollum makes 2-pt jump shot from 11 ft,,102,101
4,3:19.0,,J. Valančiūnas makes 2-pt jump shot from 1 ft (assist by M. Conley),102,103
4,3:19.0,Portland full timeout,,102,103
4,3:19.0,,A. Bradley enters the game for J. Holiday,102,103
4,3:19.0,,J. Noah enters the game for J. Valančiūnas,102,103
4,3:03.0,C. McCollum misses 3-pt jump shot from 26 ft,,102,103
4,2:59.0,,Defensive rebound by J. Noah,102,103
4,2:59.0,,Personal foul by D. Lillard (drawn by J. Noah),102,103
4,2:59.0,,J. Noah makes free throw 1 of 2,102,104
4,2:59.0,,J. Noah misses free throw 2 of 2,102,104
4,2:57.0,Defensive rebound by J. Nurkić,,102,104
4,2:40.0,D. Lillard misses 2-pt layup from 2 ft (block by D. Wright),,102,104
4,2:37.0,,Defensive rebound by M. Conley,102,104
4,2:27.0,,M. Conley makes 3-pt jump shot from 26 ft,102,107
