QUARTER,TIME_REMAINING,DENVER_ACTION,PORTLAND_ACTION,DENVER_SCORE,PORTLAND_SCORE
2,10:07.0,,Shooting foul by P. Millsap (drawn by R. Hood),19,26
2,10:07.0,,R. Hood makes free throw 1 of 2,19,27
2,10:07.0,,R. Hood misses free throw 2 of 2,19,27
2,10:05.0,Defensive rebound by W. Barton,,19,27
2,10:03.0,Personal foul by S. Curry (drawn by M. Beasley),,19,27
2,9:57.0,W. Barton misses 2-pt jump shot from 7 ft,,19,27
2,9:54.0,,Defensive rebound by R. Hood,19,27
2,9:52.0,,Shooting foul by M. Morris (drawn by R. Hood),19,27
2,9:52.0,,R. Hood makes free throw 1 of 2,19,28
2,9:52.0,N. Jokić enters the game for M. Plumlee,,19,28
2,9:52.0,,R. Hood makes free throw 2 of 2,19,29
2,9:38.0,P. Millsap makes 2-pt jump shot from 8 ft,,21,29
2,9:21.0,,S. Curry misses 2-pt jump shot from 15 ft,21,29
2,9:18.0,Defensive rebound by N. Jokić,,21,29
2,9:14.0,W. Barton misses 3-pt jump shot from 24 ft,,21,29
2,9:13.0,Offensive rebound by Team,,21,29
2,9:02.0,M. Beasley misses 3-pt jump shot from 22 ft,,21,29
2,8:58.0,,Defensive rebound by Z. Collins,21,29
2,8:40.0,,C. McCollum misses 2-pt jump shot from 15 ft,21,29
2,8:37.0,Defensive rebound by M. Beasley,,21,29
2,8:27.0,M. Beasley makes 3-pt jump shot from 25 ft (assist by P. Millsap),,24,29
2,8:08.0,,S. Curry misses 3-pt jump shot from 25 ft,24,29
2,8:07.0,Defensive rebound by N. Jokić,,24,29
2,8:02.0,,Violation by Team (kicked ball),24,29
2,8:02.0,G. Harris enters the game for M. Beasley,,24,29
2,8:02.0,J. Murray enters the game for M. Morris,,24,29
2,7:51.0,P. Millsap misses 2-pt hook shot from 1 ft (block by Z. Collins),,24,29
2,7:50.0,Offensive rebound by P. Millsap,,24,29
2,7:43.0,P. Millsap misses 3-pt jump shot from 22 ft,,24,29
2,7:41.0,,Defensive rebound by Z. Collins,24,29
2,7:33.0,,C. McCollum makes 2-pt layup from 2 ft,24,31
2,7:33.0,T. Craig enters the game for P. Millsap,,24,31
2,7:07.0,G. Harris makes 2-pt layup from 1 ft (assist by W. Barton),,26,31
2,6:46.0,,S. Curry misses 3-pt jump shot from 23 ft,26,31
2,6:45.0,Defensive rebound by N. Jokić,,26,31
2,6:35.0,Turnover by N. Jokić (lost ball; steal by Z. Collins),,26,31
2,6:28.0,,C. McCollum misses 2-pt layup from 2 ft,26,31
2,6:28.0,,Offensive rebound by Team,26,31
2,6:28.0,,Portland full timeout,26,31
2,6:28.0,M. Beasley enters the game for W. Barton,,26,31
2,6:28.0,,E. Freedom enters the game for Z. Collins,26,31
2,6:28.0,,D. Lillard enters the game for C. McCollum,26,31
2,6:26.0,,R. Hood makes 2-pt jump shot from 13 ft (assist by E. Turner),26,33
2,6:07.0,J. Murray makes 2-pt jump shot from 15 ft (assist by N. Jokić),,28,33
2,5:52.0,,D. Lillard misses 3-pt jump shot from 31 ft,28,33
2,5:49.0,Defensive rebound by T. Craig,,28,33
2,5:44.0,T. Craig misses 2-pt layup from 4 ft,,28,33
2,5:43.0,,Defensive rebound by E. Freedom,28,33
2,5:35.0,,R. Hood misses 3-pt jump shot from 25 ft,28,33
2,5:32.0,Defensive rebound by J. Murray,,28,33
2,5:13.0,N. Jokić misses 2-pt layup from 2 ft,,28,33
2,5:12.0,Offensive rebound by N. Jokić,,28,33
2,5:12.0,Offensive rebound by N. Jokić,,28,33
2,5:12.0,N. Jokić misses 2-pt layup at rim,,28,33
2,5:08.0,N. Jokić makes 2-pt hook shot at rim,,30,33
2,4:51.0,,E. Freedom makes 2-pt layup from 2 ft,30,35
2,4:31.0,M. Beasley makes 3-pt jump shot from 25 ft (assist by N. Jokić),,33,35
2,4:04.0,,S. Curry misses 3-pt jump shot from 23 ft,33,35
2,4:00.0,Defensive rebound by M. Beasley,,33,35
2,3:59.0,Shooting foul by R. Hood (drawn by M. Beasley),,33,35
2,3:59.0,M. Beasley makes free throw 1 of 2,,34,35
2,3:59.0,,A. Aminu enters the game for S. Curry,34,35
2,3:59.0,,M. Harkless enters the game for R. Hood,34,35
2,3:59.0,,C. McCollum enters the game for E. Turner,34,35
2,3:59.0,M. Beasley makes free throw 2 of 2,,35,35
2,3:41.0,,Shooting foul by M. Beasley (drawn by M. Harkless),35,35
2,3:41.0,,M. Harkless makes free throw 1 of 2,35,36
2,3:41.0,,M. Harkless makes free throw 2 of 2,35,37
2,3:32.0,J. Murray makes 3-pt jump shot from 25 ft,,38,37
2,3:19.0,,C. McCollum misses 2-pt jump shot from 14 ft,38,37
2,3:18.0,,Offensive rebound by M. Harkless,38,37
2,3:16.0,,M. Harkless makes 2-pt layup at rim,38,39
2,3:03.0,J. Murray misses 2-pt jump shot from 8 ft,,38,39
2,3:00.0,Offensive rebound by J. Murray,,38,39
2,2:46.0,J. Murray makes 3-pt jump shot from 25 ft,,41,39
2,2:25.0,,C. McCollum makes 3-pt jump shot from 26 ft,41,42
2,2:24.0,Denver full timeout,,41,42
2,2:24.0,P. Millsap enters the game for M. Beasley,,41,42
2,2:10.0,Turnover by N. Jokić (bad pass; steal by E. Freedom),,41,42
2,2:05.0,,M. Harkless makes 2-pt dunk from 1 ft (assist by C. McCollum),41,44
2,1:45.0,J. Murray makes 2-pt layup from 2 ft (assist by N. Jokić),,43,44
2,1:20.0,,M. Harkless misses 3-pt jump shot from 25 ft,43,44
2,1:18.0,Defensive rebound by N. Jokić,,43,44
2,1:10.0,G. Harris misses 3-pt jump shot from 24 ft,,43,44
2,1:05.0,,Defensive rebound by C. McCollum,43,44
2,1:02.0,,Shooting foul by T. Craig (drawn by D. Lillard),43,44
2,1:02.0,,D. Lillard makes free throw 1 of 2,43,45
2,1:02.0,,D. Lillard makes free throw 2 of 2,43,46
2,0:42.0,J. Murray misses 2-pt jump shot from 18 ft,,43,46
2,0:40.0,Offensive rebound by P. Millsap,,43,46
2,0:40.0,P. Millsap makes 2-pt layup at rim,,45,46
2,0:33.0,,Shooting foul by T. Craig (drawn by D. Lillard),45,46
2,0:33.0,,D. Lillard makes free throw 1 of 2,45,47
2,0:33.0,M. Beasley enters the game for T. Craig,,45,47
2,0:33.0,,D. Lillard makes free throw 2 of 2,45,48
2,0:14.0,J. Murray makes 2-pt layup from 1 ft,,47,48
2,0:00.0,,E. Freedom misses 2-pt layup from 2 ft (block by N. Jokić),47,48
2,0:00.0,,Offensive rebound by A. Aminu,47,48
3,11:45.0,J. Murray makes 2-pt jump shot from 6 ft,,49,48
3,11:27.0,,D. Lillard misses 3-pt jump shot from 27 ft,49,48
3,11:25.0,Defensive rebound by N. Jokić,,49,48
3,11:16.0,Personal foul by D. Lillard (drawn by J. Murray),,49,48
3,11:06.0,J. Murray makes 2-pt layup from 1 ft,,51,48
3,10:54.0,,C. McCollum makes 2-pt jump shot from 9 ft,51,50
3,10:38.0,N. Jokić makes 3-pt jump shot from 25 ft,,54,50
3,10:18.0,,Turnover by D. Lillard (bad pass; steal by P. Millsap),54,50
3,10:09.0,T. Craig makes 2-pt layup from 2 ft (assist by N. Jokić),,56,50
3,10:09.0,,Portland full timeout,56,50
3,9:46.0,,A. Aminu makes 2-pt layup from 1 ft (assist by M. Harkless),56,52
3,9:25.0,T. Craig misses 2-pt jump shot from 8 ft,,56,52
3,9:23.0,Offensive rebound by P. Millsap,,56,52
3,9:20.0,G. Harris misses 3-pt jump shot from 23 ft,,56,52
3,9:20.0,Offensive rebound by T. Craig,,56,52
3,9:15.0,T. Craig misses 3-pt jump shot from 26 ft,,56,52
3,9:12.0,,Defensive rebound by A. Aminu,56,52
3,8:53.0,,Offensive foul by A. Aminu (drawn by J. Murray),56,52
3,8:53.0,,Turnover by A. Aminu (offensive foul),56,52
3,8:34.0,J. Murray misses 3-pt jump shot from 25 ft,,56,52
3,8:32.0,,Defensive rebound by D. Lillard,56,52
3,8:14.0,,M. Harkless makes 2-pt jump shot from 5 ft,56,54
3,7:59.0,N. Jokić makes 2-pt layup from 2 ft (assist by J. Murray),,58,54
3,7:59.0,Shooting foul by E. Freedom (drawn by N. Jokić),,58,54
3,7:59.0,N. Jokić misses free throw 1 of 1,,58,54
3,7:56.0,Offensive rebound by G. Harris,,58,54
3,7:53.0,Offensive foul by P. Millsap (drawn by C. McCollum),,58,54
3,7:53.0,Turnover by P. Millsap (offensive foul),,58,54
3,7:39.0,,C. McCollum misses 3-pt jump shot from 26 ft,58,54
3,7:38.0,Defensive rebound by N. Jokić,,58,54
3,7:30.0,N. Jokić misses 3-pt jump shot from 26 ft,,58,54
3,7:26.0,,Defensive rebound by M. Harkless,58,54
3,7:13.0,,E. Freedom makes 2-pt layup from 1 ft (assist by A. Aminu),58,56
3,6:56.0,G. Harris makes 2-pt layup from 1 ft (assist by J. Murray),,60,56
3,6:38.0,,E. Freedom makes 3-pt jump shot from 25 ft (assist by D. Lillard),60,59
3,6:09.0,J. Murray misses 3-pt jump shot from 25 ft,,60,59
3,6:05.0,Offensive rebound by T. Craig,,60,59
3,6:04.0,T. Craig makes 2-pt layup from 1 ft,,62,59
3,5:53.0,,E. Freedom makes 2-pt layup from 1 ft (assist by C. McCollum),62,61
3,5:53.0,,Shooting foul by P. Millsap (drawn by E. Freedom),62,61
3,5:53.0,M. Plumlee enters the game for P. Millsap,,62,61
3,5:53.0,,E. Freedom makes free throw 1 of 1,62,62
3,5:30.0,Turnover by N. Jokić (lost ball; steal by C. McCollum),,62,62
3,5:27.0,,Shooting foul by G. Harris (drawn by C. McCollum),62,62
3,5:27.0,,C. McCollum makes free throw 1 of 2,62,63
3,5:27.0,,C. McCollum makes free throw 2 of 2,62,64
3,5:08.0,J. Murray misses 2-pt jump shot from 20 ft,,62,64
3,5:07.0,,Defensive rebound by E. Freedom,62,64
3,4:58.0,,Personal foul by G. Harris (drawn by E. Freedom),62,64
3,4:58.0,M. Beasley enters the game for T. Craig,,62,64
3,4:45.0,,A. Aminu misses 3-pt jump shot from 24 ft,62,64
3,4:43.0,Defensive rebound by M. Beasley,,62,64
3,4:43.0,,Z. Collins enters the game for A. Aminu,62,64
3,4:43.0,,R. Hood enters the game for M. Harkless,62,64
3,4:29.0,J. Murray misses 2-pt jump shot from 17 ft,,62,64
3,4:27.0,,Defensive rebound by E. Freedom,62,64
3,4:27.0,,Personal foul by M. Plumlee (drawn by E. Freedom),62,64
3,4:15.0,,Z. Collins makes 3-pt jump shot from 26 ft (assist by D. Lillard),62,67
3,4:13.0,Denver full timeout,,62,67
3,4:01.0,N. Jokić makes 2-pt hook shot from 6 ft (assist by J. Murray),,64,67
3,3:44.0,,R. Hood makes 3-pt jump shot from 25 ft (assist by D. Lillard),64,70
3,3:20.0,N. Jokić misses 2-pt jump shot from 13 ft,,64,70
3,3:18.0,,Defensive rebound by C. McCollum,64,70
3,3:07.0,,E. Freedom makes 2-pt jump shot from 13 ft (assist by Z. Collins),64,72
3,2:54.0,N. Jokić makes 3-pt jump shot from 26 ft (assist by J. Murray),,67,72
3,2:44.0,,D. Lillard makes 3-pt jump shot from 30 ft,67,75
3,2:33.0,,Violation by Team (kicked ball),67,75
3,2:33.0,M. Morris enters the game for J. Murray,,67,75
3,2:33.0,,S. Curry enters the game for C. McCollum,67,75
3,2:24.0,Turnover by M. Plumlee (off goaltending),,67,75
3,2:13.0,,Personal foul by G. Harris (drawn by D. Lillard),67,75
3,2:13.0,,D. Lillard makes free throw 1 of 2,67,76
3,2:13.0,T. Craig enters the game for G. Harris,,67,76
3,2:13.0,,D. Lillard makes free throw 2 of 2,67,77
3,2:03.0,Shooting foul by S. Curry (drawn by M. Beasley),,67,77
3,2:03.0,M. Beasley misses free throw 1 of 2,,67,77
3,2:03.0,Offensive rebound by Team,,67,77
3,2:03.0,M. Beasley makes free throw 2 of 2,,68,77
3,1:56.0,,Offensive foul by Z. Collins (drawn by T. Craig),68,77
3,1:56.0,,Turnover by Z. Collins (offensive foul),68,77
3,1:43.0,N. Jokić makes 3-pt jump shot from 24 ft (assist by M. Morris),,71,77
3,1:43.0,,Loose ball foul by Z. Collins (drawn by M. Plumlee),71,77
3,1:43.0,M. Plumlee makes free throw 1 of 1,,72,77
3,1:34.0,,D. Lillard makes 2-pt layup from 1 ft,72,79
3,1:16.0,Personal foul by R. Hood (drawn by N. Jokić),,72,79
3,1:16.0,N. Jokić makes free throw 1 of 2,,73,79
3,1:16.0,N. Jokić makes free throw 2 of 2,,74,79
3,1:05.0,,Turnover by Z. Collins (bad pass; steal by N. Jokić),74,79
3,1:01.0,M. Morris misses 2-pt layup from 2 ft,,74,79
3,0:59.0,,Defensive rebound by Z. Collins,74,79
3,0:51.0,,Shooting foul by M. Beasley (drawn by R. Hood),74,79
3,0:51.0,,R. Hood makes free throw 1 of 3,74,80
3,0:51.0,,R. Hood misses free throw 2 of 3,74,80
3,0:51.0,,Offensive rebound by Team,74,80
3,0:51.0,,R. Hood makes free throw 3 of 3,74,81
3,0:27.0,N. Jokić makes 2-pt jump shot from 5 ft (assist by M. Morris),,76,81
3,0:07.0,,Z. Collins misses 3-pt jump shot from 25 ft,76,81
3,0:05.0,,Offensive rebound by D. Lillard,76,81
3,0:00.0,,E. Freedom misses 2-pt layup from 2 ft (block by N. Jokić),76,81
3,0:00.0,,Offensive rebound by Team,76,81
4,11:40.0,,R. Hood misses 2-pt jump shot from 4 ft,76,81
4,11:38.0,Defensive rebound by N. Jokić,,76,81
4,11:20.0,M. Beasley makes 2-pt jump shot from 20 ft (assist by T. Craig),,78,81
4,11:07.0,,S. Curry misses 3-pt jump shot from 25 ft,78,81
4,11:04.0,,Offensive rebound by Z. Collins,78,81
4,10:58.0,,C. McCollum makes 2-pt jump shot from 16 ft,78,83
4,10:32.0,Turnover by Team (shot clock),,78,83
4,10:23.0,,Personal foul by N. Jokić (drawn by Z. Collins),78,83
4,10:14.0,,C. McCollum misses 3-pt jump shot from 25 ft,78,83
4,10:12.0,Defensive rebound by N. Jokić,,78,83
4,10:11.0,Personal foul by E. Turner (drawn by M. Beasley),,78,83
4,9:59.0,W. Barton makes 3-pt jump shot from 25 ft (assist by N. Jokić),,81,83
4,9:44.0,,Z. Collins makes 2-pt layup from 2 ft (assist by C. McCollum),81,85
4,9:22.0,N. Jokić misses 2-pt jump shot from 21 ft,,81,85
4,9:20.0,Offensive rebound by T. Craig,,81,85
4,9:18.0,M. Morris misses 3-pt jump shot from 25 ft,,81,85
4,9:17.0,,Defensive rebound by C. McCollum,81,85
4,9:12.0,,C. McCollum misses 3-pt jump shot from 25 ft,81,85
4,9:08.0,Defensive rebound by W. Barton,,81,85
4,8:58.0,Turnover by W. Barton (lost ball; steal by E. Turner),,81,85
4,8:52.0,,C. McCollum makes 2-pt layup from 2 ft (assist by Z. Collins),81,87
4,8:51.0,Denver full timeout,,81,87
4,8:51.0,J. Murray enters the game for M. Morris,,81,87
4,8:37.0,N. Jokić makes 2-pt layup from 1 ft (assist by W. Barton),,83,87
4,8:18.0,,Z. Collins misses 3-pt jump shot from 25 ft,83,87
4,8:16.0,Defensive rebound by M. Beasley,,83,87
4,8:08.0,J. Murray misses 2-pt jump shot from 13 ft,,83,87
4,8:05.0,,Defensive rebound by Z. Collins,83,87
4,7:57.0,,C. McCollum makes 2-pt dunk at rim,83,89
4,7:44.0,N. Jokić makes 3-pt jump shot from 25 ft,,86,89
4,7:31.0,,Shooting foul by T. Craig (drawn by C. McCollum),86,89
4,7:31.0,,C. McCollum makes free throw 1 of 2,86,90
4,7:31.0,G. Harris enters the game for M. Beasley,,86,90
4,7:31.0,,M. Harkless enters the game for Z. Collins,86,90
4,7:31.0,,E. Freedom enters the game for R. Hood,86,90
4,7:31.0,,D. Lillard enters the game for E. Turner,86,90
4,7:31.0,,C. McCollum makes free throw 2 of 2,86,91
4,7:14.0,W. Barton makes 3-pt jump shot from 24 ft (assist by N. Jokić),,89,91
4,7:00.0,,C. McCollum makes 2-pt jump shot from 11 ft,89,93
4,6:42.0,N. Jokić makes 2-pt hook shot from 6 ft (assist by J. Murray),,91,93
4,6:25.0,,M. Harkless misses 2-pt jump shot from 4 ft (block by W. Barton),91,93
4,6:24.0,,Offensive rebound by M. Harkless,91,93
4,6:23.0,,Turnover by M. Harkless (lost ball; steal by W. Barton),91,93
4,6:17.0,Personal take foul by C. McCollum (drawn by W. Barton),,91,93
4,6:17.0,P. Millsap enters the game for T. Craig,,91,93
4,6:17.0,,A. Aminu enters the game for S. Curry,91,93
4,6:09.0,J. Murray misses 3-pt jump shot from 23 ft,,91,93
4,6:05.0,Offensive rebound by N. Jokić,,91,93
4,6:02.0,W. Barton misses 3-pt jump shot from 25 ft,,91,93
4,5:59.0,,Defensive rebound by E. Freedom,91,93
4,5:59.0,,Turnover by E. Freedom (bad pass; steal by J. Murray),91,93
4,5:47.0,Personal foul by E. Freedom (drawn by N. Jokić),,91,93
4,5:37.0,J. Murray misses 2-pt jump shot from 7 ft,,91,93
4,5:35.0,,Defensive rebound by A. Aminu,91,93
4,5:17.0,,C. McCollum misses 2-pt jump shot from 13 ft (block by G. Harris),91,93
4,5:15.0,Defensive rebound by J. Murray,,91,93
4,5:14.0,J. Murray makes 2-pt layup from 1 ft,,93,93
4,5:14.0,,Portland full timeout,93,93
4,4:56.0,,C. McCollum misses 2-pt jump shot from 15 ft,93,93
4,4:53.0,,Offensive rebound by M. Harkless,93,93
4,4:53.0,,M. Harkless makes 2-pt layup from 1 ft,93,95
4,4:26.0,N. Jokić misses 2-pt jump shot from 12 ft,,93,95
4,4:25.0,,Defensive rebound by E. Freedom,93,95
4,4:10.0,,C. McCollum misses 2-pt jump shot from 4 ft,93,95
4,4:06.0,Defensive rebound by W. Barton,,93,95
4,4:00.0,G. Harris misses 2-pt layup from 4 ft,,93,95
4,3:56.0,,Defensive rebound by M. Harkless,93,95
4,3:51.0,,Turnover by D. Lillard (lost ball; steal by P. Millsap),93,95
4,3:33.0,J. Murray misses 2-pt jump shot from 5 ft,,93,95
4,3:31.0,Offensive rebound by N. Jokić,,93,95
4,3:29.0,N. Jokić misses 2-pt layup from 3 ft (block by M. Harkless),,93,95
4,3:29.0,Offensive rebound by W. Barton,,93,95
4,3:26.0,W. Barton makes 2-pt layup from 1 ft,,95,95
4,3:14.0,,D. Lillard misses 3-pt jump shot from 28 ft,95,95
4,3:12.0,Defensive rebound by G. Harris,,95,95
4,3:11.0,Denver full timeout,,95,95
4,2:49.0,J. Murray makes 2-pt jump shot from 21 ft,,97,95
4,2:31.0,,D. Lillard misses 2-pt jump shot from 20 ft,97,95
4,2:25.0,,Offensive rebound by M. Harkless,97,95
4,2:23.0,,A. Aminu misses 3-pt jump shot from 25 ft,97,95
4,2:19.0,Defensive rebound by N. Jokić,,97,95
4,1:56.0,J. Murray makes 3-pt jump shot from 24 ft,,100,95
4,1:42.0,,M. Harkless makes 3-pt jump shot from 24 ft (assist by D. Lillard),100,98
4,1:17.0,W. Barton misses 2-pt jump shot from 18 ft,,100,98
4,1:15.0,,Defensive rebound by A. Aminu,100,98
4,1:04.0,,M. Harkless makes 2-pt layup from 4 ft (assist by D. Lillard),100,100
4,1:04.0,,Shooting foul by N. Jokić (drawn by M. Harkless),100,100
