QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,DETROIT_ACTION,MILWAUKEE_SCORE,DETROIT_SCORE
1,6:59.0,E. İlyasova enters the game for B. Lopez,,8,18
1,6:59.0,G. Antetokounmpo misses free throw 2 of 2,,8,18
1,6:56.0,,Defensive rebound by A. Drummond,8,18
1,6:44.0,,Turnover by B. Griffin (bad pass; steal by E. Bledsoe),8,18
1,6:39.0,G. Antetokounmpo misses 2-pt layup from 5 ft,,8,18
1,6:36.0,,Defensive rebound by A. Drummond,8,18
1,6:34.0,,B. Griffin makes 2-pt dunk from 2 ft (assist by W. Ellington),8,20
1,6:21.0,K. Middleton makes 3-pt jump shot from 27 ft (assist by E. İlyasova),,11,20
1,6:19.0,,Detroit full timeout,11,20
1,6:19.0,G. Hill enters the game for E. Bledsoe,,11,20
1,6:19.0,,L. Kennard enters the game for B. Griffin,11,20
1,6:03.0,,A. Drummond makes 2-pt jump shot from 4 ft (assist by R. Jackson),11,22
1,6:03.0,,Shooting foul by E. İlyasova (drawn by A. Drummond),11,22
1,6:03.0,,A. Drummond misses free throw 1 of 1,11,22
1,6:01.0,Defensive rebound by G. Antetokounmpo,,11,22
1,5:48.0,K. Middleton misses 2-pt jump shot from 14 ft,,11,22
1,5:45.0,,Defensive rebound by B. Brown,11,22
1,5:36.0,,A. Drummond misses 2-pt dunk from 3 ft (block by G. Antetokounmpo),11,22
1,5:34.0,Defensive rebound by E. İlyasova,,11,22
1,5:33.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by K. Middleton),,13,22
1,5:33.0,Shooting foul by B. Brown (drawn by G. Antetokounmpo),,13,22
1,5:33.0,,L. Galloway enters the game for B. Brown,13,22
1,5:33.0,G. Antetokounmpo makes free throw 1 of 1,,14,22
1,5:15.0,,R. Jackson misses 3-pt jump shot from 26 ft,14,22
1,5:12.0,Defensive rebound by G. Antetokounmpo,,14,22
1,4:56.0,G. Hill makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,16,22
1,4:44.0,,Personal foul by K. Middleton (drawn by W. Ellington),16,22
1,4:44.0,B. Lopez enters the game for G. Antetokounmpo,,16,22
1,4:37.0,,R. Jackson makes 2-pt jump shot from 6 ft,16,24
1,4:21.0,N. Mirotić enters the game for K. Middleton,,16,24
1,4:13.0,E. İlyasova makes 2-pt jump shot from 13 ft,,18,24
1,3:57.0,,L. Kennard misses 2-pt jump shot from 21 ft,18,24
1,3:55.0,Defensive rebound by E. İlyasova,,18,24
1,3:46.0,P. Connaughton makes 2-pt layup from 2 ft (assist by G. Hill),,20,24
1,3:24.0,,A. Drummond misses 2-pt dunk from 2 ft (block by B. Lopez),20,24
1,3:21.0,Defensive rebound by E. İlyasova,,20,24
1,3:14.0,Turnover by G. Hill (lost ball; steal by R. Jackson),,20,24
1,3:11.0,,Shooting foul by B. Lopez (drawn by R. Jackson),20,24
1,3:11.0,,R. Jackson makes free throw 1 of 2,20,25
1,3:11.0,,R. Jackson makes free throw 2 of 2,20,26
1,2:46.0,P. Connaughton misses 2-pt jump shot from 17 ft,,20,26
1,2:41.0,,Defensive rebound by L. Kennard,20,26
1,2:34.0,,A. Drummond misses 2-pt hook shot from 3 ft,20,26
1,2:34.0,,Offensive rebound by Team,20,26
1,2:34.0,S. Brown enters the game for B. Lopez,,20,26
1,2:34.0,,B. Griffin enters the game for A. Drummond,20,26
1,2:34.0,,T. Maker enters the game for W. Ellington,20,26
1,2:34.0,,I. Smith enters the game for R. Jackson,20,26
1,2:25.0,,L. Galloway misses 3-pt jump shot from 28 ft,20,26
1,2:23.0,Defensive rebound by N. Mirotić,,20,26
1,2:13.0,N. Mirotić misses 2-pt layup from 3 ft,,20,26
1,2:11.0,,Defensive rebound by T. Maker,20,26
1,2:06.0,,L. Kennard makes 2-pt jump shot from 15 ft (assist by L. Galloway),20,28
1,1:39.0,E. İlyasova misses 3-pt jump shot from 26 ft,,20,28
1,1:37.0,,Defensive rebound by T. Maker,20,28
1,1:31.0,,L. Galloway misses 2-pt layup from 2 ft,20,28
1,1:29.0,Defensive rebound by P. Connaughton,,20,28
1,1:24.0,Shooting foul by T. Maker (drawn by S. Brown),,20,28
1,1:24.0,S. Brown makes free throw 1 of 2,,21,28
1,1:24.0,G. Antetokounmpo enters the game for P. Connaughton,,21,28
1,1:24.0,E. Bledsoe enters the game for E. İlyasova,,21,28
1,1:24.0,S. Brown misses free throw 2 of 2,,21,28
1,1:22.0,,Defensive rebound by I. Smith,21,28
1,0:58.0,,B. Griffin misses 2-pt jump shot from 12 ft,21,28
1,0:58.0,,Offensive rebound by Team,21,28
1,0:58.0,,Turnover by Team (shot clock),21,28
1,0:37.0,G. Antetokounmpo misses 2-pt jump shot from 3 ft,,21,28
1,0:35.0,,Defensive rebound by B. Griffin,21,28
1,0:27.0,,L. Kennard misses 2-pt layup from 3 ft (block by G. Antetokounmpo),21,28
1,0:24.0,Defensive rebound by S. Brown,,21,28
1,0:20.0,G. Hill makes 3-pt jump shot from 27 ft (assist by S. Brown),,24,28
1,0:01.0,,Turnover by T. Maker (bad pass; steal by G. Hill),24,28
1,0:01.0,Shooting foul by L. Kennard (drawn by G. Hill),,24,28
1,0:01.0,G. Hill makes free throw 1 of 2,,25,28
1,0:01.0,D. Wilson enters the game for G. Antetokounmpo,,25,28
1,0:01.0,G. Hill makes free throw 2 of 2,,26,28
1,0:00.0,,Turnover by B. Griffin (bad pass; steal by S. Brown),26,28
2,11:38.0,G. Antetokounmpo makes 3-pt jump shot from 27 ft (assist by S. Brown),,29,28
2,11:21.0,,I. Smith misses 2-pt jump shot from 10 ft,29,28
2,11:19.0,Defensive rebound by E. İlyasova,,29,28
2,11:18.0,Personal foul by T. Maker (drawn by G. Antetokounmpo),,29,28
2,11:12.0,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by S. Brown),,31,28
2,10:51.0,,B. Griffin makes 3-pt jump shot from 25 ft,31,31
2,10:46.0,Shooting foul by T. Maker (drawn by E. İlyasova),,31,31
2,10:46.0,E. İlyasova misses free throw 1 of 2,,31,31
2,10:46.0,Offensive rebound by Team,,31,31
2,10:46.0,E. İlyasova makes free throw 2 of 2,,32,31
2,10:20.0,,I. Smith misses 2-pt jump shot from 5 ft,32,31
2,10:18.0,Defensive rebound by E. Bledsoe,,32,31
2,10:12.0,E. İlyasova misses 3-pt jump shot from 25 ft,,32,31
2,10:10.0,,Defensive rebound by L. Galloway,32,31
2,10:01.0,,T. Maker misses 3-pt jump shot from 23 ft,32,31
2,9:59.0,Defensive rebound by K. Middleton,,32,31
2,9:53.0,S. Brown misses 2-pt layup from 3 ft,,32,31
2,9:51.0,,Defensive rebound by B. Griffin,32,31
2,9:47.0,,T. Maker makes 2-pt dunk from 2 ft (assist by B. Griffin),32,33
2,9:40.0,Turnover by K. Middleton (lost ball; steal by L. Galloway),,32,33
2,9:32.0,,T. Maker misses 3-pt jump shot from 24 ft,32,33
2,9:30.0,Defensive rebound by G. Antetokounmpo,,32,33
2,9:19.0,G. Antetokounmpo misses 2-pt jump shot from 19 ft,,32,33
2,9:15.0,,Defensive rebound by I. Smith,32,33
2,9:12.0,,I. Smith misses 2-pt layup from 1 ft (block by G. Antetokounmpo),32,33
2,9:12.0,,Offensive rebound by Team,32,33
2,9:12.0,P. Connaughton enters the game for S. Brown,,32,33
2,9:12.0,B. Lopez enters the game for E. İlyasova,,32,33
2,9:12.0,,A. Drummond enters the game for T. Maker,32,33
2,8:59.0,,L. Galloway makes 3-pt jump shot from 25 ft (assist by I. Smith),32,36
2,8:41.0,E. Bledsoe makes 2-pt layup from 2 ft,,34,36
2,8:26.0,,L. Kennard makes 2-pt jump shot from 15 ft (assist by B. Griffin),34,38
2,8:10.0,Turnover by E. Bledsoe (bad pass; steal by I. Smith),,34,38
2,8:06.0,,A. Drummond makes 2-pt dunk from 3 ft (assist by L. Galloway),34,40
2,8:05.0,Milwaukee full timeout,,34,40
2,7:52.0,K. Middleton makes 2-pt jump shot from 5 ft (assist by E. Bledsoe),,36,40
2,7:41.0,,B. Griffin misses 2-pt layup from 2 ft (block by E. Bledsoe),36,40
2,7:40.0,,Offensive rebound by B. Griffin,36,40
2,7:39.0,,Shooting foul by G. Antetokounmpo (drawn by B. Griffin),36,40
2,7:39.0,,B. Griffin makes free throw 1 of 2,36,41
2,7:39.0,G. Hill enters the game for G. Antetokounmpo,,36,41
2,7:39.0,N. Mirotić enters the game for E. Bledsoe,,36,41
2,7:39.0,,B. Griffin makes free throw 2 of 2,36,42
2,7:27.0,Turnover by G. Hill (traveling),,36,42
2,7:11.0,,B. Griffin misses 3-pt jump shot from 25 ft,36,42
2,7:11.0,Defensive rebound by Team,,36,42
2,6:57.0,Personal foul by L. Galloway (drawn by B. Lopez),,36,42
2,6:57.0,,B. Brown enters the game for B. Griffin,36,42
2,6:57.0,,R. Jackson enters the game for I. Smith,36,42
2,6:46.0,B. Lopez makes 2-pt jump shot from 13 ft,,38,42
2,6:26.0,,L. Kennard makes 2-pt jump shot from 8 ft (assist by A. Drummond),38,44
2,6:16.0,Turnover by B. Lopez (bad pass),,38,44
2,5:54.0,,R. Jackson makes 2-pt jump shot from 12 ft,38,46
2,5:32.0,K. Middleton makes 2-pt jump shot from 15 ft,,40,46
2,5:18.0,,L. Galloway makes 2-pt jump shot from 15 ft,40,48
2,5:05.0,N. Mirotić makes 3-pt jump shot from 30 ft (assist by P. Connaughton),,43,48
2,4:46.0,,R. Jackson makes 3-pt jump shot from 25 ft (assist by L. Galloway),43,51
2,4:28.0,Shooting foul by L. Kennard (drawn by N. Mirotić),,43,51
2,4:28.0,N. Mirotić makes free throw 1 of 2,,44,51
2,4:28.0,G. Antetokounmpo enters the game for K. Middleton,,44,51
2,4:28.0,,W. Ellington enters the game for L. Kennard,44,51
2,4:28.0,N. Mirotić misses free throw 2 of 2,,44,51
2,4:28.0,,Defensive rebound by A. Drummond,44,51
2,4:28.0,,Detroit full timeout,44,51
2,4:14.0,,L. Galloway makes 3-pt jump shot from 25 ft (assist by R. Jackson),44,54
2,4:03.0,G. Antetokounmpo makes 2-pt hook shot from 3 ft (assist by N. Mirotić),,46,54
2,4:03.0,Shooting foul by A. Drummond (drawn by G. Antetokounmpo),,46,54
2,4:03.0,G. Antetokounmpo makes free throw 1 of 1,,47,54
2,3:48.0,,R. Jackson misses 2-pt layup from 2 ft,47,54
2,3:46.0,Defensive rebound by G. Antetokounmpo,,47,54
2,3:43.0,Turnover by G. Antetokounmpo (traveling),,47,54
2,3:36.0,,Personal foul by G. Hill (drawn by R. Jackson),47,54
2,3:36.0,,Away from play foul by G. Hill (drawn by R. Jackson),47,54
2,3:36.0,,R. Jackson makes free throw 1 of 1,47,55
2,3:36.0,E. Bledsoe enters the game for N. Mirotić,,47,55
2,3:33.0,,R. Jackson misses 3-pt jump shot from 25 ft,47,55
2,3:33.0,Defensive rebound by Team,,47,55
2,3:23.0,Personal foul by B. Brown (drawn by G. Antetokounmpo),,47,55
2,3:23.0,G. Antetokounmpo misses free throw 1 of 2,,47,55
2,3:23.0,Offensive rebound by Team,,47,55
2,3:23.0,,B. Griffin enters the game for B. Brown,47,55
2,3:23.0,,L. Kennard enters the game for L. Galloway,47,55
2,3:23.0,G. Antetokounmpo makes free throw 2 of 2,,48,55
2,3:08.0,,B. Griffin misses 2-pt jump shot from 7 ft,48,55
2,3:04.0,Defensive rebound by B. Lopez,,48,55
2,2:57.0,B. Lopez makes 2-pt layup from 2 ft,,50,55
2,2:57.0,Shooting foul by B. Griffin (drawn by B. Lopez),,50,55
2,2:57.0,S. Brown enters the game for G. Hill,,50,55
2,2:57.0,B. Lopez makes free throw 1 of 1,,51,55
2,2:34.0,,R. Jackson makes 3-pt jump shot from 23 ft (assist by W. Ellington),51,58
2,2:18.0,G. Antetokounmpo misses 3-pt jump shot from 27 ft,,51,58
2,2:13.0,,Defensive rebound by R. Jackson,51,58
2,2:12.0,,B. Griffin misses 2-pt layup from 2 ft,51,58
2,2:12.0,Defensive rebound by P. Connaughton,,51,58
2,2:04.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by S. Brown),,53,58
2,2:04.0,Shooting foul by A. Drummond (drawn by G. Antetokounmpo),,53,58
2,2:04.0,E. İlyasova enters the game for P. Connaughton,,53,58
2,2:04.0,K. Middleton enters the game for B. Lopez,,53,58
2,2:04.0,,T. Maker enters the game for A. Drummond,53,58
2,2:04.0,G. Antetokounmpo misses free throw 1 of 1,,53,58
2,2:03.0,,Defensive rebound by B. Griffin,53,58
2,2:03.0,,Personal foul by S. Brown (drawn by B. Griffin),53,58
2,1:41.0,,L. Kennard misses 3-pt jump shot from 24 ft,53,58
2,1:38.0,Defensive rebound by G. Antetokounmpo,,53,58
2,1:37.0,Shooting foul by B. Griffin (drawn by S. Brown),,53,58
2,1:37.0,S. Brown makes free throw 1 of 2,,54,58
2,1:37.0,,L. Galloway enters the game for B. Griffin,54,58
2,1:37.0,S. Brown makes free throw 2 of 2,,55,58
2,1:14.0,,Shooting foul by E. İlyasova (drawn by T. Maker),55,58
2,1:14.0,,T. Maker makes free throw 1 of 2,55,59
2,1:14.0,,T. Maker makes free throw 2 of 2,55,60
2,0:55.0,S. Brown misses 2-pt layup from 3 ft (block by L. Kennard),,55,60
2,0:51.0,Offensive rebound by S. Brown,,55,60
2,0:50.0,G. Antetokounmpo misses 2-pt layup from 3 ft,,55,60
2,0:50.0,Offensive rebound by Team,,55,60
2,0:50.0,Turnover by Team (shot clock),,55,60
2,0:36.0,,R. Jackson misses 2-pt jump shot from 7 ft,55,60
2,0:34.0,,Offensive rebound by T. Maker,55,60
2,0:31.0,,R. Jackson misses 3-pt jump shot from 26 ft,55,60
2,0:29.0,Defensive rebound by E. İlyasova,,55,60
2,0:10.0,K. Middleton misses 3-pt jump shot from 23 ft,,55,60
2,0:09.0,Offensive rebound by E. İlyasova,,55,60
2,0:09.0,Personal foul by L. Kennard (drawn by E. İlyasova),,55,60
2,0:09.0,E. İlyasova misses free throw 1 of 2,,55,60
2,0:09.0,Offensive rebound by Team,,55,60
2,0:09.0,G. Hill enters the game for G. Antetokounmpo,,55,60
2,0:09.0,,A. Drummond enters the game for L. Kennard,55,60
2,0:09.0,,B. Griffin enters the game for T. Maker,55,60
2,0:09.0,E. İlyasova makes free throw 2 of 2,,56,60
2,0:01.0,,L. Galloway misses 3-pt jump shot from 26 ft,56,60
2,0:01.0,,Offensive rebound by R. Jackson,56,60
2,0:01.0,,R. Jackson makes 2-pt dunk at rim,56,62
3,11:44.0,G. Antetokounmpo misses 2-pt jump shot from 12 ft,,56,62
3,11:39.0,,Defensive rebound by W. Ellington,56,62
3,11:27.0,,W. Ellington misses 3-pt jump shot from 25 ft,56,62
3,11:24.0,Defensive rebound by S. Brown,,56,62
3,11:19.0,S. Brown misses 3-pt jump shot from 27 ft,,56,62
3,11:19.0,,Defensive rebound by Team,56,62
3,11:10.0,,B. Brown misses 2-pt layup from 2 ft,56,62
3,11:07.0,Defensive rebound by B. Lopez,,56,62
3,10:52.0,K. Middleton misses 3-pt jump shot from 24 ft,,56,62
3,10:49.0,Offensive rebound by S. Brown,,56,62
3,10:47.0,S. Brown makes 2-pt layup from 2 ft,,58,62
3,10:30.0,,W. Ellington misses 2-pt layup from 2 ft,58,62
3,10:29.0,,Offensive rebound by A. Drummond,58,62
3,10:28.0,,A. Drummond makes 2-pt layup from 2 ft,58,64
3,10:12.0,S. Brown misses 3-pt jump shot from 23 ft,,58,64
3,10:10.0,,Defensive rebound by R. Jackson,58,64
3,10:02.0,,A. Drummond makes 2-pt jump shot from 7 ft (assist by R. Jackson),58,66
3,9:41.0,E. Bledsoe makes 2-pt layup from 2 ft (assist by B. Lopez),,60,66
3,9:17.0,,B. Griffin makes 2-pt jump shot from 8 ft,60,68
3,9:03.0,E. Bledsoe misses 2-pt jump shot from 6 ft,,60,68
3,9:01.0,,Defensive rebound by W. Ellington,60,68
3,8:51.0,,Turnover by B. Griffin (lost ball; steal by G. Antetokounmpo),60,68
3,8:45.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by E. Bledsoe),,62,68
3,8:15.0,,B. Griffin makes 3-pt jump shot from 26 ft (assist by R. Jackson),62,71
3,8:00.0,K. Middleton makes 2-pt layup from 1 ft (assist by E. Bledsoe),,64,71
3,8:00.0,Shooting foul by R. Jackson (drawn by K. Middleton),,64,71
3,8:00.0,K. Middleton makes free throw 1 of 1,,65,71
3,7:45.0,,B. Griffin makes 2-pt hook shot from 3 ft,65,73
3,7:33.0,E. Bledsoe makes 2-pt layup from 2 ft (assist by B. Lopez),,67,73
3,7:33.0,Shooting foul by B. Griffin (drawn by E. Bledsoe),,67,73
3,7:33.0,E. İlyasova enters the game for B. Lopez,,67,73
3,7:33.0,E. Bledsoe makes free throw 1 of 1,,68,73
3,7:29.0,,Detroit full timeout,68,73
3,7:10.0,,B. Brown misses 3-pt jump shot from 24 ft,68,73
3,7:08.0,Defensive rebound by E. İlyasova,,68,73
3,6:56.0,E. İlyasova misses 2-pt jump shot from 18 ft,,68,73
3,6:53.0,,Defensive rebound by B. Brown,68,73
3,6:41.0,,Offensive foul by A. Drummond (drawn by G. Antetokounmpo),68,73
3,6:41.0,,Turnover by A. Drummond (offensive foul),68,73
3,6:41.0,,T. Maker enters the game for A. Drummond,68,73
3,6:24.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,70,73
3,5:59.0,,B. Brown misses 2-pt jump shot from 7 ft,70,73
3,5:56.0,Defensive rebound by S. Brown,,70,73
3,5:54.0,Shooting foul by B. Brown (drawn by K. Middleton),,70,73
3,5:54.0,K. Middleton makes free throw 1 of 3,,71,73
3,5:54.0,K. Middleton makes free throw 2 of 3,,72,73
3,5:54.0,P. Connaughton enters the game for E. Bledsoe,,72,73
3,5:54.0,G. Hill enters the game for S. Brown,,72,73
3,5:54.0,,L. Kennard enters the game for B. Brown,72,73
3,5:54.0,K. Middleton makes free throw 3 of 3,,73,73
3,5:42.0,,B. Griffin makes 3-pt jump shot from 26 ft (assist by R. Jackson),73,76
3,5:29.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by E. İlyasova),,75,76
3,5:23.0,,Personal foul by G. Hill (drawn by R. Jackson),75,76
3,5:13.0,,B. Griffin makes 3-pt jump shot from 26 ft (assist by R. Jackson),75,79
3,5:05.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by E. İlyasova),,77,79
3,5:05.0,Shooting foul by T. Maker (drawn by G. Antetokounmpo),,77,79
3,5:05.0,G. Antetokounmpo makes free throw 1 of 1,,78,79
3,4:57.0,,Personal foul by E. İlyasova (drawn by R. Jackson),78,79
3,4:53.0,,R. Jackson makes 3-pt jump shot from 23 ft (assist by L. Kennard),78,82
3,4:35.0,Personal foul by T. Maker (drawn by G. Antetokounmpo),,78,82
3,4:35.0,Technical foul by D. Casey,,78,82
3,4:35.0,K. Middleton makes technical free throw,,79,82
3,4:35.0,G. Antetokounmpo makes free throw 1 of 2,,80,82
3,4:35.0,B. Lopez enters the game for E. İlyasova,,80,82
3,4:35.0,,L. Galloway enters the game for B. Griffin,80,82
3,4:35.0,G. Antetokounmpo makes free throw 2 of 2,,81,82
3,4:30.0,,Detroit full timeout,81,82
3,4:30.0,N. Mirotić enters the game for K. Middleton,,81,82
3,4:30.0,,I. Smith enters the game for R. Jackson,81,82
3,4:27.0,,Turnover by L. Kennard (lost ball; steal by P. Connaughton),81,82
3,4:21.0,P. Connaughton makes 2-pt dunk from 2 ft,,83,82
3,3:57.0,,T. Maker misses 3-pt jump shot from 27 ft,83,82
3,3:57.0,Defensive rebound by Team,,83,82
3,3:43.0,N. Mirotić makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,86,82
3,3:27.0,,Turnover by I. Smith (bad pass),86,82
3,3:20.0,Personal foul by L. Galloway (drawn by G. Antetokounmpo),,86,82
3,3:20.0,G. Antetokounmpo makes free throw 1 of 2,,87,82
3,3:20.0,S. Brown enters the game for B. Lopez,,87,82
3,3:20.0,,A. Drummond enters the game for T. Maker,87,82
3,3:20.0,G. Antetokounmpo makes free throw 2 of 2,,88,82
3,3:09.0,,I. Smith makes 2-pt jump shot from 12 ft,88,84
3,2:58.0,Turnover by P. Connaughton (out of bounds lost ball),,88,84
3,2:42.0,,I. Smith misses 2-pt jump shot from 10 ft,88,84
3,2:40.0,Defensive rebound by S. Brown,,88,84
3,2:39.0,Shooting foul by L. Galloway (drawn by G. Antetokounmpo),,88,84
3,2:39.0,G. Antetokounmpo misses free throw 1 of 2,,88,84
3,2:39.0,Offensive rebound by Team,,88,84
3,2:39.0,E. İlyasova enters the game for S. Brown,,88,84
3,2:39.0,,G. Robinson enters the game for W. Ellington,88,84
3,2:39.0,G. Antetokounmpo makes free throw 2 of 2,,89,84
3,2:26.0,,I. Smith misses 2-pt jump shot from 18 ft,89,84
3,2:23.0,Defensive rebound by E. İlyasova,,89,84
3,2:19.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,89,84
3,2:17.0,,Defensive rebound by L. Galloway,89,84
3,1:55.0,,L. Kennard misses 3-pt jump shot from 26 ft,89,84
3,1:53.0,Defensive rebound by G. Hill,,89,84
3,1:41.0,Shooting foul by G. Robinson (drawn by G. Antetokounmpo),,89,84
3,1:41.0,Milwaukee full timeout,,89,84
3,1:41.0,E. Bledsoe enters the game for P. Connaughton,,89,84
3,1:41.0,S. Brown enters the game for G. Hill,,89,84
3,1:41.0,G. Antetokounmpo makes free throw 1 of 2,,90,84
3,1:41.0,G. Antetokounmpo makes free throw 2 of 2,,91,84
3,1:36.0,,Personal foul by S. Brown (drawn by L. Kennard),91,84
3,1:36.0,P. Connaughton enters the game for G. Antetokounmpo,,91,84
3,1:28.0,,Shooting foul by E. İlyasova (drawn by A. Drummond),91,84
3,1:28.0,,A. Drummond misses free throw 1 of 2,91,84
3,1:28.0,,Offensive rebound by Team,91,84
3,1:28.0,,A. Drummond makes free throw 2 of 2,91,85
3,1:14.0,N. Mirotić misses 3-pt jump shot from 24 ft,,91,85
3,1:11.0,Offensive rebound by S. Brown,,91,85
3,1:00.0,E. Bledsoe misses 2-pt jump shot from 14 ft,,91,85
3,0:57.0,Offensive rebound by N. Mirotić,,91,85
3,0:57.0,N. Mirotić makes 2-pt layup at rim,,93,85
3,0:42.0,,L. Galloway misses 2-pt jump shot from 6 ft,93,85
3,0:37.0,,Offensive rebound by A. Drummond,93,85
3,0:37.0,,A. Drummond misses 2-pt dunk from 1 ft,93,85
3,0:36.0,Defensive rebound by S. Brown,,93,85
3,0:36.0,E. Bledsoe makes 2-pt layup from 1 ft (assist by S. Brown),,95,85
3,0:20.0,,L. Galloway misses 3-pt jump shot from 24 ft,95,85
3,0:18.0,Defensive rebound by E. İlyasova,,95,85
3,0:01.0,E. Bledsoe misses 2-pt jump shot from 12 ft,,95,85
3,0:01.0,Offensive rebound by Team,,95,85
4,11:38.0,,A. Drummond misses 2-pt jump shot from 5 ft,95,85
4,11:36.0,Defensive rebound by S. Brown,,95,85
4,11:30.0,K. Middleton makes 3-pt jump shot from 25 ft,,98,85
4,11:23.0,,B. Griffin misses 3-pt jump shot from 26 ft,98,85
4,11:21.0,Defensive rebound by E. Bledsoe,,98,85
4,11:10.0,E. Bledsoe makes 2-pt layup from 2 ft,,100,85
4,10:47.0,,R. Jackson makes 3-pt jump shot from 23 ft (assist by B. Griffin),100,88
4,10:42.0,Offensive foul by E. İlyasova (drawn by R. Jackson),,100,88
4,10:42.0,Turnover by E. İlyasova (offensive foul),,100,88
4,10:42.0,G. Antetokounmpo enters the game for E. İlyasova,,100,88
4,10:22.0,,A. Drummond makes 2-pt layup from 1 ft (assist by B. Griffin),100,90
4,10:10.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,100,90
4,10:08.0,,Defensive rebound by A. Drummond,100,90
4,9:56.0,,R. Jackson misses 2-pt layup from 2 ft,100,90
4,9:54.0,,Offensive rebound by A. Drummond,100,90
4,9:54.0,,A. Drummond misses 2-pt layup from 5 ft (block by B. Lopez),100,90
4,9:54.0,Defensive rebound by K. Middleton,,100,90
