QUARTER,TIME_REMAINING,INDIANA_ACTION,BOSTON_ACTION,INDIANA_SCORE,BOSTON_SCORE
4,4:21.0,,Turnover by K. Irving (traveling),62,79
4,4:06.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,62,79
4,4:04.0,,Defensive rebound by K. Irving,62,79
4,3:48.0,,Shooting foul by M. Turner (drawn by G. Hayward),62,79
4,3:48.0,,G. Hayward makes free throw 1 of 2,62,80
4,3:48.0,,G. Hayward makes free throw 2 of 2,62,81
4,3:38.0,Turnover by D. Collison (bad pass; steal by K. Irving),,62,81
4,3:34.0,,J. Tatum makes 3-pt jump shot from 26 ft (assist by K. Irving),62,84
4,3:20.0,Personal foul by J. Brown (drawn by B. Bogdanović),,62,84
4,3:20.0,,Technical foul by J. Brown,62,84
4,3:20.0,B. Bogdanović makes technical free throw,,63,84
4,3:20.0,,B. Wanamaker enters the game for K. Irving,63,84
4,3:14.0,M. Turner misses 3-pt jump shot from 25 ft,,63,84
4,3:11.0,,Defensive rebound by G. Hayward,63,84
4,3:03.0,,J. Brown misses 3-pt jump shot from 26 ft,63,84
4,3:01.0,Defensive rebound by B. Bogdanović,,63,84
4,2:56.0,B. Bogdanović makes 2-pt layup from 1 ft,,65,84
4,2:35.0,,J. Tatum misses 2-pt jump shot from 21 ft,65,84
4,2:33.0,Defensive rebound by D. Collison,,65,84
4,2:31.0,T. Young makes 2-pt dunk from 1 ft (assist by D. Collison),,67,84
4,2:13.0,,Turnover by B. Wanamaker (bad pass; steal by B. Bogdanović),67,84
4,2:12.0,,Clear path foul by B. Bogdanović,67,84
4,2:12.0,B. Bogdanović makes clear path free throw 1 of 2,,68,84
4,2:12.0,B. Bogdanović makes clear path free throw 2 of 2,,69,84
4,2:12.0,T. Leaf enters the game for T. Young,,69,84
4,2:12.0,,R. Williams enters the game for A. Baynes,69,84
4,2:03.0,D. Collison misses 2-pt jump shot from 17 ft,,69,84
4,2:01.0,,Defensive rebound by J. Brown,69,84
4,1:37.0,,B. Wanamaker misses 2-pt jump shot from 22 ft,69,84
4,1:36.0,Defensive rebound by T. Leaf,,69,84
4,1:36.0,Indiana full timeout,,69,84
4,1:36.0,A. Holiday enters the game for B. Bogdanović,,69,84
4,1:36.0,D. McDermott enters the game for D. Collison,,69,84
4,1:36.0,K. O'Quinn enters the game for W. Matthews,,69,84
4,1:36.0,E. Sumner enters the game for M. Turner,,69,84
4,1:26.0,Turnover by K. O'Quinn (bad pass; steal by G. Hayward),,69,84
4,1:10.0,,J. Tatum misses 2-pt jump shot from 22 ft,69,84
4,1:08.0,Defensive rebound by E. Sumner,,69,84
4,1:02.0,A. Holiday makes 3-pt jump shot from 25 ft,,72,84
4,0:42.0,,G. Hayward misses 2-pt jump shot from 9 ft,72,84
4,0:40.0,Defensive rebound by E. Sumner,,72,84
4,0:30.0,T. Leaf misses 2-pt layup from 1 ft,,72,84
4,0:29.0,Offensive rebound by T. Leaf,,72,84
4,0:28.0,Shooting foul by G. Hayward (drawn by T. Leaf),,72,84
4,0:28.0,T. Leaf makes free throw 1 of 2,,73,84
4,0:28.0,,S. Ojeleye enters the game for G. Hayward,73,84
4,0:28.0,,G. Yabusele enters the game for J. Tatum,73,84
4,0:28.0,T. Leaf makes free throw 2 of 2,,74,84
4,0:04.0,,Turnover by Team (shot clock),74,84
