QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,SACRAMENTO_ACTION,SAN ANTONIO_SCORE,SACRAMENTO_SCORE
1,6:57.0,,M. Bagley enters the game for N. Bjelica,12,12
1,6:57.0,L. Aldridge makes free throw 1 of 2,,13,12
1,6:57.0,L. Aldridge makes free throw 2 of 2,,14,12
1,6:40.0,,Turnover by D. Fox (bad pass; steal by L. Aldridge),14,12
1,6:29.0,D. DeRozan makes 2-pt jump shot from 6 ft,,16,12
1,6:23.0,,I. Shumpert makes 3-pt jump shot from 24 ft (assist by B. Hield),16,15
1,6:03.0,Turnover by R. Gay (bad pass; steal by W. Cauley-Stein),,16,15
1,5:57.0,,I. Shumpert makes 2-pt layup from 2 ft (assist by B. Hield),16,17
1,5:57.0,San Antonio full timeout,,16,17
1,5:57.0,M. Belinelli enters the game for B. Forbes,,16,17
1,5:57.0,J. Poeltl enters the game for R. Gay,,16,17
1,5:40.0,L. Aldridge misses 2-pt jump shot from 18 ft,,16,17
1,5:35.0,,Defensive rebound by D. Fox,16,17
1,5:29.0,,I. Shumpert makes 3-pt jump shot from 26 ft (assist by D. Fox),16,20
1,5:09.0,D. DeRozan makes 2-pt jump shot from 18 ft (assist by L. Aldridge),,18,20
1,4:40.0,,B. Hield makes 2-pt layup from 2 ft,18,22
1,4:22.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by M. Belinelli),,21,22
1,4:07.0,,M. Bagley makes 3-pt jump shot from 25 ft (assist by I. Shumpert),21,25
1,3:52.0,L. Aldridge misses 2-pt jump shot from 14 ft,,21,25
1,3:50.0,,Defensive rebound by M. Bagley,21,25
1,3:34.0,,M. Bagley makes 2-pt jump shot from 15 ft (assist by D. Fox),21,27
1,3:18.0,D. DeRozan misses 2-pt jump shot from 12 ft (block by I. Shumpert),,21,27
1,3:15.0,,Defensive rebound by I. Shumpert,21,27
1,3:12.0,,M. Bagley misses 3-pt jump shot from 23 ft,21,27
1,3:09.0,Defensive rebound by D. Bertāns,,21,27
1,3:03.0,M. Belinelli misses 3-pt jump shot from 27 ft,,21,27
1,3:00.0,,Defensive rebound by I. Shumpert,21,27
1,2:55.0,,B. Hield makes 3-pt jump shot from 23 ft (assist by D. Fox),21,30
1,2:54.0,San Antonio full timeout,,21,30
1,2:54.0,B. Forbes enters the game for D. Bertāns,,21,30
1,2:54.0,P. Mills enters the game for D. DeRozan,,21,30
1,2:54.0,,B. Bogdanović enters the game for W. Cauley-Stein,21,30
1,2:54.0,,H. Giles enters the game for B. Hield,21,30
1,2:35.0,P. Mills misses 3-pt jump shot from 24 ft,,21,30
1,2:32.0,Offensive rebound by J. Poeltl,,21,30
1,2:31.0,J. Poeltl makes 2-pt layup from 2 ft,,23,30
1,2:18.0,,H. Giles makes 2-pt jump shot from 18 ft (assist by B. Bogdanović),23,32
1,2:06.0,P. Mills misses 2-pt jump shot from 14 ft,,23,32
1,2:03.0,,Defensive rebound by H. Giles,23,32
1,1:58.0,,H. Giles misses 2-pt jump shot from 18 ft,23,32
1,1:55.0,Defensive rebound by L. Aldridge,,23,32
1,1:41.0,M. Belinelli misses 3-pt jump shot from 25 ft,,23,32
1,1:36.0,,Defensive rebound by I. Shumpert,23,32
1,1:36.0,R. Gay enters the game for L. Aldridge,,23,32
1,1:36.0,,Y. Ferrell enters the game for D. Fox,23,32
1,1:20.0,,M. Bagley makes 2-pt jump shot from 18 ft (assist by B. Bogdanović),23,34
1,1:03.0,Turnover by J. Poeltl (bad pass; steal by M. Bagley),,23,34
1,0:49.0,,M. Bagley misses 3-pt jump shot from 26 ft,23,34
1,0:46.0,Defensive rebound by B. Forbes,,23,34
1,0:39.0,P. Mills misses 3-pt jump shot from 25 ft,,23,34
1,0:37.0,,Defensive rebound by H. Giles,23,34
1,0:34.0,,Y. Ferrell makes 3-pt jump shot from 26 ft,23,37
1,0:23.0,R. Gay misses 2-pt jump shot from 18 ft,,23,37
1,0:18.0,Offensive rebound by P. Mills,,23,37
1,0:07.0,J. Poeltl misses 2-pt layup from 1 ft,,23,37
1,0:06.0,Offensive rebound by J. Poeltl,,23,37
1,0:06.0,J. Poeltl makes 2-pt layup at rim,,25,37
1,0:03.0,,Personal foul by P. Mills (drawn by Y. Ferrell),25,37
2,11:44.0,,B. Bogdanović misses 2-pt jump shot from 8 ft,25,37
2,11:40.0,Defensive rebound by J. Poeltl,,25,37
2,11:35.0,M. Belinelli makes 2-pt layup from 1 ft,,27,37
2,11:21.0,,H. Giles makes 2-pt hook shot from 7 ft,27,39
2,11:07.0,B. Forbes makes 3-pt jump shot from 23 ft (assist by M. Belinelli),,30,39
2,11:00.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,30,39
2,10:56.0,Defensive rebound by J. Poeltl,,30,39
2,10:50.0,R. Gay makes 2-pt layup from 2 ft,,32,39
2,10:28.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,32,39
2,10:25.0,Defensive rebound by R. Gay,,32,39
2,10:17.0,M. Belinelli misses 3-pt jump shot from 23 ft,,32,39
2,10:13.0,,Defensive rebound by M. Bagley,32,39
2,9:57.0,,B. Bogdanović misses 2-pt layup from 2 ft (block by R. Gay),32,39
2,9:54.0,,Offensive rebound by M. Bagley,32,39
2,9:53.0,,M. Bagley misses 2-pt layup from 4 ft,32,39
2,9:52.0,,Offensive rebound by M. Bagley,32,39
2,9:51.0,,M. Bagley misses 2-pt layup from 3 ft,32,39
2,9:47.0,,Offensive rebound by M. Bagley,32,39
2,9:47.0,,M. Bagley makes 2-pt layup from 1 ft,32,41
2,9:38.0,B. Forbes misses 2-pt jump shot from 2 ft,,32,41
2,9:36.0,,Defensive rebound by H. Giles,32,41
2,9:33.0,,Shooting foul by P. Mills (drawn by Y. Ferrell),32,41
2,9:33.0,,Y. Ferrell misses free throw 1 of 2,32,41
2,9:33.0,,Offensive rebound by Team,32,41
2,9:33.0,D. Bertāns enters the game for M. Belinelli,,32,41
2,9:33.0,D. DeRozan enters the game for P. Mills,,32,41
2,9:33.0,P. Gasol enters the game for J. Poeltl,,32,41
2,9:33.0,,Y. Ferrell makes free throw 2 of 2,32,42
2,9:09.0,Shooting foul by H. Giles (drawn by P. Gasol),,32,42
2,9:09.0,P. Gasol makes free throw 1 of 2,,33,42
2,9:09.0,P. Gasol makes free throw 2 of 2,,34,42
2,8:56.0,,J. Jackson misses 2-pt jump shot from 10 ft,34,42
2,8:54.0,Defensive rebound by P. Gasol,,34,42
2,8:37.0,R. Gay misses 2-pt jump shot from 3 ft (block by M. Bagley),,34,42
2,8:36.0,Offensive rebound by R. Gay,,34,42
2,8:34.0,R. Gay misses 2-pt jump shot from 3 ft (block by M. Bagley),,34,42
2,8:34.0,Offensive rebound by D. DeRozan,,34,42
2,8:33.0,Turnover by Team (shot clock),,34,42
2,8:24.0,,Personal foul by P. Gasol (drawn by H. Giles),34,42
2,8:24.0,,B. Hield enters the game for J. Jackson,34,42
2,8:18.0,,Y. Ferrell makes 3-pt jump shot from 26 ft,34,45
2,8:05.0,D. DeRozan makes 2-pt jump shot from 5 ft,,36,45
2,7:51.0,,H. Giles makes 2-pt hook shot from 6 ft (assist by Y. Ferrell),36,47
2,7:33.0,R. Gay makes 2-pt jump shot from 11 ft,,38,47
2,7:05.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,38,47
2,7:03.0,Defensive rebound by R. Gay,,38,47
2,6:56.0,R. Gay makes 2-pt layup from 2 ft,,40,47
2,6:56.0,,Sacramento full timeout,40,47
2,6:56.0,L. Aldridge enters the game for B. Forbes,,40,47
2,6:56.0,P. Mills enters the game for P. Gasol,,40,47
2,6:42.0,,M. Bagley makes 2-pt hook shot from 8 ft,40,49
2,6:32.0,D. DeRozan makes 2-pt layup from 2 ft,,42,49
2,6:21.0,,H. Giles makes 2-pt layup from 3 ft,42,51
2,6:08.0,P. Mills misses 2-pt jump shot from 19 ft,,42,51
2,6:06.0,,Defensive rebound by B. Bogdanović,42,51
2,6:01.0,,Personal foul by D. DeRozan (drawn by H. Giles),42,51
2,6:01.0,,D. Fox enters the game for B. Bogdanović,42,51
2,6:01.0,,I. Shumpert enters the game for Y. Ferrell,42,51
2,5:47.0,,H. Giles misses 2-pt jump shot from 13 ft,42,51
2,5:47.0,,Offensive rebound by Team,42,51
2,5:33.0,,H. Giles misses 2-pt hook shot from 3 ft,42,51
2,5:30.0,Defensive rebound by D. DeRozan,,42,51
2,5:23.0,D. Bertāns misses 3-pt jump shot from 26 ft,,42,51
2,5:23.0,Offensive rebound by L. Aldridge,,42,51
2,5:23.0,L. Aldridge makes 2-pt layup at rim,,44,51
2,5:23.0,Shooting foul by H. Giles (drawn by L. Aldridge),,44,51
2,5:23.0,D. Cunningham enters the game for R. Gay,,44,51
2,5:23.0,,N. Bjelica enters the game for M. Bagley,44,51
2,5:23.0,,W. Cauley-Stein enters the game for H. Giles,44,51
2,5:23.0,L. Aldridge makes free throw 1 of 1,,45,51
2,5:09.0,,B. Hield misses 2-pt jump shot from 18 ft,45,51
2,5:04.0,Defensive rebound by D. DeRozan,,45,51
2,4:54.0,D. Bertāns misses 2-pt layup from 8 ft,,45,51
2,4:49.0,Offensive rebound by D. Bertāns,,45,51
2,4:49.0,D. Bertāns misses 2-pt layup at rim,,45,51
2,4:48.0,Offensive rebound by P. Mills,,45,51
2,4:46.0,P. Mills misses 3-pt jump shot from 24 ft,,45,51
2,4:44.0,,Defensive rebound by B. Hield,45,51
2,4:38.0,,Turnover by N. Bjelica (bad pass; steal by P. Mills),45,51
2,4:32.0,P. Mills makes 3-pt jump shot from 24 ft (assist by D. Cunningham),,48,51
2,4:30.0,,Sacramento full timeout,48,51
2,4:30.0,M. Belinelli enters the game for D. Bertāns,,48,51
2,4:13.0,,N. Bjelica makes 2-pt layup from 1 ft (assist by W. Cauley-Stein),48,53
2,4:01.0,Turnover by D. DeRozan (bad pass; steal by D. Fox),,48,53
2,3:52.0,,I. Shumpert misses 3-pt jump shot from 25 ft,48,53
2,3:48.0,Defensive rebound by P. Mills,,48,53
2,3:36.0,L. Aldridge makes 2-pt jump shot from 12 ft,,50,53
2,3:28.0,,Personal foul by P. Mills (drawn by D. Fox),50,53
2,3:28.0,B. Forbes enters the game for P. Mills,,50,53
2,3:13.0,,B. Hield misses 2-pt jump shot from 20 ft,50,53
2,3:11.0,,Offensive rebound by D. Fox,50,53
2,2:57.0,,Turnover by N. Bjelica (bad pass; steal by D. DeRozan),50,53
2,2:57.0,,Violation by Team (kicked ball),50,53
2,2:40.0,Shooting foul by W. Cauley-Stein (drawn by L. Aldridge),,50,53
2,2:40.0,L. Aldridge makes free throw 1 of 2,,51,53
2,2:40.0,L. Aldridge makes free throw 2 of 2,,52,53
2,2:25.0,,B. Hield misses 3-pt jump shot from 25 ft,52,53
2,2:22.0,Defensive rebound by L. Aldridge,,52,53
2,2:09.0,D. Cunningham makes 3-pt jump shot from 23 ft (assist by M. Belinelli),,55,53
2,1:59.0,,I. Shumpert makes 3-pt jump shot from 23 ft (assist by B. Hield),55,56
2,1:45.0,D. DeRozan makes 2-pt jump shot from 21 ft,,57,56
2,1:36.0,,D. Fox makes 2-pt layup from 1 ft,57,58
2,1:20.0,D. DeRozan misses 2-pt jump shot from 20 ft,,57,58
2,1:18.0,,Defensive rebound by D. Fox,57,58
2,1:06.0,,W. Cauley-Stein misses 2-pt hook shot from 3 ft,57,58
2,1:02.0,Defensive rebound by D. DeRozan,,57,58
2,0:47.0,B. Forbes misses 3-pt jump shot from 26 ft,,57,58
2,0:44.0,,Defensive rebound by B. Hield,57,58
2,0:38.0,,B. Hield makes 3-pt jump shot from 23 ft (assist by I. Shumpert),57,61
2,0:17.0,L. Aldridge makes 2-pt jump shot from 14 ft (assist by D. Cunningham),,59,61
2,0:00.0,,D. Fox makes 2-pt jump shot from 14 ft,59,63
3,11:47.0,,Shooting foul by R. Gay (drawn by W. Cauley-Stein),59,63
3,11:47.0,,W. Cauley-Stein makes free throw 1 of 2,59,64
3,11:47.0,,W. Cauley-Stein makes free throw 2 of 2,59,65
3,11:38.0,Def 3 sec tech foul by Team,,59,65
3,11:38.0,L. Aldridge makes technical free throw,,60,65
3,11:31.0,B. Forbes makes 2-pt jump shot from 19 ft,,62,65
3,11:22.0,,I. Shumpert makes 2-pt layup from 2 ft,62,67
3,11:08.0,R. Gay misses 2-pt jump shot from 13 ft,,62,67
3,11:05.0,,Defensive rebound by W. Cauley-Stein,62,67
3,10:56.0,,W. Cauley-Stein makes 2-pt jump shot from 18 ft (assist by I. Shumpert),62,69
3,10:40.0,L. Aldridge misses 2-pt jump shot from 16 ft,,62,69
3,10:36.0,,Defensive rebound by B. Hield,62,69
3,10:31.0,,N. Bjelica misses 3-pt jump shot from 26 ft,62,69
3,10:27.0,Defensive rebound by B. Forbes,,62,69
3,10:23.0,B. Forbes makes 3-pt jump shot from 26 ft,,65,69
3,10:12.0,,D. Fox misses 2-pt jump shot from 13 ft,65,69
3,10:09.0,Defensive rebound by D. Bertāns,,65,69
3,9:58.0,D. Bertāns misses 3-pt jump shot from 26 ft,,65,69
3,9:55.0,Offensive rebound by L. Aldridge,,65,69
3,9:43.0,D. DeRozan makes 2-pt layup from 1 ft (assist by R. Gay),,67,69
3,9:31.0,,D. Fox makes 2-pt layup from 3 ft,67,71
3,9:10.0,L. Aldridge misses 2-pt jump shot from 13 ft,,67,71
3,9:07.0,,Defensive rebound by D. Fox,67,71
3,9:00.0,,W. Cauley-Stein misses 2-pt layup from 5 ft (block by L. Aldridge),67,71
3,8:57.0,Defensive rebound by D. Bertāns,,67,71
3,8:57.0,Shooting foul by N. Bjelica (drawn by L. Aldridge),,67,71
3,8:57.0,L. Aldridge makes free throw 1 of 2,,68,71
3,8:57.0,L. Aldridge makes free throw 2 of 2,,69,71
3,8:49.0,,D. Fox makes 2-pt jump shot from 3 ft,69,73
3,8:49.0,,Shooting foul by B. Forbes (drawn by D. Fox),69,73
3,8:49.0,,D. Fox makes free throw 1 of 1,69,74
3,8:28.0,R. Gay misses 2-pt jump shot from 7 ft,,69,74
3,8:28.0,Offensive rebound by Team,,69,74
3,8:28.0,,Loose ball foul by W. Cauley-Stein (drawn by L. Aldridge),69,74
3,8:14.0,L. Aldridge makes 2-pt layup from 2 ft,,71,74
3,8:02.0,,N. Bjelica misses 3-pt jump shot from 26 ft,71,74
3,7:59.0,Defensive rebound by B. Forbes,,71,74
3,7:57.0,,Violation by Team (kicked ball),71,74
3,7:47.0,B. Forbes misses 3-pt jump shot from 27 ft (block by D. Fox),,71,74
3,7:42.0,Offensive rebound by B. Forbes,,71,74
3,7:40.0,B. Forbes misses 2-pt jump shot from 16 ft,,71,74
3,7:38.0,Offensive rebound by L. Aldridge,,71,74
3,7:37.0,R. Gay makes 2-pt layup from 4 ft (assist by D. DeRozan),,73,74
3,7:37.0,Shooting foul by B. Hield (drawn by R. Gay),,73,74
3,7:37.0,R. Gay makes free throw 1 of 1,,74,74
3,7:16.0,,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by B. Hield),74,76
3,7:02.0,Personal foul by B. Hield (drawn by R. Gay),,74,76
3,7:02.0,P. Mills enters the game for B. Forbes,,74,76
3,6:58.0,D. DeRozan misses 2-pt jump shot from 16 ft,,74,76
3,6:53.0,,Defensive rebound by I. Shumpert,74,76
3,6:49.0,,I. Shumpert misses 2-pt jump shot from 16 ft,74,76
3,6:46.0,,Offensive rebound by W. Cauley-Stein,74,76
3,6:37.0,,N. Bjelica misses 3-pt jump shot from 25 ft,74,76
3,6:34.0,Defensive rebound by D. Bertāns,,74,76
3,6:25.0,D. DeRozan makes 2-pt layup from 4 ft,,76,76
3,6:16.0,,D. Fox makes 2-pt layup from 3 ft,76,78
3,6:16.0,San Antonio full timeout,,76,78
3,6:16.0,,M. Bagley enters the game for N. Bjelica,76,78
3,6:16.0,,H. Giles enters the game for W. Cauley-Stein,76,78
3,5:59.0,P. Mills misses 2-pt jump shot from 21 ft,,76,78
3,5:55.0,,Defensive rebound by M. Bagley,76,78
3,5:44.0,,Shooting foul by R. Gay (drawn by M. Bagley),76,78
3,5:44.0,,M. Bagley makes free throw 1 of 2,76,79
3,5:44.0,M. Belinelli enters the game for D. Bertāns,,76,79
3,5:44.0,P. Gasol enters the game for R. Gay,,76,79
3,5:44.0,,M. Bagley makes free throw 2 of 2,76,80
3,5:29.0,L. Aldridge misses 2-pt jump shot from 13 ft,,76,80
3,5:26.0,,Defensive rebound by H. Giles,76,80
3,5:18.0,,M. Bagley makes 2-pt jump shot from 15 ft (assist by I. Shumpert),76,82
3,5:00.0,M. Belinelli misses 2-pt jump shot from 14 ft,,76,82
3,4:57.0,,Defensive rebound by H. Giles,76,82
3,4:53.0,,D. Fox makes 2-pt jump shot from 18 ft (assist by I. Shumpert),76,84
3,4:35.0,Personal foul by H. Giles (drawn by L. Aldridge),,76,84
3,4:35.0,L. Aldridge makes free throw 1 of 2,,77,84
3,4:35.0,B. Forbes enters the game for D. DeRozan,,77,84
3,4:35.0,L. Aldridge makes free throw 2 of 2,,78,84
3,4:20.0,,M. Bagley misses 2-pt jump shot from 15 ft,78,84
3,4:20.0,,Offensive rebound by Team,78,84
3,4:20.0,Loose ball foul by P. Gasol (drawn by H. Giles),,78,84
3,4:12.0,,M. Bagley makes 2-pt hook shot from 5 ft (assist by D. Fox),78,86
3,4:03.0,P. Mills misses 3-pt jump shot from 25 ft,,78,86
3,4:00.0,,Defensive rebound by M. Bagley,78,86
3,3:53.0,,I. Shumpert misses 3-pt jump shot from 25 ft,78,86
3,3:50.0,,Offensive rebound by B. Hield,78,86
3,3:46.0,,M. Bagley misses 3-pt jump shot from 23 ft,78,86
3,3:41.0,Defensive rebound by B. Forbes,,78,86
3,3:30.0,M. Belinelli misses 3-pt jump shot from 23 ft,,78,86
3,3:26.0,,Defensive rebound by I. Shumpert,78,86
3,3:24.0,,B. Hield misses 3-pt jump shot from 25 ft,78,86
3,3:19.0,Defensive rebound by M. Belinelli,,78,86
3,3:18.0,Shooting foul by I. Shumpert (drawn by M. Belinelli),,78,86
3,3:18.0,M. Belinelli makes free throw 1 of 2,,79,86
3,3:18.0,D. Bertāns enters the game for L. Aldridge,,79,86
3,3:18.0,,B. Bogdanović enters the game for I. Shumpert,79,86
3,3:18.0,M. Belinelli makes free throw 2 of 2,,80,86
3,3:08.0,,Offensive foul by H. Giles (drawn by P. Mills),80,86
3,3:08.0,,Turnover by H. Giles (offensive foul),80,86
3,2:57.0,B. Forbes misses 3-pt jump shot from 25 ft,,80,86
3,2:54.0,,Defensive rebound by H. Giles,80,86
3,2:51.0,,B. Hield makes 2-pt layup from 2 ft,80,88
3,2:34.0,D. Bertāns misses 2-pt jump shot from 21 ft,,80,88
3,2:31.0,,Defensive rebound by B. Hield,80,88
3,2:28.0,,B. Hield makes 3-pt jump shot from 25 ft,80,91
3,2:10.0,P. Gasol misses 2-pt jump shot from 15 ft,,80,91
3,2:09.0,,Defensive rebound by B. Bogdanović,80,91
3,1:57.0,,Shooting foul by P. Gasol (drawn by H. Giles),80,91
3,1:57.0,,Sacramento full timeout,80,91
3,1:57.0,J. Poeltl enters the game for P. Gasol,,80,91
3,1:57.0,,H. Giles misses free throw 1 of 2,80,91
3,1:57.0,,Offensive rebound by Team,80,91
3,1:57.0,R. Gay enters the game for B. Forbes,,80,91
3,1:57.0,,H. Giles makes free throw 2 of 2,80,92
3,1:40.0,D. Bertāns makes 2-pt jump shot from 7 ft (assist by M. Belinelli),,82,92
3,1:21.0,,H. Giles makes 2-pt hook shot from 6 ft (assist by M. Bagley),82,94
3,1:03.0,R. Gay misses 2-pt hook shot from 7 ft,,82,94
3,1:00.0,,Defensive rebound by M. Bagley,82,94
3,0:58.0,,Offensive foul by H. Giles (drawn by D. Bertāns),82,94
3,0:58.0,,Turnover by H. Giles (offensive foul),82,94
3,0:58.0,,N. Bjelica enters the game for H. Giles,82,94
3,0:46.0,P. Mills makes 2-pt layup from 2 ft,,84,94
3,0:30.0,,M. Bagley makes 2-pt jump shot from 16 ft (assist by D. Fox),84,96
3,0:06.0,P. Mills misses 2-pt jump shot from 4 ft,,84,96
3,0:04.0,,Defensive rebound by N. Bjelica,84,96
3,0:01.0,,D. Fox makes 2-pt layup from 1 ft,84,98
3,0:00.0,P. Mills makes 2-pt layup from 2 ft (assist by D. Bertāns),,86,98
4,11:35.0,R. Gay misses 2-pt jump shot from 11 ft,,86,98
4,11:31.0,Offensive rebound by J. Poeltl,,86,98
4,11:25.0,Turnover by M. Belinelli (bad pass; steal by N. Bjelica),,86,98
4,11:08.0,,Turnover by B. Bogdanović (bad pass; steal by D. Bertāns),86,98
4,11:04.0,J. Poeltl makes 2-pt dunk from 3 ft (assist by P. Mills),,88,98
4,10:41.0,,Turnover by B. Hield (bad pass; steal by R. Gay),88,98
4,10:36.0,M. Belinelli makes 3-pt jump shot from 22 ft (assist by D. Bertāns),,91,98
4,10:34.0,,Sacramento full timeout,91,98
4,10:34.0,,J. Jackson enters the game for B. Hield,91,98
4,10:16.0,,B. Bogdanović misses 2-pt layup from 3 ft,91,98
4,10:16.0,,Offensive rebound by Team,91,98
4,10:00.0,,B. Bogdanović makes 2-pt jump shot from 17 ft,91,100
4,9:44.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by P. Mills),,94,100
4,9:30.0,,Y. Ferrell makes 3-pt jump shot from 23 ft,94,103
4,9:14.0,M. Belinelli misses 3-pt jump shot from 25 ft,,94,103
4,9:11.0,,Defensive rebound by M. Bagley,94,103
4,9:02.0,,N. Bjelica misses 3-pt jump shot from 23 ft,94,103
4,8:57.0,Defensive rebound by R. Gay,,94,103
4,8:51.0,R. Gay makes 2-pt jump shot from 19 ft,,96,103
4,8:31.0,,M. Bagley misses 2-pt hook shot from 5 ft,96,103
4,8:27.0,Defensive rebound by D. Bertāns,,96,103
4,8:22.0,Turnover by J. Poeltl (out of bounds lost ball),,96,103
4,8:22.0,D. DeRozan enters the game for R. Gay,,96,103
4,8:22.0,B. Forbes enters the game for P. Mills,,96,103
4,8:12.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,96,103
4,8:09.0,Defensive rebound by B. Forbes,,96,103
4,7:54.0,B. Forbes misses 3-pt jump shot from 26 ft,,96,103
4,7:51.0,,Defensive rebound by N. Bjelica,96,103
4,7:47.0,,M. Bagley makes 2-pt dunk from 1 ft (assist by Y. Ferrell),96,105
4,7:47.0,San Antonio full timeout,,96,105
4,7:47.0,L. Aldridge enters the game for J. Poeltl,,96,105
4,7:47.0,,W. Cauley-Stein enters the game for N. Bjelica,96,105
4,7:47.0,,I. Shumpert enters the game for J. Jackson,96,105
4,7:34.0,D. Bertāns misses 3-pt jump shot from 25 ft,,96,105
4,7:30.0,Offensive rebound by B. Forbes,,96,105
4,7:28.0,B. Forbes makes 2-pt jump shot from 10 ft,,98,105
4,7:07.0,,B. Bogdanović makes 2-pt jump shot from 17 ft,98,107
4,7:07.0,,Loose ball foul by W. Cauley-Stein (drawn by D. Bertāns),98,107
4,6:49.0,M. Belinelli misses 3-pt jump shot from 24 ft,,98,107
4,6:45.0,,Defensive rebound by M. Bagley,98,107
4,6:37.0,,Y. Ferrell makes 2-pt jump shot from 8 ft,98,109
4,6:20.0,D. Bertāns misses 2-pt jump shot from 11 ft (block by M. Bagley),,98,109
4,6:16.0,,Defensive rebound by M. Bagley,98,109
4,6:16.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by M. Bagley),98,111
4,6:16.0,San Antonio full timeout,,98,111
4,6:16.0,P. Mills enters the game for M. Belinelli,,98,111
4,6:14.0,Violation by Team (delay of game),,98,111
4,5:56.0,D. DeRozan makes 2-pt jump shot from 5 ft,,100,111
4,5:39.0,,Y. Ferrell makes 2-pt jump shot from 6 ft,100,113
4,5:25.0,Shooting foul by W. Cauley-Stein (drawn by D. DeRozan),,100,113
4,5:25.0,D. DeRozan makes free throw 1 of 2,,101,113
4,5:25.0,D. DeRozan misses free throw 2 of 2,,101,113
4,5:22.0,,Defensive rebound by I. Shumpert,101,113
4,5:10.0,,Y. Ferrell makes 3-pt jump shot from 23 ft (assist by M. Bagley),101,116
4,4:58.0,Turnover by P. Mills (lost ball; steal by B. Bogdanović),,101,116
4,4:58.0,,Personal take foul by P. Mills (drawn by B. Bogdanović),101,116
4,4:43.0,,Y. Ferrell makes 2-pt jump shot from 13 ft,101,118
