QUARTER,TIME_REMAINING,BOSTON_ACTION,INDIANA_ACTION,BOSTON_SCORE,INDIANA_SCORE
4,2:30.0,,T. Leaf misses 2-pt jump shot from 11 ft,113,91
4,2:27.0,,Offensive rebound by K. O'Quinn,113,91
4,2:26.0,,K. O'Quinn makes 2-pt dunk at rim (assist by T. Leaf),113,93
4,2:08.0,R. Williams makes 2-pt layup from 2 ft (assist by B. Wanamaker),,115,93
4,2:08.0,Shooting foul by T. Leaf (drawn by R. Williams),,115,93
4,2:08.0,D. Theis enters the game for M. Smart,,115,93
4,2:08.0,R. Williams misses free throw 1 of 1,,115,93
4,2:06.0,Offensive rebound by G. Yabusele,,115,93
4,1:59.0,S. Ojeleye misses 3-pt jump shot from 27 ft,,115,93
4,1:56.0,,Defensive rebound by T. Leaf,115,93
4,1:53.0,,Turnover by A. Holiday (bad pass),115,93
4,1:39.0,Personal foul by A. Johnson (drawn by G. Yabusele),,115,93
4,1:32.0,G. Yabusele makes 2-pt layup from 2 ft (assist by S. Ojeleye),,117,93
4,1:21.0,,T. Leaf misses 2-pt layup from 8 ft,117,93
4,1:18.0,Defensive rebound by G. Yabusele,,117,93
4,1:15.0,Turnover by G. Yabusele (bad pass; steal by E. Sumner),,117,93
4,1:06.0,,E. Sumner makes 2-pt layup from 2 ft (assist by A. Holiday),117,95
4,1:06.0,,Shooting foul by D. Theis (drawn by E. Sumner),117,95
4,1:06.0,,E. Sumner makes free throw 1 of 1,117,96
4,0:51.0,D. Theis misses 3-pt jump shot from 28 ft,,117,96
4,0:48.0,,Defensive rebound by A. Holiday,117,96
4,0:44.0,,Shooting foul by D. Theis (drawn by A. Holiday),117,96
4,0:44.0,,A. Holiday makes free throw 1 of 2,117,97
4,0:44.0,,A. Holiday misses free throw 2 of 2,117,97
4,0:43.0,Defensive rebound by R. Williams,,117,97
4,0:26.0,Turnover by G. Yabusele (traveling),,117,97
4,0:14.0,,A. Johnson misses 2-pt jump shot from 8 ft,117,97
4,0:13.0,Defensive rebound by S. Ojeleye,,117,97
