QUARTER,TIME_REMAINING,HOUSTON_ACTION,GOLDEN STATE_ACTION,HOUSTON_SCORE,GOLDEN STATE_SCORE
4,1:55.0,Offensive rebound by C. Capela,,113,117
4,1:53.0,Turnover by Team (shot clock),,113,117
4,1:27.0,,K. Durant makes 2-pt jump shot from 13 ft,113,119
4,1:18.0,Turnover by J. Harden (bad pass; steal by D. Green),,113,119
4,1:09.0,,K. Durant misses 3-pt jump shot from 27 ft,113,119
4,1:06.0,Defensive rebound by D. House,,113,119
4,1:03.0,C. Capela makes 2-pt layup from 3 ft (assist by J. Harden),,115,119
4,1:03.0,Shooting foul by S. Curry (drawn by C. Capela),,115,119
4,1:03.0,C. Capela makes free throw 1 of 1,,116,119
4,0:53.0,,S. Curry misses 3-pt jump shot from 29 ft,116,119
4,0:51.0,Defensive rebound by J. Harden,,116,119
4,0:51.0,J. Harden makes 3-pt jump shot from 29 ft,,119,119
4,0:28.0,,K. Durant misses 2-pt jump shot from 12 ft,119,119
4,0:23.0,Defensive rebound by J. Harden,,119,119
4,0:03.0,J. Harden misses 3-pt jump shot from 31 ft,,119,119
4,0:00.0,,Defensive rebound by S. Curry,119,119
4,0:00.0,,S. Curry misses 3-pt jump shot from 71 ft,119,119
4,0:00.0,,Offensive rebound by Team,119,119
1OT,4:39.0,,A. Iguodala misses 3-pt jump shot from 23 ft,119,119
1OT,4:37.0,Defensive rebound by C. Capela,,119,119
1OT,4:21.0,A. Rivers makes 2-pt layup from 12 ft,,121,119
1OT,4:11.0,,S. Curry makes 2-pt layup from 1 ft,121,121
1OT,3:52.0,J. Harden makes 3-pt jump shot from 28 ft,,124,121
1OT,3:34.0,,Personal foul by D. House (drawn by K. Thompson),124,121
1OT,3:22.0,,Shooting foul by C. Capela (drawn by K. Durant),124,121
1OT,3:22.0,,K. Durant makes free throw 1 of 2,124,122
1OT,3:22.0,,K. Durant makes free throw 2 of 2,124,123
1OT,3:00.0,Offensive foul by J. Harden (drawn by S. Curry),,124,123
1OT,3:00.0,Turnover by J. Harden (offensive foul),,124,123
1OT,2:44.0,,K. Durant makes 2-pt jump shot from 18 ft (assist by D. Green),124,125
1OT,2:27.0,A. Rivers misses 2-pt jump shot from 12 ft,,124,125
1OT,2:25.0,,Defensive rebound by K. Durant,124,125
1OT,2:22.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by K. Durant),124,128
1OT,2:20.0,Houston full timeout,,124,128
1OT,2:08.0,A. Rivers misses 2-pt jump shot from 10 ft (block by D. Green),,124,128
1OT,2:07.0,Offensive rebound by Team,,124,128
1OT,2:02.0,J. Harden makes 3-pt jump shot from 25 ft (assist by A. Rivers),,127,128
1OT,1:40.0,,K. Durant misses 2-pt jump shot from 13 ft,127,128
1OT,1:35.0,Defensive rebound by J. Harden,,127,128
1OT,1:27.0,A. Rivers makes 3-pt jump shot from 26 ft (assist by J. Harden),,130,128
1OT,1:17.0,,S. Curry misses 2-pt jump shot from 12 ft,130,128
1OT,1:16.0,,Offensive rebound by Team,130,128
1OT,1:16.0,Loose ball foul by J. Harden (drawn by A. Iguodala),,130,128
1OT,1:10.0,,K. Durant makes 2-pt jump shot from 11 ft (assist by D. Green),130,130
1OT,0:49.0,J. Harden misses 3-pt jump shot from 28 ft,,130,130
1OT,0:47.0,,Defensive rebound by D. Green,130,130
1OT,0:40.0,,K. Thompson makes 2-pt layup from 2 ft (assist by K. Durant),130,132
1OT,0:33.0,Shooting foul by D. Green (drawn by J. Harden),,130,132
1OT,0:33.0,J. Harden makes free throw 1 of 2,,131,132
1OT,0:33.0,J. Harden makes free throw 2 of 2,,132,132
1OT,0:33.0,,Golden State full timeout,132,132
1OT,0:23.0,,S. Curry makes 2-pt jump shot from 18 ft (assist by K. Thompson),132,134
1OT,0:05.0,,Violation by Team (kicked ball),132,134
1OT,0:05.0,Houston full timeout,,132,134
1OT,0:05.0,G. Green enters the game for C. Capela,,132,134
1OT,0:05.0,,K. Looney enters the game for S. Curry,132,134
1OT,0:02.0,J. Harden makes 3-pt jump shot from 28 ft,,135,134
1OT,0:01.0,,Golden State full timeout,135,134
1OT,0:01.0,C. Capela enters the game for G. Green,,135,134
1OT,0:01.0,,S. Curry enters the game for K. Looney,135,134
1OT,0:00.0,,K. Durant misses 3-pt jump shot from 31 ft,135,134
1OT,0:00.0,,Offensive rebound by Team,135,134
