QUARTER,TIME_REMAINING,ORLANDO_ACTION,TORONTO_ACTION,ORLANDO_SCORE,TORONTO_SCORE
4,3:42.0,Defensive rebound by J. Martin,,93,112
4,3:37.0,Shooting foul by J. Lin (drawn by A. Jefferson),,93,112
4,3:37.0,A. Jefferson makes free throw 1 of 2,,94,112
4,3:37.0,A. Jefferson makes free throw 2 of 2,,95,112
4,3:23.0,,Turnover by J. Lin (lost ball; steal by M. Carter-Williams),95,112
4,3:19.0,W. Iwundu makes 2-pt layup from 3 ft,,97,112
4,2:57.0,,Turnover by C. Boucher (bad pass; steal by A. Jefferson),97,112
4,2:52.0,J. Martin makes 3-pt jump shot from 23 ft (assist by W. Iwundu),,100,112
4,2:50.0,,Personal foul by J. Grant (drawn by J. Lin),100,112
4,2:50.0,,J. Lin makes free throw 1 of 2,100,113
4,2:50.0,,J. Lin makes free throw 2 of 2,100,114
4,2:35.0,W. Iwundu makes 2-pt jump shot from 12 ft,,102,114
4,2:16.0,,J. Loyd misses 2-pt layup from 3 ft (block by A. Jefferson),102,114
4,2:13.0,Defensive rebound by A. Jefferson,,102,114
4,2:08.0,J. Martin misses 3-pt jump shot from 27 ft,,102,114
4,2:04.0,Offensive rebound by W. Iwundu,,102,114
4,2:03.0,W. Iwundu makes 2-pt dunk from 1 ft,,104,114
4,1:50.0,,C. Boucher misses 3-pt jump shot from 25 ft,104,114
4,1:46.0,Defensive rebound by J. Grant,,104,114
4,1:45.0,Shooting foul by C. Boucher (drawn by J. Martin),,104,114
4,1:45.0,J. Martin makes free throw 1 of 2,,105,114
4,1:45.0,J. Martin makes free throw 2 of 2,,106,114
4,1:22.0,,J. Meeks misses 2-pt layup from 3 ft,106,114
4,1:21.0,,Offensive rebound by C. Boucher,106,114
4,1:20.0,,C. Boucher makes 2-pt layup from 1 ft,106,116
4,1:13.0,M. Carter-Williams misses 2-pt layup from 4 ft,,106,116
4,1:13.0,Offensive rebound by A. Jefferson,,106,116
4,1:12.0,A. Jefferson makes 2-pt layup from 2 ft,,108,116
4,1:06.0,,Personal foul by A. Jefferson (drawn by J. Loyd),108,116
4,1:06.0,,J. Loyd makes free throw 1 of 2,108,117
4,1:06.0,,J. Loyd makes free throw 2 of 2,108,118
4,1:00.0,Shooting foul by C. Boucher (drawn by A. Jefferson),,108,118
4,1:00.0,A. Jefferson misses free throw 1 of 2,,108,118
4,1:00.0,Offensive rebound by Team,,108,118
4,1:00.0,A. Jefferson makes free throw 2 of 2,,109,118
4,0:37.0,,M. Miller misses 3-pt jump shot from 23 ft,109,118
4,0:34.0,Defensive rebound by M. Carter-Williams,,109,118
4,0:30.0,J. Grant misses 3-pt jump shot from 28 ft,,109,118
4,0:25.0,,Defensive rebound by M. Miller,109,118
4,0:04.0,,J. Loyd makes 3-pt jump shot from 25 ft,109,121
