QUARTER,TIME_REMAINING,DETROIT_ACTION,OKLAHOMA CITY_ACTION,DETROIT_SCORE,OKLAHOMA CITY_SCORE
1,2:26.0,,Defensive rebound by N. Noel,30,25
1,2:17.0,,Turnover by P. George (bad pass; steal by I. Smith),30,25
1,2:15.0,I. Smith makes 2-pt layup from 1 ft,,32,25
1,1:56.0,,P. George misses 2-pt jump shot from 15 ft,32,25
1,1:55.0,,Offensive rebound by Team,32,25
1,1:55.0,Loose ball foul by T. Maker (drawn by N. Noel),,32,25
1,1:45.0,,R. Felton makes 3-pt jump shot from 23 ft (assist by D. Schröder),32,28
1,1:19.0,L. Galloway misses 2-pt jump shot from 20 ft,,32,28
1,1:16.0,Offensive rebound by L. Galloway,,32,28
1,1:14.0,T. Maker makes 2-pt dunk at rim (assist by L. Galloway),,34,28
1,0:51.0,,R. Felton misses 2-pt jump shot from 7 ft,34,28
1,0:48.0,,Offensive rebound by M. Morris,34,28
1,0:48.0,,M. Morris misses 2-pt layup at rim,34,28
1,0:46.0,,Offensive rebound by M. Morris,34,28
1,0:46.0,,M. Morris misses 2-pt layup at rim,34,28
1,0:46.0,Defensive rebound by L. Kennard,,34,28
1,0:29.0,T. Maker misses 3-pt jump shot from 25 ft,,34,28
1,0:25.0,,Defensive rebound by R. Felton,34,28
1,0:04.0,,M. Morris makes 2-pt layup from 1 ft (assist by P. George),34,30
1,0:01.0,Turnover by I. Smith (lost ball; steal by N. Noel),,34,30
2,11:46.0,,M. Morris makes 2-pt layup from 1 ft (assist by D. Schröder),34,32
2,11:30.0,L. Kennard misses 3-pt jump shot from 26 ft,,34,32
2,11:29.0,,Defensive rebound by Team,34,32
2,11:20.0,,D. Schröder misses 2-pt jump shot from 8 ft (block by T. Maker),34,32
2,11:17.0,,Offensive rebound by D. Schröder,34,32
2,11:13.0,,P. Patterson misses 3-pt jump shot from 26 ft,34,32
2,11:10.0,,M. Morris makes 2-pt layup at rim,34,34
2,11:10.0,,Offensive rebound by M. Morris,34,34
2,10:52.0,L. Galloway makes 2-pt jump shot from 15 ft,,36,34
2,10:41.0,,P. George makes 2-pt jump shot from 14 ft,36,36
2,10:23.0,Turnover by B. Griffin (lost ball; steal by R. Felton),,36,36
2,10:18.0,,P. George makes 2-pt layup from 1 ft (assist by D. Schröder),36,38
2,10:00.0,L. Galloway makes 2-pt jump shot from 20 ft (assist by I. Smith),,38,38
2,9:48.0,,M. Morris misses 2-pt jump shot from 11 ft,38,38
2,9:45.0,Defensive rebound by B. Griffin,,38,38
2,9:30.0,L. Galloway makes 2-pt jump shot from 21 ft (assist by T. Maker),,40,38
2,9:16.0,,D. Schröder misses 2-pt layup from 7 ft (block by T. Maker),40,38
2,9:16.0,,Offensive rebound by Team,40,38
2,9:16.0,A. Drummond enters the game for T. Maker,,40,38
2,9:05.0,,M. Morris makes 2-pt dunk from 1 ft (assist by D. Schröder),40,40
2,9:05.0,,Shooting foul by A. Drummond (drawn by M. Morris),40,40
2,9:05.0,Z. Pachulia enters the game for A. Drummond,,40,40
2,9:05.0,,M. Morris makes free throw 1 of 1,40,41
2,9:00.0,Technical foul by A. Drummond,,40,41
2,9:00.0,,P. George makes technical free throw,40,42
2,9:00.0,,R. Westbrook enters the game for R. Felton,40,42
2,8:50.0,B. Griffin makes 3-pt jump shot from 25 ft (assist by I. Smith),,43,42
2,8:38.0,,Offensive foul by P. Patterson (drawn by B. Griffin),43,42
2,8:38.0,,Turnover by P. Patterson (offensive foul),43,42
2,8:24.0,I. Smith makes 2-pt layup from 2 ft,,45,42
2,8:14.0,,R. Westbrook makes 2-pt jump shot from 11 ft,45,44
2,7:58.0,I. Smith misses 2-pt jump shot from 7 ft,,45,44
2,7:56.0,,Defensive rebound by P. Patterson,45,44
2,7:55.0,,Personal foul by Z. Pachulia (drawn by R. Westbrook),45,44
2,7:55.0,,J. Grant enters the game for P. Patterson,45,44
2,7:49.0,,M. Morris misses 2-pt jump shot from 16 ft,45,44
2,7:46.0,Defensive rebound by B. Griffin,,45,44
2,7:40.0,L. Galloway misses 2-pt jump shot from 10 ft,,45,44
2,7:36.0,,Defensive rebound by J. Grant,45,44
2,7:25.0,,D. Schröder makes 2-pt layup from 1 ft (assist by R. Westbrook),45,46
2,7:17.0,Detroit full timeout,,45,46
2,7:17.0,W. Ellington enters the game for L. Kennard,,45,46
2,7:17.0,,T. Ferguson enters the game for P. George,45,46
2,7:06.0,Flagrant foul type 1 by R. Westbrook (drawn by Z. Pachulia),,45,46
2,7:06.0,Z. Pachulia makes flagrant free throw 1 of 2,,46,46
2,7:06.0,Z. Pachulia makes flagrant free throw 2 of 2,,47,46
2,6:58.0,L. Galloway misses 3-pt jump shot from 25 ft,,47,46
2,6:54.0,,Defensive rebound by J. Grant,47,46
2,6:37.0,,D. Schröder makes 3-pt jump shot from 26 ft (assist by R. Westbrook),47,49
2,6:09.0,I. Smith makes 2-pt jump shot from 16 ft,,49,49
2,5:58.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by R. Westbrook),49,52
2,5:36.0,B. Griffin makes 2-pt layup at rim,,51,52
2,5:23.0,,T. Ferguson makes 2-pt layup from 1 ft (assist by D. Schröder),51,54
2,5:11.0,B. Griffin makes 3-pt jump shot from 23 ft (assist by I. Smith),,54,54
2,4:59.0,,R. Westbrook misses 2-pt jump shot from 15 ft,54,54
2,4:56.0,Defensive rebound by Z. Pachulia,,54,54
2,4:52.0,Personal foul by T. Ferguson (drawn by I. Smith),,54,54
2,4:52.0,B. Brown enters the game for L. Galloway,,54,54
2,4:52.0,R. Jackson enters the game for B. Griffin,,54,54
2,4:52.0,T. Maker enters the game for I. Smith,,54,54
2,4:52.0,,P. George enters the game for D. Schröder,54,54
2,4:41.0,W. Ellington misses 2-pt layup from 5 ft,,54,54
2,4:39.0,,Defensive rebound by T. Ferguson,54,54
2,4:29.0,,M. Morris misses 3-pt jump shot from 22 ft,54,54
2,4:26.0,,Offensive rebound by R. Westbrook,54,54
2,4:17.0,,Turnover by R. Westbrook (bad pass; steal by R. Jackson),54,54
2,4:12.0,T. Maker makes 2-pt layup from 1 ft (assist by R. Jackson),,56,54
2,3:58.0,,P. George misses 2-pt layup from 3 ft,56,54
2,3:53.0,,Offensive rebound by M. Morris,56,54
2,3:53.0,,M. Morris misses 2-pt layup at rim,56,54
2,3:52.0,Defensive rebound by T. Maker,,56,54
2,3:50.0,B. Brown makes 2-pt layup from 2 ft (assist by W. Ellington),,58,54
2,3:46.0,,Oklahoma City full timeout,58,54
2,3:46.0,,N. Noel enters the game for M. Morris,58,54
2,3:31.0,,Turnover by N. Noel (bad pass),58,54
2,3:20.0,,Violation by Team (kicked ball),58,54
2,3:20.0,,D. Schröder enters the game for T. Ferguson,58,54
2,3:15.0,Turnover by R. Jackson (lost ball; steal by N. Noel),,58,54
2,3:11.0,,R. Westbrook makes 2-pt dunk from 1 ft,58,56
2,2:52.0,Turnover by R. Jackson (bad pass; steal by N. Noel),,58,56
2,2:47.0,,Personal foul by R. Jackson (drawn by D. Schröder),58,56
2,2:47.0,B. Griffin enters the game for Z. Pachulia,,58,56
2,2:38.0,,D. Schröder misses 3-pt jump shot from 26 ft,58,56
2,2:37.0,,Offensive rebound by N. Noel,58,56
2,2:36.0,,N. Noel makes 2-pt dunk at rim,58,58
2,2:18.0,R. Jackson misses 3-pt jump shot from 25 ft,,58,58
2,2:18.0,,Defensive rebound by N. Noel,58,58
2,2:10.0,,R. Westbrook misses 3-pt jump shot from 24 ft,58,58
2,2:10.0,,Offensive rebound by Team,58,58
2,2:10.0,Loose ball foul by W. Ellington (drawn by N. Noel),,58,58
2,2:03.0,,J. Grant misses 3-pt jump shot from 25 ft,58,58
2,2:01.0,,Offensive rebound by N. Noel,58,58
2,2:01.0,,Personal foul by T. Maker (drawn by N. Noel),58,58
2,2:01.0,,N. Noel makes free throw 1 of 2,58,59
2,2:01.0,,N. Noel makes free throw 2 of 2,58,60
2,1:49.0,W. Ellington misses 3-pt jump shot from 26 ft,,58,60
2,1:46.0,,Defensive rebound by J. Grant,58,60
2,1:38.0,,Shooting foul by T. Maker (drawn by R. Westbrook),58,60
2,1:38.0,,R. Westbrook makes free throw 1 of 2,58,61
2,1:38.0,Z. Pachulia enters the game for T. Maker,,58,61
2,1:38.0,,R. Westbrook makes free throw 2 of 2,58,62
2,1:22.0,Shooting foul by N. Noel (drawn by B. Griffin),,58,62
2,1:22.0,B. Griffin makes free throw 1 of 2,,59,62
2,1:22.0,B. Griffin makes free throw 2 of 2,,60,62
2,1:12.0,,R. Westbrook makes 2-pt layup from 1 ft,60,64
2,0:52.0,W. Ellington misses 2-pt layup from 7 ft,,60,64
2,0:51.0,Offensive rebound by Team,,60,64
2,0:47.0,W. Ellington makes 2-pt layup from 2 ft (assist by Z. Pachulia),,62,64
2,0:42.0,,Personal foul by B. Brown (drawn by R. Westbrook),62,64
2,0:42.0,,R. Westbrook makes free throw 1 of 2,62,65
2,0:42.0,,R. Westbrook misses free throw 2 of 2,62,65
2,0:41.0,Defensive rebound by Z. Pachulia,,62,65
2,0:30.0,Personal foul by D. Schröder (drawn by B. Griffin),,62,65
2,0:30.0,B. Griffin misses free throw 1 of 2,,62,65
2,0:30.0,Offensive rebound by Team,,62,65
2,0:30.0,B. Griffin makes free throw 2 of 2,,63,65
2,0:26.0,,J. Grant misses 3-pt jump shot from 26 ft,63,65
2,0:22.0,Defensive rebound by Team,,63,65
2,0:22.0,L. Galloway enters the game for B. Brown,,63,65
2,0:02.0,B. Griffin makes 3-pt jump shot from 28 ft,,66,65
2,0:00.0,,Offensive foul by N. Noel (drawn by B. Griffin),66,65
2,0:00.0,,Turnover by N. Noel (offensive foul),66,65
3,11:48.0,,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),66,68
3,11:23.0,R. Jackson misses 3-pt jump shot from 27 ft,,66,68
3,11:18.0,,Defensive rebound by T. Ferguson,66,68
3,11:12.0,,R. Westbrook misses 2-pt jump shot from 9 ft,66,68
3,11:09.0,Defensive rebound by A. Drummond,,66,68
3,11:00.0,R. Jackson misses 2-pt jump shot from 14 ft,,66,68
3,10:59.0,,Defensive rebound by Team,66,68
3,10:45.0,,P. George makes 2-pt jump shot from 11 ft,66,70
3,10:34.0,Personal foul by J. Grant (drawn by B. Griffin),,66,70
3,10:19.0,B. Griffin makes 3-pt jump shot from 25 ft (assist by B. Brown),,69,70
3,10:08.0,,P. George makes 3-pt jump shot from 25 ft,69,73
3,9:41.0,W. Ellington misses 3-pt jump shot from 26 ft,,69,73
3,9:38.0,,Defensive rebound by S. Adams,69,73
3,9:35.0,,P. George misses 3-pt jump shot from 25 ft,69,73
3,9:31.0,Defensive rebound by B. Brown,,69,73
3,9:27.0,R. Jackson misses 2-pt jump shot from 8 ft,,69,73
3,9:23.0,,Defensive rebound by S. Adams,69,73
3,9:12.0,,J. Grant misses 3-pt jump shot from 23 ft,69,73
3,9:10.0,Defensive rebound by W. Ellington,,69,73
3,9:00.0,Turnover by A. Drummond (out of bounds lost ball),,69,73
3,8:50.0,,S. Adams makes 2-pt jump shot from 11 ft,69,75
3,8:47.0,Detroit full timeout,,69,75
3,8:28.0,B. Griffin misses 2-pt layup from 8 ft (block by S. Adams),,69,75
3,8:26.0,,Defensive rebound by J. Grant,69,75
3,8:24.0,,Shooting foul by W. Ellington (drawn by R. Westbrook),69,75
3,8:24.0,,R. Westbrook misses free throw 1 of 2,69,75
3,8:24.0,,Offensive rebound by Team,69,75
3,8:24.0,,R. Westbrook makes free throw 2 of 2,69,76
3,8:11.0,A. Drummond makes 2-pt layup from 2 ft (assist by R. Jackson),,71,76
3,8:03.0,,S. Adams makes 2-pt layup from 1 ft (assist by P. George),71,78
3,7:45.0,B. Brown misses 3-pt jump shot from 23 ft,,71,78
3,7:43.0,,Defensive rebound by T. Ferguson,71,78
3,7:38.0,,R. Westbrook misses 2-pt layup from 2 ft,71,78
3,7:36.0,Defensive rebound by B. Brown,,71,78
3,7:30.0,B. Griffin makes 3-pt jump shot from 25 ft (assist by W. Ellington),,74,78
3,7:07.0,,Turnover by S. Adams (out of bounds lost ball),74,78
3,6:42.0,R. Jackson makes 2-pt layup from 4 ft (assist by B. Griffin),,76,78
3,6:35.0,,Turnover by T. Ferguson (lost ball; steal by W. Ellington),76,78
3,6:22.0,Shooting foul by T. Ferguson (drawn by B. Griffin),,76,78
3,6:22.0,B. Griffin makes free throw 1 of 2,,77,78
3,6:22.0,,Oklahoma City full timeout,77,78
3,6:22.0,B. Griffin makes free throw 2 of 2,,78,78
3,6:12.0,,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),78,81
3,5:58.0,R. Jackson makes 3-pt jump shot from 25 ft,,81,81
3,5:46.0,,Personal foul by W. Ellington (drawn by P. George),81,81
3,5:38.0,,P. George misses 2-pt dunk from 3 ft (block by A. Drummond),81,81
3,5:34.0,Defensive rebound by B. Griffin,,81,81
3,5:28.0,B. Griffin makes 3-pt jump shot from 24 ft,,84,81
3,5:17.0,,Turnover by P. George (bad pass; steal by B. Griffin),84,81
3,5:12.0,,Technical foul by P. George,84,81
3,5:12.0,R. Jackson misses technical free throw,,84,81
3,5:12.0,Offensive rebound by Team,,84,81
3,5:05.0,R. Jackson misses 3-pt jump shot from 27 ft,,84,81
3,5:01.0,,Defensive rebound by P. George,84,81
3,4:54.0,,P. George makes 3-pt jump shot from 27 ft,84,84
3,4:31.0,R. Jackson misses 3-pt jump shot from 24 ft,,84,84
3,4:29.0,,Defensive rebound by R. Westbrook,84,84
3,4:23.0,,R. Westbrook misses 2-pt layup from 2 ft,84,84
3,4:21.0,,Offensive rebound by S. Adams,84,84
3,4:17.0,,R. Westbrook misses 3-pt jump shot from 23 ft,84,84
3,4:15.0,,Offensive rebound by S. Adams,84,84
3,4:12.0,,S. Adams makes 2-pt layup at rim,84,86
3,3:51.0,Shooting foul by J. Grant (drawn by B. Griffin),,84,86
3,3:51.0,B. Griffin makes free throw 1 of 2,,85,86
3,3:51.0,L. Galloway enters the game for B. Brown,,85,86
3,3:51.0,I. Smith enters the game for R. Jackson,,85,86
3,3:51.0,,D. Schröder enters the game for P. George,85,86
3,3:51.0,B. Griffin makes free throw 2 of 2,,86,86
3,3:40.0,,R. Westbrook misses 2-pt layup from 2 ft,86,86
3,3:38.0,Defensive rebound by A. Drummond,,86,86
3,3:32.0,Turnover by I. Smith (lost ball; steal by D. Schröder),,86,86
3,3:28.0,,J. Grant makes 2-pt dunk at rim (assist by D. Schröder),86,88
3,3:11.0,Personal foul by J. Grant (drawn by A. Drummond),,86,88
3,3:11.0,L. Kennard enters the game for W. Ellington,,86,88
3,3:11.0,T. Maker enters the game for B. Griffin,,86,88
3,3:03.0,L. Galloway misses 3-pt jump shot from 25 ft,,86,88
3,3:00.0,,Defensive rebound by J. Grant,86,88
3,2:55.0,,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),86,90
3,2:32.0,A. Drummond misses 2-pt layup from 3 ft,,86,90
3,2:29.0,,Defensive rebound by R. Westbrook,86,90
3,2:26.0,,S. Adams makes 2-pt dunk from 2 ft (assist by R. Westbrook),86,92
3,2:17.0,Detroit full timeout,,86,92
3,2:17.0,,R. Felton enters the game for T. Ferguson,86,92
3,2:17.0,,P. George enters the game for R. Westbrook,86,92
3,2:07.0,T. Maker makes 3-pt jump shot from 25 ft (assist by L. Kennard),,89,92
3,1:47.0,,P. George misses 2-pt jump shot from 8 ft,89,92
3,1:46.0,Defensive rebound by Team,,89,92
3,1:33.0,L. Kennard misses 2-pt jump shot from 21 ft,,89,92
3,1:29.0,,Defensive rebound by D. Schröder,89,92
3,1:13.0,,Turnover by D. Schröder (bad pass; steal by L. Kennard),89,92
3,1:08.0,I. Smith makes 2-pt layup from 2 ft (assist by L. Kennard),,91,92
3,1:01.0,,Personal foul by L. Kennard (drawn by R. Felton),91,92
3,1:01.0,,M. Morris enters the game for J. Grant,91,92
3,0:51.0,,P. George makes 2-pt layup from 1 ft,91,94
3,0:41.0,L. Galloway makes 3-pt jump shot from 24 ft (assist by I. Smith),,94,94
3,0:31.0,,D. Schröder misses 2-pt jump shot from 11 ft,94,94
3,0:26.0,,Offensive rebound by M. Morris,94,94
3,0:26.0,,M. Morris misses 2-pt layup from 1 ft,94,94
3,0:26.0,,Offensive rebound by S. Adams,94,94
3,0:16.0,,R. Felton makes 3-pt jump shot from 23 ft (assist by M. Morris),94,97
3,0:06.0,Shooting foul by M. Morris (drawn by I. Smith),,94,97
3,0:06.0,I. Smith makes free throw 1 of 2,,95,97
3,0:06.0,B. Brown enters the game for L. Kennard,,95,97
3,0:06.0,I. Smith makes free throw 2 of 2,,96,97
3,0:00.0,,P. George misses 3-pt jump shot from 26 ft,96,97
3,0:00.0,Defensive rebound by A. Drummond,,96,97
4,11:42.0,Turnover by L. Kennard (bad pass; steal by P. George),,96,97
4,11:38.0,,D. Schröder makes 2-pt layup from 1 ft,96,99
4,11:23.0,I. Smith misses 2-pt layup from 3 ft (block by N. Noel),,96,99
4,11:23.0,Offensive rebound by Team,,96,99
4,11:14.0,I. Smith misses 2-pt jump shot from 7 ft,,96,99
4,11:12.0,Offensive rebound by Team,,96,99
4,11:12.0,Personal foul by M. Morris (drawn by Z. Pachulia),,96,99
4,11:00.0,I. Smith misses 2-pt jump shot from 20 ft,,96,99
4,10:57.0,,Defensive rebound by D. Schröder,96,99
4,10:44.0,,N. Noel makes 2-pt dunk from 1 ft (assist by D. Schröder),96,101
4,10:32.0,Shooting foul by R. Felton (drawn by Z. Pachulia),,96,101
4,10:32.0,Z. Pachulia makes free throw 1 of 2,,97,101
4,10:32.0,Z. Pachulia makes free throw 2 of 2,,98,101
4,10:13.0,Violation by Team (kicked ball),,98,101
4,10:06.0,,Turnover by P. George (bad pass),98,101
4,9:54.0,T. Maker misses 3-pt jump shot from 26 ft,,98,101
4,9:51.0,,Defensive rebound by D. Schröder,98,101
4,9:48.0,,Personal foul by I. Smith (drawn by D. Schröder),98,101
4,9:43.0,,D. Schröder makes 2-pt jump shot from 15 ft,98,103
4,9:26.0,I. Smith misses 2-pt layup from 4 ft (block by N. Noel),,98,103
4,9:23.0,,Defensive rebound by P. George,98,103
4,9:21.0,,R. Felton misses 2-pt layup from 5 ft (block by T. Maker),98,103
4,9:21.0,,Offensive rebound by Team,98,103
4,9:21.0,A. Drummond enters the game for T. Maker,,98,103
4,9:21.0,B. Griffin enters the game for Z. Pachulia,,98,103
4,9:18.0,,P. George misses 2-pt layup from 6 ft (block by A. Drummond),98,103
4,9:15.0,Defensive rebound by I. Smith,,98,103
4,9:04.0,Turnover by A. Drummond (lost ball; steal by P. George),,98,103
4,8:58.0,,P. George misses 2-pt jump shot from 19 ft,98,103
4,8:54.0,Defensive rebound by I. Smith,,98,103
4,8:41.0,Personal foul by M. Morris (drawn by A. Drummond),,98,103
4,8:41.0,,R. Westbrook enters the game for R. Felton,98,103
4,8:32.0,B. Griffin misses 3-pt jump shot from 28 ft,,98,103
4,8:27.0,,Defensive rebound by P. George,98,103
4,8:19.0,,D. Schröder makes 2-pt jump shot from 13 ft,98,105
4,8:02.0,Personal foul by D. Schröder (drawn by I. Smith),,98,105
4,7:49.0,I. Smith makes 2-pt jump shot from 17 ft,,100,105
4,7:32.0,,D. Schröder misses 3-pt jump shot from 24 ft,100,105
4,7:29.0,Defensive rebound by A. Drummond,,100,105
4,7:17.0,B. Griffin misses 2-pt jump shot from 15 ft,,100,105
4,7:14.0,,Defensive rebound by P. George,100,105
4,7:11.0,,Shooting foul by I. Smith (drawn by P. George),100,105
4,7:11.0,,P. George makes free throw 1 of 2,100,106
4,7:11.0,W. Ellington enters the game for L. Kennard,,100,106
4,7:11.0,,S. Adams enters the game for M. Morris,100,106
4,7:11.0,,T. Ferguson enters the game for N. Noel,100,106
4,7:11.0,,J. Grant enters the game for D. Schröder,100,106
4,7:11.0,,P. George makes free throw 2 of 2,100,107
4,6:57.0,Shooting foul by S. Adams (drawn by B. Griffin),,100,107
4,6:57.0,,Oklahoma City full timeout,100,107
4,6:57.0,R. Jackson enters the game for I. Smith,,100,107
4,6:57.0,,D. Schröder enters the game for P. George,100,107
4,6:57.0,B. Griffin misses free throw 1 of 2,,100,107
4,6:57.0,Offensive rebound by Team,,100,107
