QUARTER,TIME_REMAINING,INDIANA_ACTION,PHILADELPHIA_ACTION,INDIANA_SCORE,PHILADELPHIA_SCORE
4,10:08.0,,J. Butler makes free throw 1 of 2,70,79
4,10:08.0,,T. Harris enters the game for M. Scott,70,79
4,10:08.0,,J. Butler makes free throw 2 of 2,70,80
4,9:55.0,D. McDermott makes 2-pt layup from 2 ft (assist by D. Sabonis),,72,80
4,9:34.0,,Turnover by T. McConnell (bad pass; steal by D. Sabonis),72,80
4,9:09.0,T. Young misses 2-pt jump shot from 13 ft,,72,80
4,9:06.0,Offensive rebound by D. Sabonis,,72,80
4,8:57.0,D. Collison makes 2-pt jump shot from 13 ft,,74,80
4,8:35.0,,J. Embiid makes 2-pt layup from 5 ft (assist by T. McConnell),74,82
4,8:35.0,,Shooting foul by T. Young (drawn by J. Embiid),74,82
4,8:35.0,,J. Ennis enters the game for J. Butler,74,82
4,8:35.0,,B. Simmons enters the game for T. McConnell,74,82
4,8:35.0,,J. Embiid makes free throw 1 of 1,74,83
4,8:22.0,Turnover by D. Sabonis (lost ball; steal by J. Embiid),,74,83
4,8:16.0,,J. Redick misses 3-pt jump shot from 26 ft,74,83
4,8:15.0,,Offensive rebound by J. Ennis,74,83
4,8:15.0,,A. Johnson enters the game for J. Embiid,74,83
4,8:15.0,,M. Scott enters the game for J. Redick,74,83
4,8:10.0,,T. Harris makes 2-pt jump shot from 9 ft (assist by A. Johnson),74,85
4,7:53.0,Shooting foul by A. Johnson (drawn by D. Sabonis),,74,85
4,7:53.0,D. Sabonis makes free throw 1 of 2,,75,85
4,7:53.0,B. Bogdanović enters the game for D. Collison,,75,85
4,7:53.0,W. Matthews enters the game for D. McDermott,,75,85
4,7:53.0,D. Sabonis makes free throw 2 of 2,,76,85
4,7:33.0,,M. Scott makes 2-pt jump shot from 8 ft,76,87
4,7:23.0,Turnover by D. Sabonis (bad pass; steal by M. Scott),,76,87
4,7:17.0,,J. Ennis misses 3-pt jump shot from 24 ft,76,87
4,7:13.0,Defensive rebound by D. Sabonis,,76,87
4,7:05.0,Shooting foul by A. Johnson (drawn by D. Sabonis),,76,87
4,7:05.0,D. Sabonis makes free throw 1 of 2,,77,87
4,7:05.0,D. Sabonis misses free throw 2 of 2,,77,87
4,7:03.0,,Defensive rebound by A. Johnson,77,87
4,6:53.0,,Personal foul by W. Matthews (drawn by B. Simmons),77,87
4,6:43.0,,T. Harris misses 2-pt jump shot from 16 ft,77,87
4,6:37.0,,Offensive rebound by J. Ennis,77,87
4,6:37.0,,J. Ennis misses 2-pt dunk from 1 ft,77,87
4,6:37.0,Defensive rebound by B. Bogdanović,,77,87
4,6:15.0,Turnover by D. Sabonis (lost ball; steal by B. Simmons),,77,87
4,6:12.0,,Turnover by T. Harris (lost ball; steal by W. Matthews),77,87
4,6:07.0,Turnover by D. Sabonis (bad pass; steal by A. Johnson),,77,87
4,6:00.0,,J. Ennis makes 3-pt jump shot from 23 ft (assist by M. Scott),77,90
4,5:59.0,Indiana full timeout,,77,90
4,5:59.0,D. Collison enters the game for C. Joseph,,77,90
4,5:59.0,M. Turner enters the game for D. Sabonis,,77,90
4,5:46.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,77,90
4,5:42.0,,Defensive rebound by M. Scott,77,90
4,5:32.0,,Turnover by A. Johnson (bad pass; steal by B. Bogdanović),77,90
4,5:27.0,W. Matthews misses 3-pt jump shot from 26 ft,,77,90
4,5:25.0,Offensive rebound by T. Young,,77,90
4,5:25.0,Shooting foul by M. Scott (drawn by T. Young),,77,90
4,5:25.0,T. Young makes free throw 1 of 2,,78,90
4,5:25.0,T. Young misses free throw 2 of 2,,78,90
4,5:23.0,,Defensive rebound by B. Simmons,78,90
4,5:23.0,,J. Butler enters the game for J. Ennis,78,90
4,5:23.0,,J. Embiid enters the game for A. Johnson,78,90
4,5:23.0,,J. Redick enters the game for M. Scott,78,90
4,5:00.0,,T. Harris misses 2-pt jump shot from 8 ft,78,90
4,4:55.0,,Offensive rebound by J. Embiid,78,90
4,4:55.0,,J. Embiid makes 2-pt layup from 1 ft,78,92
4,4:34.0,Turnover by M. Turner (lost ball; steal by J. Butler),,78,92
4,4:20.0,,J. Butler misses 2-pt jump shot from 16 ft,78,92
4,4:17.0,Defensive rebound by B. Bogdanović,,78,92
4,4:12.0,D. Collison misses 2-pt layup from 4 ft (block by J. Redick),,78,92
4,4:12.0,Offensive rebound by Team,,78,92
4,4:04.0,D. Collison makes 2-pt jump shot from 19 ft,,80,92
4,4:04.0,,Philadelphia full timeout,80,92
4,4:04.0,,J. Ennis enters the game for J. Butler,80,92
4,3:50.0,,J. Embiid makes 2-pt dunk from 1 ft (assist by T. Harris),80,94
4,3:36.0,Personal foul by J. Embiid (drawn by D. Collison),,80,94
4,3:36.0,D. Collison makes free throw 1 of 2,,81,94
4,3:36.0,D. Collison makes free throw 2 of 2,,82,94
4,3:23.0,,Personal foul by W. Matthews (drawn by J. Embiid),82,94
4,3:23.0,,J. Embiid makes free throw 1 of 2,82,95
4,3:23.0,,J. Embiid makes free throw 2 of 2,82,96
4,3:14.0,Shooting foul by B. Simmons (drawn by W. Matthews),,82,96
4,3:14.0,W. Matthews misses free throw 1 of 2,,82,96
4,3:14.0,Offensive rebound by Team,,82,96
4,3:14.0,W. Matthews makes free throw 2 of 2,,83,96
4,3:00.0,,Personal foul by M. Turner (drawn by J. Embiid),83,96
4,3:00.0,,J. Embiid misses free throw 1 of 2,83,96
4,3:00.0,,Offensive rebound by Team,83,96
4,3:00.0,,J. Embiid makes free throw 2 of 2,83,97
4,2:45.0,B. Bogdanović misses 2-pt jump shot from 13 ft,,83,97
4,2:42.0,,Defensive rebound by J. Embiid,83,97
4,2:25.0,,J. Embiid makes 2-pt layup from 1 ft,83,99
4,2:12.0,T. Young makes 2-pt jump shot from 3 ft (assist by B. Bogdanović),,85,99
4,1:53.0,,J. Embiid makes 2-pt jump shot from 12 ft,85,101
4,1:47.0,Turnover by T. Young (out of bounds lost ball),,85,101
4,1:47.0,,Philadelphia full timeout,85,101
4,1:47.0,,M. Scott enters the game for J. Embiid,85,101
4,1:26.0,,M. Scott makes 2-pt jump shot from 10 ft,85,103
4,1:10.0,W. Matthews misses 3-pt jump shot from 25 ft,,85,103
4,1:09.0,Offensive rebound by T. Young,,85,103
4,1:09.0,T. Young makes 2-pt layup at rim,,87,103
4,1:09.0,,Philadelphia full timeout,87,103
4,1:09.0,A. Holiday enters the game for B. Bogdanović,,87,103
4,1:09.0,T. Leaf enters the game for D. Collison,,87,103
4,1:09.0,D. McDermott enters the game for W. Matthews,,87,103
4,1:09.0,D. Reed enters the game for M. Turner,,87,103
4,1:09.0,E. Sumner enters the game for T. Young,,87,103
4,1:09.0,,J. Bolden enters the game for T. Harris,87,103
4,1:09.0,,T. McConnell enters the game for J. Redick,87,103
4,1:09.0,,J. Patton enters the game for M. Scott,87,103
4,1:09.0,,J. Simmons enters the game for B. Simmons,87,103
4,0:55.0,,T. McConnell misses 2-pt layup from 4 ft,87,103
4,0:51.0,,J. Patton misses 2-pt layup from 1 ft,87,103
4,0:51.0,,Offensive rebound by J. Patton,87,103
4,0:50.0,Defensive rebound by D. McDermott,,87,103
4,0:46.0,T. Leaf makes 2-pt jump shot from 10 ft (assist by A. Holiday),,89,103
4,0:24.0,,J. Simmons makes 3-pt jump shot from 26 ft (assist by T. McConnell),89,106
4,0:04.0,A. Holiday misses 3-pt jump shot from 27 ft,,89,106
4,0:04.0,Offensive rebound by T. Leaf,,89,106
4,0:01.0,T. Leaf misses 2-pt layup at rim,,89,106
4,0:01.0,,Defensive rebound by J. Ennis,89,106
