QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,GOLDEN STATE_ACTION,LA CLIPPERS_SCORE,GOLDEN STATE_SCORE
4,5:32.0,,J. Bell makes 2-pt layup from 1 ft (assist by D. Lee),89,120
4,5:32.0,LA Clippers full timeout,,89,120
4,5:32.0,W. Chandler enters the game for I. Zubac,,89,120
4,5:18.0,J. Motley misses 2-pt jump shot from 5 ft,,89,120
4,5:17.0,,Defensive rebound by K. Looney,89,120
4,4:56.0,,K. Looney makes 2-pt layup from 2 ft,89,122
4,4:43.0,T. Wallace makes 2-pt jump shot from 18 ft (assist by W. Chandler),,91,122
4,4:27.0,,Q. Cook misses 2-pt jump shot from 23 ft,91,122
4,4:21.0,Defensive rebound by J. Motley,,91,122
4,4:01.0,W. Chandler misses 3-pt jump shot from 26 ft,,91,122
4,4:01.0,,Defensive rebound by Team,91,122
4,4:01.0,,J. Jerebko enters the game for K. Looney,91,122
4,3:37.0,,Turnover by Team (shot clock),91,122
4,3:25.0,J. Robinson makes 2-pt layup from 3 ft (assist by J. Motley),,93,122
4,3:10.0,,Personal foul by J. Motley (drawn by D. Lee),93,122
4,3:10.0,,D. Lee makes free throw 1 of 2,93,123
4,3:10.0,,D. Lee makes free throw 2 of 2,93,124
4,3:00.0,J. Robinson makes 3-pt jump shot from 27 ft (assist by W. Chandler),,96,124
4,2:51.0,,Turnover by Q. Cook (bad pass; steal by J. Robinson),96,124
4,2:47.0,T. Wallace makes 2-pt layup from 3 ft (assist by J. Robinson),,98,124
4,2:31.0,,Q. Cook makes 2-pt layup from 3 ft,98,126
4,2:07.0,T. Wallace makes 2-pt jump shot from 11 ft (assist by S. Thornwell),,100,126
4,1:47.0,,A. McKinnie makes 3-pt jump shot from 26 ft (assist by J. Bell),100,129
4,1:39.0,Turnover by J. Robinson (bad pass; steal by J. Jerebko),,100,129
4,1:35.0,,Q. Cook makes 2-pt layup from 2 ft (assist by D. Lee),100,131
4,1:35.0,,Shooting foul by W. Chandler (drawn by Q. Cook),100,131
4,1:35.0,,Q. Cook misses free throw 1 of 1,100,131
4,1:33.0,Defensive rebound by J. Motley,,100,131
4,1:23.0,J. Robinson misses 2-pt layup from 4 ft (block by J. Bell),,100,131
4,1:22.0,,Defensive rebound by J. Jerebko,100,131
4,1:17.0,,Q. Cook misses 3-pt jump shot from 23 ft,100,131
4,1:15.0,Defensive rebound by J. Robinson,,100,131
4,1:06.0,Shooting foul by J. Jerebko (drawn by S. Thornwell),,100,131
4,1:06.0,S. Thornwell makes free throw 1 of 2,,101,131
4,1:06.0,S. Thornwell makes free throw 2 of 2,,102,131
4,0:50.0,,A. McKinnie misses 3-pt jump shot from 23 ft,102,131
4,0:48.0,Defensive rebound by J. Robinson,,102,131
4,0:38.0,J. Motley makes 2-pt jump shot from 6 ft (assist by J. Robinson),,104,131
4,0:18.0,,Q. Cook misses 3-pt jump shot from 26 ft,104,131
4,0:16.0,Defensive rebound by J. Motley,,104,131
4,0:11.0,J. Motley misses 2-pt layup from 4 ft,,104,131
4,0:10.0,,Defensive rebound by D. Lee,104,131
