QUARTER,TIME_REMAINING,TORONTO_ACTION,PHILADELPHIA_ACTION,TORONTO_SCORE,PHILADELPHIA_SCORE
4,4:34.0,Personal foul by B. Simmons (drawn by K. Leonard),,81,101
4,4:30.0,Shooting foul by T. Harris (drawn by K. Leonard),,81,101
4,4:30.0,K. Leonard misses free throw 1 of 2,,81,101
4,4:30.0,Offensive rebound by Team,,81,101
4,4:30.0,K. Leonard makes free throw 2 of 2,,82,101
4,4:23.0,,J. Redick makes 3-pt jump shot from 23 ft (assist by J. Butler),82,104
4,4:04.0,Away from play foul by J. Redick (drawn by D. Green),,82,104
4,4:04.0,D. Green makes free throw 1 of 1,,83,104
4,4:03.0,Shooting foul by B. Simmons (drawn by K. Leonard),,83,104
4,4:03.0,K. Leonard makes free throw 1 of 2,,84,104
4,4:03.0,K. Leonard makes free throw 2 of 2,,85,104
4,3:49.0,,Personal foul by S. Ibaka (drawn by J. Butler),85,104
4,3:49.0,N. Powell enters the game for S. Ibaka,,85,104
4,3:49.0,,J. Butler makes free throw 1 of 2,85,105
4,3:49.0,,J. Butler makes free throw 2 of 2,85,106
4,3:34.0,M. Gasol makes 2-pt jump shot from 19 ft (assist by K. Leonard),,87,106
4,3:33.0,,Philadelphia full timeout,87,106
4,3:33.0,P. McCaw enters the game for M. Gasol,,87,106
4,3:33.0,J. Meeks enters the game for D. Green,,87,106
4,3:33.0,M. Miller enters the game for K. Leonard,,87,106
4,3:33.0,F. VanVleet enters the game for K. Lowry,,87,106
4,3:33.0,,J. Bolden enters the game for J. Butler,87,106
4,3:33.0,,J. Ennis enters the game for J. Embiid,87,106
4,3:33.0,,A. Johnson enters the game for T. Harris,87,106
4,3:33.0,,T. McConnell enters the game for J. Redick,87,106
4,3:33.0,,J. Simmons enters the game for B. Simmons,87,106
4,3:16.0,,J. Simmons misses 2-pt layup from 1 ft (block by M. Miller),87,106
4,3:15.0,,J. Simmons misses 2-pt layup from 1 ft,87,106
4,3:15.0,,Offensive rebound by J. Simmons,87,106
4,3:15.0,,Offensive rebound by Team,87,106
4,3:15.0,,Turnover by J. Simmons (traveling),87,106
4,3:01.0,Shooting foul by J. Bolden (drawn by M. Miller),,87,106
4,3:01.0,Offensive rebound by Team,,87,106
4,3:01.0,M. Miller misses free throw 1 of 2,,87,106
4,3:01.0,M. Miller makes free throw 2 of 2,,88,106
4,2:59.0,,Turnover by J. Bolden (bad pass; steal by N. Powell),88,106
4,2:53.0,N. Powell makes 3-pt jump shot from 27 ft,,91,106
4,2:35.0,,J. Ennis misses 3-pt jump shot from 26 ft,91,106
4,2:32.0,,Offensive rebound by A. Johnson,91,106
4,2:29.0,,Turnover by J. Simmons (lost ball; steal by J. Meeks),91,106
4,2:21.0,J. Meeks misses 3-pt jump shot from 24 ft,,91,106
4,2:18.0,,Defensive rebound by T. McConnell,91,106
4,2:13.0,Defensive rebound by Team,,91,106
4,2:13.0,,T. McConnell misses 2-pt jump shot from 13 ft,91,106
4,2:13.0,,Loose ball foul by A. Johnson (drawn by F. VanVleet),91,106
4,2:13.0,F. VanVleet misses free throw 1 of 2,,91,106
4,2:13.0,Offensive rebound by Team,,91,106
4,2:13.0,,B. Marjanović enters the game for J. Ennis,91,106
4,2:13.0,F. VanVleet makes free throw 2 of 2,,92,106
4,1:52.0,,T. McConnell makes 2-pt jump shot from 5 ft (assist by J. Bolden),92,108
4,1:41.0,M. Miller makes 2-pt layup from 2 ft (assist by P. McCaw),,94,108
4,1:34.0,,Personal foul by P. McCaw (drawn by B. Marjanović),94,108
4,1:34.0,,B. Marjanović makes free throw 1 of 2,94,109
4,1:34.0,,B. Marjanović makes free throw 2 of 2,94,110
4,1:22.0,M. Miller makes 3-pt jump shot from 23 ft (assist by F. VanVleet),,97,110
4,1:12.0,,T. McConnell makes 2-pt layup from 3 ft,97,112
4,0:56.0,J. Meeks makes 2-pt layup from 2 ft (assist by M. Miller),,99,112
4,0:40.0,,Turnover by J. Simmons (bad pass; steal by F. VanVleet),99,112
4,0:36.0,N. Powell makes 2-pt dunk at rim (assist by F. VanVleet),,101,112
4,0:29.0,,Turnover by T. McConnell (bad pass),101,112
4,0:27.0,F. VanVleet misses 3-pt jump shot from 26 ft,,101,112
4,0:23.0,Offensive rebound by F. VanVleet,,101,112
4,0:21.0,M. Miller misses 3-pt jump shot from 28 ft,,101,112
4,0:19.0,,Defensive rebound by A. Johnson,101,112
