QUARTER,TIME_REMAINING,UTAH_ACTION,BOSTON_ACTION,UTAH_SCORE,BOSTON_SCORE
1,4:08.0,,D. Theis enters the game for A. Horford,17,14
1,3:57.0,D. Exum misses 2-pt layup from 4 ft (block by M. Smart),,17,14
1,3:52.0,,Defensive rebound by M. Smart,17,14
1,3:48.0,,Turnover by M. Morris (lost ball; steal by J. Crowder),17,14
1,3:44.0,D. Exum makes 2-pt layup from 1 ft (assist by J. Crowder),,19,14
1,3:29.0,,J. Tatum misses 3-pt jump shot from 27 ft,19,14
1,3:27.0,Defensive rebound by J. Crowder,,19,14
1,3:21.0,J. Crowder misses 3-pt jump shot from 26 ft,,19,14
1,3:20.0,,Defensive rebound by Team,19,14
1,3:20.0,Loose ball foul by R. Gobert (drawn by M. Smart),,19,14
1,3:20.0,,Boston full timeout,19,14
1,3:20.0,D. Favors enters the game for R. Gobert,,19,14
1,3:20.0,,T. Rozier enters the game for K. Irving,19,14
1,3:09.0,,M. Smart makes 2-pt layup from 2 ft (assist by M. Morris),19,16
1,3:09.0,,Shooting foul by A. Burks (drawn by M. Smart),19,16
1,3:09.0,,M. Smart makes free throw 1 of 1,19,17
1,2:55.0,Turnover by D. Exum (bad pass),,19,17
1,2:46.0,,Personal foul by J. Ingles (drawn by T. Rozier),19,17
1,2:46.0,R. O'Neale enters the game for J. Ingles,,19,17
1,2:41.0,Violation by Team (kicked ball),,19,17
1,2:35.0,,Personal foul by J. Crowder (drawn by M. Morris),19,17
1,2:35.0,,M. Morris misses free throw 1 of 2,19,17
1,2:35.0,,Offensive rebound by Team,19,17
1,2:35.0,,M. Morris makes free throw 2 of 2,19,18
1,2:27.0,D. Exum makes 2-pt layup from 4 ft,,21,18
1,2:12.0,,T. Rozier misses 3-pt jump shot from 28 ft,21,18
1,2:10.0,,Offensive rebound by D. Theis,21,18
1,2:07.0,,M. Morris misses 3-pt jump shot from 27 ft,21,18
1,2:05.0,Defensive rebound by D. Favors,,21,18
1,1:57.0,Turnover by R. O'Neale (traveling),,21,18
1,1:41.0,,Personal foul by A. Burks (drawn by D. Theis),21,18
1,1:41.0,,D. Theis misses free throw 1 of 2,21,18
1,1:41.0,,Offensive rebound by Team,21,18
1,1:41.0,,G. Hayward enters the game for J. Tatum,21,18
1,1:41.0,,D. Theis misses free throw 2 of 2,21,18
1,1:41.0,Defensive rebound by D. Favors,,21,18
1,1:21.0,D. Exum makes 2-pt hook shot from 5 ft,,23,18
1,1:03.0,,D. Theis misses 2-pt jump shot from 13 ft,23,18
1,1:01.0,Defensive rebound by D. Favors,,23,18
1,0:50.0,J. Crowder misses 3-pt jump shot from 25 ft,,23,18
1,0:47.0,,Defensive rebound by T. Rozier,23,18
1,0:42.0,,T. Rozier makes 2-pt jump shot from 3 ft,23,20
1,0:42.0,,Shooting foul by J. Crowder (drawn by T. Rozier),23,20
1,0:42.0,D. Mitchell enters the game for J. Crowder,,23,20
1,0:42.0,,A. Baynes enters the game for D. Theis,23,20
1,0:42.0,,T. Rozier misses free throw 1 of 1,23,20
1,0:42.0,Defensive rebound by D. Favors,,23,20
1,0:30.0,D. Mitchell makes 3-pt jump shot from 24 ft (assist by D. Exum),,26,20
1,0:11.0,,T. Rozier misses 3-pt jump shot from 26 ft,26,20
1,0:09.0,,Offensive rebound by M. Morris,26,20
1,0:08.0,,M. Morris misses 2-pt layup from 3 ft (block by D. Favors),26,20
1,0:08.0,Defensive rebound by D. Exum,,26,20
1,0:00.0,R. O'Neale makes 3-pt jump shot from 24 ft (assist by D. Exum),,29,20
2,11:46.0,,G. Hayward makes 2-pt jump shot from 11 ft (assist by T. Rozier),29,22
2,11:28.0,D. Favors misses 2-pt layup from 4 ft,,29,22
2,11:26.0,,Defensive rebound by A. Baynes,29,22
2,11:18.0,,M. Morris misses 2-pt jump shot from 10 ft (block by R. O'Neale),29,22
2,11:16.0,Defensive rebound by R. O'Neale,,29,22
2,11:01.0,D. Exum misses 2-pt layup from 4 ft (block by A. Baynes),,29,22
2,10:58.0,,Defensive rebound by A. Baynes,29,22
2,10:54.0,,J. Brown misses 3-pt jump shot from 28 ft,29,22
2,10:52.0,,Offensive rebound by J. Brown,29,22
2,10:43.0,,J. Brown misses 2-pt jump shot from 4 ft,29,22
2,10:39.0,,Offensive rebound by J. Brown,29,22
2,10:37.0,,T. Rozier misses 3-pt jump shot from 23 ft,29,22
2,10:35.0,Defensive rebound by R. O'Neale,,29,22
2,10:28.0,A. Burks makes 2-pt layup from 5 ft,,31,22
2,10:16.0,,Turnover by T. Rozier (bad pass; steal by D. Mitchell),31,22
2,10:12.0,Shooting foul by M. Morris (drawn by D. Favors),,31,22
2,10:12.0,D. Favors misses free throw 1 of 2,,31,22
2,10:12.0,Offensive rebound by Team,,31,22
2,10:12.0,D. Favors misses free throw 2 of 2,,31,22
2,10:12.0,,Defensive rebound by G. Hayward,31,22
2,9:53.0,,A. Baynes misses 2-pt hook shot from 3 ft,31,22
2,9:51.0,Defensive rebound by D. Favors,,31,22
2,9:38.0,D. Mitchell makes 3-pt jump shot from 25 ft (assist by D. Favors),,34,22
2,9:20.0,,M. Morris makes 2-pt jump shot from 9 ft (assist by T. Rozier),34,24
2,8:58.0,D. Mitchell makes 2-pt jump shot from 14 ft,,36,24
2,8:40.0,,A. Baynes makes 2-pt hook shot from 8 ft (assist by J. Brown),36,26
2,8:22.0,Offensive foul by A. Burks (drawn by A. Baynes),,36,26
2,8:22.0,Turnover by A. Burks (offensive foul),,36,26
2,8:22.0,G. Niang enters the game for A. Burks,,36,26
2,8:22.0,,K. Irving enters the game for M. Morris,36,26
2,8:08.0,,Shooting foul by R. O'Neale (drawn by K. Irving),36,26
2,8:08.0,,K. Irving misses free throw 1 of 2,36,26
2,8:08.0,,Offensive rebound by Team,36,26
2,8:08.0,,K. Irving misses free throw 2 of 2,36,26
2,8:08.0,Defensive rebound by D. Favors,,36,26
2,7:52.0,G. Niang misses 2-pt layup from 4 ft,,36,26
2,7:50.0,,Defensive rebound by K. Irving,36,26
2,7:42.0,,K. Irving makes 2-pt layup from 3 ft,36,28
2,7:42.0,Utah full timeout,,36,28
2,7:42.0,R. Gobert enters the game for D. Favors,,36,28
2,7:42.0,J. Ingles enters the game for D. Mitchell,,36,28
2,7:30.0,Turnover by R. Gobert (lost ball; steal by G. Hayward),,36,28
2,7:19.0,,A. Baynes makes 3-pt jump shot from 26 ft (assist by G. Hayward),36,31
2,6:51.0,R. O'Neale misses 3-pt jump shot from 30 ft,,36,31
2,6:50.0,,Defensive rebound by T. Rozier,36,31
2,6:36.0,,K. Irving makes 2-pt jump shot from 22 ft (assist by A. Baynes),36,33
2,6:23.0,R. O'Neale misses 2-pt layup from 4 ft,,36,33
2,6:20.0,Offensive rebound by R. O'Neale,,36,33
2,6:17.0,G. Niang misses 3-pt jump shot from 26 ft,,36,33
2,6:15.0,,Defensive rebound by K. Irving,36,33
2,6:10.0,,Turnover by K. Irving (bad pass; steal by R. Gobert),36,33
2,6:10.0,,Clear path foul by G. Niang,36,33
2,6:10.0,G. Niang misses clear path free throw 1 of 2,,36,33
2,6:10.0,Offensive rebound by Team,,36,33
2,6:10.0,G. Niang makes clear path free throw 2 of 2,,37,33
2,6:10.0,J. Crowder enters the game for D. Exum,,37,33
2,6:10.0,D. Mitchell enters the game for G. Niang,,37,33
2,6:10.0,R. Rubio enters the game for R. O'Neale,,37,33
2,5:49.0,D. Mitchell misses 3-pt jump shot from 25 ft,,37,33
2,5:42.0,,Defensive rebound by T. Rozier,37,33
2,5:29.0,,T. Rozier makes 2-pt jump shot from 10 ft,37,35
2,5:12.0,Shooting foul by A. Baynes (drawn by R. Gobert),,37,35
2,5:12.0,R. Gobert makes free throw 1 of 2,,38,35
2,5:12.0,,A. Horford enters the game for A. Baynes,38,35
2,5:12.0,,M. Morris enters the game for J. Brown,38,35
2,5:12.0,,M. Smart enters the game for G. Hayward,38,35
2,5:12.0,,J. Tatum enters the game for T. Rozier,38,35
2,5:12.0,R. Gobert makes free throw 2 of 2,,39,35
2,4:56.0,,A. Horford makes 3-pt jump shot from 27 ft (assist by M. Smart),39,38
2,4:43.0,Turnover by J. Ingles (bad pass; steal by K. Irving),,39,38
2,4:38.0,,K. Irving misses 2-pt layup from 3 ft,39,38
2,4:36.0,,Offensive rebound by A. Horford,39,38
2,4:30.0,,M. Smart misses 3-pt jump shot from 27 ft,39,38
2,4:28.0,Defensive rebound by Team,,39,38
2,4:19.0,Personal foul by M. Morris (drawn by J. Crowder),,39,38
2,4:10.0,J. Ingles makes 2-pt layup from 4 ft (assist by D. Mitchell),,41,38
2,3:52.0,,J. Tatum makes 2-pt jump shot from 17 ft,41,40
2,3:31.0,R. Gobert misses 2-pt hook shot from 4 ft,,41,40
2,3:29.0,,Defensive rebound by J. Tatum,41,40
2,3:21.0,,J. Tatum misses 2-pt jump shot from 10 ft,41,40
2,3:19.0,Defensive rebound by J. Crowder,,41,40
2,2:59.0,D. Mitchell makes 2-pt layup from 3 ft,,43,40
2,2:59.0,Shooting foul by K. Irving (drawn by D. Mitchell),,43,40
2,2:59.0,,Boston full timeout,43,40
2,2:59.0,D. Mitchell misses free throw 1 of 1,,43,40
2,2:59.0,,Defensive rebound by J. Tatum,43,40
2,2:44.0,,Personal foul by R. Rubio (drawn by K. Irving),43,40
2,2:36.0,,Turnover by M. Smart (bad pass; steal by D. Mitchell),43,40
2,2:32.0,D. Mitchell misses 2-pt layup from 4 ft,,43,40
2,2:30.0,,Defensive rebound by J. Tatum,43,40
2,2:26.0,,J. Tatum misses 2-pt layup from 4 ft,43,40
2,2:23.0,,Offensive rebound by A. Horford,43,40
2,2:22.0,,A. Horford makes 2-pt dunk at rim,43,42
2,1:58.0,D. Mitchell misses 3-pt jump shot from 25 ft,,43,42
2,1:58.0,Offensive rebound by R. Gobert,,43,42
2,1:52.0,R. Rubio makes 3-pt jump shot from 24 ft (assist by R. Gobert),,46,42
2,1:34.0,,A. Horford misses 3-pt jump shot from 27 ft,46,42
2,1:32.0,Defensive rebound by J. Ingles,,46,42
2,1:16.0,J. Ingles makes 3-pt jump shot from 23 ft (assist by R. Rubio),,49,42
2,0:46.0,,Turnover by J. Tatum (bad pass; steal by D. Mitchell),49,42
2,0:41.0,J. Ingles misses 3-pt jump shot from 26 ft,,49,42
2,0:39.0,,Defensive rebound by M. Smart,49,42
2,0:32.0,,K. Irving makes 3-pt jump shot from 28 ft,49,45
2,0:32.0,Technical foul by J. Ingles,,49,45
2,0:32.0,,Technical foul by M. Smart,49,45
2,0:17.0,Shooting foul by A. Horford (drawn by R. Gobert),,49,45
2,0:17.0,R. Gobert makes free throw 1 of 2,,50,45
2,0:17.0,D. Exum enters the game for J. Crowder,,50,45
2,0:17.0,R. O'Neale enters the game for J. Ingles,,50,45
2,0:17.0,,T. Rozier enters the game for K. Irving,50,45
2,0:17.0,R. Gobert misses free throw 2 of 2,,50,45
2,0:17.0,,Defensive rebound by J. Tatum,50,45
2,0:17.0,,K. Irving enters the game for M. Smart,50,45
2,0:02.0,,K. Irving misses 2-pt layup from 4 ft,50,45
2,0:02.0,Defensive rebound by R. O'Neale,,50,45
2,0:01.0,R. O'Neale misses 3-pt jump shot from 51 ft,,50,45
2,0:01.0,Offensive rebound by Team,,50,45
3,11:41.0,,K. Irving makes 2-pt layup from 4 ft (assist by A. Horford),50,47
3,11:23.0,D. Mitchell misses 2-pt layup from 2 ft (block by A. Horford),,50,47
3,11:23.0,Offensive rebound by Team,,50,47
3,11:18.0,R. Gobert makes 2-pt dunk from 2 ft (assist by R. Rubio),,52,47
3,11:00.0,,G. Hayward misses 3-pt jump shot from 25 ft,52,47
3,10:57.0,Defensive rebound by R. Gobert,,52,47
3,10:39.0,R. Rubio misses 2-pt jump shot from 20 ft,,52,47
3,10:37.0,,Defensive rebound by A. Horford,52,47
3,10:37.0,,Turnover by A. Horford (bad pass),52,47
3,10:26.0,D. Favors misses 3-pt jump shot from 23 ft,,52,47
3,10:23.0,Offensive rebound by R. Gobert,,52,47
3,10:23.0,Shooting foul by A. Horford (drawn by R. Gobert),,52,47
3,10:23.0,R. Gobert makes free throw 1 of 2,,53,47
3,10:23.0,R. Gobert misses free throw 2 of 2,,53,47
3,10:19.0,,Defensive rebound by K. Irving,53,47
3,10:08.0,,K. Irving misses 2-pt jump shot from 20 ft,53,47
3,10:06.0,Defensive rebound by R. Gobert,,53,47
3,9:54.0,R. Rubio makes 2-pt layup from 5 ft (assist by J. Ingles),,55,47
3,9:33.0,,J. Brown misses 3-pt jump shot from 23 ft,55,47
3,9:29.0,Defensive rebound by R. Rubio,,55,47
3,9:24.0,R. Rubio misses 2-pt layup from 4 ft (block by A. Horford),,55,47
3,9:23.0,Offensive rebound by Team,,55,47
3,9:11.0,J. Ingles misses 3-pt jump shot from 25 ft,,55,47
3,9:09.0,,Defensive rebound by K. Irving,55,47
3,8:57.0,,J. Brown misses 2-pt dunk from 5 ft,55,47
3,8:55.0,,Offensive rebound by G. Hayward,55,47
3,8:53.0,,A. Horford makes 2-pt jump shot from 13 ft (assist by G. Hayward),55,49
3,8:41.0,Utah full timeout,,55,49
3,8:35.0,D. Mitchell misses 2-pt layup from 2 ft,,55,49
3,8:35.0,,Defensive rebound by Team,55,49
3,8:19.0,,Turnover by G. Hayward (bad pass; steal by D. Favors),55,49
3,8:13.0,D. Favors makes 2-pt dunk from 5 ft (assist by J. Ingles),,57,49
3,7:55.0,,G. Hayward misses 2-pt jump shot from 15 ft,57,49
3,7:53.0,Defensive rebound by R. Rubio,,57,49
3,7:46.0,D. Mitchell makes 3-pt jump shot from 28 ft (assist by J. Ingles),,60,49
3,7:32.0,,A. Horford misses 3-pt jump shot from 25 ft,60,49
3,7:29.0,,Offensive rebound by J. Tatum,60,49
3,7:25.0,,J. Tatum makes 2-pt layup from 4 ft,60,51
3,7:06.0,D. Mitchell makes 3-pt jump shot from 25 ft,,63,51
3,6:51.0,,Personal foul by R. Rubio (drawn by J. Tatum),63,51
3,6:51.0,J. Crowder enters the game for D. Favors,,63,51
3,6:51.0,,A. Baynes enters the game for J. Brown,63,51
3,6:51.0,,M. Morris enters the game for G. Hayward,63,51
3,6:51.0,,M. Smart enters the game for A. Horford,63,51
3,6:42.0,,M. Smart makes 2-pt jump shot from 5 ft,63,53
3,6:34.0,Personal foul by A. Baynes (drawn by R. Rubio),,63,53
3,6:23.0,R. Gobert makes 2-pt dunk from 6 ft (assist by D. Mitchell),,65,53
3,6:02.0,,J. Tatum makes 2-pt layup from 3 ft,65,55
3,5:40.0,Shooting foul by K. Irving (drawn by D. Mitchell),,65,55
3,5:40.0,D. Mitchell makes free throw 1 of 3,,66,55
3,5:40.0,D. Mitchell makes free throw 2 of 3,,67,55
3,5:40.0,D. Mitchell makes free throw 3 of 3,,68,55
3,5:23.0,,J. Tatum misses 2-pt layup from 2 ft,68,55
3,5:21.0,,Offensive rebound by K. Irving,68,55
3,5:21.0,,K. Irving makes 2-pt layup from 1 ft,68,57
3,5:12.0,Personal foul by K. Irving (drawn by R. Rubio),,68,57
3,5:12.0,A. Burks enters the game for D. Mitchell,,68,57
3,5:12.0,,T. Rozier enters the game for K. Irving,68,57
3,5:02.0,R. Rubio makes 2-pt jump shot from 12 ft (assist by J. Ingles),,70,57
3,4:53.0,,Personal foul by R. Gobert (drawn by A. Baynes),70,57
3,4:51.0,,Personal foul by J. Ingles (drawn by J. Tatum),70,57
3,4:51.0,R. O'Neale enters the game for J. Ingles,,70,57
3,4:42.0,,J. Tatum misses 2-pt jump shot from 4 ft,70,57
3,4:41.0,,Offensive rebound by Team,70,57
3,4:39.0,,M. Morris misses 3-pt jump shot from 23 ft,70,57
3,4:37.0,,Offensive rebound by A. Baynes,70,57
3,4:35.0,,Turnover by A. Baynes (lost ball; steal by A. Burks),70,57
3,4:33.0,,Clear path foul by R. Rubio,70,57
3,4:33.0,R. Rubio makes clear path free throw 1 of 2,,71,57
3,4:33.0,R. Rubio misses clear path free throw 2 of 2,,71,57
3,4:33.0,Offensive rebound by Team,,71,57
3,4:21.0,Turnover by R. Rubio (bad pass; steal by A. Baynes),,71,57
3,4:16.0,,M. Smart misses 2-pt layup from 3 ft (block by R. Gobert),71,57
3,4:13.0,Defensive rebound by R. Rubio,,71,57
3,4:03.0,R. Rubio misses 3-pt jump shot from 27 ft,,71,57
3,4:03.0,,Defensive rebound by J. Tatum,71,57
3,3:59.0,,Personal foul by R. O'Neale (drawn by J. Tatum),71,57
3,3:59.0,D. Exum enters the game for R. Rubio,,71,57
3,3:59.0,,G. Hayward enters the game for J. Tatum,71,57
3,3:47.0,,M. Morris misses 3-pt jump shot from 24 ft,71,57
3,3:44.0,,Offensive rebound by Team,71,57
3,3:42.0,,T. Rozier misses 3-pt jump shot from 23 ft,71,57
3,3:39.0,Defensive rebound by J. Crowder,,71,57
3,3:30.0,J. Crowder misses 3-pt jump shot from 26 ft,,71,57
3,3:29.0,,Defensive rebound by M. Morris,71,57
3,3:15.0,,Shooting foul by D. Exum (drawn by T. Rozier),71,57
3,3:15.0,,T. Rozier misses free throw 1 of 2,71,57
3,3:15.0,,Offensive rebound by Team,71,57
3,3:15.0,D. Favors enters the game for R. Gobert,,71,57
3,3:15.0,,T. Rozier misses free throw 2 of 2,71,57
3,3:13.0,Defensive rebound by D. Exum,,71,57
3,3:13.0,Personal foul by T. Rozier (drawn by D. Exum),,71,57
3,3:13.0,D. Exum misses free throw 1 of 2,,71,57
3,3:13.0,Offensive rebound by Team,,71,57
3,3:13.0,D. Exum makes free throw 2 of 2,,72,57
3,3:02.0,,M. Morris misses 3-pt jump shot from 24 ft,72,57
3,2:59.0,,Offensive rebound by A. Baynes,72,57
3,2:56.0,,A. Baynes misses 2-pt hook shot from 2 ft,72,57
3,2:54.0,Defensive rebound by R. O'Neale,,72,57
3,2:40.0,A. Burks misses 3-pt jump shot from 27 ft,,72,57
3,2:38.0,,Defensive rebound by T. Rozier,72,57
3,2:25.0,,T. Rozier misses 3-pt jump shot from 25 ft,72,57
3,2:23.0,Defensive rebound by D. Exum,,72,57
3,2:12.0,Turnover by A. Burks (bad pass; steal by M. Smart),,72,57
3,2:08.0,,G. Hayward makes 2-pt jump shot from 1 ft (assist by M. Smart),72,59
3,1:52.0,Shooting foul by A. Baynes (drawn by D. Favors),,72,59
3,1:52.0,,Boston full timeout,72,59
3,1:52.0,D. Mitchell enters the game for A. Burks,,72,59
3,1:52.0,,J. Brown enters the game for M. Smart,72,59
3,1:52.0,D. Favors makes free throw 1 of 2,,73,59
3,1:52.0,D. Favors makes free throw 2 of 2,,74,59
3,1:33.0,,G. Hayward makes 2-pt jump shot from 6 ft,74,61
3,1:33.0,,Shooting foul by J. Crowder (drawn by G. Hayward),74,61
3,1:33.0,,G. Hayward makes free throw 1 of 1,74,62
3,1:10.0,D. Mitchell misses 3-pt jump shot from 30 ft,,74,62
3,1:04.0,,Defensive rebound by G. Hayward,74,62
3,0:49.0,,G. Hayward misses 3-pt jump shot from 24 ft,74,62
3,0:47.0,Defensive rebound by D. Mitchell,,74,62
3,0:26.0,D. Exum makes 3-pt jump shot from 23 ft (assist by D. Mitchell),,77,62
3,0:01.0,,T. Rozier misses 3-pt jump shot from 26 ft,77,62
3,0:01.0,,Offensive rebound by A. Baynes,77,62
3,0:00.0,,A. Baynes misses 2-pt layup from 1 ft,77,62
3,0:00.0,,Offensive rebound by Team,77,62
4,11:49.0,D. Favors makes 2-pt dunk from 6 ft (assist by D. Mitchell),,79,62
4,11:31.0,,A. Horford misses 3-pt jump shot from 25 ft,79,62
4,11:28.0,Defensive rebound by R. O'Neale,,79,62
4,11:14.0,D. Mitchell misses 3-pt jump shot from 26 ft,,79,62
4,11:14.0,,Defensive rebound by Team,79,62
4,11:02.0,,Personal foul by D. Mitchell (drawn by G. Hayward),79,62
4,11:02.0,G. Niang enters the game for J. Crowder,,79,62
4,10:56.0,,Turnover by G. Hayward (traveling),79,62
4,10:43.0,D. Favors makes 2-pt dunk from 5 ft (assist by D. Exum),,81,62
4,10:43.0,,Boston full timeout,81,62
4,10:31.0,,J. Brown misses 2-pt layup from 2 ft,81,62
4,10:29.0,Defensive rebound by D. Favors,,81,62
4,10:11.0,D. Mitchell misses 3-pt jump shot from 26 ft,,81,62
4,10:08.0,,Defensive rebound by A. Horford,81,62
4,9:58.0,,S. Ojeleye misses 3-pt jump shot from 22 ft,81,62
4,9:55.0,Defensive rebound by D. Exum,,81,62
4,9:50.0,Turnover by D. Mitchell (lost ball; steal by A. Horford),,81,62
4,9:47.0,,Personal foul by R. O'Neale (drawn by A. Horford),81,62
4,9:41.0,,K. Irving makes 2-pt layup from 2 ft,81,64
4,9:19.0,Turnover by R. O'Neale (lost ball; steal by S. Ojeleye),,81,64
4,9:14.0,,G. Hayward misses 2-pt dunk from 1 ft (block by D. Mitchell),81,64
4,9:12.0,Defensive rebound by R. O'Neale,,81,64
4,9:07.0,D. Favors makes 2-pt dunk from 3 ft (assist by G. Niang),,83,64
4,8:58.0,,Shooting foul by D. Favors (drawn by K. Irving),83,64
4,8:58.0,,K. Irving makes free throw 1 of 2,83,65
4,8:58.0,,D. Theis enters the game for J. Brown,83,65
4,8:58.0,,B. Wanamaker enters the game for G. Hayward,83,65
4,8:58.0,,G. Yabusele enters the game for A. Horford,83,65
4,8:58.0,,K. Irving makes free throw 2 of 2,83,66
4,8:42.0,D. Exum misses 3-pt jump shot from 25 ft,,83,66
4,8:40.0,,Defensive rebound by B. Wanamaker,83,66
4,8:34.0,,Personal foul by D. Mitchell (drawn by K. Irving),83,66
4,8:34.0,J. Ingles enters the game for D. Exum,,83,66
4,8:34.0,R. Rubio enters the game for R. O'Neale,,83,66
4,8:27.0,,D. Theis makes 2-pt layup from 4 ft (assist by K. Irving),83,68
4,8:07.0,Turnover by D. Mitchell (bad pass; steal by G. Yabusele),,83,68
4,8:04.0,,G. Yabusele misses 2-pt layup from 4 ft,83,68
4,8:02.0,,Offensive rebound by S. Ojeleye,83,68
4,8:00.0,,S. Ojeleye makes 2-pt jump shot from 3 ft,83,70
4,8:00.0,Utah full timeout,,83,70
4,8:00.0,A. Burks enters the game for D. Favors,,83,70
4,8:00.0,J. Crowder enters the game for D. Mitchell,,83,70
4,8:00.0,R. Gobert enters the game for G. Niang,,83,70
4,7:49.0,Personal foul by D. Theis (drawn by R. Gobert),,83,70
4,7:42.0,Personal foul by G. Yabusele (drawn by R. Gobert),,83,70
4,7:27.0,A. Burks misses 3-pt jump shot from 27 ft,,83,70
4,7:25.0,Offensive rebound by R. Gobert,,83,70
4,7:17.0,J. Crowder misses 3-pt jump shot from 26 ft,,83,70
4,7:13.0,,Defensive rebound by K. Irving,83,70
4,6:58.0,,B. Wanamaker misses 3-pt jump shot from 25 ft,83,70
4,6:56.0,Defensive rebound by R. Gobert,,83,70
4,6:36.0,Shooting foul by D. Theis (drawn by R. Rubio),,83,70
4,6:36.0,R. Rubio makes free throw 1 of 3,,84,70
4,6:36.0,R. Rubio makes free throw 2 of 3,,85,70
4,6:36.0,D. Mitchell enters the game for A. Burks,,85,70
4,6:36.0,R. Rubio makes free throw 3 of 3,,86,70
4,6:25.0,,Shooting foul by J. Crowder (drawn by G. Yabusele),86,70
