QUARTER,TIME_REMAINING,INDIANA_ACTION,BOSTON_ACTION,INDIANA_SCORE,BOSTON_SCORE
4,3:32.0,,Defensive rebound by A. Baynes,105,107
4,3:12.0,,K. Irving misses 2-pt layup from 1 ft,105,107
4,3:10.0,Defensive rebound by M. Turner,,105,107
4,2:56.0,T. Young makes 2-pt hook shot from 1 ft,,107,107
4,2:29.0,,M. Smart makes 3-pt jump shot from 27 ft (assist by A. Baynes),107,110
4,2:09.0,D. Collison misses 2-pt jump shot from 16 ft,,107,110
4,2:08.0,Offensive rebound by T. Young,,107,110
4,2:07.0,T. Young misses 2-pt layup from 1 ft,,107,110
4,2:06.0,Offensive rebound by T. Young,,107,110
4,2:02.0,D. Collison makes 3-pt jump shot from 25 ft (assist by M. Turner),,110,110
4,1:39.0,,K. Irving makes 2-pt layup from 2 ft,110,112
4,1:26.0,Turnover by B. Bogdanović (lost ball; steal by K. Irving),,110,112
4,1:21.0,,Turnover by M. Smart (lost ball; steal by B. Bogdanović),110,112
4,1:19.0,T. Young makes 2-pt layup at rim (assist by D. Collison),,112,112
4,1:04.0,,K. Irving misses 2-pt jump shot from 10 ft,112,112
4,1:01.0,Defensive rebound by T. Young,,112,112
4,0:42.0,T. Young misses 2-pt layup from 2 ft,,112,112
4,0:41.0,,Defensive rebound by A. Baynes,112,112
4,0:41.0,,Boston full timeout,112,112
4,0:41.0,C. Joseph enters the game for D. Collison,,112,112
4,0:41.0,,M. Morris enters the game for A. Baynes,112,112
4,0:35.0,,Turnover by M. Smart (bad pass; steal by W. Matthews),112,112
4,0:27.0,Indiana full timeout,,112,112
4,0:27.0,D. Collison enters the game for C. Joseph,,112,112
4,0:27.0,,A. Baynes enters the game for M. Morris,112,112
4,0:12.0,D. Collison misses 2-pt jump shot from 18 ft,,112,112
4,0:10.0,,Defensive rebound by J. Brown,112,112
4,0:10.0,,Boston full timeout,112,112
4,0:10.0,C. Joseph enters the game for D. Collison,,112,112
4,0:10.0,,G. Hayward enters the game for A. Baynes,112,112
4,0:10.0,,J. Tatum enters the game for M. Smart,112,112
4,0:00.0,,K. Irving makes 2-pt layup from 2 ft,112,114
4,0:00.0,Indiana full timeout,,112,114
