QUARTER,TIME_REMAINING,PHOENIX_ACTION,SACRAMENTO_ACTION,PHOENIX_SCORE,SACRAMENTO_SCORE
4,10:29.0,,M. Bagley makes 2-pt jump shot from 12 ft (assist by Y. Ferrell),77,93
4,10:04.0,E. Okobo misses 3-pt jump shot from 25 ft,,77,93
4,9:58.0,Offensive rebound by R. Holmes,,77,93
4,9:58.0,R. Holmes misses 2-pt layup from 2 ft (block by M. Bagley),,77,93
4,9:55.0,,Defensive rebound by N. Bjelica,77,93
4,9:51.0,,M. Bagley makes 2-pt layup from 5 ft,77,95
4,9:51.0,,Shooting foul by R. Holmes (drawn by M. Bagley),77,95
4,9:51.0,,M. Bagley makes free throw 1 of 1,77,96
4,9:34.0,Turnover by T. Johnson (lost ball; steal by B. Bogdanović),,77,96
4,9:28.0,,Y. Ferrell misses 3-pt jump shot from 26 ft,77,96
4,9:25.0,Defensive rebound by E. Okobo,,77,96
4,9:20.0,J. Jackson makes 2-pt layup from 3 ft (assist by E. Okobo),,79,96
4,9:14.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,79,96
4,9:09.0,Defensive rebound by R. Holmes,,79,96
4,8:56.0,E. Okobo misses 3-pt jump shot from 25 ft,,79,96
4,8:54.0,,Defensive rebound by M. Bagley,79,96
4,8:54.0,,Sacramento full timeout,79,96
4,8:54.0,D. Ayton enters the game for R. Holmes,,79,96
4,8:54.0,D. Booker enters the game for E. Okobo,,79,96
4,8:36.0,,M. Bagley makes 2-pt layup from 2 ft,79,98
4,8:20.0,M. Bridges misses 3-pt jump shot from 25 ft,,79,98
4,8:17.0,Offensive rebound by T. Johnson,,79,98
4,8:14.0,J. Jackson makes 2-pt jump shot from 5 ft (assist by T. Johnson),,81,98
4,8:06.0,,Shooting foul by D. Ayton (drawn by M. Bagley),81,98
4,8:06.0,,M. Bagley misses free throw 1 of 2,81,98
4,8:06.0,,Offensive rebound by Team,81,98
4,8:06.0,,D. Fox enters the game for Y. Ferrell,81,98
4,8:06.0,,M. Bagley makes free throw 2 of 2,81,99
4,7:53.0,D. Ayton makes 2-pt dunk from 1 ft (assist by M. Bridges),,83,99
4,7:38.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by N. Bjelica),83,101
4,7:15.0,Personal foul by N. Bjelica (drawn by D. Booker),,83,101
4,7:10.0,D. Booker misses 3-pt jump shot from 25 ft,,83,101
4,7:06.0,,Defensive rebound by D. Fox,83,101
4,7:00.0,,B. Bogdanović makes 2-pt jump shot from 23 ft (assist by D. Fox),83,103
4,6:39.0,D. Ayton makes 2-pt layup from 2 ft (assist by M. Bridges),,85,103
4,6:22.0,,N. Bjelica misses 2-pt layup from 8 ft (block by J. Jackson),85,103
4,6:18.0,Defensive rebound by D. Booker,,85,103
4,6:16.0,T. Johnson makes 2-pt layup from 1 ft (assist by D. Booker),,87,103
4,6:16.0,,H. Barnes enters the game for N. Bjelica,87,103
4,6:16.0,,B. Hield enters the game for A. Burks,87,103
4,5:58.0,,H. Barnes misses 3-pt jump shot from 23 ft,87,103
4,5:54.0,Defensive rebound by J. Jackson,,87,103
4,5:51.0,M. Bridges misses 3-pt jump shot from 23 ft,,87,103
4,5:45.0,Offensive rebound by T. Johnson,,87,103
4,5:45.0,T. Johnson makes 2-pt layup at rim,,89,103
4,5:31.0,,B. Bogdanović misses 2-pt layup from 3 ft,89,103
4,5:28.0,,Offensive rebound by B. Hield,89,103
4,5:28.0,,B. Hield misses 2-pt layup from 1 ft,89,103
4,5:28.0,Defensive rebound by M. Bridges,,89,103
4,5:13.0,D. Ayton makes 2-pt jump shot from 12 ft (assist by D. Booker),,91,103
4,5:04.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by D. Fox),91,106
4,4:53.0,Shooting foul by B. Hield (drawn by D. Booker),,91,106
4,4:53.0,D. Booker makes free throw 1 of 2,,92,106
4,4:53.0,D. Booker makes free throw 2 of 2,,93,106
4,4:34.0,,Personal foul by J. Jackson (drawn by D. Fox),93,106
4,4:34.0,,D. Fox makes free throw 1 of 2,93,107
4,4:34.0,,W. Cauley-Stein enters the game for B. Bogdanović,93,107
4,4:34.0,,D. Fox makes free throw 2 of 2,93,108
4,4:17.0,J. Jackson misses 2-pt jump shot from 16 ft,,93,108
4,4:15.0,,Defensive rebound by D. Fox,93,108
4,4:11.0,,H. Barnes misses 3-pt jump shot from 25 ft,93,108
4,4:06.0,Defensive rebound by D. Booker,,93,108
4,4:02.0,D. Booker makes 2-pt jump shot from 10 ft,,95,108
4,3:54.0,,Shooting foul by M. Bridges (drawn by M. Bagley),95,108
4,3:54.0,,M. Bagley makes free throw 1 of 2,95,109
4,3:54.0,,M. Bagley makes free throw 2 of 2,95,110
4,3:40.0,J. Jackson makes 3-pt jump shot from 26 ft (assist by D. Booker),,98,110
4,3:21.0,,D. Fox misses 2-pt jump shot from 17 ft,98,110
4,3:17.0,Defensive rebound by D. Ayton,,98,110
4,3:10.0,D. Booker misses 2-pt layup from 3 ft (block by W. Cauley-Stein),,98,110
4,3:07.0,,Defensive rebound by B. Hield,98,110
4,3:05.0,,Personal foul by T. Johnson (drawn by W. Cauley-Stein),98,110
4,3:05.0,,W. Cauley-Stein makes free throw 1 of 2,98,111
4,3:05.0,,W. Cauley-Stein makes free throw 2 of 2,98,112
4,2:55.0,Shooting foul by M. Bagley (drawn by M. Bridges),,98,112
4,2:55.0,Phoenix full timeout,,98,112
4,2:55.0,M. Bridges misses free throw 1 of 2,,98,112
4,2:55.0,Offensive rebound by Team,,98,112
4,2:55.0,M. Bridges makes free throw 2 of 2,,99,112
4,2:50.0,,Personal take foul by J. Jackson (drawn by W. Cauley-Stein),99,112
4,2:50.0,,W. Cauley-Stein misses free throw 1 of 2,99,112
4,2:50.0,,Offensive rebound by Team,99,112
4,2:50.0,,W. Cauley-Stein makes free throw 2 of 2,99,113
4,2:38.0,M. Bridges misses 3-pt jump shot from 23 ft,,99,113
4,2:34.0,,Defensive rebound by D. Fox,99,113
4,2:29.0,,Personal take foul by J. Jackson (drawn by W. Cauley-Stein),99,113
4,2:29.0,,W. Cauley-Stein misses free throw 1 of 2,99,113
4,2:29.0,,Offensive rebound by Team,99,113
4,2:29.0,,W. Cauley-Stein misses free throw 2 of 2,99,113
4,2:27.0,Defensive rebound by D. Ayton,,99,113
4,2:25.0,Turnover by D. Ayton (bad pass; steal by H. Barnes),,99,113
4,2:10.0,,D. Fox makes 2-pt dunk from 2 ft,99,115
4,1:49.0,J. Jackson misses 2-pt jump shot from 11 ft,,99,115
4,1:45.0,,Defensive rebound by W. Cauley-Stein,99,115
4,1:32.0,,Turnover by W. Cauley-Stein (traveling),99,115
4,1:32.0,,B. Bogdanović enters the game for W. Cauley-Stein,99,115
4,1:14.0,D. Booker makes 3-pt jump shot from 25 ft,,102,115
4,0:59.0,,D. Fox makes 2-pt layup from 2 ft,102,117
4,0:53.0,T. Johnson misses 2-pt layup from 2 ft (block by B. Bogdanović),,102,117
4,0:50.0,,Defensive rebound by B. Bogdanović,102,117
4,0:36.0,,H. Barnes misses 3-pt jump shot from 23 ft,102,117
4,0:32.0,Defensive rebound by M. Bridges,,102,117
4,0:26.0,D. Booker misses 2-pt jump shot from 5 ft,,102,117
4,0:23.0,Offensive rebound by D. Booker,,102,117
4,0:22.0,D. Booker makes 2-pt hook shot from 4 ft,,104,117
4,0:16.0,,Turnover by B. Bogdanović (lost ball; steal by T. Johnson),104,117
4,0:13.0,M. Bridges misses 2-pt layup from 3 ft (block by B. Hield),,104,117
4,0:09.0,Offensive rebound by M. Bridges,,104,117
4,0:08.0,T. Johnson misses 3-pt jump shot from 23 ft,,104,117
4,0:04.0,,Defensive rebound by M. Bagley,104,117
