QUARTER,TIME_REMAINING,PORTLAND_ACTION,OKLAHOMA CITY_ACTION,PORTLAND_SCORE,OKLAHOMA CITY_SCORE
4,4:03.0,E. Freedom makes free throw 2 of 2,,101,108
4,3:51.0,,D. Schröder misses 2-pt jump shot from 12 ft,101,108
4,3:48.0,Defensive rebound by D. Lillard,,101,108
4,3:42.0,D. Lillard misses 3-pt jump shot from 25 ft,,101,108
4,3:39.0,Offensive rebound by A. Aminu,,101,108
4,3:25.0,M. Harkless makes 2-pt dunk from 2 ft (assist by E. Freedom),,103,108
4,3:12.0,,R. Westbrook makes 2-pt jump shot from 9 ft,103,110
4,3:10.0,Portland full timeout,,103,110
4,3:00.0,Offensive foul by M. Harkless (drawn by P. George),,103,110
4,3:00.0,Turnover by M. Harkless (offensive foul),,103,110
4,2:51.0,,Shooting foul by E. Freedom (drawn by R. Westbrook),103,110
4,2:51.0,,R. Westbrook misses free throw 1 of 2,103,110
4,2:51.0,,Offensive rebound by Team,103,110
4,2:51.0,,R. Westbrook makes free throw 2 of 2,103,111
4,2:37.0,D. Lillard misses 2-pt jump shot from 10 ft,,103,111
4,2:35.0,,Defensive rebound by S. Adams,103,111
4,2:30.0,,R. Westbrook makes 2-pt jump shot from 16 ft (assist by P. George),103,113
4,2:10.0,C. McCollum misses 3-pt jump shot from 26 ft,,103,113
4,2:09.0,,Defensive rebound by Team,103,113
4,2:09.0,Loose ball foul by E. Freedom (drawn by P. George),,103,113
4,2:09.0,,P. George makes free throw 1 of 2,103,114
4,2:09.0,M. Leonard enters the game for E. Freedom,,103,114
4,2:09.0,,P. George makes free throw 2 of 2,103,115
4,2:00.0,Turnover by M. Harkless (step out of bounds),,103,115
4,1:45.0,,D. Schröder misses 3-pt jump shot from 24 ft,103,115
4,1:43.0,Defensive rebound by Team,,103,115
4,1:43.0,,Loose ball foul by R. Westbrook (drawn by D. Lillard),103,115
4,1:43.0,D. Lillard misses free throw 1 of 2,,103,115
4,1:43.0,Offensive rebound by Team,,103,115
4,1:43.0,D. Lillard makes free throw 2 of 2,,104,115
4,1:20.0,,R. Westbrook makes 3-pt jump shot from 26 ft (assist by J. Grant),104,118
4,1:11.0,Personal foul by J. Grant (drawn by D. Lillard),,104,118
4,1:11.0,D. Lillard makes free throw 1 of 2,,105,118
4,1:11.0,D. Lillard makes free throw 2 of 2,,106,118
4,0:59.0,,P. George misses 2-pt dunk from 1 ft,106,118
4,0:57.0,Defensive rebound by A. Aminu,,106,118
4,0:53.0,D. Lillard misses 2-pt layup from 2 ft (block by S. Adams),,106,118
4,0:52.0,,Defensive rebound by S. Adams,106,118
4,0:50.0,,Turnover by S. Adams (bad pass),106,118
4,0:50.0,Z. Collins enters the game for A. Aminu,,106,118
4,0:50.0,R. Hood enters the game for D. Lillard,,106,118
4,0:50.0,A. Simons enters the game for C. McCollum,,106,118
4,0:41.0,Personal foul by R. Westbrook (drawn by A. Simons),,106,118
4,0:41.0,,Technical foul by R. Westbrook,106,118
4,0:41.0,A. Simons misses technical free throw,,106,118
4,0:41.0,Offensive rebound by Team,,106,118
4,0:41.0,A. Simons makes free throw 1 of 2,,107,118
4,0:41.0,,R. Felton enters the game for R. Westbrook,107,118
4,0:41.0,A. Simons makes free throw 2 of 2,,108,118
4,0:19.0,,Shooting foul by M. Harkless (drawn by P. George),108,118
4,0:19.0,Technical foul by M. Harkless,,108,118
4,0:19.0,M. Harkless ejected from game,,108,118
4,0:19.0,,P. George misses technical free throw,108,118
4,0:19.0,,Offensive rebound by Team,108,118
4,0:19.0,J. Layman enters the game for M. Harkless,,108,118
4,0:19.0,,P. George makes free throw 1 of 3,108,119
4,0:19.0,,P. George misses free throw 2 of 3,108,119
4,0:19.0,,Offensive rebound by Team,108,119
4,0:19.0,,D. Burton enters the game for S. Adams,108,119
4,0:19.0,,A. Nader enters the game for J. Grant,108,119
4,0:19.0,,N. Noel enters the game for D. Schröder,108,119
4,0:19.0,,P. George makes free throw 3 of 3,108,120
4,0:03.0,A. Simons misses 2-pt layup from 2 ft,,108,120
4,0:03.0,,Defensive rebound by R. Felton,108,120
