QUARTER,TIME_REMAINING,BOSTON_ACTION,INDIANA_ACTION,BOSTON_SCORE,INDIANA_SCORE
4,3:04.0,,V. Oladipo makes 3-pt jump shot from 28 ft (assist by B. Bogdanović),91,92
4,3:03.0,Boston full timeout,,91,92
4,3:03.0,J. Tatum enters the game for M. Smart,,91,92
4,2:45.0,K. Irving misses 2-pt jump shot from 17 ft,,91,92
4,2:42.0,,Defensive rebound by D. Sabonis,91,92
4,2:26.0,,V. Oladipo misses 3-pt jump shot from 28 ft,91,92
4,2:26.0,Defensive rebound by M. Morris,,91,92
4,2:10.0,J. Brown makes 3-pt jump shot from 23 ft (assist by J. Tatum),,94,92
4,1:53.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Sabonis),94,95
4,1:41.0,Personal foul by D. Sabonis (drawn by A. Horford),,94,95
4,1:32.0,K. Irving misses 2-pt jump shot from 17 ft,,94,95
4,1:30.0,Offensive rebound by A. Horford,,94,95
4,1:30.0,Personal foul by D. Sabonis (drawn by A. Horford),,94,95
4,1:30.0,A. Horford makes free throw 1 of 2,,95,95
4,1:30.0,M. Smart enters the game for K. Irving,,95,95
4,1:30.0,A. Horford misses free throw 2 of 2,,95,95
4,1:28.0,,Defensive rebound by T. Young,95,95
4,1:12.0,,Turnover by V. Oladipo (bad pass; steal by M. Smart),95,95
4,1:12.0,K. Irving enters the game for M. Smart,,95,95
4,1:08.0,K. Irving makes 3-pt jump shot from 23 ft (assist by J. Tatum),,98,95
4,0:52.0,,V. Oladipo makes 2-pt jump shot from 22 ft,98,97
4,0:38.0,K. Irving makes 3-pt jump shot from 28 ft,,101,97
4,0:37.0,,Indiana full timeout,101,97
4,0:37.0,M. Smart enters the game for K. Irving,,101,97
4,0:29.0,,Shooting foul by J. Brown (drawn by V. Oladipo),101,97
4,0:29.0,,V. Oladipo makes free throw 1 of 2,101,98
4,0:29.0,A. Baynes enters the game for M. Morris,,101,98
4,0:29.0,K. Irving enters the game for M. Smart,,101,98
4,0:29.0,,C. Joseph enters the game for D. Collison,101,98
4,0:29.0,,V. Oladipo makes free throw 2 of 2,101,99
4,0:29.0,Boston full timeout,,101,99
4,0:29.0,M. Morris enters the game for A. Baynes,,101,99
4,0:11.0,K. Irving misses 2-pt layup from 2 ft,,101,99
4,0:09.0,,Defensive rebound by V. Oladipo,101,99
4,0:04.0,,V. Oladipo makes 3-pt jump shot from 27 ft,101,102
4,0:03.0,Boston full timeout,,101,102
4,0:03.0,G. Hayward enters the game for J. Brown,,101,102
4,0:02.0,Turnover by G. Hayward (bad pass; steal by V. Oladipo),,101,102
