QUARTER,TIME_REMAINING,TORONTO_ACTION,MILWAUKEE_ACTION,TORONTO_SCORE,MILWAUKEE_SCORE
4,6:30.0,Offensive rebound by S. Ibaka,,94,116
4,6:30.0,Shooting foul by T. Snell (drawn by S. Ibaka),,94,116
4,6:30.0,S. Ibaka makes free throw 1 of 2,,95,116
4,6:30.0,,E. İlyasova enters the game for T. Snell,95,116
4,6:30.0,S. Ibaka makes free throw 2 of 2,,96,116
4,6:14.0,,P. Connaughton makes 3-pt jump shot from 29 ft (assist by E. Bledsoe),96,119
4,6:05.0,K. Lowry misses 3-pt jump shot from 29 ft,,96,119
4,6:02.0,Offensive rebound by K. Lowry,,96,119
4,6:00.0,S. Ibaka misses 3-pt jump shot from 27 ft,,96,119
4,6:00.0,,Defensive rebound by P. Connaughton,96,119
4,5:50.0,,Turnover by K. Middleton (lost ball; steal by P. Siakam),96,119
4,5:47.0,Shooting foul by P. Connaughton (drawn by K. Lowry),,96,119
4,5:47.0,K. Lowry makes free throw 1 of 2,,97,119
4,5:47.0,C. Miles enters the game for D. Green,,97,119
4,5:47.0,M. Richardson enters the game for N. Powell,,97,119
4,5:47.0,D. Wright enters the game for P. Siakam,,97,119
4,5:47.0,,D. DiVincenzo enters the game for B. Lopez,97,119
4,5:47.0,,T. Maker enters the game for K. Middleton,97,119
4,5:47.0,K. Lowry misses free throw 2 of 2,,97,119
4,5:44.0,,Defensive rebound by E. Bledsoe,97,119
4,5:35.0,,P. Connaughton misses 2-pt layup from 2 ft,97,119
4,5:31.0,Defensive rebound by M. Richardson,,97,119
4,5:23.0,K. Lowry misses 2-pt layup from 2 ft,,97,119
4,5:21.0,,Defensive rebound by T. Maker,97,119
4,5:16.0,,Turnover by T. Maker (bad pass; steal by K. Lowry),97,119
4,5:11.0,D. Wright misses 2-pt layup from 1 ft,,97,119
4,5:09.0,Offensive rebound by K. Lowry,,97,119
4,5:02.0,Turnover by K. Lowry (bad pass; steal by P. Connaughton),,97,119
4,4:55.0,,P. Connaughton misses 3-pt jump shot from 28 ft,97,119
4,4:51.0,Defensive rebound by S. Ibaka,,97,119
4,4:49.0,Toronto full timeout,,97,119
4,4:49.0,L. Brown enters the game for S. Ibaka,,97,119
4,4:49.0,G. Monroe enters the game for K. Lowry,,97,119
4,4:49.0,,J. Henson enters the game for E. İlyasova,97,119
4,4:39.0,G. Monroe misses 2-pt layup from 3 ft (block by E. Bledsoe),,97,119
4,4:35.0,Offensive rebound by L. Brown,,97,119
4,4:33.0,L. Brown misses 3-pt jump shot from 22 ft,,97,119
4,4:29.0,,Defensive rebound by D. DiVincenzo,97,119
4,4:29.0,,E. Bledsoe makes 2-pt layup from 1 ft,97,121
4,4:29.0,,Shooting foul by M. Richardson (drawn by E. Bledsoe),97,121
4,4:29.0,,S. Brown enters the game for D. DiVincenzo,97,121
4,4:29.0,,M. Dellavedova enters the game for J. Henson,97,121
4,4:29.0,,E. Bledsoe makes free throw 1 of 1,97,122
4,4:27.0,Personal foul by E. Bledsoe (drawn by D. Wright),,97,122
4,4:27.0,,C. Wood enters the game for E. Bledsoe,97,122
4,4:27.0,D. Wright makes free throw 1 of 2,,98,122
4,4:27.0,D. Wright makes free throw 2 of 2,,99,122
4,4:11.0,,Turnover by M. Dellavedova (bad pass),99,122
4,3:53.0,C. Miles misses 3-pt jump shot from 23 ft,,99,122
4,3:50.0,,Defensive rebound by S. Brown,99,122
4,3:42.0,,C. Wood misses 3-pt jump shot from 27 ft,99,122
4,3:39.0,Defensive rebound by L. Brown,,99,122
4,3:29.0,G. Monroe misses 2-pt jump shot from 15 ft,,99,122
4,3:26.0,,Defensive rebound by P. Connaughton,99,122
4,3:14.0,,M. Dellavedova misses 3-pt jump shot from 28 ft,99,122
4,3:14.0,Defensive rebound by G. Monroe,,99,122
4,3:06.0,M. Richardson misses 3-pt jump shot from 24 ft,,99,122
4,3:03.0,,Defensive rebound by P. Connaughton,99,122
4,2:57.0,,P. Connaughton misses 3-pt jump shot from 28 ft,99,122
4,2:53.0,Defensive rebound by D. Wright,,99,122
4,2:35.0,D. Wright makes 2-pt layup from 2 ft (assist by L. Brown),,101,122
4,2:17.0,,Shooting foul by G. Monroe (drawn by C. Wood),101,122
4,2:17.0,,C. Wood makes free throw 1 of 2,101,123
4,2:17.0,,C. Wood makes free throw 2 of 2,101,124
4,2:17.0,C. Boucher enters the game for C. Miles,,101,124
4,2:17.0,J. Loyd enters the game for D. Wright,,101,124
4,2:06.0,C. Boucher misses 3-pt jump shot from 26 ft,,101,124
4,2:02.0,Offensive rebound by G. Monroe,,101,124
4,1:57.0,G. Monroe misses 2-pt jump shot from 4 ft,,101,124
4,1:55.0,Offensive rebound by G. Monroe,,101,124
4,1:53.0,M. Richardson misses 3-pt jump shot from 23 ft,,101,124
4,1:51.0,Offensive rebound by J. Loyd,,101,124
4,1:49.0,M. Richardson misses 3-pt jump shot from 23 ft,,101,124
4,1:47.0,Offensive rebound by Team,,101,124
4,1:47.0,,Loose ball foul by M. Dellavedova (drawn by C. Boucher),101,124
4,1:47.0,C. Boucher misses free throw 1 of 2,,101,124
4,1:47.0,Offensive rebound by Team,,101,124
4,1:47.0,C. Boucher makes free throw 2 of 2,,102,124
4,1:34.0,,Personal foul by M. Richardson (drawn by P. Connaughton),102,124
4,1:34.0,,P. Connaughton misses free throw 1 of 2,102,124
4,1:34.0,,Offensive rebound by Team,102,124
4,1:34.0,,P. Connaughton misses free throw 2 of 2,102,124
4,1:33.0,Defensive rebound by Team,,102,124
4,1:19.0,L. Brown makes 2-pt layup from 3 ft,,104,124
4,1:07.0,,C. Wood misses 2-pt layup from 4 ft (block by C. Boucher),104,124
4,1:06.0,Defensive rebound by M. Richardson,,104,124
4,0:58.0,G. Monroe misses 2-pt layup from 1 ft (block by T. Maker),,104,124
4,0:57.0,Offensive rebound by C. Boucher,,104,124
4,0:57.0,Shooting foul by C. Wood (drawn by C. Boucher),,104,124
4,0:57.0,C. Boucher makes free throw 1 of 2,,105,124
4,0:57.0,C. Boucher misses free throw 2 of 2,,105,124
4,0:52.0,,Defensive rebound by C. Wood,105,124
4,0:40.0,,M. Dellavedova misses 2-pt jump shot from 16 ft,105,124
4,0:37.0,Defensive rebound by L. Brown,,105,124
4,0:34.0,L. Brown misses 2-pt layup from 1 ft,,105,124
4,0:34.0,Offensive rebound by C. Boucher,,105,124
4,0:34.0,C. Boucher makes 2-pt layup from 2 ft,,107,124
4,0:14.0,,T. Maker misses 3-pt jump shot from 23 ft,107,124
4,0:13.0,Defensive rebound by G. Monroe,,107,124
4,0:08.0,Shooting foul by M. Dellavedova (drawn by C. Boucher),,107,124
4,0:08.0,C. Boucher makes free throw 1 of 2,,108,124
4,0:08.0,C. Boucher makes free throw 2 of 2,,109,124
