QUARTER,TIME_REMAINING,TORONTO_ACTION,MILWAUKEE_ACTION,TORONTO_SCORE,MILWAUKEE_SCORE
1,9:09.0,,B. Lopez makes 2-pt dunk from 2 ft (assist by G. Antetokounmpo),3,11
1,9:09.0,Toronto full timeout,,3,11
1,9:09.0,M. Gasol misses 3-pt jump shot from 26 ft,,3,11
1,8:41.0,,Defensive rebound by M. Brogdon,3,11
1,8:37.0,,E. Bledsoe makes 3-pt jump shot from 22 ft (assist by K. Middleton),3,14
1,8:18.0,Shooting foul by E. Bledsoe (drawn by N. Powell),,3,14
1,8:18.0,N. Powell makes free throw 1 of 2,,4,14
1,8:18.0,N. Powell misses free throw 2 of 2,,4,14
1,8:15.0,Offensive rebound by K. Leonard,,4,14
1,8:10.0,M. Gasol misses 2-pt layup from 3 ft,,4,14
1,8:08.0,,Defensive rebound by M. Brogdon,4,14
1,8:07.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by E. Bledsoe),4,16
1,8:07.0,,Shooting foul by N. Powell (drawn by G. Antetokounmpo),4,16
1,8:07.0,,G. Antetokounmpo misses free throw 1 of 1,4,16
1,8:06.0,Defensive rebound by Team,,4,16
1,8:06.0,,Loose ball foul by K. Middleton (drawn by K. Lowry),4,16
1,7:55.0,Turnover by N. Powell (bad pass),,4,16
1,7:42.0,,E. Bledsoe misses 3-pt jump shot from 27 ft,4,16
1,7:39.0,Defensive rebound by K. Leonard,,4,16
1,7:35.0,K. Leonard misses 2-pt jump shot from 19 ft,,4,16
1,7:33.0,,Defensive rebound by K. Middleton,4,16
1,7:17.0,,E. Bledsoe makes 2-pt jump shot from 18 ft (assist by G. Antetokounmpo),4,18
1,7:07.0,K. Leonard misses 3-pt jump shot from 27 ft,,4,18
1,7:04.0,,Defensive rebound by B. Lopez,4,18
1,7:00.0,,Personal foul by K. Lowry (drawn by G. Antetokounmpo),4,18
1,7:00.0,F. VanVleet enters the game for N. Powell,,4,18
1,7:00.0,,G. Hill enters the game for M. Brogdon,4,18
1,7:00.0,,N. Mirotić enters the game for B. Lopez,4,18
1,6:49.0,,Turnover by K. Middleton (out of bounds lost ball),4,18
1,6:29.0,K. Leonard makes 3-pt jump shot from 23 ft (assist by K. Lowry),,7,18
1,6:18.0,,Turnover by E. Bledsoe (lost ball; steal by D. Green),7,18
1,6:15.0,K. Lowry makes 2-pt layup from 1 ft,,9,18
1,5:49.0,,N. Mirotić misses 2-pt jump shot from 9 ft,9,18
1,5:41.0,Defensive rebound by M. Gasol,,9,18
1,5:37.0,M. Gasol misses 3-pt jump shot from 25 ft,,9,18
1,5:33.0,,Defensive rebound by N. Mirotić,9,18
1,5:25.0,,G. Antetokounmpo misses 2-pt layup from 4 ft,9,18
1,5:23.0,,Offensive rebound by G. Antetokounmpo,9,18
1,5:13.0,,G. Antetokounmpo makes 2-pt jump shot from 19 ft,9,20
1,4:54.0,K. Leonard makes 2-pt layup from 2 ft,,11,20
1,4:54.0,Shooting foul by G. Antetokounmpo (drawn by K. Leonard),,11,20
1,4:54.0,,Milwaukee full timeout,11,20
1,4:54.0,S. Ibaka enters the game for M. Gasol,,11,20
1,4:54.0,N. Powell enters the game for D. Green,,11,20
1,4:54.0,,P. Connaughton enters the game for G. Antetokounmpo,11,20
1,4:54.0,,E. İlyasova enters the game for E. Bledsoe,11,20
1,4:54.0,K. Leonard makes free throw 1 of 1,,12,20
1,4:42.0,,G. Hill makes 2-pt layup from 2 ft (assist by K. Middleton),12,22
1,4:15.0,N. Powell makes 3-pt jump shot from 28 ft (assist by K. Leonard),,15,22
1,4:06.0,,Personal foul by K. Leonard (drawn by K. Middleton),15,22
1,4:06.0,,K. Middleton makes free throw 1 of 2,15,23
1,4:06.0,P. Siakam enters the game for K. Leonard,,15,23
1,4:06.0,,K. Middleton makes free throw 2 of 2,15,24
1,3:43.0,K. Lowry misses 3-pt jump shot from 28 ft (block by P. Connaughton),,15,24
1,3:39.0,,Defensive rebound by G. Hill,15,24
1,3:29.0,,N. Mirotić misses 3-pt jump shot from 26 ft,15,24
1,3:27.0,Defensive rebound by N. Powell,,15,24
1,3:09.0,F. VanVleet makes 3-pt jump shot from 28 ft (assist by K. Lowry),,18,24
1,2:48.0,,G. Hill makes 3-pt jump shot from 23 ft (assist by K. Middleton),18,27
1,2:48.0,D. Green enters the game for K. Lowry,,18,27
1,2:48.0,,M. Brogdon enters the game for K. Middleton,18,27
1,2:27.0,N. Powell makes 2-pt layup from 2 ft (assist by F. VanVleet),,20,27
1,2:08.0,,M. Brogdon misses 2-pt layup from 2 ft (block by P. Siakam),20,27
1,2:08.0,,Offensive rebound by Team,20,27
1,2:08.0,,G. Antetokounmpo enters the game for E. İlyasova,20,27
1,2:05.0,,G. Antetokounmpo misses 2-pt jump shot from 15 ft,20,27
1,2:02.0,Defensive rebound by P. Siakam,,20,27
1,1:56.0,P. Siakam misses 2-pt jump shot from 13 ft,,20,27
1,1:54.0,,Defensive rebound by P. Connaughton,20,27
1,1:40.0,,G. Hill misses 3-pt jump shot from 26 ft,20,27
1,1:38.0,Defensive rebound by N. Powell,,20,27
1,1:30.0,N. Powell misses 2-pt jump shot from 8 ft,,20,27
1,1:27.0,,Defensive rebound by M. Brogdon,20,27
1,1:27.0,,E. Bledsoe enters the game for P. Connaughton,20,27
1,1:27.0,,B. Lopez enters the game for N. Mirotić,20,27
1,1:06.0,,M. Brogdon makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),20,30
1,0:49.0,S. Ibaka misses 2-pt jump shot from 18 ft,,20,30
1,0:46.0,,Defensive rebound by G. Antetokounmpo,20,30
1,0:40.0,,M. Brogdon makes 2-pt jump shot from 19 ft (assist by G. Antetokounmpo),20,32
1,0:30.0,Shooting foul by B. Lopez (drawn by S. Ibaka),,20,32
1,0:30.0,S. Ibaka makes free throw 1 of 2,,21,32
1,0:30.0,M. Gasol enters the game for P. Siakam,,21,32
1,0:30.0,S. Ibaka makes free throw 2 of 2,,22,32
1,0:15.0,,M. Brogdon misses 2-pt jump shot from 8 ft,22,32
1,0:13.0,Defensive rebound by S. Ibaka,,22,32
1,0:01.0,N. Powell misses 3-pt jump shot from 28 ft,,22,32
1,0:01.0,,Defensive rebound by G. Hill,22,32
2,11:33.0,F. VanVleet misses 2-pt jump shot from 14 ft,,22,32
2,11:31.0,,Defensive rebound by G. Hill,22,32
2,11:14.0,,M. Brogdon misses 3-pt jump shot from 27 ft,22,32
2,11:11.0,Defensive rebound by S. Ibaka,,22,32
2,10:54.0,K. Lowry misses 3-pt jump shot from 26 ft,,22,32
2,10:51.0,,Defensive rebound by G. Hill,22,32
2,10:47.0,,E. Bledsoe misses 2-pt layup from 12 ft,22,32
2,10:47.0,,Offensive rebound by E. Bledsoe,22,32
2,10:47.0,,E. Bledsoe misses 2-pt layup from 1 ft,22,32
2,10:45.0,Defensive rebound by P. Siakam,,22,32
2,10:33.0,Shooting foul by B. Lopez (drawn by S. Ibaka),,22,32
2,10:33.0,S. Ibaka makes free throw 1 of 2,,23,32
2,10:33.0,K. Leonard enters the game for N. Powell,,23,32
2,10:33.0,,K. Middleton enters the game for G. Hill,23,32
2,10:33.0,S. Ibaka makes free throw 2 of 2,,24,32
2,10:21.0,,Turnover by E. Bledsoe (bad pass; steal by K. Leonard),24,32
2,10:15.0,P. Siakam makes 3-pt jump shot from 24 ft (assist by K. Leonard),,27,32
2,9:56.0,,Turnover by E. Bledsoe (out of bounds lost ball),27,32
2,9:56.0,M. Gasol enters the game for S. Ibaka,,27,32
2,9:41.0,P. Siakam misses 2-pt jump shot from 12 ft,,27,32
2,9:39.0,,Defensive rebound by B. Lopez,27,32
2,9:27.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,27,32
2,9:25.0,Defensive rebound by P. Siakam,,27,32
2,9:10.0,K. Leonard misses 2-pt layup from 1 ft,,27,32
2,9:07.0,,Defensive rebound by K. Middleton,27,32
2,9:04.0,,G. Antetokounmpo makes 2-pt layup from 3 ft (assist by K. Middleton),27,34
2,8:59.0,Shooting foul by M. Brogdon (drawn by K. Lowry),,27,34
2,8:59.0,,Milwaukee full timeout,27,34
2,8:59.0,,P. Connaughton enters the game for M. Brogdon,27,34
2,8:59.0,K. Lowry makes free throw 1 of 2,,28,34
2,8:59.0,K. Lowry makes free throw 2 of 2,,29,34
2,8:42.0,,K. Middleton misses 2-pt jump shot from 13 ft,29,34
2,8:39.0,Defensive rebound by K. Lowry,,29,34
2,8:18.0,K. Lowry misses 2-pt jump shot from 11 ft,,29,34
2,8:14.0,Offensive rebound by P. Siakam,,29,34
2,8:03.0,P. Siakam misses 3-pt jump shot from 24 ft,,29,34
2,8:01.0,,Defensive rebound by K. Middleton,29,34
2,7:51.0,,B. Lopez misses 3-pt jump shot from 28 ft,29,34
2,7:49.0,Defensive rebound by P. Siakam,,29,34
2,7:37.0,M. Gasol misses 3-pt jump shot from 27 ft,,29,34
2,7:33.0,,Defensive rebound by P. Connaughton,29,34
2,7:25.0,,E. Bledsoe misses 3-pt jump shot from 23 ft,29,34
2,7:25.0,,Offensive rebound by Team,29,34
2,7:25.0,,G. Hill enters the game for G. Antetokounmpo,29,34
2,7:25.0,,E. İlyasova enters the game for E. Bledsoe,29,34
2,7:13.0,,K. Middleton misses 2-pt jump shot from 20 ft,29,34
2,7:11.0,Defensive rebound by P. Siakam,,29,34
2,6:47.0,P. Siakam misses 3-pt jump shot from 23 ft,,29,34
2,6:45.0,Offensive rebound by F. VanVleet,,29,34
2,6:32.0,P. Siakam misses 3-pt jump shot from 27 ft,,29,34
2,6:30.0,,Defensive rebound by K. Middleton,29,34
2,6:12.0,,B. Lopez misses 3-pt jump shot from 25 ft,29,34
2,6:09.0,Defensive rebound by P. Siakam,,29,34
2,6:09.0,,N. Mirotić enters the game for B. Lopez,29,34
2,5:53.0,F. VanVleet makes 3-pt jump shot from 29 ft (assist by K. Leonard),,32,34
2,5:39.0,,Turnover by K. Middleton (bad pass; steal by F. VanVleet),32,34
2,5:36.0,K. Leonard makes 2-pt dunk from 2 ft (assist by P. Siakam),,34,34
2,5:36.0,,Milwaukee full timeout,34,34
2,5:36.0,,G. Antetokounmpo enters the game for P. Connaughton,34,34
2,5:36.0,,M. Brogdon enters the game for E. İlyasova,34,34
2,5:21.0,,N. Mirotić misses 3-pt jump shot from 26 ft,34,34
2,5:18.0,Defensive rebound by P. Siakam,,34,34
2,5:18.0,Toronto full timeout,,34,34
2,5:09.0,K. Lowry makes 2-pt layup from 3 ft (assist by P. Siakam),,36,34
2,4:56.0,,G. Antetokounmpo misses 2-pt dunk from 2 ft,36,34
2,4:54.0,,Offensive rebound by G. Hill,36,34
2,4:44.0,,N. Mirotić misses 3-pt jump shot from 29 ft,36,34
2,4:41.0,Defensive rebound by K. Lowry,,36,34
2,4:36.0,K. Leonard makes 2-pt jump shot from 19 ft,,38,34
2,4:24.0,,G. Antetokounmpo makes 3-pt jump shot from 28 ft (assist by M. Brogdon),38,37
2,3:57.0,F. VanVleet misses 2-pt jump shot from 17 ft,,38,37
2,3:53.0,,Defensive rebound by N. Mirotić,38,37
2,3:43.0,,M. Brogdon makes 2-pt jump shot from 14 ft (assist by G. Hill),38,39
2,3:22.0,P. Siakam makes 2-pt jump shot from 13 ft,,40,39
2,3:14.0,,M. Brogdon misses 2-pt layup from 3 ft,40,39
2,3:12.0,,Offensive rebound by M. Brogdon,40,39
2,3:11.0,,M. Brogdon makes 2-pt layup from 2 ft,40,41
2,3:11.0,,Violation by Team (delay of game),40,41
2,2:52.0,K. Leonard misses 3-pt jump shot from 26 ft,,40,41
2,2:49.0,,Defensive rebound by G. Hill,40,41
2,2:40.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,40,41
2,2:38.0,Defensive rebound by P. Siakam,,40,41
2,2:33.0,Turnover by K. Leonard (traveling),,40,41
2,2:33.0,D. Green enters the game for M. Gasol,,40,41
2,2:33.0,S. Ibaka enters the game for F. VanVleet,,40,41
2,2:33.0,,E. Bledsoe enters the game for K. Middleton,40,41
2,2:33.0,,B. Lopez enters the game for N. Mirotić,40,41
2,2:08.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,40,41
2,2:03.0,,Offensive rebound by B. Lopez,40,41
2,2:03.0,,B. Lopez makes 2-pt layup from 1 ft,40,43
2,1:46.0,K. Lowry makes 3-pt jump shot from 27 ft,,43,43
2,1:35.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,43,43
2,1:32.0,Defensive rebound by D. Green,,43,43
2,1:28.0,D. Green misses 3-pt jump shot from 31 ft,,43,43
2,1:25.0,,Defensive rebound by G. Hill,43,43
2,1:19.0,,Shooting foul by K. Lowry (drawn by G. Antetokounmpo),43,43
2,1:19.0,,G. Antetokounmpo makes free throw 1 of 2,43,44
2,1:19.0,,K. Middleton enters the game for G. Hill,43,44
2,1:19.0,,G. Antetokounmpo makes free throw 2 of 2,43,45
2,1:05.0,D. Green misses 3-pt jump shot from 22 ft,,43,45
2,1:01.0,,Defensive rebound by G. Antetokounmpo,43,45
2,0:58.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft,43,47
2,0:45.0,K. Leonard misses 2-pt jump shot from 11 ft,,43,47
2,0:41.0,,Defensive rebound by K. Middleton,43,47
2,0:32.0,,Shooting foul by K. Lowry (drawn by E. Bledsoe),43,47
2,0:32.0,,E. Bledsoe makes free throw 1 of 2,43,48
2,0:32.0,,E. Bledsoe makes free throw 2 of 2,43,49
2,0:20.0,P. Siakam makes 3-pt jump shot from 23 ft (assist by K. Leonard),,46,49
2,0:04.0,,Turnover by M. Brogdon (bad pass),46,49
3,11:48.0,K. Lowry makes 3-pt jump shot from 29 ft (assist by K. Leonard),,49,49
3,11:40.0,,Personal foul by K. Leonard (drawn by E. Bledsoe),49,49
3,11:34.0,,E. Bledsoe makes 2-pt jump shot from 16 ft,49,51
3,11:15.0,P. Siakam misses 2-pt layup from 3 ft (block by G. Antetokounmpo),,49,51
3,11:14.0,Offensive rebound by K. Lowry,,49,51
3,11:13.0,Turnover by K. Lowry (bad pass),,49,51
3,11:00.0,,M. Brogdon misses 3-pt jump shot from 24 ft,49,51
3,10:59.0,Defensive rebound by Team,,49,51
3,10:41.0,K. Leonard misses 2-pt layup from 1 ft,,49,51
3,10:38.0,Offensive rebound by Team,,49,51
3,10:38.0,,Loose ball foul by B. Lopez (drawn by K. Leonard),49,51
3,10:24.0,P. Siakam misses 3-pt jump shot from 24 ft,,49,51
3,10:21.0,,Defensive rebound by M. Brogdon,49,51
3,10:13.0,,B. Lopez makes 2-pt dunk from 1 ft (assist by K. Middleton),49,53
3,9:58.0,K. Leonard makes 2-pt layup from 2 ft,,51,53
3,9:46.0,,E. Bledsoe makes 3-pt jump shot from 27 ft,51,56
3,9:29.0,K. Leonard misses 2-pt jump shot from 20 ft,,51,56
3,9:25.0,,Defensive rebound by M. Brogdon,51,56
3,9:21.0,,M. Brogdon makes 2-pt layup from 3 ft,51,58
3,9:00.0,K. Lowry misses 3-pt jump shot from 30 ft,,51,58
3,8:57.0,,Defensive rebound by G. Antetokounmpo,51,58
3,8:47.0,,G. Antetokounmpo makes 2-pt layup from 3 ft,51,60
3,8:43.0,Toronto full timeout,,51,60
3,8:43.0,N. Powell enters the game for D. Green,,51,60
3,8:43.0,F. VanVleet enters the game for P. Siakam,,51,60
3,8:35.0,K. Leonard misses 2-pt jump shot from 14 ft,,51,60
3,8:33.0,,Defensive rebound by E. Bledsoe,51,60
3,8:20.0,,Personal foul by M. Gasol (drawn by G. Antetokounmpo),51,60
3,8:16.0,,Shooting foul by M. Gasol (drawn by G. Antetokounmpo),51,60
3,8:16.0,,G. Antetokounmpo misses free throw 1 of 2,51,60
3,8:16.0,,Offensive rebound by Team,51,60
3,8:16.0,,G. Antetokounmpo makes free throw 2 of 2,51,61
3,7:50.0,F. VanVleet misses 3-pt jump shot from 24 ft,,51,61
3,7:47.0,,Defensive rebound by K. Middleton,51,61
3,7:43.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by K. Middleton),51,63
3,7:28.0,Shooting foul by M. Brogdon (drawn by K. Lowry),,51,63
3,7:28.0,K. Lowry makes free throw 1 of 2,,52,63
3,7:28.0,S. Ibaka enters the game for M. Gasol,,52,63
3,7:28.0,,G. Hill enters the game for M. Brogdon,52,63
3,7:28.0,K. Lowry makes free throw 2 of 2,,53,63
3,7:11.0,,Milwaukee full timeout,53,63
3,7:04.0,,K. Middleton misses 3-pt jump shot from 28 ft,53,63
3,7:04.0,Defensive rebound by N. Powell,,53,63
3,7:02.0,Toronto full timeout,,53,63
3,6:43.0,F. VanVleet makes 3-pt jump shot from 27 ft (assist by K. Leonard),,56,63
3,6:30.0,,B. Lopez misses 2-pt layup from 3 ft,56,63
3,6:27.0,Defensive rebound by K. Lowry,,56,63
3,6:23.0,F. VanVleet makes 3-pt jump shot from 27 ft (assist by K. Lowry),,59,63
3,6:07.0,,E. Bledsoe misses 3-pt jump shot from 28 ft,59,63
3,6:05.0,Defensive rebound by K. Lowry,,59,63
3,5:49.0,N. Powell misses 3-pt jump shot from 24 ft,,59,63
3,5:45.0,,Defensive rebound by K. Middleton,59,63
3,5:38.0,,K. Middleton misses 2-pt jump shot from 11 ft,59,63
3,5:35.0,Defensive rebound by K. Leonard,,59,63
3,5:29.0,Shooting foul by K. Middleton (drawn by N. Powell),,59,63
3,5:29.0,N. Powell misses free throw 1 of 2,,59,63
3,5:29.0,Offensive rebound by Team,,59,63
3,5:29.0,,S. Brown enters the game for G. Antetokounmpo,59,63
3,5:29.0,,P. Connaughton enters the game for E. Bledsoe,59,63
3,5:29.0,N. Powell makes free throw 2 of 2,,60,63
3,5:10.0,,G. Hill misses 2-pt jump shot from 14 ft,60,63
3,5:08.0,,Offensive rebound by K. Middleton,60,63
3,5:01.0,,P. Connaughton makes 3-pt jump shot from 27 ft (assist by K. Middleton),60,66
3,4:42.0,S. Ibaka misses 2-pt jump shot from 18 ft,,60,66
3,4:40.0,,Defensive rebound by P. Connaughton,60,66
3,4:32.0,,K. Middleton misses 2-pt jump shot from 9 ft,60,66
3,4:30.0,Defensive rebound by S. Ibaka,,60,66
3,4:23.0,F. VanVleet misses 2-pt jump shot from 12 ft,,60,66
3,4:23.0,,Defensive rebound by B. Lopez,60,66
3,4:14.0,,B. Lopez misses 3-pt jump shot from 28 ft,60,66
3,4:12.0,Defensive rebound by K. Lowry,,60,66
3,4:08.0,Personal foul by S. Brown (drawn by K. Lowry),,60,66
3,4:08.0,P. Siakam enters the game for K. Leonard,,60,66
3,4:08.0,,M. Brogdon enters the game for B. Lopez,60,66
3,4:08.0,,E. İlyasova enters the game for K. Middleton,60,66
3,3:55.0,S. Ibaka misses 2-pt layup from 2 ft,,60,66
3,3:54.0,,Defensive rebound by P. Connaughton,60,66
3,3:32.0,,E. İlyasova misses 3-pt jump shot from 27 ft,60,66
3,3:30.0,Defensive rebound by S. Ibaka,,60,66
3,3:10.0,F. VanVleet makes 3-pt jump shot from 27 ft (assist by N. Powell),,63,66
3,2:51.0,,M. Brogdon makes 2-pt layup from 3 ft (assist by E. İlyasova),63,68
3,2:29.0,S. Ibaka makes 2-pt dunk from 1 ft (assist by K. Lowry),,65,68
3,2:11.0,,G. Hill makes 3-pt jump shot from 28 ft,65,71
3,1:58.0,Shooting foul by G. Hill (drawn by P. Siakam),,65,71
3,1:58.0,P. Siakam makes free throw 1 of 2,,66,71
3,1:58.0,K. Leonard enters the game for N. Powell,,66,71
3,1:58.0,,G. Antetokounmpo enters the game for S. Brown,66,71
3,1:58.0,P. Siakam makes free throw 2 of 2,,67,71
3,1:39.0,,G. Hill misses 3-pt jump shot from 25 ft,67,71
3,1:36.0,Defensive rebound by P. Siakam,,67,71
3,1:32.0,K. Leonard makes 3-pt jump shot from 29 ft (assist by K. Lowry),,70,71
3,1:19.0,,Personal foul by P. Siakam (drawn by G. Antetokounmpo),70,71
3,1:19.0,,E. Bledsoe enters the game for P. Connaughton,70,71
3,1:16.0,,G. Hill makes 2-pt layup from 2 ft (assist by M. Brogdon),70,73
3,0:50.0,K. Leonard misses 2-pt hook shot from 5 ft,,70,73
3,0:47.0,,Defensive rebound by M. Brogdon,70,73
3,0:45.0,,G. Hill makes 2-pt layup from 3 ft (assist by G. Antetokounmpo),70,75
3,0:32.0,K. Lowry misses 3-pt jump shot from 28 ft,,70,75
3,0:29.0,Offensive rebound by K. Leonard,,70,75
3,0:28.0,Shooting foul by G. Antetokounmpo (drawn by K. Leonard),,70,75
3,0:28.0,K. Leonard makes free throw 1 of 2,,71,75
3,0:28.0,N. Powell enters the game for P. Siakam,,71,75
3,0:28.0,K. Leonard makes free throw 2 of 2,,72,75
3,0:06.0,,G. Antetokounmpo misses 2-pt jump shot from 13 ft,72,75
3,0:03.0,Defensive rebound by S. Ibaka,,72,75
3,0:01.0,F. VanVleet misses 3-pt jump shot from 29 ft,,72,75
3,0:01.0,Offensive rebound by Team,,72,75
4,11:41.0,,M. Brogdon misses 3-pt jump shot from 27 ft,72,75
4,11:37.0,Defensive rebound by P. Siakam,,72,75
4,11:25.0,Personal foul by E. İlyasova (drawn by K. Leonard),,72,75
4,11:10.0,P. Siakam misses 3-pt jump shot from 24 ft,,72,75
4,11:07.0,,Defensive rebound by E. Bledsoe,72,75
4,10:59.0,,Turnover by M. Brogdon (bad pass; steal by K. Leonard),72,75
4,10:54.0,K. Leonard makes 2-pt layup from 1 ft,,74,75
4,10:44.0,,K. Middleton makes 2-pt jump shot from 13 ft,74,77
4,10:20.0,K. Leonard makes 2-pt jump shot from 14 ft,,76,77
4,10:09.0,,M. Brogdon misses 2-pt layup from 5 ft (block by P. Siakam),76,77
4,10:04.0,Defensive rebound by S. Ibaka,,76,77
4,9:51.0,K. Leonard misses 2-pt jump shot from 20 ft,,76,77
4,9:47.0,,Defensive rebound by G. Antetokounmpo,76,77
4,9:43.0,,Shooting foul by K. Leonard (drawn by G. Antetokounmpo),76,77
4,9:43.0,,G. Antetokounmpo misses free throw 1 of 2,76,77
4,9:43.0,,Offensive rebound by Team,76,77
4,9:43.0,M. Gasol enters the game for S. Ibaka,,76,77
4,9:43.0,,G. Hill enters the game for M. Brogdon,76,77
4,9:43.0,,B. Lopez enters the game for E. İlyasova,76,77
4,9:43.0,,G. Antetokounmpo makes free throw 2 of 2,76,78
4,9:31.0,Personal foul by K. Middleton (drawn by K. Leonard),,76,78
4,9:22.0,N. Powell misses 3-pt jump shot from 24 ft,,76,78
4,9:20.0,,Defensive rebound by B. Lopez,76,78
4,9:14.0,,Turnover by G. Antetokounmpo (bad pass),76,78
4,8:57.0,F. VanVleet makes 3-pt jump shot from 24 ft (assist by K. Leonard),,79,78
4,8:44.0,,B. Lopez makes 2-pt layup from 5 ft (assist by K. Middleton),79,80
4,8:44.0,,Shooting foul by M. Gasol (drawn by B. Lopez),79,80
4,8:44.0,,B. Lopez makes free throw 1 of 1,79,81
4,8:30.0,K. Leonard makes 3-pt jump shot from 27 ft,,82,81
4,8:16.0,,E. Bledsoe misses 2-pt jump shot from 15 ft,82,81
4,8:10.0,Defensive rebound by M. Gasol,,82,81
4,7:57.0,K. Leonard makes 3-pt jump shot from 27 ft,,85,81
4,7:56.0,,Milwaukee full timeout,85,81
4,7:56.0,,P. Connaughton enters the game for E. Bledsoe,85,81
4,7:40.0,,G. Antetokounmpo misses 2-pt layup from 3 ft (block by P. Siakam),85,81
4,7:35.0,Defensive rebound by N. Powell,,85,81
4,7:23.0,Shooting foul by G. Antetokounmpo (drawn by K. Leonard),,85,81
4,7:23.0,K. Leonard makes free throw 1 of 2,,86,81
4,7:23.0,K. Leonard makes free throw 2 of 2,,87,81
4,7:00.0,,B. Lopez misses 2-pt layup from 2 ft (block by M. Gasol),87,81
4,6:57.0,Defensive rebound by K. Leonard,,87,81
4,6:56.0,Personal foul by K. Middleton (drawn by K. Leonard),,87,81
4,6:56.0,,M. Brogdon enters the game for P. Connaughton,87,81
4,6:37.0,F. VanVleet misses 2-pt jump shot from 19 ft,,87,81
4,6:34.0,,Defensive rebound by G. Antetokounmpo,87,81
4,6:30.0,,Turnover by G. Antetokounmpo (lost ball; steal by P. Siakam),87,81
4,6:25.0,N. Powell misses 2-pt layup from 1 ft,,87,81
4,6:20.0,Offensive rebound by P. Siakam,,87,81
4,6:20.0,P. Siakam makes 2-pt dunk from 2 ft,,89,81
4,6:13.0,,Personal foul by P. Siakam (drawn by K. Middleton),89,81
4,6:13.0,,E. Bledsoe enters the game for K. Middleton,89,81
4,6:07.0,,Shooting foul by F. VanVleet (drawn by E. Bledsoe),89,81
4,6:07.0,,E. Bledsoe makes free throw 1 of 2,89,82
4,6:07.0,,E. Bledsoe makes free throw 2 of 2,89,83
4,5:43.0,M. Gasol misses 2-pt jump shot from 9 ft,,89,83
4,5:40.0,,Defensive rebound by B. Lopez,89,83
4,5:31.0,,B. Lopez makes 2-pt layup from 1 ft (assist by M. Brogdon),89,85
4,5:25.0,Toronto full timeout,,89,85
4,5:25.0,K. Lowry enters the game for N. Powell,,89,85
4,5:25.0,Toronto full timeout,,89,85
4,5:12.0,K. Leonard misses 2-pt jump shot from 11 ft,,89,85
4,5:10.0,Offensive rebound by M. Gasol,,89,85
4,5:08.0,P. Siakam misses 2-pt jump shot from 13 ft,,89,85
4,5:05.0,Offensive rebound by P. Siakam,,89,85
4,4:54.0,M. Gasol makes 3-pt jump shot from 28 ft (assist by K. Leonard),,92,85
4,4:41.0,,M. Brogdon makes 2-pt layup from 2 ft,92,87
4,4:20.0,K. Leonard misses 2-pt jump shot from 13 ft,,92,87
4,4:16.0,,Defensive rebound by G. Hill,92,87
