QUARTER,TIME_REMAINING,DENVER_ACTION,PORTLAND_ACTION,DENVER_SCORE,PORTLAND_SCORE
4,2:27.0,G. Harris makes 2-pt jump shot from 11 ft (assist by N. Jokić),,107,101
4,2:05.0,,D. Lillard misses 3-pt jump shot from 24 ft,107,101
4,2:04.0,,Offensive rebound by Team,107,101
4,2:04.0,Loose ball foul by N. Jokić (drawn by J. Nurkić),,107,101
4,1:58.0,,Shooting foul by P. Millsap (drawn by C. McCollum),107,101
4,1:58.0,,C. McCollum makes free throw 1 of 3,107,102
4,1:58.0,,C. McCollum makes free throw 2 of 3,107,103
4,1:58.0,,C. McCollum makes free throw 3 of 3,107,104
4,1:40.0,Shooting foul by C. McCollum (drawn by G. Harris),,107,104
4,1:40.0,G. Harris makes free throw 1 of 2,,108,104
4,1:40.0,M. Plumlee enters the game for P. Millsap,,108,104
4,1:40.0,G. Harris misses free throw 2 of 2,,108,104
4,1:38.0,,Defensive rebound by J. Nurkić,108,104
4,1:30.0,,D. Lillard misses 2-pt layup from 2 ft,108,104
4,1:30.0,,Offensive rebound by J. Nurkić,108,104
4,1:30.0,,J. Nurkić makes 2-pt layup from 1 ft,108,106
4,1:30.0,Violation by Team (def goaltending),,108,106
4,1:30.0,,Shooting foul by N. Jokić (drawn by J. Nurkić),108,106
4,1:30.0,P. Millsap enters the game for M. Plumlee,,108,106
4,1:30.0,,J. Nurkić misses free throw 1 of 1,108,106
4,1:30.0,Defensive rebound by P. Millsap,,108,106
4,1:10.0,N. Jokić misses 3-pt jump shot from 25 ft,,108,106
4,1:08.0,,Defensive rebound by A. Aminu,108,106
4,0:56.0,,C. McCollum makes 2-pt jump shot from 14 ft,108,108
4,0:55.0,Denver full timeout,,108,108
4,0:44.0,Shooting foul by C. McCollum (drawn by J. Murray),,108,108
4,0:44.0,J. Murray makes free throw 1 of 2,,109,108
4,0:44.0,M. Plumlee enters the game for N. Jokić,,109,108
4,0:44.0,,S. Curry enters the game for E. Turner,109,108
4,0:44.0,J. Murray makes free throw 2 of 2,,110,108
4,0:37.0,,C. McCollum makes 2-pt layup from 1 ft,110,110
4,0:37.0,Denver full timeout,,110,110
4,0:37.0,N. Jokić enters the game for M. Plumlee,,110,110
4,0:37.0,,E. Turner enters the game for S. Curry,110,110
4,0:25.0,,Violation by Team (kicked ball),110,110
4,0:16.0,G. Harris makes 3-pt jump shot from 24 ft (assist by N. Jokić),,113,110
4,0:16.0,,Portland full timeout,113,110
4,0:16.0,,S. Curry enters the game for J. Nurkić,113,110
4,0:16.0,,M. Leonard enters the game for E. Turner,113,110
4,0:10.0,,C. McCollum makes 2-pt dunk at rim (assist by M. Leonard),113,112
4,0:05.0,Turnover by J. Murray (step out of bounds),,113,112
4,0:05.0,,Portland full timeout,113,112
4,0:05.0,M. Plumlee enters the game for N. Jokić,,113,112
4,0:05.0,,J. Nurkić enters the game for M. Leonard,113,112
4,0:01.0,,C. McCollum misses 2-pt jump shot from 21 ft,113,112
4,0:01.0,,Offensive rebound by Team,113,112
