QUARTER,TIME_REMAINING,PORTLAND_ACTION,OKLAHOMA CITY_ACTION,PORTLAND_SCORE,OKLAHOMA CITY_SCORE
4,5:35.0,,P. George misses 2-pt dunk from 1 ft,103,107
4,5:33.0,,Offensive rebound by S. Adams,103,107
4,5:32.0,,R. Westbrook misses 3-pt jump shot from 25 ft,103,107
4,5:32.0,,Offensive rebound by S. Adams,103,107
4,5:23.0,,R. Westbrook makes 2-pt layup from 2 ft (assist by S. Adams),103,109
4,5:13.0,C. McCollum misses 3-pt jump shot from 25 ft,,103,109
4,5:11.0,Offensive rebound by A. Aminu,,103,109
4,5:08.0,C. McCollum makes 3-pt jump shot from 24 ft (assist by A. Aminu),,106,109
4,4:47.0,,Shooting foul by D. Lillard (drawn by R. Westbrook),106,109
4,4:47.0,,R. Westbrook makes free throw 1 of 2,106,110
4,4:47.0,,R. Westbrook makes free throw 2 of 2,106,111
4,4:37.0,Turnover by J. Nurkić (bad pass; steal by R. Westbrook),,106,111
4,4:30.0,,Personal foul by J. Nurkić (drawn by P. George),106,111
4,4:30.0,,P. George makes free throw 1 of 2,106,112
4,4:30.0,,P. George makes free throw 2 of 2,106,113
4,4:13.0,A. Aminu misses 3-pt jump shot from 26 ft,,106,113
4,4:10.0,,Defensive rebound by P. George,106,113
4,4:04.0,,R. Westbrook misses 2-pt layup from 2 ft,106,113
4,4:00.0,Defensive rebound by D. Lillard,,106,113
4,3:51.0,J. Nurkić makes 2-pt jump shot from 18 ft,,108,113
4,3:25.0,,P. George misses 2-pt jump shot from 7 ft,108,113
4,3:22.0,Defensive rebound by A. Aminu,,108,113
4,3:14.0,D. Lillard misses 3-pt jump shot from 29 ft,,108,113
4,3:11.0,Offensive rebound by M. Harkless,,108,113
4,3:09.0,A. Aminu misses 3-pt jump shot from 26 ft,,108,113
4,3:08.0,,Defensive rebound by Team,108,113
4,3:08.0,Loose ball foul by J. Nurkić (drawn by P. George),,108,113
4,3:08.0,,P. George makes free throw 1 of 2,108,114
4,3:08.0,,P. George makes free throw 2 of 2,108,115
4,2:54.0,C. McCollum misses 2-pt jump shot from 18 ft,,108,115
4,2:52.0,,Defensive rebound by Team,108,115
4,2:34.0,,S. Adams misses 2-pt jump shot from 9 ft,108,115
4,2:32.0,Defensive rebound by A. Aminu,,108,115
4,2:19.0,Turnover by J. Nurkić (bad pass; steal by P. George),,108,115
4,2:16.0,,P. George makes 2-pt layup at rim,108,117
4,2:16.0,Portland full timeout,,108,117
4,2:00.0,A. Aminu misses 3-pt jump shot from 23 ft,,108,117
4,1:55.0,,Defensive rebound by R. Westbrook,108,117
4,1:44.0,,Personal foul by A. Aminu (drawn by P. George),108,117
4,1:44.0,,P. George makes free throw 1 of 2,108,118
4,1:44.0,J. Layman enters the game for M. Harkless,,108,118
4,1:44.0,,P. George makes free throw 2 of 2,108,119
4,1:39.0,D. Lillard makes 2-pt layup from 2 ft,,110,119
4,1:24.0,,R. Westbrook makes 2-pt dunk at rim,110,121
4,1:20.0,Personal foul by R. Westbrook (drawn by D. Lillard),,110,121
4,1:20.0,D. Lillard makes free throw 1 of 2,,111,121
4,1:20.0,D. Lillard makes free throw 2 of 2,,112,121
4,1:04.0,,P. George misses 3-pt jump shot from 25 ft,112,121
4,0:59.0,Defensive rebound by C. McCollum,,112,121
4,0:51.0,C. McCollum misses 2-pt jump shot from 2 ft,,112,121
4,0:48.0,,Defensive rebound by P. George,112,121
4,0:45.0,,R. Westbrook makes 2-pt dunk at rim (assist by P. George),112,123
4,0:34.0,C. McCollum misses 3-pt jump shot from 26 ft,,112,123
4,0:31.0,,Defensive rebound by P. George,112,123
4,0:09.0,,Turnover by Team (shot clock),112,123
4,0:04.0,A. Aminu makes 2-pt dunk from 1 ft,,114,123
