QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DENVER_ACTION,SAN ANTONIO_SCORE,DENVER_SCORE
1,1:09.0,P. Mills makes free throw 2 of 2,,20,27
1,0:57.0,,T. Lyles misses 2-pt layup from 3 ft (block by R. Gay),20,27
1,0:57.0,,Offensive rebound by Team,20,27
1,0:57.0,,M. Plumlee enters the game for N. Jokić,20,27
1,0:56.0,,Turnover by T. Lyles (traveling),20,27
1,0:46.0,Turnover by P. Mills (bad pass; steal by T. Lyles),,20,27
1,0:43.0,,M. Beasley makes 2-pt dunk from 1 ft (assist by M. Morris),20,29
1,0:32.0,P. Mills misses 3-pt jump shot from 25 ft,,20,29
1,0:29.0,,Defensive rebound by M. Beasley,20,29
1,0:25.0,,M. Beasley makes 2-pt layup from 1 ft,20,31
1,0:02.0,M. Belinelli makes 3-pt jump shot from 26 ft (assist by J. Poeltl),,23,31
2,11:44.0,R. Gay misses 2-pt jump shot from 21 ft,,23,31
2,11:40.0,Offensive rebound by R. Gay,,23,31
2,11:31.0,Turnover by D. Bertāns (bad pass),,23,31
2,11:20.0,,N. Jokić makes 2-pt hook shot from 3 ft (assist by M. Morris),23,33
2,11:02.0,Turnover by M. Belinelli (bad pass; steal by M. Morris),,23,33
2,10:57.0,,M. Morris misses 3-pt jump shot from 22 ft,23,33
2,10:55.0,Defensive rebound by P. Mills,,23,33
2,10:49.0,Shooting foul by T. Lyles (drawn by J. Poeltl),,23,33
2,10:49.0,J. Poeltl misses free throw 1 of 2,,23,33
2,10:49.0,Offensive rebound by Team,,23,33
2,10:49.0,J. Poeltl misses free throw 2 of 2,,23,33
2,10:47.0,,Defensive rebound by N. Jokić,23,33
2,10:33.0,,M. Beasley misses 2-pt layup from 3 ft (block by J. Poeltl),23,33
2,10:31.0,Defensive rebound by J. Poeltl,,23,33
2,10:26.0,Shooting foul by B. Goodwin (drawn by M. Belinelli),,23,33
2,10:26.0,M. Belinelli misses free throw 1 of 3,,23,33
2,10:26.0,Offensive rebound by Team,,23,33
2,10:26.0,M. Belinelli makes free throw 2 of 3,,24,33
2,10:26.0,D. White enters the game for P. Mills,,24,33
2,10:26.0,M. Belinelli makes free throw 3 of 3,,25,33
2,10:11.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by B. Goodwin),25,36
2,9:53.0,D. Bertāns misses 3-pt jump shot from 26 ft,,25,36
2,9:50.0,,Defensive rebound by T. Lyles,25,36
2,9:40.0,,M. Beasley makes 2-pt layup from 2 ft (assist by M. Morris),25,38
2,9:40.0,,Shooting foul by R. Gay (drawn by M. Beasley),25,38
2,9:40.0,D. Cunningham enters the game for M. Belinelli,,25,38
2,9:40.0,D. DeRozan enters the game for D. Bertāns,,25,38
2,9:40.0,B. Forbes enters the game for R. Gay,,25,38
2,9:40.0,,M. Beasley makes free throw 1 of 1,25,39
2,9:23.0,D. White misses 2-pt layup from 2 ft,,25,39
2,9:19.0,Offensive rebound by J. Poeltl,,25,39
2,9:19.0,J. Poeltl makes 2-pt layup from 1 ft,,27,39
2,9:10.0,,T. Lyles misses 3-pt jump shot from 25 ft,27,39
2,9:08.0,Defensive rebound by B. Forbes,,27,39
2,8:56.0,D. DeRozan makes 2-pt jump shot from 6 ft,,29,39
2,8:39.0,,N. Jokić makes 2-pt layup from 2 ft (assist by M. Morris),29,41
2,8:24.0,D. Cunningham misses 2-pt layup from 4 ft (block by T. Lyles),,29,41
2,8:19.0,Offensive rebound by D. White,,29,41
2,8:19.0,D. White makes 2-pt layup from 2 ft,,31,41
2,7:58.0,,M. Morris misses 2-pt jump shot from 20 ft,31,41
2,7:58.0,,Offensive rebound by T. Lyles,31,41
2,7:52.0,,M. Beasley makes 3-pt jump shot from 24 ft (assist by M. Morris),31,44
2,7:40.0,D. DeRozan misses 2-pt jump shot from 17 ft,,31,44
2,7:37.0,,Defensive rebound by M. Beasley,31,44
2,7:29.0,,Offensive foul by T. Lyles (drawn by D. White),31,44
2,7:29.0,,Turnover by T. Lyles (offensive foul),31,44
2,7:29.0,L. Aldridge enters the game for J. Poeltl,,31,44
2,7:29.0,,T. Craig enters the game for B. Goodwin,31,44
2,7:29.0,,J. Hernangómez enters the game for N. Jokić,31,44
2,7:29.0,,J. Murray enters the game for T. Lyles,31,44
2,7:29.0,,M. Plumlee enters the game for M. Morris,31,44
2,7:13.0,Personal foul by T. Craig (drawn by D. DeRozan),,31,44
2,7:04.0,B. Forbes misses 2-pt jump shot from 9 ft,,31,44
2,6:58.0,,Defensive rebound by M. Plumlee,31,44
2,6:52.0,,Personal foul by B. Forbes (drawn by M. Plumlee),31,44
2,6:52.0,,Denver full timeout,31,44
2,6:47.0,,M. Beasley misses 2-pt jump shot from 16 ft,31,44
2,6:44.0,Defensive rebound by D. DeRozan,,31,44
2,6:25.0,L. Aldridge misses 2-pt jump shot from 11 ft,,31,44
2,6:23.0,,Defensive rebound by T. Craig,31,44
2,6:19.0,,Turnover by J. Murray (bad pass; steal by L. Aldridge),31,44
2,6:17.0,Turnover by D. White (step out of bounds),,31,44
2,6:00.0,,T. Craig makes 3-pt jump shot from 25 ft (assist by J. Murray),31,47
2,5:36.0,L. Aldridge makes 2-pt hook shot from 4 ft,,33,47
2,5:24.0,,J. Murray makes 2-pt layup from 2 ft,33,49
2,5:12.0,D. DeRozan misses 2-pt jump shot from 23 ft,,33,49
2,5:11.0,Offensive rebound by D. Cunningham,,33,49
2,5:11.0,D. Cunningham makes 2-pt layup from 1 ft,,35,49
2,4:55.0,,Turnover by M. Plumlee (bad pass; steal by B. Forbes),35,49
2,4:53.0,Personal take foul by M. Plumlee (drawn by B. Forbes),,35,49
2,4:53.0,D. Bertāns enters the game for D. Cunningham,,35,49
2,4:44.0,L. Aldridge makes 2-pt layup from 2 ft (assist by D. White),,37,49
2,4:44.0,,Violation by Team (def goaltending),37,49
2,4:30.0,,M. Plumlee misses 2-pt hook shot from 3 ft,37,49
2,4:26.0,Defensive rebound by D. DeRozan,,37,49
2,4:19.0,D. Bertāns misses 3-pt jump shot from 23 ft,,37,49
2,4:14.0,,Defensive rebound by M. Beasley,37,49
2,4:11.0,,J. Murray makes 3-pt jump shot from 25 ft (assist by M. Beasley),37,52
2,3:59.0,B. Forbes makes 2-pt jump shot from 17 ft,,39,52
2,3:58.0,,Denver full timeout,39,52
2,3:58.0,P. Mills enters the game for D. White,,39,52
2,3:58.0,,N. Jokić enters the game for M. Beasley,39,52
2,3:44.0,,Turnover by J. Hernangómez (bad pass; steal by D. DeRozan),39,52
2,3:37.0,Turnover by D. DeRozan (lost ball; steal by T. Craig),,39,52
2,3:34.0,,Turnover by T. Craig (bad pass; steal by B. Forbes),39,52
2,3:27.0,B. Forbes misses 3-pt jump shot from 25 ft,,39,52
2,3:24.0,,Defensive rebound by J. Murray,39,52
2,3:07.0,,M. Plumlee misses 2-pt layup from 1 ft (block by D. Bertāns),39,52
2,3:05.0,,Offensive rebound by M. Plumlee,39,52
2,3:04.0,,M. Plumlee makes 2-pt layup from 1 ft,39,54
2,2:44.0,L. Aldridge misses 2-pt jump shot from 13 ft,,39,54
2,2:42.0,Offensive rebound by L. Aldridge,,39,54
2,2:40.0,L. Aldridge makes 2-pt layup from 2 ft,,41,54
2,2:27.0,,J. Murray makes 2-pt jump shot from 18 ft,41,56
2,2:14.0,D. DeRozan misses 2-pt jump shot from 11 ft,,41,56
2,2:09.0,,Defensive rebound by T. Craig,41,56
2,2:04.0,,Personal foul by D. DeRozan (drawn by M. Plumlee),41,56
2,2:04.0,M. Belinelli enters the game for D. Bertāns,,41,56
2,2:04.0,J. Poeltl enters the game for B. Forbes,,41,56
2,2:04.0,,M. Beasley enters the game for T. Craig,41,56
2,1:59.0,,J. Murray makes 3-pt jump shot from 25 ft (assist by N. Jokić),41,59
2,1:35.0,P. Mills misses 3-pt jump shot from 24 ft,,41,59
2,1:31.0,,Defensive rebound by J. Hernangómez,41,59
2,1:25.0,,J. Murray misses 3-pt jump shot from 25 ft,41,59
2,1:23.0,Defensive rebound by L. Aldridge,,41,59
2,1:11.0,J. Poeltl misses 2-pt layup from 3 ft (block by M. Plumlee),,41,59
2,1:09.0,Offensive rebound by P. Mills,,41,59
2,1:09.0,P. Mills misses 2-pt jump shot from 8 ft,,41,59
2,1:07.0,,Defensive rebound by M. Plumlee,41,59
2,0:45.0,,N. Jokić misses 2-pt jump shot from 17 ft,41,59
2,0:42.0,Defensive rebound by J. Poeltl,,41,59
2,0:36.0,L. Aldridge makes 2-pt dunk from 1 ft (assist by M. Belinelli),,43,59
2,0:36.0,Shooting foul by M. Plumlee (drawn by L. Aldridge),,43,59
2,0:36.0,L. Aldridge makes free throw 1 of 1,,44,59
2,0:30.0,,J. Murray misses 2-pt dunk from 2 ft,44,59
2,0:27.0,Defensive rebound by D. DeRozan,,44,59
2,0:12.0,P. Mills makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,47,59
2,0:07.0,,Personal take foul by P. Mills (drawn by J. Murray),47,59
2,0:07.0,R. Gay enters the game for J. Poeltl,,47,59
2,0:07.0,,T. Lyles enters the game for M. Plumlee,47,59
2,0:01.0,,J. Murray makes 2-pt jump shot from 6 ft,47,61
2,0:00.0,R. Gay misses 3-pt jump shot from 69 ft,,47,61
2,0:00.0,Offensive rebound by Team,,47,61
3,11:45.0,R. Gay makes 2-pt jump shot from 18 ft (assist by L. Aldridge),,49,61
3,11:24.0,,J. Murray misses 2-pt jump shot from 3 ft,49,61
3,11:20.0,,Offensive rebound by J. Murray,49,61
3,11:20.0,,J. Murray misses 2-pt layup from 1 ft,49,61
3,11:20.0,Defensive rebound by L. Aldridge,,49,61
3,11:09.0,Personal foul by N. Jokić (drawn by D. DeRozan),,49,61
3,11:03.0,Shooting foul by T. Craig (drawn by D. DeRozan),,49,61
3,11:03.0,D. DeRozan makes free throw 1 of 2,,50,61
3,11:03.0,D. DeRozan misses free throw 2 of 2,,50,61
3,11:01.0,,Defensive rebound by N. Jokić,50,61
3,10:55.0,,Personal foul by D. White (drawn by J. Hernangómez),50,61
3,10:46.0,,Turnover by J. Murray (bad pass; steal by D. White),50,61
3,10:37.0,D. White makes 3-pt jump shot from 22 ft (assist by D. DeRozan),,53,61
3,10:36.0,,Denver full timeout,53,61
3,10:15.0,,T. Craig misses 3-pt jump shot from 23 ft,53,61
3,10:13.0,Defensive rebound by Team,,53,61
3,9:53.0,L. Aldridge misses 2-pt jump shot from 10 ft,,53,61
3,9:50.0,,Defensive rebound by J. Hernangómez,53,61
3,9:38.0,,Turnover by N. Jokić (bad pass; steal by D. White),53,61
3,9:32.0,R. Gay misses 3-pt jump shot from 26 ft,,53,61
3,9:30.0,Offensive rebound by L. Aldridge,,53,61
3,9:26.0,L. Aldridge misses 2-pt hook shot from 6 ft,,53,61
3,9:26.0,,Defensive rebound by M. Plumlee,53,61
3,9:12.0,,Offensive foul by T. Craig (drawn by D. DeRozan),53,61
3,9:12.0,,Turnover by T. Craig (offensive foul),53,61
3,8:48.0,D. White misses 3-pt jump shot from 25 ft,,53,61
3,8:45.0,,Defensive rebound by N. Jokić,53,61
3,8:36.0,,Personal foul by D. White (drawn by J. Murray),53,61
3,8:28.0,,J. Hernangómez makes 2-pt layup from 1 ft (assist by N. Jokić),53,63
3,8:12.0,B. Forbes makes 3-pt jump shot from 25 ft (assist by D. White),,56,63
3,7:55.0,,Turnover by N. Jokić (lost ball; steal by D. White),56,63
3,7:54.0,Personal foul by N. Jokić (drawn by D. White),,56,63
3,7:44.0,D. DeRozan misses 2-pt jump shot from 17 ft,,56,63
3,7:42.0,,Defensive rebound by M. Plumlee,56,63
3,7:39.0,,Personal foul by R. Gay (drawn by N. Jokić),56,63
3,7:39.0,,M. Beasley enters the game for M. Plumlee,56,63
3,7:33.0,,Turnover by N. Jokić (lost ball; steal by D. White),56,63
3,7:28.0,D. DeRozan misses 2-pt layup from 1 ft (block by T. Craig),,56,63
3,7:23.0,Offensive rebound by L. Aldridge,,56,63
3,7:23.0,L. Aldridge makes 2-pt layup at rim,,58,63
3,7:12.0,,N. Jokić makes 2-pt layup from 2 ft (assist by T. Craig),58,65
3,6:57.0,D. White misses 3-pt jump shot from 26 ft,,58,65
3,6:53.0,,Defensive rebound by J. Hernangómez,58,65
3,6:45.0,,J. Murray makes 2-pt layup from 1 ft (assist by N. Jokić),58,67
3,6:45.0,San Antonio full timeout,,58,67
3,6:31.0,B. Forbes makes 3-pt jump shot from 24 ft (assist by D. White),,61,67
3,6:11.0,,J. Hernangómez misses 3-pt jump shot from 22 ft,61,67
3,6:08.0,Defensive rebound by D. White,,61,67
3,6:02.0,L. Aldridge misses 2-pt jump shot from 20 ft,,61,67
3,5:55.0,Offensive rebound by D. White,,61,67
3,5:55.0,D. White makes 2-pt dunk at rim,,63,67
3,5:35.0,,M. Beasley misses 2-pt jump shot from 19 ft,63,67
3,5:32.0,Defensive rebound by D. White,,63,67
3,5:20.0,L. Aldridge misses 2-pt jump shot from 11 ft,,63,67
3,5:16.0,,Defensive rebound by T. Craig,63,67
3,5:08.0,,T. Craig makes 2-pt layup from 2 ft (assist by N. Jokić),63,69
3,4:55.0,Turnover by D. DeRozan (bad pass; steal by J. Murray),,63,69
3,4:55.0,,Personal foul by D. DeRozan (drawn by M. Beasley),63,69
3,4:55.0,,Violation by Team (delay of game),63,69
3,4:55.0,,T. Lyles enters the game for J. Hernangómez,63,69
3,4:55.0,,M. Morris enters the game for J. Murray,63,69
3,4:32.0,,T. Lyles misses 2-pt jump shot from 20 ft,63,69
3,4:27.0,Defensive rebound by R. Gay,,63,69
3,4:23.0,R. Gay misses 3-pt jump shot from 26 ft,,63,69
3,4:20.0,,Defensive rebound by N. Jokić,63,69
3,4:12.0,,N. Jokić misses 3-pt jump shot from 25 ft,63,69
3,4:06.0,Defensive rebound by D. DeRozan,,63,69
3,3:46.0,L. Aldridge misses 2-pt hook shot from 7 ft,,63,69
3,3:45.0,,Defensive rebound by T. Craig,63,69
3,3:39.0,,Turnover by M. Morris (bad pass; steal by R. Gay),63,69
3,3:36.0,D. DeRozan makes 2-pt dunk from 1 ft (assist by R. Gay),,65,69
3,3:18.0,,T. Lyles misses 3-pt jump shot from 25 ft,65,69
3,3:15.0,,Offensive rebound by M. Morris,65,69
3,3:03.0,,Turnover by N. Jokić (lost ball; steal by L. Aldridge),65,69
3,2:59.0,D. White makes 2-pt dunk from 1 ft (assist by D. DeRozan),,67,69
3,2:59.0,,Denver full timeout,67,69
3,2:59.0,M. Belinelli enters the game for B. Forbes,,67,69
3,2:59.0,D. Bertāns enters the game for R. Gay,,67,69
3,2:46.0,,T. Lyles misses 2-pt layup from 3 ft,67,69
3,2:45.0,,Offensive rebound by T. Lyles,67,69
3,2:43.0,,Shooting foul by D. DeRozan (drawn by T. Lyles),67,69
3,2:43.0,,T. Lyles misses free throw 1 of 2,67,69
3,2:43.0,,Offensive rebound by Team,67,69
3,2:43.0,B. Forbes enters the game for D. DeRozan,,67,69
3,2:43.0,P. Mills enters the game for D. White,,67,69
3,2:43.0,,J. Murray enters the game for T. Craig,67,69
3,2:43.0,,T. Lyles makes free throw 2 of 2,67,70
3,2:24.0,B. Forbes misses 3-pt jump shot from 25 ft,,67,70
3,2:22.0,,Defensive rebound by N. Jokić,67,70
3,2:13.0,,N. Jokić makes 2-pt jump shot from 24 ft,67,72
3,1:58.0,M. Belinelli makes 2-pt jump shot from 12 ft (assist by D. Bertāns),,69,72
3,1:47.0,,N. Jokić misses 3-pt jump shot from 24 ft,69,72
3,1:44.0,Defensive rebound by P. Mills,,69,72
3,1:34.0,L. Aldridge makes 2-pt hook shot from 3 ft,,71,72
3,1:22.0,,J. Murray makes 2-pt jump shot from 16 ft,71,74
3,1:04.0,M. Belinelli misses 3-pt jump shot from 25 ft,,71,74
3,1:02.0,,Defensive rebound by M. Morris,71,74
3,1:00.0,,M. Beasley makes 2-pt layup from 1 ft (assist by M. Morris),71,76
3,0:55.0,B. Forbes makes 2-pt dunk from 1 ft (assist by P. Mills),,73,76
3,0:38.0,,T. Lyles misses 3-pt jump shot from 23 ft,73,76
3,0:35.0,Defensive rebound by L. Aldridge,,73,76
3,0:26.0,L. Aldridge makes 2-pt dunk at rim (assist by M. Belinelli),,75,76
3,0:06.0,,J. Murray makes 2-pt layup from 3 ft,75,78
3,0:01.0,P. Mills misses 2-pt jump shot from 16 ft,,75,78
3,0:01.0,Offensive rebound by Team,,75,78
4,11:42.0,,M. Morris misses 2-pt jump shot from 14 ft,75,78
4,11:36.0,,Offensive rebound by T. Lyles,75,78
4,11:36.0,,T. Lyles misses 2-pt layup from 1 ft,75,78
4,11:36.0,,Offensive rebound by M. Plumlee,75,78
4,11:35.0,,Shooting foul by D. Bertāns (drawn by M. Beasley),75,78
4,11:35.0,,M. Beasley makes free throw 1 of 2,75,79
4,11:35.0,,M. Beasley makes free throw 2 of 2,75,80
4,11:13.0,R. Gay makes 2-pt jump shot from 12 ft,,77,80
4,10:51.0,,M. Beasley makes 3-pt jump shot from 24 ft (assist by T. Lyles),77,83
4,10:23.0,Turnover by R. Gay (lost ball; steal by M. Morris),,77,83
4,10:17.0,,T. Lyles misses 2-pt layup from 5 ft,77,83
4,10:15.0,Defensive rebound by D. Bertāns,,77,83
4,9:58.0,D. Bertāns makes 3-pt jump shot from 24 ft (assist by R. Gay),,80,83
4,9:41.0,,J. Murray misses 2-pt jump shot from 3 ft,80,83
4,9:39.0,Defensive rebound by J. Poeltl,,80,83
4,9:34.0,R. Gay misses 3-pt jump shot from 24 ft,,80,83
4,9:31.0,,Defensive rebound by M. Plumlee,80,83
4,9:19.0,,Shooting foul by D. Bertāns (drawn by M. Morris),80,83
4,9:19.0,,M. Morris makes free throw 1 of 2,80,84
4,9:19.0,D. DeRozan enters the game for R. Gay,,80,84
4,9:19.0,,M. Morris makes free throw 2 of 2,80,85
4,9:11.0,Offensive foul by J. Poeltl (drawn by M. Morris),,80,85
4,9:11.0,Turnover by J. Poeltl (offensive foul),,80,85
4,8:57.0,,Turnover by T. Lyles (bad pass; steal by M. Belinelli),80,85
4,8:46.0,M. Belinelli misses 3-pt jump shot from 23 ft,,80,85
4,8:44.0,,Defensive rebound by T. Lyles,80,85
4,8:36.0,,M. Beasley misses 3-pt jump shot from 24 ft,80,85
4,8:33.0,Defensive rebound by D. Bertāns,,80,85
4,8:26.0,D. Bertāns misses 3-pt jump shot from 26 ft (block by T. Lyles),,80,85
4,8:23.0,,Defensive rebound by M. Morris,80,85
4,8:20.0,,M. Morris misses 2-pt jump shot from 15 ft,80,85
4,8:15.0,,Offensive rebound by T. Lyles,80,85
4,8:15.0,,T. Lyles misses 2-pt layup from 1 ft,80,85
4,8:14.0,,Offensive rebound by J. Murray,80,85
4,8:13.0,,J. Murray misses 2-pt layup from 1 ft,80,85
4,8:11.0,Defensive rebound by M. Belinelli,,80,85
4,7:57.0,J. Poeltl makes 2-pt layup from 1 ft (assist by D. DeRozan),,82,85
4,7:42.0,,Shooting foul by J. Poeltl (drawn by M. Beasley),82,85
4,7:42.0,,M. Beasley makes free throw 1 of 2,82,86
4,7:42.0,L. Aldridge enters the game for J. Poeltl,,82,86
4,7:42.0,,J. Hernangómez enters the game for T. Lyles,82,86
4,7:42.0,,N. Jokić enters the game for M. Plumlee,82,86
4,7:42.0,,M. Beasley makes free throw 2 of 2,82,87
4,7:40.0,Personal take foul by M. Morris (drawn by P. Mills),,82,87
4,7:40.0,,T. Craig enters the game for M. Beasley,82,87
4,7:26.0,D. DeRozan makes 2-pt layup from 2 ft (assist by P. Mills),,84,87
4,7:08.0,,J. Murray makes 2-pt jump shot from 12 ft (assist by N. Jokić),84,89
4,6:57.0,D. DeRozan makes 2-pt dunk from 1 ft,,86,89
4,6:45.0,,Shooting foul by M. Belinelli (drawn by J. Hernangómez),86,89
4,6:45.0,,Denver full timeout,86,89
4,6:45.0,B. Forbes enters the game for M. Belinelli,,86,89
4,6:45.0,J. Poeltl enters the game for D. Bertāns,,86,89
4,6:45.0,D. White enters the game for P. Mills,,86,89
4,6:45.0,,M. Plumlee enters the game for M. Morris,86,89
4,6:45.0,,J. Hernangómez makes free throw 1 of 2,86,90
4,6:45.0,,J. Hernangómez makes free throw 2 of 2,86,91
4,6:24.0,D. White misses 2-pt jump shot from 7 ft,,86,91
4,6:21.0,,Defensive rebound by J. Hernangómez,86,91
4,6:06.0,,N. Jokić makes 2-pt jump shot from 13 ft (assist by J. Murray),86,93
4,5:46.0,L. Aldridge makes 2-pt hook shot from 4 ft,,88,93
4,5:30.0,,Turnover by M. Plumlee (bad pass; steal by D. White),88,93
4,5:22.0,J. Poeltl misses 2-pt layup from 2 ft,,88,93
4,5:20.0,Offensive rebound by D. White,,88,93
4,5:17.0,Shooting foul by T. Craig (drawn by L. Aldridge),,88,93
4,5:17.0,L. Aldridge misses free throw 1 of 2,,88,93
4,5:17.0,Offensive rebound by Team,,88,93
4,5:17.0,L. Aldridge makes free throw 2 of 2,,89,93
4,4:59.0,,T. Craig misses 3-pt jump shot from 25 ft,89,93
4,4:55.0,Defensive rebound by D. White,,89,93
4,4:45.0,J. Poeltl makes 2-pt layup from 1 ft (assist by L. Aldridge),,91,93
4,4:44.0,,Denver full timeout,91,93
4,4:32.0,,J. Murray misses 2-pt jump shot from 18 ft,91,93
4,4:31.0,,Offensive rebound by Team,91,93
4,4:31.0,Loose ball foul by D. White (drawn by M. Plumlee),,91,93
4,4:31.0,,M. Plumlee misses free throw 1 of 2,91,93
4,4:31.0,,Offensive rebound by Team,91,93
