QUARTER,TIME_REMAINING,DENVER_ACTION,GOLDEN STATE_ACTION,DENVER_SCORE,GOLDEN STATE_SCORE
4,6:54.0,,J. Bell enters the game for D. Green,84,105
4,6:54.0,,S. Curry enters the game for K. Thompson,84,105
4,6:38.0,Shooting foul by D. Cousins (drawn by N. Jokić),,84,105
4,6:38.0,N. Jokić makes free throw 1 of 2,,85,105
4,6:38.0,J. Murray enters the game for I. Thomas,,85,105
4,6:38.0,N. Jokić misses free throw 2 of 2,,85,105
4,6:36.0,Offensive rebound by G. Harris,,85,105
4,6:36.0,Shooting foul by J. Bell (drawn by G. Harris),,85,105
4,6:36.0,G. Harris misses free throw 1 of 2,,85,105
4,6:36.0,Offensive rebound by Team,,85,105
4,6:36.0,G. Harris makes free throw 2 of 2,,86,105
4,6:23.0,,Personal foul by N. Jokić (drawn by D. Cousins),86,105
4,6:19.0,,D. Cousins makes 3-pt jump shot from 28 ft (assist by S. Curry),86,108
4,6:06.0,Personal foul by S. Livingston (drawn by N. Jokić),,86,108
4,6:06.0,N. Jokić makes free throw 1 of 2,,87,108
4,6:06.0,W. Barton enters the game for T. Craig,,87,108
4,6:06.0,N. Jokić makes free throw 2 of 2,,88,108
4,5:50.0,,Turnover by J. Bell (lost ball; steal by N. Jokić),88,108
4,5:45.0,W. Barton makes 3-pt jump shot from 26 ft (assist by G. Harris),,91,108
4,5:43.0,,Golden State full timeout,91,108
4,5:43.0,,D. Green enters the game for J. Bell,91,108
4,5:43.0,,K. Thompson enters the game for S. Livingston,91,108
4,5:23.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by D. Cousins),91,111
4,5:01.0,J. Murray makes 3-pt jump shot from 27 ft,,94,111
4,4:50.0,,S. Curry misses 3-pt jump shot from 26 ft,94,111
4,4:48.0,Defensive rebound by Team,,94,111
4,4:40.0,J. Murray misses 2-pt jump shot from 18 ft,,94,111
4,4:39.0,,Defensive rebound by D. Green,94,111
4,4:27.0,,K. Thompson misses 2-pt jump shot from 12 ft,94,111
4,4:26.0,Defensive rebound by N. Jokić,,94,111
4,4:04.0,N. Jokić misses 2-pt jump shot from 16 ft (block by D. Cousins),,94,111
4,4:03.0,Offensive rebound by Team,,94,111
4,4:03.0,Turnover by Team (shot clock),,94,111
4,4:03.0,,K. Looney enters the game for D. Cousins,94,111
4,3:46.0,,Turnover by S. Curry (bad pass; steal by N. Jokić),94,111
4,3:41.0,Turnover by G. Harris (out of bounds lost ball),,94,111
4,3:25.0,,S. Curry misses 3-pt jump shot from 27 ft,94,111
4,3:23.0,,Offensive rebound by K. Looney,94,111
4,3:16.0,,K. Looney makes 2-pt dunk from 1 ft (assist by K. Durant),94,113
4,3:16.0,Denver full timeout,,94,113
4,3:16.0,M. Beasley enters the game for W. Barton,,94,113
4,3:16.0,T. Craig enters the game for G. Harris,,94,113
4,3:16.0,J. Hernangómez enters the game for N. Jokić,,94,113
4,3:16.0,M. Plumlee enters the game for J. Murray,,94,113
4,3:16.0,,A. McKinnie enters the game for K. Durant,94,113
4,3:03.0,M. Morris makes 2-pt jump shot from 12 ft,,96,113
4,3:03.0,Shooting foul by S. Curry (drawn by M. Morris),,96,113
4,3:03.0,M. Morris makes free throw 1 of 1,,97,113
4,2:53.0,,Shooting foul by T. Craig (drawn by K. Thompson),97,113
4,2:53.0,,Offensive rebound by Team,97,113
4,2:53.0,,K. Thompson misses free throw 1 of 2,97,113
4,2:53.0,,K. Thompson makes free throw 2 of 2,97,114
4,2:34.0,J. Hernangómez misses 3-pt jump shot from 26 ft,,97,114
4,2:31.0,,Defensive rebound by S. Curry,97,114
4,2:17.0,,K. Thompson makes 3-pt jump shot from 28 ft (assist by S. Curry),97,117
4,2:05.0,Personal take foul by K. Looney (drawn by M. Morris),,97,117
4,2:05.0,M. Morris makes free throw 1 of 2,,98,117
4,2:05.0,J. Vanderbilt enters the game for M. Plumlee,,98,117
4,2:05.0,,J. Bell enters the game for S. Curry,98,117
4,2:05.0,,Q. Cook enters the game for D. Green,98,117
4,2:05.0,,J. Jerebko enters the game for K. Looney,98,117
4,2:05.0,,D. Lee enters the game for K. Thompson,98,117
4,2:05.0,M. Morris makes free throw 2 of 2,,99,117
4,1:43.0,,J. Bell misses 2-pt jump shot from 17 ft,99,117
4,1:41.0,Defensive rebound by T. Craig,,99,117
4,1:37.0,T. Craig makes 2-pt layup from 6 ft,,101,117
4,1:22.0,,D. Lee misses 3-pt jump shot from 24 ft,101,117
4,1:20.0,,Offensive rebound by A. McKinnie,101,117
4,1:13.0,,A. McKinnie makes 3-pt jump shot from 27 ft (assist by D. Lee),101,120
4,0:56.0,M. Beasley misses 3-pt jump shot from 26 ft,,101,120
4,0:54.0,,Defensive rebound by A. McKinnie,101,120
4,0:51.0,,J. Jerebko makes 2-pt hook shot from 2 ft (assist by D. Lee),101,122
4,0:41.0,M. Morris makes 2-pt jump shot from 20 ft,,103,122
4,0:25.0,,Q. Cook misses 3-pt jump shot from 29 ft,103,122
4,0:21.0,Defensive rebound by J. Hernangómez,,103,122
4,0:12.0,M. Morris makes 2-pt layup from 3 ft,,105,122
