QUARTER,TIME_REMAINING,UTAH_ACTION,HOUSTON_ACTION,UTAH_SCORE,HOUSTON_SCORE
4,5:11.0,,Loose ball foul by C. Paul (drawn by R. Rubio),86,90
4,4:56.0,R. Gobert misses 2-pt jump shot from 6 ft,,86,90
4,4:52.0,Offensive rebound by Team,,86,90
4,4:50.0,Turnover by Team (shot clock),,86,90
4,4:26.0,,E. Gordon misses 3-pt jump shot from 29 ft,86,90
4,4:26.0,Defensive rebound by Team,,86,90
4,4:26.0,,Houston full timeout,86,90
4,4:12.0,D. Mitchell misses 3-pt jump shot from 27 ft,,86,90
4,4:07.0,,Defensive rebound by J. Harden,86,90
4,3:59.0,,J. Harden makes 2-pt jump shot from 13 ft,86,92
4,3:46.0,Personal foul by J. Harden (drawn by R. Gobert),,86,92
4,3:39.0,D. Mitchell makes 2-pt jump shot from 13 ft,,88,92
4,3:11.0,,C. Capela misses 2-pt layup from 1 ft (block by R. Gobert),88,92
4,3:09.0,,Offensive rebound by J. Harden,88,92
4,2:59.0,,C. Paul misses 2-pt jump shot from 14 ft,88,92
4,2:57.0,Defensive rebound by J. Crowder,,88,92
4,2:49.0,J. Crowder makes 3-pt jump shot from 26 ft (assist by R. Rubio),,91,92
4,2:20.0,,J. Harden makes 2-pt jump shot from 9 ft,91,94
4,2:05.0,R. O'Neale misses 3-pt jump shot from 24 ft,,91,94
4,2:02.0,Offensive rebound by D. Mitchell,,91,94
4,2:02.0,D. Mitchell misses 2-pt jump shot from 3 ft (block by P. Tucker),,91,94
4,2:02.0,,Defensive rebound by P. Tucker,91,94
4,1:43.0,,C. Paul misses 2-pt layup from 7 ft,91,94
4,1:42.0,Defensive rebound by J. Crowder,,91,94
4,1:32.0,R. Rubio makes 2-pt jump shot from 12 ft,,93,94
4,1:17.0,,E. Gordon misses 2-pt layup from 2 ft,93,94
4,1:15.0,Defensive rebound by D. Mitchell,,93,94
4,1:09.0,R. Rubio misses 3-pt jump shot from 23 ft,,93,94
4,1:09.0,,Defensive rebound by P. Tucker,93,94
4,1:09.0,,Personal foul by D. Mitchell (drawn by P. Tucker),93,94
4,1:09.0,,P. Tucker misses free throw 1 of 2,93,94
4,1:09.0,,Offensive rebound by Team,93,94
4,1:09.0,,P. Tucker misses free throw 2 of 2,93,94
4,1:09.0,Defensive rebound by J. Crowder,,93,94
4,0:54.0,Turnover by D. Mitchell (lost ball; steal by E. Gordon),,93,94
4,0:54.0,,Personal take foul by D. Mitchell (drawn by P. Tucker),93,94
4,0:54.0,,P. Tucker makes free throw 1 of 2,93,95
4,0:54.0,J. Ingles enters the game for R. Rubio,,93,95
4,0:54.0,,P. Tucker makes free throw 2 of 2,93,96
4,0:41.0,R. Gobert misses 2-pt dunk from 7 ft (block by J. Harden),,93,96
4,0:38.0,,Defensive rebound by J. Harden,93,96
4,0:38.0,,Personal foul by R. O'Neale (drawn by J. Harden),93,96
4,0:38.0,,J. Harden makes free throw 1 of 2,93,97
4,0:38.0,,J. Harden makes free throw 2 of 2,93,98
4,0:38.0,Utah full timeout,,93,98
4,0:38.0,Technical foul by J. Crowder,,93,98
4,0:38.0,,Technical foul by C. Paul,93,98
4,0:33.0,D. Mitchell misses 3-pt jump shot from 27 ft,,93,98
4,0:31.0,,Defensive rebound by C. Paul,93,98
4,0:29.0,,Personal take foul by J. Crowder (drawn by C. Paul),93,98
4,0:29.0,,C. Paul makes free throw 1 of 2,93,99
4,0:29.0,R. Rubio enters the game for R. O'Neale,,93,99
4,0:29.0,,C. Paul makes free throw 2 of 2,93,100
4,0:17.0,R. Rubio misses 3-pt jump shot from 26 ft,,93,100
4,0:15.0,Offensive rebound by R. Gobert,,93,100
4,0:13.0,R. Gobert misses 2-pt layup from 4 ft,,93,100
4,0:11.0,,Defensive rebound by E. Gordon,93,100
