QUARTER,TIME_REMAINING,PORTLAND_ACTION,GOLDEN STATE_ACTION,PORTLAND_SCORE,GOLDEN STATE_SCORE
4,2:09.0,M. Leonard misses 2-pt layup from 2 ft,,108,107
4,2:07.0,,Defensive rebound by K. Looney,108,107
4,2:05.0,,D. Green misses 2-pt layup from 6 ft,108,107
4,2:04.0,,Offensive rebound by A. Iguodala,108,107
4,2:01.0,,Shooting foul by D. Lillard (drawn by S. Curry),108,107
4,2:01.0,,S. Curry makes free throw 1 of 3,108,108
4,2:01.0,,S. Curry makes free throw 2 of 3,108,109
4,2:01.0,,S. Curry makes free throw 3 of 3,108,110
4,1:47.0,C. McCollum misses 3-pt jump shot from 25 ft,,108,110
4,1:45.0,,Defensive rebound by S. Curry,108,110
4,1:24.0,,S. Curry misses 3-pt jump shot from 26 ft,108,110
4,1:22.0,Defensive rebound by E. Turner,,108,110
4,1:08.0,D. Lillard misses 3-pt jump shot from 28 ft,,108,110
4,1:06.0,Offensive rebound by C. McCollum,,108,110
4,1:03.0,S. Curry makes 3-pt jump shot from 29 ft (assist by C. McCollum),,111,110
4,0:52.0,,K. Looney makes 2-pt dunk from 1 ft (assist by D. Green),111,112
4,0:52.0,Portland full timeout,,111,112
4,0:52.0,R. Hood enters the game for E. Turner,,111,112
4,0:32.0,C. McCollum misses 2-pt jump shot from 11 ft,,111,112
4,0:31.0,,Defensive rebound by K. Thompson,111,112
4,0:12.0,,D. Green makes 2-pt layup from 3 ft (assist by S. Curry),111,114
4,0:12.0,Portland full timeout,,111,114
4,0:10.0,Personal foul by K. Thompson (drawn by D. Lillard),,111,114
4,0:04.0,D. Lillard misses 3-pt jump shot from 28 ft (block by A. Iguodala),,111,114
4,0:03.0,,Defensive rebound by A. Iguodala,111,114
