QUARTER,TIME_REMAINING,UTAH_ACTION,HOUSTON_ACTION,UTAH_SCORE,HOUSTON_SCORE
2,8:52.0,,Offensive rebound by Team,23,30
2,8:52.0,,J. Harden enters the game for B. Knight,23,30
2,8:52.0,,Personal foul by D. Exum (drawn by J. Harden),23,30
2,8:52.0,R. Rubio enters the game for K. Korver,,23,30
2,8:44.0,,Offensive foul by E. Gordon (drawn by D. Exum),23,30
2,8:44.0,,Turnover by E. Gordon (offensive foul),23,30
2,8:28.0,T. Sefolosha misses 2-pt layup from 1 ft,,23,30
2,8:25.0,Offensive rebound by D. Favors,,23,30
2,8:16.0,T. Sefolosha misses 2-pt layup from 2 ft (block by C. Capela),,23,30
2,8:12.0,Offensive rebound by D. Favors,,23,30
2,8:10.0,R. Rubio misses 2-pt layup from 7 ft,,23,30
2,8:08.0,,Defensive rebound by C. Capela,23,30
2,8:05.0,,J. Harden makes 2-pt layup from 2 ft,23,32
2,8:05.0,,Shooting foul by D. Favors (drawn by J. Harden),23,32
2,8:05.0,R. Gobert enters the game for D. Favors,,23,32
2,8:05.0,,J. Harden makes free throw 1 of 1,23,33
2,7:51.0,D. Exum misses 3-pt jump shot from 26 ft,,23,33
2,7:50.0,Offensive rebound by Team,,23,33
2,7:50.0,,Loose ball foul by C. Capela (drawn by R. Gobert),23,33
2,7:42.0,T. Sefolosha misses 3-pt jump shot from 24 ft,,23,33
2,7:40.0,,Defensive rebound by C. Capela,23,33
2,7:34.0,,Shooting foul by D. Exum (drawn by J. Harden),23,33
2,7:34.0,,J. Harden makes free throw 1 of 2,23,34
2,7:34.0,J. Crowder enters the game for T. Sefolosha,,23,34
2,7:34.0,,J. Harden makes free throw 2 of 2,23,35
2,7:15.0,R. Rubio makes 3-pt jump shot from 24 ft (assist by D. Mitchell),,26,35
2,7:03.0,,Turnover by C. Paul (bad pass; steal by D. Mitchell),26,35
2,7:01.0,Personal take foul by C. Paul (drawn by D. Mitchell),,26,35
2,7:01.0,,G. Green enters the game for C. Paul,26,35
2,6:55.0,D. Mitchell misses 2-pt jump shot from 5 ft,,26,35
2,6:53.0,Offensive rebound by D. Mitchell,,26,35
2,6:50.0,D. Mitchell makes 2-pt jump shot from 7 ft,,28,35
2,6:27.0,,C. Capela misses 2-pt hook shot from 4 ft,28,35
2,6:25.0,Defensive rebound by R. Gobert,,28,35
2,6:17.0,D. Exum makes 2-pt layup from 1 ft (assist by R. Gobert),,30,35
2,6:01.0,,G. Green misses 3-pt jump shot from 23 ft,30,35
2,5:59.0,Defensive rebound by D. Exum,,30,35
2,5:48.0,D. Exum misses 3-pt jump shot from 26 ft,,30,35
2,5:46.0,,Defensive rebound by C. Capela,30,35
2,5:37.0,,J. Harden makes 2-pt layup from 3 ft,30,37
2,5:15.0,D. Mitchell misses 3-pt jump shot from 26 ft,,30,37
2,5:15.0,,Defensive rebound by Team,30,37
2,5:15.0,,Houston full timeout,30,37
2,5:15.0,J. Ingles enters the game for D. Exum,,30,37
2,5:15.0,,N. Hilário enters the game for C. Capela,30,37
2,4:53.0,,Shooting foul by J. Ingles (drawn by J. Harden),30,37
2,4:53.0,,J. Harden makes free throw 1 of 2,30,38
2,4:53.0,,J. Harden makes free throw 2 of 2,30,39
2,4:39.0,D. Mitchell makes 2-pt dunk from 1 ft (assist by J. Ingles),,32,39
2,4:24.0,,Shooting foul by J. Crowder (drawn by N. Hilário),32,39
2,4:24.0,,N. Hilário makes free throw 1 of 2,32,40
2,4:24.0,,C. Paul enters the game for E. Gordon,32,40
2,4:24.0,,N. Hilário makes free throw 2 of 2,32,41
2,4:06.0,J. Crowder misses 2-pt layup from 2 ft,,32,41
2,4:04.0,,Defensive rebound by C. Paul,32,41
2,3:59.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by C. Paul),32,44
2,3:49.0,Turnover by R. Rubio (lost ball; steal by J. Harden),,32,44
2,3:44.0,,J. Harden misses 2-pt layup from 3 ft (block by R. Gobert),32,44
2,3:42.0,Defensive rebound by J. Crowder,,32,44
2,3:39.0,Offensive foul by R. Gobert (drawn by P. Tucker),,32,44
2,3:39.0,Turnover by R. Gobert (offensive foul),,32,44
2,3:28.0,,Offensive foul by N. Hilário (drawn by J. Ingles),32,44
2,3:28.0,,Turnover by N. Hilário (offensive foul),32,44
2,3:17.0,Turnover by D. Mitchell (bad pass; steal by N. Hilário),,32,44
2,3:10.0,,C. Paul makes 2-pt jump shot from 1 ft,32,46
2,3:07.0,Utah full timeout,,32,46
2,3:07.0,D. Exum enters the game for J. Ingles,,32,46
2,3:07.0,,C. Capela enters the game for N. Hilário,32,46
2,2:51.0,J. Crowder misses 3-pt jump shot from 22 ft,,32,46
2,2:50.0,,Defensive rebound by Team,32,46
2,2:36.0,,Offensive foul by C. Capela (drawn by J. Crowder),32,46
2,2:36.0,,Turnover by C. Capela (offensive foul),32,46
2,2:36.0,,E. Gordon enters the game for P. Tucker,32,46
2,2:15.0,Turnover by D. Mitchell (bad pass; steal by C. Paul),,32,46
2,2:14.0,,Personal foul by D. Exum (drawn by C. Paul),32,46
2,2:14.0,,C. Paul makes free throw 1 of 2,32,47
2,2:14.0,J. Ingles enters the game for D. Exum,,32,47
2,2:14.0,,C. Paul makes free throw 2 of 2,32,48
2,2:02.0,D. Mitchell misses 3-pt jump shot from 26 ft,,32,48
2,2:00.0,Offensive rebound by R. Rubio,,32,48
2,1:58.0,Turnover by R. Rubio (bad pass; steal by C. Capela),,32,48
2,1:43.0,,E. Gordon makes 2-pt layup from 4 ft (assist by C. Paul),32,50
2,1:26.0,Turnover by D. Mitchell (bad pass; steal by C. Capela),,32,50
2,1:21.0,,E. Gordon misses 3-pt jump shot from 30 ft,32,50
2,1:19.0,Defensive rebound by J. Crowder,,32,50
2,1:13.0,J. Ingles makes 3-pt jump shot from 24 ft (assist by R. Rubio),,35,50
2,0:48.0,,J. Harden misses 2-pt jump shot from 11 ft,35,50
2,0:45.0,Defensive rebound by R. Gobert,,35,50
2,0:41.0,R. Rubio misses 3-pt jump shot from 26 ft,,35,50
2,0:38.0,,Defensive rebound by E. Gordon,35,50
2,0:33.0,,C. Paul misses 3-pt jump shot from 25 ft,35,50
2,0:29.0,Defensive rebound by J. Ingles,,35,50
2,0:14.0,R. Rubio makes 2-pt jump shot from 18 ft (assist by J. Ingles),,37,50
2,0:00.0,,G. Green misses 3-pt jump shot from 25 ft,37,50
2,0:00.0,,Offensive rebound by Team,37,50
3,11:39.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by J. Ingles),,40,50
3,11:22.0,,J. Harden makes 2-pt dunk from 1 ft (assist by C. Paul),40,52
3,11:10.0,Shooting foul by P. Tucker (drawn by D. Mitchell),,40,52
3,11:10.0,D. Mitchell makes free throw 1 of 2,,41,52
3,11:10.0,D. Mitchell makes free throw 2 of 2,,42,52
3,10:52.0,,E. Gordon misses 3-pt jump shot from 28 ft,42,52
3,10:49.0,,Offensive rebound by C. Paul,42,52
3,10:47.0,,Turnover by E. Gordon (bad pass),42,52
3,10:35.0,J. Crowder misses 3-pt jump shot from 26 ft,,42,52
3,10:33.0,,Defensive rebound by C. Capela,42,52
3,10:27.0,,P. Tucker misses 3-pt jump shot from 22 ft,42,52
3,10:25.0,Defensive rebound by Team,,42,52
3,10:25.0,,Loose ball foul by C. Capela (drawn by R. Gobert),42,52
3,10:12.0,D. Mitchell makes 3-pt jump shot from 26 ft (assist by J. Ingles),,45,52
3,10:00.0,,E. Gordon misses 3-pt jump shot from 25 ft,45,52
3,9:58.0,Defensive rebound by J. Crowder,,45,52
3,9:40.0,Turnover by J. Ingles (bad pass),,45,52
3,9:30.0,,J. Harden misses 2-pt jump shot from 10 ft,45,52
3,9:28.0,Defensive rebound by R. Rubio,,45,52
3,9:14.0,Personal foul by J. Harden (drawn by R. Gobert),,45,52
3,9:05.0,J. Crowder makes 3-pt jump shot from 23 ft (assist by D. Mitchell),,48,52
3,9:05.0,Shooting foul by J. Harden (drawn by J. Crowder),,48,52
3,9:05.0,J. Crowder makes free throw 1 of 1,,49,52
3,8:51.0,,C. Paul misses 2-pt layup from 3 ft,49,52
3,8:49.0,,Offensive rebound by C. Capela,49,52
3,8:48.0,,C. Capela misses 2-pt layup from 1 ft,49,52
3,8:48.0,Defensive rebound by J. Crowder,,49,52
3,8:42.0,J. Ingles misses 2-pt jump shot from 5 ft (block by P. Tucker),,49,52
3,8:42.0,Offensive rebound by Team,,49,52
3,8:39.0,J. Ingles misses 3-pt jump shot from 23 ft,,49,52
3,8:36.0,,Defensive rebound by J. Harden,49,52
3,8:26.0,,Shooting foul by R. Rubio (drawn by J. Harden),49,52
3,8:26.0,,J. Harden makes free throw 1 of 2,49,53
3,8:26.0,,J. Harden makes free throw 2 of 2,49,54
3,8:21.0,Offensive foul by R. Rubio (drawn by C. Paul),,49,54
3,8:21.0,Turnover by R. Rubio (offensive foul),,49,54
3,8:06.0,,P. Tucker makes 2-pt layup from 2 ft (assist by J. Harden),49,56
3,7:53.0,D. Mitchell makes 2-pt layup at rim,,51,56
3,7:39.0,,C. Capela misses 2-pt layup from 1 ft,51,56
3,7:39.0,,Offensive rebound by C. Capela,51,56
3,7:39.0,,Shooting foul by D. Mitchell (drawn by C. Capela),51,56
3,7:39.0,,C. Capela misses free throw 1 of 2,51,56
3,7:39.0,,Offensive rebound by Team,51,56
3,7:39.0,,C. Capela makes free throw 2 of 2,51,57
3,7:26.0,D. Mitchell makes 3-pt jump shot from 27 ft (assist by R. Gobert),,54,57
3,7:14.0,,Turnover by E. Gordon (bad pass),54,57
3,7:14.0,K. Korver enters the game for J. Ingles,,54,57
3,7:07.0,Personal foul by P. Tucker (drawn by J. Crowder),,54,57
3,7:07.0,,N. Hilário enters the game for C. Capela,54,57
3,7:07.0,J. Crowder makes free throw 1 of 2,,55,57
3,7:07.0,J. Crowder makes free throw 2 of 2,,56,57
3,6:56.0,,N. Hilário misses 2-pt layup from 4 ft (block by R. Gobert),56,57
3,6:55.0,Defensive rebound by R. Gobert,,56,57
3,6:55.0,Personal foul by C. Paul (drawn by R. Gobert),,56,57
3,6:55.0,,Houston full timeout,56,57
3,6:55.0,,D. House enters the game for C. Paul,56,57
3,6:55.0,R. Gobert makes free throw 1 of 2,,57,57
3,6:55.0,R. Gobert makes free throw 2 of 2,,58,57
3,6:43.0,,E. Gordon misses 2-pt layup from 7 ft,58,57
3,6:41.0,Defensive rebound by J. Crowder,,58,57
3,6:31.0,Turnover by D. Mitchell (out of bounds lost ball),,58,57
3,6:26.0,,J. Harden makes 2-pt layup from 1 ft,58,59
3,6:26.0,,Shooting foul by R. Gobert (drawn by J. Harden),58,59
3,6:26.0,,J. Harden makes free throw 1 of 1,58,60
3,6:14.0,D. Mitchell misses 2-pt jump shot from 9 ft,,58,60
3,6:09.0,Offensive rebound by R. Gobert,,58,60
3,6:09.0,R. Gobert makes 2-pt dunk from 2 ft,,60,60
3,5:59.0,,J. Harden makes 2-pt layup from 1 ft,60,62
3,5:59.0,,Shooting foul by J. Crowder (drawn by J. Harden),60,62
3,5:59.0,,C. Capela enters the game for E. Gordon,60,62
3,5:59.0,,G. Green enters the game for N. Hilário,60,62
3,5:59.0,,J. Harden makes free throw 1 of 1,60,63
3,5:48.0,Turnover by J. Crowder (out of bounds lost ball),,60,63
3,5:40.0,,J. Harden makes 3-pt jump shot from 26 ft,60,66
3,5:39.0,Utah full timeout,,60,66
3,5:24.0,D. Mitchell makes 2-pt jump shot from 10 ft,,62,66
3,5:10.0,,Turnover by J. Harden (bad pass; steal by R. Gobert),62,66
3,5:03.0,D. Mitchell misses 3-pt jump shot from 23 ft,,62,66
3,4:58.0,,Defensive rebound by P. Tucker,62,66
3,4:55.0,,J. Harden misses 2-pt layup from 3 ft (block by R. Gobert),62,66
3,4:54.0,,Offensive rebound by C. Capela,62,66
3,4:54.0,,C. Capela makes 2-pt layup from 1 ft,62,68
3,4:54.0,,Shooting foul by K. Korver (drawn by C. Capela),62,68
3,4:54.0,,C. Capela misses free throw 1 of 1,62,68
3,4:54.0,Defensive rebound by R. Gobert,,62,68
3,4:40.0,D. Mitchell misses 3-pt jump shot from 26 ft,,62,68
3,4:40.0,Offensive rebound by Team,,62,68
3,4:40.0,,Loose ball foul by P. Tucker (drawn by R. Gobert),62,68
3,4:40.0,R. Gobert makes free throw 1 of 2,,63,68
3,4:40.0,R. Gobert makes free throw 2 of 2,,64,68
3,4:24.0,,J. Harden makes 2-pt dunk from 1 ft,64,70
3,4:13.0,Turnover by R. Rubio (bad pass; steal by J. Harden),,64,70
3,4:10.0,,Turnover by G. Green (bad pass; steal by D. Mitchell),64,70
3,4:03.0,R. Gobert misses 2-pt layup from 3 ft,,64,70
3,4:02.0,,Defensive rebound by D. House,64,70
3,3:56.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by J. Harden),64,73
3,3:54.0,,Technical foul by,64,73
3,3:54.0,,J. Harden makes technical free throw,64,74
3,3:54.0,D. Favors enters the game for J. Crowder,,64,74
3,3:54.0,R. O'Neale enters the game for R. Gobert,,64,74
3,3:39.0,Shooting foul by D. House (drawn by D. Favors),,64,74
3,3:39.0,D. Favors misses free throw 1 of 2,,64,74
3,3:39.0,Offensive rebound by Team,,64,74
3,3:39.0,,C. Paul enters the game for P. Tucker,64,74
3,3:39.0,D. Favors makes free throw 2 of 2,,65,74
3,3:27.0,,Shooting foul by D. Favors (drawn by D. House),65,74
3,3:27.0,,D. House makes free throw 1 of 2,65,75
3,3:27.0,D. Exum enters the game for R. Rubio,,65,75
3,3:27.0,,D. House makes free throw 2 of 2,65,76
3,3:11.0,D. Mitchell misses 3-pt jump shot from 26 ft,,65,76
3,3:09.0,,Defensive rebound by C. Capela,65,76
3,2:58.0,,G. Green misses 3-pt jump shot from 27 ft,65,76
3,2:55.0,Defensive rebound by D. Mitchell,,65,76
3,2:48.0,K. Korver makes 3-pt jump shot from 23 ft (assist by D. Mitchell),,68,76
3,2:47.0,,Houston full timeout,68,76
3,2:47.0,J. Ingles enters the game for D. Mitchell,,68,76
3,2:47.0,,E. Gordon enters the game for G. Green,68,76
3,2:35.0,,Turnover by J. Harden (bad pass; steal by D. Favors),68,76
3,2:29.0,D. Exum misses 2-pt layup from 2 ft (block by D. House),,68,76
3,2:27.0,,Defensive rebound by E. Gordon,68,76
3,2:20.0,,C. Capela makes 2-pt layup from 1 ft (assist by E. Gordon),68,78
3,2:03.0,Turnover by R. O'Neale (bad pass; steal by C. Paul),,68,78
3,1:55.0,,J. Harden misses 3-pt jump shot from 26 ft,68,78
3,1:53.0,Defensive rebound by K. Korver,,68,78
3,1:48.0,Personal foul by J. Harden (drawn by D. Exum),,68,78
3,1:48.0,D. Exum makes free throw 1 of 2,,69,78
3,1:48.0,,P. Tucker enters the game for J. Harden,69,78
3,1:48.0,D. Exum makes free throw 2 of 2,,70,78
3,1:30.0,,Personal foul by K. Korver (drawn by C. Paul),70,78
3,1:30.0,,C. Paul makes free throw 1 of 2,70,79
3,1:30.0,,C. Paul makes free throw 2 of 2,70,80
3,1:21.0,Turnover by D. Exum (step out of bounds),,70,80
3,1:05.0,,C. Paul makes 3-pt jump shot from 26 ft,70,83
3,0:39.0,Shooting foul by C. Paul (drawn by D. Favors),,70,83
3,0:39.0,D. Favors misses free throw 1 of 2,,70,83
3,0:39.0,Offensive rebound by Team,,70,83
3,0:39.0,D. Favors makes free throw 2 of 2,,71,83
3,0:30.0,,C. Paul misses 3-pt jump shot from 26 ft,71,83
3,0:28.0,Defensive rebound by R. O'Neale,,71,83
3,0:05.0,R. O'Neale makes 2-pt jump shot from 7 ft (assist by J. Ingles),,73,83
3,0:00.0,,C. Paul misses 3-pt jump shot from 26 ft,73,83
3,0:00.0,,Offensive rebound by Team,73,83
4,11:41.0,,J. Harden misses 3-pt jump shot from 26 ft,73,83
4,11:39.0,Defensive rebound by R. O'Neale,,73,83
4,11:18.0,R. O'Neale misses 3-pt jump shot from 24 ft,,73,83
4,11:16.0,,Defensive rebound by N. Hilário,73,83
4,11:12.0,,Turnover by J. Harden (out of bounds lost ball),73,83
4,10:59.0,D. Favors makes 2-pt dunk from 1 ft (assist by J. Ingles),,75,83
4,10:47.0,,P. Tucker makes 2-pt jump shot from 6 ft (assist by C. Paul),75,85
4,10:38.0,Shooting foul by E. Gordon (drawn by J. Ingles),,75,85
4,10:38.0,J. Ingles misses free throw 1 of 2,,75,85
4,10:38.0,Offensive rebound by Team,,75,85
4,10:38.0,J. Ingles misses free throw 2 of 2,,75,85
4,10:38.0,,Defensive rebound by J. Harden,75,85
4,10:27.0,,Offensive foul by C. Paul (drawn by D. Exum),75,85
4,10:27.0,,Turnover by C. Paul (offensive foul),75,85
4,10:27.0,D. Mitchell enters the game for K. Korver,,75,85
4,10:15.0,Turnover by J. Ingles (bad pass; steal by C. Paul),,75,85
4,10:15.0,,D. House enters the game for P. Tucker,75,85
4,10:01.0,,N. Hilário makes 2-pt dunk from 1 ft (assist by J. Harden),75,87
4,9:48.0,D. Favors makes 2-pt layup from 2 ft (assist by D. Exum),,77,87
4,9:29.0,,E. Gordon misses 3-pt jump shot from 26 ft,77,87
4,9:26.0,Defensive rebound by D. Mitchell,,77,87
4,9:23.0,Shooting foul by C. Paul (drawn by D. Mitchell),,77,87
4,9:23.0,D. Mitchell misses free throw 1 of 2,,77,87
4,9:23.0,Offensive rebound by Team,,77,87
4,9:23.0,R. Rubio enters the game for J. Ingles,,77,87
4,9:23.0,,B. Knight enters the game for C. Paul,77,87
4,9:23.0,D. Mitchell misses free throw 2 of 2,,77,87
4,9:23.0,,Defensive rebound by J. Harden,77,87
4,9:12.0,,Turnover by J. Harden (lost ball; steal by D. Exum),77,87
4,9:07.0,R. O'Neale makes 2-pt layup from 4 ft,,79,87
4,9:07.0,J. Crowder enters the game for R. O'Neale,,79,87
4,8:42.0,,J. Harden makes 3-pt jump shot from 25 ft,79,90
