QUARTER,TIME_REMAINING,DENVER_ACTION,SAN ANTONIO_ACTION,DENVER_SCORE,SAN ANTONIO_SCORE
4,3:53.0,,D. Motiejūnas enters the game for J. Poeltl,111,94
4,3:53.0,,Q. Pondexter enters the game for D. White,111,94
4,3:36.0,Turnover by J. Murray (bad pass; steal by Q. Pondexter),,111,94
4,3:30.0,,D. Motiejūnas makes 2-pt dunk from 1 ft (assist by L. Walker),111,96
4,3:14.0,G. Harris misses 3-pt jump shot from 26 ft,,111,96
4,3:11.0,,Defensive rebound by Q. Pondexter,111,96
4,3:02.0,,L. Walker misses 3-pt jump shot from 26 ft,111,96
4,2:58.0,Defensive rebound by T. Craig,,111,96
4,2:42.0,N. Jokić misses 2-pt jump shot from 6 ft,,111,96
4,2:42.0,,Defensive rebound by D. Motiejūnas,111,96
4,2:35.0,,D. Cunningham makes 3-pt jump shot from 25 ft (assist by D. Motiejūnas),111,99
4,2:08.0,N. Jokić makes 2-pt jump shot from 4 ft (assist by J. Murray),,113,99
4,1:55.0,,D. Motiejūnas misses 2-pt layup from 2 ft,113,99
4,1:55.0,,Offensive rebound by D. Motiejūnas,113,99
4,1:55.0,,Shooting foul by M. Beasley (drawn by D. Motiejūnas),113,99
4,1:55.0,,D. Motiejūnas makes free throw 1 of 2,113,100
4,1:55.0,,M. Belinelli enters the game for D. Bertāns,113,100
4,1:55.0,,D. Motiejūnas misses free throw 2 of 2,113,100
4,1:52.0,Defensive rebound by T. Craig,,113,100
4,1:22.0,Personal foul by Q. Pondexter (drawn by J. Murray),,113,100
4,1:18.0,Personal take foul by Q. Pondexter (drawn by J. Murray),,113,100
4,1:18.0,J. Murray makes free throw 1 of 2,,114,100
4,1:18.0,J. Hernangómez enters the game for G. Harris,,114,100
4,1:18.0,J. Vanderbilt enters the game for N. Jokić,,114,100
4,1:18.0,J. Murray makes free throw 2 of 2,,115,100
4,1:07.0,,M. Belinelli makes 3-pt jump shot from 27 ft (assist by L. Walker),115,103
4,0:56.0,Denver full timeout,,115,103
4,0:56.0,M. Morris enters the game for T. Craig,,115,103
4,0:42.0,M. Morris makes 2-pt layup from 1 ft,,117,103
4,0:35.0,,M. Belinelli misses 3-pt jump shot from 24 ft,117,103
4,0:30.0,Defensive rebound by M. Beasley,,117,103
4,0:07.0,Turnover by Team (shot clock),,117,103
