QUARTER,TIME_REMAINING,DETROIT_ACTION,MILWAUKEE_ACTION,DETROIT_SCORE,MILWAUKEE_SCORE
4,6:52.0,,E. İlyasova misses 2-pt hook shot from 6 ft,67,106
4,6:49.0,Defensive rebound by L. Galloway,,67,106
4,6:43.0,L. Kennard makes 2-pt jump shot from 17 ft (assist by I. Smith),,69,106
4,6:26.0,,T. Frazier makes 2-pt layup from 1 ft,69,108
4,6:25.0,K. Thomas misses 3-pt jump shot from 29 ft,,69,108
4,6:13.0,,Defensive rebound by E. İlyasova,69,108
4,6:00.0,,Turnover by P. Connaughton (bad pass; steal by I. Smith),69,108
4,5:39.0,L. Kennard makes 3-pt jump shot from 24 ft (assist by I. Smith),,72,108
4,5:16.0,,G. Hill misses 3-pt jump shot from 27 ft,72,108
4,5:13.0,Defensive rebound by L. Kennard,,72,108
4,4:59.0,L. Galloway misses 3-pt jump shot from 24 ft,,72,108
4,4:56.0,,Defensive rebound by P. Connaughton,72,108
4,4:52.0,,Milwaukee full timeout,72,108
4,4:52.0,J. Leuer enters the game for L. Galloway,,72,108
4,4:52.0,G. Robinson enters the game for L. Kennard,,72,108
4,4:52.0,,S. Brown enters the game for P. Connaughton,72,108
4,4:52.0,,N. Mirotić enters the game for E. İlyasova,72,108
4,4:43.0,,N. Mirotić misses 3-pt jump shot from 26 ft,72,108
4,4:39.0,Defensive rebound by Z. Pachulia,,72,108
4,4:24.0,K. Thomas misses 2-pt jump shot from 16 ft,,72,108
4,4:21.0,,Defensive rebound by S. Brown,72,108
4,4:02.0,,T. Frazier misses 3-pt jump shot from 27 ft,72,108
4,4:00.0,Defensive rebound by Z. Pachulia,,72,108
4,3:53.0,G. Robinson misses 3-pt jump shot from 28 ft,,72,108
4,3:50.0,,Defensive rebound by D. Wilson,72,108
4,3:46.0,,Personal foul by J. Leuer (drawn by N. Mirotić),72,108
4,3:46.0,J. Calderón enters the game for I. Smith,,72,108
4,3:31.0,,D. Wilson misses 2-pt jump shot from 15 ft,72,108
4,3:28.0,Defensive rebound by G. Robinson,,72,108
4,3:25.0,Personal foul by S. Brown (drawn by Z. Pachulia),,72,108
4,3:25.0,Z. Pachulia misses free throw 1 of 2,,72,108
4,3:25.0,Offensive rebound by Team,,72,108
4,3:25.0,,P. Connaughton enters the game for S. Brown,72,108
4,3:25.0,,E. İlyasova enters the game for G. Hill,72,108
4,3:25.0,Z. Pachulia makes free throw 2 of 2,,73,108
4,3:13.0,,N. Mirotić makes 2-pt layup from 1 ft (assist by P. Connaughton),73,110
4,3:04.0,J. Leuer misses 2-pt jump shot from 13 ft,,73,110
4,3:00.0,,Defensive rebound by T. Frazier,73,110
4,2:49.0,,N. Mirotić misses 3-pt jump shot from 26 ft,73,110
4,2:47.0,,Offensive rebound by E. İlyasova,73,110
4,2:33.0,,T. Frazier makes 2-pt hook shot from 1 ft,73,112
4,2:22.0,K. Thomas makes 2-pt jump shot from 18 ft (assist by J. Calderón),,75,112
4,2:00.0,,D. Wilson makes 2-pt dunk from 1 ft (assist by E. İlyasova),75,114
4,1:46.0,Z. Pachulia misses 2-pt layup from 5 ft (block by E. İlyasova),,75,114
4,1:41.0,,Defensive rebound by D. Wilson,75,114
4,1:29.0,,N. Mirotić makes 2-pt layup from 1 ft (assist by D. Wilson),75,116
4,1:16.0,K. Thomas makes 2-pt jump shot from 19 ft (assist by G. Robinson),,77,116
4,1:03.0,,D. Wilson makes 2-pt jump shot from 4 ft,77,118
4,0:49.0,K. Thomas makes 2-pt layup from 1 ft,,79,118
4,0:28.0,,T. Frazier makes 3-pt jump shot from 27 ft,79,121
4,0:23.0,J. Leuer makes 2-pt dunk from 2 ft (assist by J. Calderón),,81,121
4,0:23.0,Shooting foul by P. Connaughton (drawn by J. Leuer),,81,121
4,0:23.0,J. Leuer misses free throw 1 of 1,,81,121
4,0:20.0,Offensive rebound by Z. Pachulia,,81,121
4,0:19.0,K. Thomas makes 3-pt jump shot from 28 ft (assist by J. Calderón),,84,121
4,0:09.0,,Turnover by N. Mirotić (bad pass; steal by G. Robinson),84,121
4,0:06.0,Shooting foul by T. Frazier (drawn by G. Robinson),,84,121
4,0:06.0,G. Robinson makes free throw 1 of 2,,85,121
4,0:06.0,G. Robinson makes free throw 2 of 2,,86,121
