QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DENVER_ACTION,SAN ANTONIO_SCORE,DENVER_SCORE
4,2:15.0,,Violation by Team (kicked ball),79,109
4,2:11.0,L. Walker makes 3-pt jump shot from 24 ft,,82,109
4,1:56.0,,M. Beasley misses 3-pt jump shot from 24 ft,82,109
4,1:53.0,Defensive rebound by D. Eubanks,,82,109
4,1:45.0,L. Walker misses 3-pt jump shot from 24 ft,,82,109
4,1:42.0,,Defensive rebound by T. Lyles,82,109
4,1:35.0,,T. Lyles misses 2-pt jump shot from 13 ft,82,109
4,1:32.0,Defensive rebound by D. Eubanks,,82,109
4,1:19.0,Turnover by D. Eubanks (out of bounds lost ball),,82,109
4,1:02.0,,T. Lyles makes 2-pt layup from 2 ft,82,111
4,0:55.0,Shooting foul by T. Lyles (drawn by L. Walker),,82,111
4,0:55.0,L. Walker makes free throw 1 of 2,,83,111
4,0:55.0,L. Walker misses free throw 2 of 2,,83,111
4,0:53.0,,Defensive rebound by T. Lyles,83,111
4,0:35.0,,M. Beasley makes 2-pt dunk from 1 ft (assist by T. Lyles),83,113
4,0:29.0,Shooting foul by T. Lyles (drawn by Q. Pondexter),,83,113
4,0:29.0,Q. Pondexter makes free throw 1 of 2,,84,113
4,0:29.0,Q. Pondexter makes free throw 2 of 2,,85,113
4,0:05.0,,Turnover by Team (shot clock),85,113
