QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,HOUSTON_ACTION,GOLDEN STATE_SCORE,HOUSTON_SCORE
4,1:25.0,,Turnover by J. Harden (bad pass; steal by K. Thompson),107,102
4,1:16.0,Personal foul by E. Gordon (drawn by S. Curry),,107,102
4,1:06.0,K. Thompson misses 3-pt jump shot from 27 ft,,107,102
4,1:03.0,,Defensive rebound by C. Capela,107,102
4,0:58.0,,J. Harden makes 2-pt layup from 3 ft,107,104
4,0:36.0,K. Thompson makes 3-pt jump shot from 27 ft (assist by A. Iguodala),,110,104
4,0:36.0,,Houston full timeout,110,104
4,0:36.0,,G. Green enters the game for C. Capela,110,104
4,0:32.0,,G. Green misses 3-pt jump shot from 25 ft (block by K. Looney),110,104
4,0:30.0,Defensive rebound by S. Curry,,110,104
4,0:30.0,Personal take foul by P. Tucker (drawn by S. Curry),,110,104
4,0:30.0,S. Curry makes free throw 1 of 2,,111,104
4,0:30.0,S. Curry makes free throw 2 of 2,,112,104
4,0:24.0,,J. Harden makes 3-pt jump shot from 29 ft,112,107
4,0:21.0,Personal take foul by E. Gordon (drawn by S. Curry),,112,107
4,0:21.0,S. Curry makes free throw 1 of 2,,113,107
4,0:21.0,,A. Rivers enters the game for G. Green,113,107
4,0:21.0,S. Curry makes free throw 2 of 2,,114,107
4,0:13.0,,P. Tucker makes 3-pt jump shot from 28 ft (assist by J. Harden),114,110
4,0:12.0,Personal take foul by A. Rivers (drawn by S. Curry),,114,110
4,0:12.0,S. Curry makes free throw 1 of 2,,115,110
4,0:12.0,S. Curry makes free throw 2 of 2,,116,110
4,0:12.0,,Houston full timeout,116,110
4,0:08.0,,Turnover by J. Harden (lost ball; steal by A. Iguodala),116,110
4,0:08.0,Personal take foul by C. Paul (drawn by A. Iguodala),,116,110
4,0:08.0,A. Iguodala misses free throw 1 of 2,,116,110
4,0:08.0,Offensive rebound by Team,,116,110
4,0:08.0,A. Iguodala misses free throw 2 of 2,,116,110
4,0:06.0,,Defensive rebound by C. Paul,116,110
4,0:03.0,,A. Rivers makes 3-pt jump shot from 27 ft (assist by E. Gordon),116,113
4,0:02.0,Golden State full timeout,,116,113
4,0:02.0,S. Livingston enters the game for K. Looney,,116,113
4,0:02.0,,C. Capela enters the game for A. Rivers,116,113
4,0:02.0,Personal take foul by J. Harden (drawn by S. Curry),,116,113
4,0:02.0,S. Curry makes free throw 1 of 2,,117,113
4,0:02.0,S. Curry makes free throw 2 of 2,,118,113
4,0:00.0,,C. Paul misses 3-pt jump shot from 48 ft,118,113
4,0:00.0,,Offensive rebound by Team,118,113
