QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,PORTLAND_ACTION,OKLAHOMA CITY_SCORE,PORTLAND_SCORE
4,6:07.0,Offensive rebound by S. Adams,,83,100
4,6:02.0,P. George makes 3-pt jump shot from 22 ft (assist by R. Westbrook),,86,100
4,5:37.0,,M. Leonard makes 3-pt jump shot from 26 ft (assist by D. Lillard),86,103
4,5:29.0,P. George misses 3-pt jump shot from 27 ft,,86,103
4,5:25.0,,Defensive rebound by M. Leonard,86,103
4,5:04.0,,D. Lillard misses 2-pt layup from 1 ft,86,103
4,5:03.0,Defensive rebound by P. George,,86,103
4,5:03.0,R. Westbrook makes 2-pt layup from 1 ft (assist by P. George),,88,103
4,5:03.0,Shooting foul by M. Leonard (drawn by R. Westbrook),,88,103
4,5:03.0,D. Schröder enters the game for T. Ferguson,,88,103
4,5:03.0,,A. Aminu enters the game for S. Curry,88,103
4,5:03.0,R. Westbrook makes free throw 1 of 1,,89,103
4,4:46.0,,C. McCollum makes 2-pt jump shot from 18 ft,89,105
4,4:35.0,Shooting foul by M. Harkless (drawn by P. George),,89,105
4,4:35.0,P. George makes free throw 1 of 2,,90,105
4,4:35.0,P. George makes free throw 2 of 2,,91,105
4,4:15.0,,C. McCollum misses 3-pt jump shot from 26 ft,91,105
4,4:12.0,,Offensive rebound by M. Harkless,91,105
4,4:11.0,,M. Harkless makes 2-pt layup at rim,91,107
4,4:05.0,Turnover by R. Westbrook (lost ball; steal by A. Aminu),,91,107
4,3:55.0,,Shooting foul by S. Adams (drawn by A. Aminu),91,107
4,3:55.0,,A. Aminu makes free throw 1 of 2,91,108
4,3:55.0,,A. Aminu misses free throw 2 of 2,91,108
4,3:53.0,Defensive rebound by R. Westbrook,,91,108
4,3:46.0,Turnover by P. George (bad pass; steal by D. Lillard),,91,108
4,3:41.0,,D. Lillard makes 2-pt layup at rim,91,110
4,3:32.0,J. Grant misses 3-pt jump shot from 23 ft,,91,110
4,3:31.0,,Defensive rebound by C. McCollum,91,110
4,3:31.0,,Personal take foul by S. Adams (drawn by C. McCollum),91,110
4,3:31.0,,C. McCollum makes free throw 1 of 2,91,111
4,3:31.0,,C. McCollum makes free throw 2 of 2,91,112
4,3:31.0,Oklahoma City full timeout,,91,112
4,3:31.0,D. Burton enters the game for S. Adams,,91,112
4,3:31.0,R. Felton enters the game for P. George,,91,112
4,3:31.0,T. Ferguson enters the game for J. Grant,,91,112
4,3:31.0,A. Nader enters the game for D. Schröder,,91,112
4,3:31.0,N. Noel enters the game for R. Westbrook,,91,112
4,3:12.0,R. Felton misses 2-pt jump shot from 21 ft,,91,112
4,3:08.0,,Defensive rebound by M. Harkless,91,112
4,2:49.0,,D. Lillard misses 2-pt layup from 2 ft (block by A. Nader),91,112
4,2:49.0,Defensive rebound by Team,,91,112
4,2:49.0,,Portland full timeout,91,112
4,2:49.0,,Z. Collins enters the game for A. Aminu,91,112
4,2:49.0,,R. Hood enters the game for M. Harkless,91,112
4,2:49.0,,S. Labissière enters the game for M. Leonard,91,112
4,2:49.0,,J. Layman enters the game for D. Lillard,91,112
4,2:49.0,,A. Simons enters the game for C. McCollum,91,112
4,2:37.0,Turnover by R. Felton (bad pass),,91,112
4,2:16.0,,R. Hood misses 3-pt jump shot from 27 ft,91,112
4,2:15.0,Defensive rebound by N. Noel,,91,112
4,2:05.0,A. Nader misses 2-pt layup from 5 ft,,91,112
4,2:04.0,,Defensive rebound by J. Layman,91,112
4,1:50.0,,S. Labissière misses 3-pt jump shot from 26 ft,91,112
4,1:45.0,Defensive rebound by D. Burton,,91,112
4,1:42.0,D. Burton misses 2-pt jump shot from 3 ft,,91,112
4,1:42.0,Offensive rebound by D. Burton,,91,112
4,1:39.0,D. Burton misses 2-pt hook shot from 5 ft,,91,112
4,1:38.0,,Defensive rebound by Z. Collins,91,112
4,1:18.0,,J. Layman misses 3-pt jump shot from 25 ft,91,112
4,1:15.0,Defensive rebound by N. Noel,,91,112
4,1:07.0,Personal foul by A. Simons (drawn by R. Felton),,91,112
4,1:07.0,R. Felton misses free throw 1 of 2,,91,112
4,1:07.0,Offensive rebound by Team,,91,112
4,1:07.0,R. Felton makes free throw 2 of 2,,92,112
4,1:00.0,,Personal foul by R. Felton (drawn by J. Layman),92,112
4,1:00.0,,J. Layman makes free throw 1 of 2,92,113
4,1:00.0,,J. Layman makes free throw 2 of 2,92,114
4,0:54.0,D. Burton misses 3-pt jump shot from 29 ft,,92,114
4,0:51.0,,Defensive rebound by J. Layman,92,114
4,0:31.0,,A. Simons misses 2-pt layup from 2 ft,92,114
4,0:29.0,Defensive rebound by N. Noel,,92,114
4,0:21.0,D. Burton makes 2-pt dunk from 1 ft (assist by R. Felton),,94,114
