QUARTER,TIME_REMAINING,UTAH_ACTION,MEMPHIS_ACTION,UTAH_SCORE,MEMPHIS_SCORE
4,0:35.0,Shooting foul by A. Bradley (drawn by D. Mitchell),,102,112
4,0:35.0,D. Mitchell misses free throw 1 of 2,,102,112
4,0:35.0,Offensive rebound by Team,,102,112
4,0:35.0,G. Allen enters the game for R. Gobert,,102,112
4,0:35.0,G. Niang enters the game for J. Ingles,,102,112
4,0:35.0,,J. Valančiūnas enters the game for J. Noah,102,112
4,0:35.0,D. Mitchell makes free throw 2 of 2,,103,112
4,0:17.0,,J. Valančiūnas makes 2-pt layup from 2 ft (assist by A. Bradley),103,114
4,0:07.0,Personal foul by J. Valančiūnas (drawn by D. Mitchell),,103,114
4,0:07.0,Offensive rebound by Team,,103,114
4,0:07.0,D. Mitchell misses free throw 1 of 2,,103,114
4,0:07.0,,C. Miles enters the game for J. Valančiūnas,103,114
4,0:07.0,D. Mitchell makes free throw 2 of 2,,104,114
