QUARTER,TIME_REMAINING,TORONTO_ACTION,MILWAUKEE_ACTION,TORONTO_SCORE,MILWAUKEE_SCORE
1,11:40.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,0,2
1,11:40.0,,Shooting foul by S. Ibaka (drawn by G. Antetokounmpo),0,2
1,11:40.0,,G. Antetokounmpo makes free throw 1 of 1,0,3
1,11:28.0,Shooting foul by G. Antetokounmpo (drawn by P. Siakam),,0,3
1,11:28.0,P. Siakam misses free throw 1 of 2,,0,3
1,11:28.0,Offensive rebound by Team,,0,3
1,11:28.0,P. Siakam makes free throw 2 of 2,,1,3
1,11:17.0,,B. Lopez misses 3-pt jump shot from 25 ft,1,3
1,11:13.0,Defensive rebound by K. Leonard,,1,3
1,11:04.0,F. VanVleet makes 3-pt jump shot from 24 ft (assist by P. Siakam),,4,3
1,10:49.0,,E. Bledsoe makes 3-pt jump shot from 28 ft (assist by K. Middleton),4,6
1,10:35.0,Turnover by S. Ibaka (lost ball; steal by K. Middleton),,4,6
1,10:31.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by E. Bledsoe),4,8
1,10:02.0,S. Ibaka misses 2-pt jump shot from 19 ft,,4,8
1,10:00.0,,Defensive rebound by G. Antetokounmpo,4,8
1,9:46.0,,M. Brogdon makes 2-pt layup from 2 ft (assist by E. Bledsoe),4,10
1,9:29.0,P. Siakam makes 2-pt layup from 1 ft (assist by K. Leonard),,6,10
1,9:29.0,,Violation by Team (def goaltending),6,10
1,9:17.0,,M. Brogdon makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),6,13
1,9:07.0,F. VanVleet makes 2-pt jump shot from 22 ft,,8,13
1,8:48.0,,M. Brogdon makes 2-pt layup from 2 ft (assist by K. Middleton),8,15
1,8:32.0,D. Green makes 2-pt jump shot from 19 ft (assist by F. VanVleet),,10,15
1,8:16.0,,K. Middleton makes 3-pt jump shot from 29 ft (assist by E. Bledsoe),10,18
1,8:05.0,S. Ibaka makes 2-pt jump shot from 18 ft (assist by F. VanVleet),,12,18
1,7:41.0,,E. Bledsoe misses 3-pt jump shot from 28 ft,12,18
1,7:38.0,Defensive rebound by D. Green,,12,18
1,7:30.0,P. Siakam misses 3-pt jump shot from 24 ft,,12,18
1,7:27.0,,Defensive rebound by G. Antetokounmpo,12,18
1,7:21.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,12,18
1,7:18.0,Defensive rebound by S. Ibaka,,12,18
1,7:13.0,S. Ibaka makes 2-pt layup from 1 ft,,14,18
1,7:05.0,,E. Bledsoe makes 3-pt jump shot from 28 ft,14,21
1,6:48.0,,Milwaukee full timeout,14,21
1,6:48.0,,S. Brown enters the game for M. Brogdon,14,21
1,6:42.0,Shooting foul by B. Lopez (drawn by K. Leonard),,14,21
1,6:42.0,K. Leonard makes free throw 1 of 2,,15,21
1,6:42.0,K. Leonard makes free throw 2 of 2,,16,21
1,6:16.0,,B. Lopez misses 2-pt layup from 2 ft,16,21
1,6:14.0,Defensive rebound by K. Leonard,,16,21
1,6:10.0,K. Leonard misses 2-pt jump shot from 17 ft,,16,21
1,6:07.0,,Defensive rebound by K. Middleton,16,21
1,6:00.0,,K. Middleton misses 2-pt layup from 6 ft (block by F. VanVleet),16,21
1,5:57.0,Defensive rebound by S. Ibaka,,16,21
1,5:43.0,K. Leonard makes 2-pt jump shot from 16 ft,,18,21
1,5:32.0,,E. Bledsoe makes 2-pt dunk from 1 ft (assist by K. Middleton),18,23
1,5:20.0,D. Green misses 2-pt jump shot from 13 ft,,18,23
1,5:17.0,,Defensive rebound by B. Lopez,18,23
1,5:10.0,,Turnover by G. Antetokounmpo (lost ball; steal by K. Leonard),18,23
1,4:59.0,F. VanVleet misses 2-pt jump shot from 15 ft,,18,23
1,4:56.0,,Defensive rebound by G. Antetokounmpo,18,23
1,4:51.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,18,23
1,4:49.0,Defensive rebound by K. Leonard,,18,23
1,4:44.0,K. Leonard makes 3-pt jump shot from 26 ft,,21,23
1,4:23.0,,Turnover by K. Middleton (bad pass; steal by K. Leonard),21,23
1,4:14.0,Shooting foul by S. Brown (drawn by F. VanVleet),,21,23
1,4:14.0,F. VanVleet makes free throw 1 of 2,,22,23
1,4:14.0,N. Powell enters the game for P. Siakam,,22,23
1,4:14.0,,G. Hill enters the game for G. Antetokounmpo,22,23
1,4:14.0,,E. İlyasova enters the game for E. Bledsoe,22,23
1,4:14.0,,D. Wilson enters the game for B. Lopez,22,23
1,4:14.0,F. VanVleet makes free throw 2 of 2,,23,23
1,3:50.0,,D. Wilson misses 2-pt jump shot from 20 ft,23,23
1,3:50.0,,Offensive rebound by Team,23,23
1,3:50.0,,Turnover by Team (shot clock),23,23
1,3:33.0,S. Ibaka makes 2-pt hook shot from 7 ft (assist by F. VanVleet),,25,23
1,3:08.0,,K. Middleton misses 2-pt layup from 5 ft (block by N. Powell),25,23
1,3:04.0,Defensive rebound by S. Ibaka,,25,23
1,3:01.0,N. Powell misses 3-pt jump shot from 28 ft,,25,23
1,3:00.0,,Defensive rebound by Team,25,23
1,2:45.0,,Personal foul by F. VanVleet (drawn by G. Hill),25,23
1,2:45.0,Toronto full timeout,,25,23
1,2:45.0,O. Anunoby enters the game for D. Green,,25,23
1,2:45.0,G. Monroe enters the game for S. Ibaka,,25,23
1,2:45.0,,M. Brogdon enters the game for K. Middleton,25,23
1,2:39.0,,E. İlyasova makes 3-pt jump shot from 24 ft (assist by M. Brogdon),25,26
1,2:23.0,Turnover by K. Leonard (back court),,25,26
1,2:12.0,,Shooting foul by G. Monroe (drawn by G. Hill),25,26
1,2:12.0,,G. Hill makes free throw 1 of 2,25,27
1,2:12.0,P. Siakam enters the game for K. Leonard,,25,27
1,2:12.0,D. Wright enters the game for F. VanVleet,,25,27
1,2:12.0,,G. Hill makes free throw 2 of 2,25,28
1,1:59.0,D. Wright misses 2-pt jump shot from 15 ft,,25,28
1,1:56.0,,Defensive rebound by M. Brogdon,25,28
1,1:51.0,,S. Brown misses 3-pt jump shot from 28 ft,25,28
1,1:48.0,,Offensive rebound by E. İlyasova,25,28
1,1:47.0,,Turnover by E. İlyasova (bad pass; steal by N. Powell),25,28
1,1:41.0,P. Siakam makes 2-pt dunk from 1 ft (assist by N. Powell),,27,28
1,1:25.0,,S. Brown misses 3-pt jump shot from 24 ft,27,28
1,1:22.0,Defensive rebound by G. Monroe,,27,28
1,1:14.0,O. Anunoby misses 3-pt jump shot from 24 ft,,27,28
1,1:11.0,,Defensive rebound by E. İlyasova,27,28
1,1:07.0,,S. Brown makes 2-pt layup from 1 ft (assist by M. Brogdon),27,30
1,0:49.0,Turnover by G. Monroe (lost ball; steal by G. Hill),,27,30
1,0:41.0,,M. Brogdon makes 2-pt layup from 1 ft,27,32
1,0:24.0,O. Anunoby misses 3-pt jump shot from 26 ft,,27,32
1,0:20.0,,Defensive rebound by S. Brown,27,32
1,0:03.0,,Shooting foul by P. Siakam (drawn by M. Brogdon),27,32
1,0:03.0,,M. Brogdon makes free throw 1 of 2,27,33
1,0:03.0,,T. Snell enters the game for S. Brown,27,33
1,0:03.0,,M. Brogdon makes free throw 2 of 2,27,34
1,0:00.0,N. Powell misses 3-pt jump shot from 52 ft,,27,34
1,0:00.0,Offensive rebound by Team,,27,34
2,11:43.0,Turnover by N. Powell (bad pass; steal by D. Wilson),,27,34
2,11:43.0,,Turnover by G. Antetokounmpo (traveling),27,34
2,11:20.0,D. Wright misses 2-pt jump shot from 12 ft,,27,34
2,11:16.0,,Defensive rebound by D. Wilson,27,34
2,11:13.0,,M. Brogdon misses 2-pt layup from 3 ft (block by P. Siakam),27,34
2,11:13.0,,Offensive rebound by Team,27,34
2,10:56.0,,G. Hill misses 3-pt jump shot from 26 ft,27,34
2,10:53.0,,Offensive rebound by D. Wilson,27,34
2,10:46.0,,G. Antetokounmpo makes 2-pt jump shot from 9 ft,27,36
2,10:46.0,,Shooting foul by O. Anunoby (drawn by G. Antetokounmpo),27,36
2,10:46.0,,G. Antetokounmpo misses free throw 1 of 1,27,36
2,10:43.0,Defensive rebound by O. Anunoby,,27,36
2,10:29.0,Shooting foul by D. Wilson (drawn by N. Powell),,27,36
2,10:29.0,N. Powell makes free throw 1 of 2,,28,36
2,10:29.0,,E. Bledsoe enters the game for G. Hill,28,36
2,10:29.0,N. Powell makes free throw 2 of 2,,29,36
2,10:03.0,,Turnover by G. Antetokounmpo (lost ball; steal by N. Powell),29,36
2,9:45.0,N. Powell misses 2-pt jump shot from 14 ft,,29,36
2,9:42.0,,Defensive rebound by G. Antetokounmpo,29,36
2,9:38.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,29,38
2,9:26.0,D. Wright misses 3-pt jump shot from 26 ft,,29,38
2,9:22.0,,Defensive rebound by G. Antetokounmpo,29,38
2,9:10.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,29,38
2,9:08.0,Defensive rebound by D. Wright,,29,38
2,8:58.0,P. Siakam misses 2-pt layup from 7 ft,,29,38
2,8:55.0,,Defensive rebound by T. Snell,29,38
2,8:53.0,,Shooting foul by D. Wright (drawn by G. Antetokounmpo),29,38
2,8:53.0,,G. Antetokounmpo makes free throw 1 of 2,29,39
2,8:53.0,,G. Hill enters the game for M. Brogdon,29,39
2,8:53.0,,B. Lopez enters the game for D. Wilson,29,39
2,8:53.0,,G. Antetokounmpo misses free throw 2 of 2,29,39
2,8:50.0,Defensive rebound by O. Anunoby,,29,39
2,8:49.0,Toronto full timeout,,29,39
2,8:49.0,D. Green enters the game for G. Monroe,,29,39
2,8:49.0,K. Leonard enters the game for N. Powell,,29,39
2,8:40.0,O. Anunoby makes 3-pt jump shot from 27 ft (assist by D. Wright),,32,39
2,8:13.0,,G. Antetokounmpo misses 2-pt jump shot from 13 ft,32,39
2,8:11.0,Defensive rebound by K. Leonard,,32,39
2,8:04.0,K. Leonard makes 2-pt jump shot from 14 ft,,34,39
2,7:47.0,,Turnover by B. Lopez (bad pass; steal by D. Wright),34,39
2,7:40.0,O. Anunoby misses 3-pt jump shot from 27 ft,,34,39
2,7:36.0,,Defensive rebound by G. Antetokounmpo,34,39
2,7:33.0,,Offensive foul by E. Bledsoe (drawn by O. Anunoby),34,39
2,7:33.0,,Turnover by E. Bledsoe (offensive foul),34,39
2,7:33.0,,K. Middleton enters the game for T. Snell,34,39
2,7:20.0,K. Leonard misses 2-pt jump shot from 10 ft,,34,39
2,7:17.0,Offensive rebound by Team,,34,39
2,7:08.0,O. Anunoby misses 2-pt layup from 4 ft,,34,39
2,7:04.0,,Defensive rebound by B. Lopez,34,39
2,6:52.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,34,39
2,6:49.0,Defensive rebound by D. Green,,34,39
2,6:47.0,Turnover by D. Green (bad pass; steal by E. Bledsoe),,34,39
2,6:43.0,,K. Middleton misses 3-pt jump shot from 26 ft,34,39
2,6:40.0,,Offensive rebound by G. Antetokounmpo,34,39
2,6:39.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft,34,41
2,6:21.0,P. Siakam makes 2-pt layup from 1 ft (assist by K. Leonard),,36,41
2,6:05.0,,E. Bledsoe makes 2-pt layup from 2 ft (assist by G. Hill),36,43
2,6:05.0,,Shooting foul by D. Green (drawn by E. Bledsoe),36,43
2,6:05.0,S. Ibaka enters the game for P. Siakam,,36,43
2,6:05.0,F. VanVleet enters the game for D. Wright,,36,43
