QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,GOLDEN STATE_ACTION,LA CLIPPERS_SCORE,GOLDEN STATE_SCORE
2,7:00.0,D. Gallinari makes technical free throw,,49,48
2,6:47.0,A. Bradley makes 3-pt jump shot from 23 ft (assist by D. Gallinari),,52,48
2,6:25.0,,K. Thompson misses 2-pt jump shot from 20 ft,52,48
2,6:23.0,,Offensive rebound by A. McKinnie,52,48
2,6:22.0,,A. McKinnie makes 2-pt layup from 2 ft,52,50
2,6:15.0,D. Gallinari makes 3-pt jump shot from 26 ft (assist by L. Williams),,55,50
2,6:02.0,,Turnover by K. Looney (offensive foul),55,50
2,6:02.0,,Offensive foul by K. Looney (drawn by A. Bradley),55,50
2,6:02.0,,K. Durant enters the game for S. Curry,55,50
2,5:48.0,T. Harris misses 2-pt jump shot from 15 ft,,55,50
2,5:47.0,,Defensive rebound by K. Looney,55,50
2,5:30.0,,S. Livingston misses 2-pt jump shot from 15 ft,55,50
2,5:29.0,Defensive rebound by D. Gallinari,,55,50
2,5:16.0,T. Harris makes 2-pt dunk from 1 ft (assist by L. Williams),,57,50
2,5:15.0,,Golden State full timeout,57,50
2,4:55.0,,K. Thompson makes 2-pt layup from 2 ft (assist by K. Durant),57,52
2,4:38.0,L. Williams misses 2-pt layup from 6 ft (block by K. Thompson),,57,52
2,4:37.0,Offensive rebound by Team,,57,52
2,4:30.0,T. Harris misses 2-pt jump shot from 11 ft,,57,52
2,4:29.0,,Defensive rebound by A. McKinnie,57,52
2,4:08.0,,K. Thompson misses 2-pt jump shot from 12 ft,57,52
2,4:07.0,Defensive rebound by D. Gallinari,,57,52
2,4:00.0,D. Gallinari makes 2-pt layup from 2 ft,,59,52
2,4:00.0,Shooting foul by K. Looney (drawn by D. Gallinari),,59,52
2,4:00.0,,S. Curry enters the game for S. Livingston,59,52
2,4:00.0,,D. Green enters the game for K. Looney,59,52
2,4:00.0,,A. Iguodala enters the game for A. McKinnie,59,52
2,4:00.0,D. Gallinari makes free throw 1 of 1,,60,52
2,3:47.0,,D. Green misses 2-pt layup from 2 ft,60,52
2,3:46.0,,Offensive rebound by D. Green,60,52
2,3:42.0,,D. Green misses 2-pt layup from 1 ft,60,52
2,3:41.0,Defensive rebound by D. Gallinari,,60,52
2,3:37.0,Turnover by L. Williams (bad pass; steal by D. Green),,60,52
2,3:35.0,,Personal foul by A. Bradley (drawn by D. Green),60,52
2,3:35.0,,D. Green makes free throw 1 of 2,60,53
2,3:35.0,P. Beverley enters the game for A. Bradley,,60,53
2,3:35.0,,D. Green makes free throw 2 of 2,60,54
2,3:14.0,L. Williams makes 2-pt jump shot from 10 ft,,62,54
2,3:03.0,,Turnover by A. Iguodala (traveling),62,54
2,2:49.0,T. Harris misses 2-pt layup from 2 ft (block by D. Green),,62,54
2,2:47.0,,Defensive rebound by K. Durant,62,54
2,2:47.0,,Personal foul by D. Gallinari (drawn by K. Durant),62,54
2,2:47.0,Technical foul by T. Harris,,62,54
2,2:47.0,,S. Curry makes technical free throw,62,55
2,2:47.0,,K. Durant misses free throw 1 of 2,62,55
2,2:47.0,,Offensive rebound by Team,62,55
2,2:47.0,,K. Durant misses free throw 2 of 2,62,55
2,2:46.0,Defensive rebound by D. Gallinari,,62,55
2,2:38.0,Personal foul by D. Green (drawn by S. Gilgeous-Alexander),,62,55
2,2:28.0,D. Gallinari makes 3-pt jump shot from 25 ft (assist by S. Gilgeous-Alexander),,65,55
2,2:16.0,,S. Curry makes 2-pt jump shot from 19 ft,65,57
2,2:02.0,T. Harris makes 3-pt jump shot from 28 ft (assist by L. Williams),,68,57
2,1:54.0,,S. Curry makes 3-pt jump shot from 28 ft,68,60
2,1:44.0,Personal foul by K. Thompson (drawn by D. Gallinari),,68,60
2,1:32.0,T. Harris makes 3-pt jump shot from 26 ft (assist by P. Beverley),,71,60
2,1:13.0,,K. Durant misses 2-pt jump shot from 14 ft,71,60
2,1:12.0,Defensive rebound by D. Gallinari,,71,60
2,1:03.0,Turnover by D. Gallinari (traveling),,71,60
2,0:53.0,,D. Green makes 2-pt layup from 2 ft (assist by S. Curry),71,62
2,0:53.0,,Shooting foul by P. Beverley (drawn by D. Green),71,62
2,0:53.0,,D. Green makes free throw 1 of 1,71,63
2,0:44.0,Turnover by L. Williams (bad pass),,71,63
2,0:35.0,,Shooting foul by D. Gallinari (drawn by S. Curry),71,63
2,0:35.0,,S. Curry makes free throw 1 of 2,71,64
2,0:35.0,M. Scott enters the game for D. Gallinari,,71,64
2,0:35.0,,S. Curry makes free throw 2 of 2,71,65
2,0:17.0,L. Williams misses 2-pt jump shot from 18 ft,,71,65
2,0:16.0,,Defensive rebound by K. Durant,71,65
2,0:05.0,,Shooting foul by M. Scott (drawn by K. Durant),71,65
2,0:05.0,,K. Durant makes free throw 1 of 2,71,66
2,0:05.0,,K. Looney enters the game for S. Curry,71,66
2,0:05.0,,A. McKinnie enters the game for K. Thompson,71,66
2,0:05.0,,K. Durant makes free throw 2 of 2,71,67
2,0:01.0,L. Williams misses 2-pt layup from 2 ft,,71,67
2,0:00.0,,Defensive rebound by A. Iguodala,71,67
3,11:46.0,,S. Curry makes 2-pt layup from 3 ft,71,69
3,11:34.0,Turnover by M. Gortat (bad pass),,71,69
3,11:25.0,,D. Green misses 3-pt jump shot from 27 ft,71,69
3,11:23.0,,Offensive rebound by S. Curry,71,69
3,11:18.0,,J. Jerebko misses 3-pt jump shot from 25 ft,71,69
3,11:16.0,Defensive rebound by M. Gortat,,71,69
3,11:04.0,Turnover by D. Gallinari (bad pass; steal by D. Green),,71,69
3,10:50.0,,K. Durant makes 2-pt jump shot from 10 ft,71,71
3,10:39.0,Personal foul by J. Jerebko (drawn by S. Gilgeous-Alexander),,71,71
3,10:27.0,T. Harris makes 3-pt jump shot from 30 ft,,74,71
3,10:13.0,,Turnover by J. Jerebko (lost ball; steal by M. Gortat),74,71
3,10:05.0,D. Gallinari makes 3-pt jump shot from 27 ft (assist by S. Gilgeous-Alexander),,77,71
3,9:46.0,,K. Thompson misses 2-pt jump shot from 16 ft,77,71
3,9:45.0,Defensive rebound by T. Harris,,77,71
3,9:32.0,A. Bradley misses 2-pt jump shot from 22 ft,,77,71
3,9:30.0,,Defensive rebound by K. Durant,77,71
3,9:16.0,,K. Durant makes 2-pt dunk from 2 ft,77,73
3,8:56.0,Shooting foul by J. Jerebko (drawn by A. Bradley),,77,73
3,8:56.0,A. Bradley makes free throw 1 of 2,,78,73
3,8:56.0,,K. Looney enters the game for J. Jerebko,78,73
3,8:56.0,A. Bradley makes free throw 2 of 2,,79,73
3,8:39.0,,S. Curry misses 3-pt jump shot from 29 ft,79,73
3,8:37.0,Defensive rebound by M. Gortat,,79,73
3,8:25.0,T. Harris makes 2-pt jump shot from 18 ft,,81,73
3,8:18.0,,K. Thompson misses 3-pt jump shot from 26 ft,81,73
3,8:16.0,Defensive rebound by M. Gortat,,81,73
3,8:13.0,Turnover by M. Gortat (lost ball; steal by K. Looney),,81,73
3,8:11.0,,K. Thompson misses 3-pt jump shot from 25 ft,81,73
3,8:09.0,,Offensive rebound by K. Looney,81,73
3,8:07.0,,S. Curry misses 3-pt jump shot from 26 ft (block by S. Gilgeous-Alexander),81,73
3,8:06.0,Defensive rebound by T. Harris,,81,73
3,7:44.0,T. Harris misses 3-pt jump shot from 27 ft,,81,73
3,7:42.0,,Defensive rebound by K. Durant,81,73
3,7:33.0,,Offensive foul by D. Green (drawn by M. Gortat),81,73
3,7:33.0,,Turnover by D. Green (offensive foul),81,73
3,7:23.0,Shooting foul by K. Thompson (drawn by M. Gortat),,81,73
3,7:23.0,M. Gortat misses free throw 1 of 2,,81,73
3,7:23.0,Offensive rebound by Team,,81,73
3,7:23.0,M. Gortat misses free throw 2 of 2,,81,73
3,7:21.0,,Defensive rebound by K. Looney,81,73
3,7:13.0,,S. Curry makes 3-pt jump shot from 26 ft,81,76
3,7:07.0,Personal foul by S. Curry (drawn by A. Bradley),,81,76
3,7:07.0,M. Harrell enters the game for M. Gortat,,81,76
3,6:59.0,T. Harris misses 2-pt jump shot from 19 ft,,81,76
3,6:58.0,,Defensive rebound by K. Durant,81,76
3,6:47.0,,S. Curry makes 2-pt jump shot from 14 ft (assist by D. Green),81,78
3,6:46.0,LA Clippers full timeout,,81,78
3,6:31.0,D. Gallinari misses 2-pt jump shot from 14 ft,,81,78
3,6:30.0,,Defensive rebound by K. Looney,81,78
3,6:25.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by D. Green),81,81
3,6:04.0,T. Harris misses 2-pt jump shot from 14 ft,,81,81
3,6:03.0,,Defensive rebound by K. Durant,81,81
3,6:03.0,P. Beverley enters the game for S. Gilgeous-Alexander,,81,81
3,5:54.0,,K. Thompson misses 2-pt jump shot from 20 ft,81,81
3,5:52.0,Defensive rebound by A. Bradley,,81,81
3,5:48.0,Personal foul by S. Curry (drawn by M. Harrell),,81,81
3,5:48.0,M. Harrell makes free throw 1 of 2,,82,81
3,5:48.0,M. Harrell misses free throw 2 of 2,,82,81
3,5:46.0,,Defensive rebound by K. Durant,82,81
3,5:33.0,,S. Curry misses 2-pt hook shot from 8 ft,82,81
3,5:32.0,Defensive rebound by D. Gallinari,,82,81
3,5:21.0,M. Harrell misses 2-pt layup from 3 ft,,82,81
3,5:20.0,,Defensive rebound by K. Durant,82,81
3,5:15.0,,Shooting foul by T. Harris (drawn by K. Durant),82,81
3,5:15.0,,K. Durant makes free throw 1 of 2,82,82
3,5:15.0,,K. Durant misses free throw 2 of 2,82,82
3,5:13.0,Defensive rebound by D. Gallinari,,82,82
3,5:00.0,D. Gallinari makes 2-pt jump shot from 19 ft (assist by A. Bradley),,84,82
3,4:50.0,,K. Thompson makes 2-pt layup from 1 ft (assist by S. Curry),84,84
3,4:28.0,M. Harrell makes 2-pt hook shot from 6 ft (assist by D. Gallinari),,86,84
3,4:15.0,,K. Durant makes 2-pt layup from 1 ft,86,86
3,4:06.0,Turnover by P. Beverley (bad pass; steal by D. Green),,86,86
3,4:02.0,,Shooting foul by P. Beverley (drawn by S. Curry),86,86
3,4:02.0,,S. Curry makes free throw 1 of 2,86,87
3,4:02.0,L. Williams enters the game for A. Bradley,,86,87
3,4:02.0,,A. Iguodala enters the game for D. Green,86,87
3,4:02.0,,S. Curry makes free throw 2 of 2,86,88
3,3:44.0,D. Gallinari makes 3-pt jump shot from 26 ft (assist by L. Williams),,89,88
3,3:21.0,,K. Looney makes 2-pt dunk from 1 ft (assist by K. Thompson),89,90
3,2:54.0,P. Beverley misses 2-pt jump shot from 6 ft,,89,90
3,2:53.0,,Defensive rebound by A. Iguodala,89,90
3,2:47.0,,Shooting foul by P. Beverley (drawn by S. Curry),89,90
3,2:47.0,,Golden State full timeout,89,90
3,2:47.0,M. Scott enters the game for D. Gallinari,,89,90
3,2:47.0,,A. McKinnie enters the game for K. Thompson,89,90
3,2:47.0,,S. Curry makes free throw 1 of 2,89,91
3,2:47.0,,S. Curry makes free throw 2 of 2,89,92
3,2:30.0,Turnover by P. Beverley (bad pass; steal by S. Curry),,89,92
3,2:25.0,,S. Curry misses 3-pt jump shot from 26 ft,89,92
3,2:22.0,Defensive rebound by Team,,89,92
3,2:22.0,,S. Livingston enters the game for S. Curry,89,92
3,2:01.0,L. Williams misses 2-pt jump shot from 10 ft,,89,92
3,1:59.0,,Defensive rebound by A. McKinnie,89,92
3,1:52.0,,K. Durant makes 3-pt jump shot from 26 ft,89,95
3,1:42.0,Personal foul by A. McKinnie (drawn by L. Williams),,89,95
3,1:42.0,L. Williams makes free throw 1 of 2,,90,95
3,1:42.0,L. Williams makes free throw 2 of 2,,91,95
3,1:20.0,,K. Durant misses 2-pt jump shot from 11 ft,91,95
3,1:19.0,,Offensive rebound by A. McKinnie,91,95
3,1:14.0,,A. McKinnie makes 2-pt layup from 4 ft,91,97
3,1:05.0,M. Scott misses 3-pt jump shot from 28 ft,,91,97
3,1:03.0,,Defensive rebound by S. Livingston,91,97
3,0:58.0,,A. Iguodala misses 2-pt layup from 2 ft,91,97
3,0:56.0,Defensive rebound by T. Harris,,91,97
3,0:56.0,Away from play foul by A. Iguodala (drawn by L. Williams),,91,97
3,0:56.0,L. Williams makes free throw 1 of 1,,92,97
3,0:56.0,T. Wallace enters the game for T. Harris,,92,97
3,0:39.0,M. Harrell makes 2-pt hook shot from 6 ft,,94,97
3,0:32.0,,K. Durant makes 3-pt jump shot from 25 ft (assist by S. Livingston),94,100
3,0:32.0,,Shooting foul by M. Scott (drawn by K. Durant),94,100
3,0:32.0,,K. Durant makes free throw 1 of 1,94,101
3,0:13.0,M. Harrell misses 2-pt dunk from 3 ft (block by K. Durant),,94,101
3,0:11.0,,Defensive rebound by A. Iguodala,94,101
3,0:07.0,,K. Looney makes 2-pt layup from 2 ft (assist by A. Iguodala),94,103
3,0:02.0,L. Williams misses 2-pt jump shot from 7 ft,,94,103
3,0:01.0,,Defensive rebound by S. Livingston,94,103
3,0:00.0,,S. Livingston misses 3-pt jump shot from 80 ft,94,103
3,0:00.0,,Offensive rebound by Team,94,103
4,11:51.0,Personal foul by S. Curry (drawn by M. Harrell),,94,103
4,11:39.0,P. Beverley makes 2-pt hook shot from 8 ft,,96,103
4,11:19.0,,D. Green misses 2-pt layup from 2 ft,96,103
4,11:18.0,Defensive rebound by M. Scott,,96,103
4,11:12.0,M. Harrell makes 2-pt hook shot from 9 ft (assist by L. Williams),,98,103
4,10:50.0,,S. Curry misses 3-pt jump shot from 26 ft,98,103
4,10:48.0,,Offensive rebound by A. McKinnie,98,103
4,10:35.0,,S. Livingston misses 2-pt jump shot from 16 ft,98,103
4,10:34.0,Defensive rebound by L. Williams,,98,103
4,10:24.0,L. Williams makes 2-pt jump shot from 12 ft,,100,103
4,10:07.0,,Offensive foul by D. Green (drawn by P. Beverley),100,103
4,10:07.0,,Turnover by D. Green (offensive foul),100,103
4,10:07.0,A. Bradley enters the game for P. Beverley,,100,103
4,9:51.0,Shooting foul by D. Green (drawn by L. Williams),,100,103
4,9:51.0,,Technical foul by D. Green,100,103
4,9:51.0,L. Williams misses technical free throw,,100,103
4,9:51.0,Offensive rebound by Team,,100,103
4,9:51.0,L. Williams makes free throw 1 of 2,,101,103
4,9:51.0,S. Gilgeous-Alexander enters the game for T. Wallace,,101,103
4,9:51.0,,J. Jerebko enters the game for A. McKinnie,101,103
4,9:51.0,L. Williams makes free throw 2 of 2,,102,103
4,9:35.0,,D. Green makes 3-pt jump shot from 26 ft (assist by S. Livingston),102,106
4,9:26.0,Shooting foul by D. Green (drawn by L. Williams),,102,106
4,9:26.0,L. Williams makes free throw 1 of 2,,103,106
4,9:26.0,,K. Looney enters the game for D. Green,103,106
4,9:26.0,,K. Thompson enters the game for A. Iguodala,103,106
4,9:26.0,L. Williams makes free throw 2 of 2,,104,106
4,9:18.0,,Offensive foul by J. Jerebko (drawn by M. Harrell),104,106
4,9:18.0,,Turnover by J. Jerebko (offensive foul),104,106
4,9:18.0,T. Harris enters the game for M. Scott,,104,106
4,9:09.0,L. Williams makes 2-pt jump shot from 18 ft (assist by M. Harrell),,106,106
4,8:56.0,,J. Jerebko misses 3-pt jump shot from 26 ft,106,106
4,8:54.0,,Offensive rebound by S. Curry,106,106
4,8:51.0,,S. Curry makes 3-pt jump shot from 23 ft,106,109
4,8:40.0,M. Harrell misses 2-pt layup from 3 ft,,106,109
4,8:38.0,,Defensive rebound by S. Livingston,106,109
4,8:33.0,,J. Jerebko misses 3-pt jump shot from 23 ft,106,109
4,8:31.0,,Offensive rebound by K. Looney,106,109
4,8:26.0,,Personal foul by M. Harrell (drawn by S. Curry),106,109
4,8:15.0,,K. Looney misses 2-pt layup from 2 ft,106,109
4,8:14.0,Defensive rebound by T. Harris,,106,109
4,8:01.0,L. Williams makes 2-pt jump shot from 19 ft,,108,109
