QUARTER,TIME_REMAINING,WASHINGTON_ACTION,PHILADELPHIA_ACTION,WASHINGTON_SCORE,PHILADELPHIA_SCORE
4,9:26.0,,Defensive rebound by F. Korkmaz,76,105
4,9:25.0,,Shooting foul by T. Brown (drawn by F. Korkmaz),76,105
4,9:25.0,,F. Korkmaz makes free throw 1 of 2,76,106
4,9:25.0,,F. Korkmaz makes free throw 2 of 2,76,107
4,9:14.0,Turnover by A. Rivers (bad pass; steal by T. McConnell),,76,107
4,9:09.0,,Shooting foul by T. Satoranský (drawn by F. Korkmaz),76,107
4,9:09.0,,F. Korkmaz makes free throw 1 of 2,76,108
4,9:09.0,,F. Korkmaz makes free throw 2 of 2,76,109
4,8:45.0,T. Brown misses 3-pt jump shot from 25 ft,,76,109
4,8:40.0,,Defensive rebound by A. Johnson,76,109
4,8:40.0,,Philadelphia full timeout,76,109
4,8:40.0,,L. Shamet enters the game for F. Korkmaz,76,109
4,8:25.0,,A. Johnson makes 2-pt layup from 3 ft (assist by S. Milton),76,111
4,8:05.0,D. Robinson makes 2-pt jump shot from 9 ft (assist by A. Rivers),,78,111
4,7:48.0,,L. Shamet misses 3-pt jump shot from 23 ft,78,111
4,7:46.0,Defensive rebound by J. Smith,,78,111
4,7:40.0,J. Smith makes 3-pt jump shot from 25 ft (assist by T. Satoranský),,81,111
4,7:26.0,,S. Milton misses 2-pt layup from 2 ft,81,111
4,7:22.0,Defensive rebound by T. Brown,,81,111
4,7:18.0,T. Satoranský makes 2-pt layup from 3 ft (assist by T. Brown),,83,111
4,7:05.0,,T. McConnell misses 2-pt jump shot from 18 ft,83,111
4,7:01.0,Defensive rebound by D. Robinson,,83,111
4,6:53.0,Turnover by J. Smith (lost ball; steal by S. Milton),,83,111
4,6:47.0,,M. Muscala makes 3-pt jump shot from 26 ft (assist by S. Milton),83,114
4,6:34.0,A. Rivers makes 3-pt jump shot from 26 ft (assist by T. Satoranský),,86,114
4,6:07.0,,T. McConnell misses 2-pt layup from 2 ft,86,114
4,6:05.0,Defensive rebound by T. Brown,,86,114
4,5:55.0,D. Robinson makes 2-pt jump shot from 7 ft (assist by T. Brown),,88,114
4,5:54.0,,Philadelphia full timeout,88,114
4,5:54.0,T. Bryant enters the game for A. Rivers,,88,114
4,5:54.0,,F. Korkmaz enters the game for T. McConnell,88,114
4,5:39.0,,F. Korkmaz misses 3-pt jump shot from 24 ft,88,114
4,5:33.0,Defensive rebound by T. Bryant,,88,114
4,5:26.0,Personal foul by S. Milton (drawn by T. Brown),,88,114
4,5:12.0,D. Robinson misses 2-pt layup from 3 ft,,88,114
4,5:07.0,Offensive rebound by D. Robinson,,88,114
4,5:07.0,D. Robinson misses 2-pt layup from 1 ft,,88,114
4,5:06.0,,Defensive rebound by A. Johnson,88,114
4,4:47.0,,L. Shamet misses 2-pt jump shot from 13 ft,88,114
4,4:44.0,,Offensive rebound by M. Muscala,88,114
4,4:38.0,,F. Korkmaz misses 2-pt jump shot from 12 ft,88,114
4,4:36.0,Defensive rebound by T. Brown,,88,114
4,4:27.0,T. Bryant makes 2-pt layup from 1 ft (assist by T. Brown),,90,114
4,4:02.0,,A. Johnson makes 3-pt jump shot from 26 ft (assist by F. Korkmaz),90,117
4,3:49.0,J. Smith misses 3-pt jump shot from 25 ft,,90,117
4,3:46.0,,Defensive rebound by A. Johnson,90,117
4,3:29.0,,L. Shamet makes 2-pt hook shot from 5 ft,90,119
4,3:19.0,Turnover by T. Satoranský (bad pass),,90,119
4,3:06.0,,F. Korkmaz misses 2-pt jump shot from 22 ft,90,119
4,3:03.0,Defensive rebound by D. Robinson,,90,119
4,2:45.0,J. Smith makes 2-pt dunk from 1 ft (assist by T. Satoranský),,92,119
4,2:45.0,,Philadelphia full timeout,92,119
4,2:30.0,,F. Korkmaz makes 2-pt jump shot from 13 ft,92,121
4,2:17.0,T. Bryant makes 2-pt jump shot from 17 ft,,94,121
4,1:56.0,,S. Milton misses 3-pt jump shot from 26 ft,94,121
4,1:52.0,Defensive rebound by D. Robinson,,94,121
4,1:41.0,D. Robinson misses 2-pt layup from 6 ft,,94,121
4,1:39.0,,Defensive rebound by A. Johnson,94,121
4,1:31.0,,S. Milton makes 2-pt layup from 2 ft (assist by A. Johnson),94,123
4,1:31.0,Violation by Team (def goaltending),,94,123
4,1:23.0,T. Brown misses 2-pt jump shot from 7 ft,,94,123
4,1:22.0,,Defensive rebound by Team,94,123
4,1:22.0,Loose ball foul by D. Robinson (drawn by A. Johnson),,94,123
4,1:12.0,,M. Muscala misses 3-pt jump shot from 27 ft,94,123
4,1:07.0,Defensive rebound by T. Bryant,,94,123
4,1:05.0,Personal foul by A. Johnson (drawn by T. Bryant),,94,123
4,1:00.0,T. Brown misses 2-pt dunk from 2 ft (block by M. Muscala),,94,123
4,0:57.0,,Defensive rebound by M. Muscala,94,123
4,0:42.0,,M. Muscala misses 2-pt layup from 3 ft (block by D. Robinson),94,123
4,0:38.0,Defensive rebound by J. Smith,,94,123
4,0:35.0,D. Robinson makes 2-pt dunk from 1 ft (assist by T. Satoranský),,96,123
4,0:14.0,,A. Johnson misses 3-pt jump shot from 27 ft,96,123
4,0:11.0,Defensive rebound by T. Bryant,,96,123
4,0:04.0,T. Bryant makes 2-pt dunk at rim (assist by T. Satoranský),,98,123
