QUARTER,TIME_REMAINING,INDIANA_ACTION,CLEVELAND_ACTION,INDIANA_SCORE,CLEVELAND_SCORE
4,0:47.0,,T. Thompson makes 2-pt dunk from 1 ft,118,112
4,0:40.0,T. Young makes 2-pt layup from 2 ft,,120,112
4,0:40.0,,Cleveland full timeout,120,112
4,0:40.0,C. Joseph enters the game for D. Collison,,120,112
4,0:34.0,,J. Clarkson makes 3-pt jump shot from 33 ft (assist by C. Osman),120,115
4,0:33.0,Indiana full timeout,,120,115
4,0:33.0,D. Collison enters the game for C. Joseph,,120,115
4,0:27.0,Shooting foul by C. Sexton (drawn by D. Sabonis),,120,115
4,0:27.0,D. Sabonis misses free throw 1 of 2,,120,115
4,0:27.0,Offensive rebound by Team,,120,115
4,0:27.0,D. Sabonis makes free throw 2 of 2,,121,115
4,0:15.0,,J. Clarkson misses 3-pt jump shot from 28 ft,121,115
4,0:13.0,Defensive rebound by B. Bogdanović,,121,115
4,0:07.0,Personal foul by J. Clarkson (drawn by D. Collison),,121,115
4,0:07.0,D. Collison makes free throw 1 of 2,,122,115
4,0:07.0,D. Collison makes free throw 2 of 2,,123,115
4,0:07.0,,Cleveland full timeout,123,115
4,0:07.0,C. Joseph enters the game for D. Collison,,123,115
4,0:02.0,,Turnover by T. Thompson (lost ball; steal by D. Sabonis),123,115
