QUARTER,TIME_REMAINING,DETROIT_ACTION,MILWAUKEE_ACTION,DETROIT_SCORE,MILWAUKEE_SCORE
4,6:15.0,J. Leuer enters the game for B. Griffin,,86,111
4,5:59.0,K. Thomas misses 2-pt jump shot from 14 ft,,86,111
4,5:56.0,,Defensive rebound by B. Lopez,86,111
4,5:54.0,,G. Hill misses 3-pt jump shot from 27 ft,86,111
4,5:51.0,Defensive rebound by B. Brown,,86,111
4,5:51.0,L. Galloway enters the game for R. Bullock,,86,111
4,5:34.0,G. Robinson misses 2-pt layup from 8 ft,,86,111
4,5:32.0,,Defensive rebound by K. Middleton,86,111
4,5:25.0,,G. Hill makes 2-pt layup from 1 ft (assist by E. Bledsoe),86,113
4,5:17.0,J. Leuer misses 2-pt jump shot from 19 ft,,86,113
4,5:14.0,,Defensive rebound by D. Wilson,86,113
4,5:09.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,86,113
4,5:05.0,,Offensive rebound by K. Middleton,86,113
4,5:04.0,,B. Lopez misses 3-pt jump shot from 32 ft,86,113
4,5:00.0,Defensive rebound by J. Leuer,,86,113
4,4:53.0,G. Robinson makes 2-pt jump shot from 23 ft (assist by J. Leuer),,88,113
4,4:37.0,,K. Middleton makes 3-pt jump shot from 27 ft,88,116
4,4:23.0,Shooting foul by K. Middleton (drawn by K. Thomas),,88,116
4,4:23.0,K. Thomas misses free throw 1 of 2,,88,116
4,4:23.0,Offensive rebound by Team,,88,116
4,4:23.0,,P. Connaughton enters the game for E. Bledsoe,88,116
4,4:23.0,,T. Maker enters the game for B. Lopez,88,116
4,4:23.0,,J. Smith enters the game for K. Middleton,88,116
4,4:23.0,,T. Snell enters the game for D. Wilson,88,116
4,4:23.0,K. Thomas misses free throw 2 of 2,,88,116
4,4:23.0,Offensive rebound by J. Leuer,,88,116
4,4:16.0,K. Thomas makes 3-pt jump shot from 24 ft (assist by L. Galloway),,91,116
4,3:49.0,,P. Connaughton misses 2-pt jump shot from 6 ft,91,116
4,3:46.0,Defensive rebound by B. Brown,,91,116
4,3:40.0,L. Galloway misses 3-pt jump shot from 26 ft,,91,116
4,3:37.0,,Defensive rebound by J. Smith,91,116
4,3:36.0,,Milwaukee full timeout,91,116
4,3:36.0,L. Kennard enters the game for B. Brown,,91,116
4,3:36.0,,D. DiVincenzo enters the game for G. Hill,91,116
4,3:24.0,,J. Smith misses 2-pt jump shot from 11 ft,91,116
4,3:21.0,Defensive rebound by K. Thomas,,91,116
4,3:04.0,K. Thomas misses 2-pt jump shot from 9 ft,,91,116
4,3:01.0,,Defensive rebound by T. Snell,91,116
4,2:50.0,,Turnover by T. Maker (lost ball; steal by K. Thomas),91,116
4,2:42.0,J. Leuer makes 2-pt jump shot from 13 ft (assist by L. Galloway),,93,116
4,2:25.0,,Shooting foul by J. Leuer (drawn by T. Maker),93,116
4,2:25.0,,T. Maker misses free throw 1 of 2,93,116
4,2:25.0,,Offensive rebound by Team,93,116
4,2:25.0,,T. Maker makes free throw 2 of 2,93,117
4,2:09.0,L. Kennard misses 2-pt jump shot from 6 ft,,93,117
4,2:07.0,Offensive rebound by J. Leuer,,93,117
4,1:57.0,L. Galloway misses 2-pt jump shot from 16 ft,,93,117
4,1:54.0,,Defensive rebound by T. Maker,93,117
4,1:48.0,,P. Connaughton makes 2-pt dunk at rim (assist by D. DiVincenzo),93,119
4,1:28.0,K. Thomas makes 3-pt jump shot from 25 ft (assist by L. Galloway),,96,119
4,1:11.0,,Turnover by T. Snell (bad pass; steal by G. Robinson),96,119
4,1:07.0,L. Galloway misses 2-pt layup from 2 ft (block by D. DiVincenzo),,96,119
4,1:07.0,Offensive rebound by Team,,96,119
4,0:59.0,L. Galloway misses 3-pt jump shot from 28 ft,,96,119
4,0:59.0,,Defensive rebound by Team,96,119
4,0:44.0,,Turnover by D. DiVincenzo (bad pass; steal by G. Robinson),96,119
4,0:42.0,K. Thomas makes 2-pt dunk from 2 ft (assist by G. Robinson),,98,119
4,0:28.0,,P. Connaughton makes 2-pt jump shot from 2 ft,98,121
4,0:23.0,Detroit full timeout,,98,121
4,0:23.0,J. Calderón enters the game for L. Galloway,,98,121
4,0:16.0,L. Kennard misses 2-pt jump shot from 8 ft,,98,121
4,0:13.0,,Defensive rebound by J. Smith,98,121
