QUARTER,TIME_REMAINING,DENVER_ACTION,PORTLAND_ACTION,DENVER_SCORE,PORTLAND_SCORE
4,3:19.0,,Portland full timeout,95,106
4,3:07.0,,Z. Collins makes 2-pt dunk from 1 ft (assist by E. Turner),95,108
4,2:47.0,Shooting foul by D. Lillard (drawn by G. Harris),,95,108
4,2:47.0,G. Harris makes free throw 1 of 2,,96,108
4,2:47.0,W. Barton enters the game for T. Craig,,96,108
4,2:47.0,G. Harris makes free throw 2 of 2,,97,108
4,2:26.0,,C. McCollum makes 2-pt jump shot from 18 ft,97,110
4,2:12.0,Personal foul by R. Hood (drawn by N. Jokić),,97,110
4,2:12.0,N. Jokić makes free throw 1 of 2,,98,110
4,2:12.0,N. Jokić makes free throw 2 of 2,,99,110
4,1:50.0,,D. Lillard misses 2-pt jump shot from 8 ft,99,110
4,1:48.0,Defensive rebound by W. Barton,,99,110
4,1:39.0,Shooting foul by D. Lillard (drawn by P. Millsap),,99,110
4,1:39.0,P. Millsap makes free throw 1 of 2,,100,110
4,1:39.0,P. Millsap makes free throw 2 of 2,,101,110
4,1:19.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by E. Turner),101,113
4,1:19.0,Denver full timeout,,101,113
4,1:04.0,Shooting foul by D. Lillard (drawn by J. Murray),,101,113
4,1:04.0,J. Murray makes free throw 1 of 2,,102,113
4,1:04.0,T. Craig enters the game for N. Jokić,,102,113
4,1:04.0,J. Murray makes free throw 2 of 2,,103,113
4,0:58.0,,Personal take foul by T. Craig (drawn by C. McCollum),103,113
4,0:58.0,N. Jokić enters the game for T. Craig,,103,113
4,0:52.0,,Shooting foul by N. Jokić (drawn by Z. Collins),103,113
4,0:52.0,M. Beasley enters the game for N. Jokić,,103,113
4,0:52.0,,Z. Collins makes free throw 1 of 2,103,114
4,0:52.0,,Z. Collins makes free throw 2 of 2,103,115
4,0:43.0,J. Murray makes 3-pt jump shot from 23 ft,,106,115
4,0:41.0,,Personal take foul by P. Millsap (drawn by D. Lillard),106,115
4,0:41.0,,D. Lillard makes free throw 1 of 2,106,116
4,0:41.0,,D. Lillard makes free throw 2 of 2,106,117
4,0:33.0,M. Beasley misses 3-pt jump shot from 25 ft,,106,117
4,0:30.0,,Defensive rebound by E. Turner,106,117
4,0:25.0,,C. McCollum makes 2-pt layup at rim (assist by D. Lillard),106,119
4,0:21.0,W. Barton misses 3-pt jump shot from 25 ft,,106,119
4,0:17.0,Offensive rebound by M. Beasley,,106,119
4,0:15.0,Shooting foul by D. Lillard (drawn by M. Beasley),,106,119
4,0:15.0,M. Beasley makes free throw 1 of 2,,107,119
4,0:15.0,M. Beasley makes free throw 2 of 2,,108,119
