QUARTER,TIME_REMAINING,DETROIT_ACTION,NEW YORK_ACTION,DETROIT_SCORE,NEW YORK_SCORE
2,8:32.0,L. Kennard makes 3-pt jump shot from 23 ft (assist by L. Galloway),,44,28
2,8:26.0,,New York full timeout,44,28
2,8:21.0,,Personal foul by L. Galloway (drawn by M. Hezonja),44,28
2,8:11.0,,M. Robinson misses 2-pt dunk from 1 ft,44,28
2,8:09.0,Defensive rebound by L. Kennard,,44,28
2,8:01.0,Shooting foul by M. Robinson (drawn by L. Kennard),,44,28
2,8:01.0,,I. Hicks enters the game for M. Robinson,44,28
2,8:01.0,L. Kennard makes free throw 1 of 3,,45,28
2,8:01.0,L. Kennard makes free throw 2 of 3,,46,28
2,8:01.0,L. Kennard makes free throw 3 of 3,,47,28
2,7:48.0,,M. Hezonja misses 2-pt jump shot from 7 ft,47,28
2,7:46.0,Defensive rebound by T. Maker,,47,28
2,7:26.0,L. Kennard makes 2-pt jump shot from 7 ft,,49,28
2,7:10.0,,Shooting foul by I. Smith (drawn by I. Hicks),49,28
2,7:10.0,Z. Pachulia enters the game for G. Robinson,,49,28
2,7:10.0,,K. Allen enters the game for J. Jenkins,49,28
2,7:10.0,,K. Knox enters the game for L. Kornet,49,28
2,7:10.0,,I. Hicks makes free throw 1 of 2,49,29
2,7:10.0,,I. Hicks makes free throw 2 of 2,49,30
2,6:55.0,Z. Pachulia misses 2-pt layup from 2 ft,,49,30
2,6:53.0,,Defensive rebound by I. Hicks,49,30
2,6:43.0,,K. Allen misses 2-pt jump shot from 12 ft,49,30
2,6:41.0,,Offensive rebound by I. Hicks,49,30
2,6:30.0,,Shooting foul by L. Kennard (drawn by K. Allen),49,30
2,6:30.0,,K. Allen makes free throw 1 of 2,49,31
2,6:30.0,,K. Allen misses free throw 2 of 2,49,31
2,6:28.0,Defensive rebound by I. Smith,,49,31
2,6:10.0,L. Kennard makes 2-pt hook shot from 9 ft (assist by I. Smith),,51,31
2,5:43.0,,K. Knox misses 2-pt layup from 2 ft,51,31
2,5:41.0,,Offensive rebound by I. Hicks,51,31
2,5:41.0,,I. Hicks misses 2-pt layup from 3 ft,51,31
2,5:39.0,Defensive rebound by L. Galloway,,51,31
2,5:29.0,I. Smith misses 3-pt jump shot from 26 ft,,51,31
2,5:27.0,,Defensive rebound by K. Knox,51,31
2,5:17.0,,Shooting foul by Z. Pachulia (drawn by K. Knox),51,31
2,5:17.0,B. Brown enters the game for L. Galloway,,51,31
2,5:17.0,A. Drummond enters the game for Z. Pachulia,,51,31
2,5:17.0,R. Jackson enters the game for I. Smith,,51,31
2,5:17.0,,K. Knox misses free throw 1 of 2,51,31
2,5:17.0,,Offensive rebound by Team,51,31
2,5:17.0,,K. Knox makes free throw 2 of 2,51,32
2,5:04.0,L. Kennard makes 2-pt jump shot from 16 ft,,53,32
2,4:51.0,,Offensive foul by M. Hezonja (drawn by L. Kennard),53,32
2,4:51.0,,Turnover by M. Hezonja (offensive foul),53,32
2,4:39.0,Offensive foul by A. Drummond (drawn by I. Hicks),,53,32
2,4:39.0,Turnover by A. Drummond (offensive foul),,53,32
2,4:29.0,,D. Dotson misses 3-pt jump shot from 27 ft,53,32
2,4:27.0,Defensive rebound by A. Drummond,,53,32
2,4:19.0,R. Jackson misses 3-pt jump shot from 26 ft,,53,32
2,4:17.0,Offensive rebound by T. Maker,,53,32
2,4:10.0,A. Drummond makes 2-pt layup from 1 ft,,55,32
2,4:10.0,Shooting foul by I. Hicks (drawn by A. Drummond),,55,32
2,4:10.0,A. Drummond misses free throw 1 of 1,,55,32
2,4:08.0,,Defensive rebound by I. Hicks,55,32
2,4:00.0,,K. Knox misses 3-pt jump shot from 25 ft,55,32
2,3:58.0,Defensive rebound by B. Brown,,55,32
2,3:46.0,A. Drummond makes 2-pt hook shot from 10 ft,,57,32
2,3:33.0,,K. Knox misses 3-pt jump shot from 22 ft,57,32
2,3:31.0,Defensive rebound by T. Maker,,57,32
2,3:27.0,Shooting foul by M. Hezonja (drawn by T. Maker),,57,32
2,3:27.0,T. Maker makes free throw 1 of 2,,58,32
2,3:27.0,,J. Jenkins enters the game for D. Dotson,58,32
2,3:27.0,,L. Kornet enters the game for M. Hezonja,58,32
2,3:27.0,T. Maker makes free throw 2 of 2,,59,32
2,3:17.0,,I. Hicks misses 2-pt dunk at rim,59,32
2,3:15.0,Defensive rebound by A. Drummond,,59,32
2,3:12.0,Turnover by A. Drummond (lost ball; steal by K. Allen),,59,32
2,3:10.0,,Shooting foul by R. Jackson (drawn by K. Allen),59,32
2,3:10.0,G. Robinson enters the game for T. Maker,,59,32
2,3:10.0,,K. Allen makes free throw 1 of 2,59,33
2,3:10.0,,K. Allen makes free throw 2 of 2,59,34
2,2:48.0,Personal foul by I. Hicks (drawn by R. Jackson),,59,34
2,2:48.0,Detroit full timeout,,59,34
2,2:48.0,R. Jackson makes free throw 1 of 2,,60,34
2,2:48.0,R. Jackson makes free throw 2 of 2,,61,34
2,2:29.0,,K. Allen misses 3-pt jump shot from 26 ft,61,34
2,2:27.0,Defensive rebound by R. Jackson,,61,34
2,2:18.0,G. Robinson misses 3-pt jump shot from 25 ft,,61,34
2,2:16.0,,Defensive rebound by K. Allen,61,34
2,2:05.0,,I. Hicks makes 2-pt layup from 2 ft (assist by J. Jenkins),61,36
2,1:37.0,G. Robinson misses 2-pt jump shot from 20 ft,,61,36
2,1:35.0,,Defensive rebound by L. Kornet,61,36
2,1:24.0,,J. Jenkins makes 3-pt jump shot from 26 ft,61,39
2,1:11.0,Personal foul by J. Jenkins (drawn by L. Kennard),,61,39
2,1:11.0,L. Kennard makes free throw 1 of 2,,62,39
2,1:11.0,L. Kennard makes free throw 2 of 2,,63,39
2,0:52.0,,Shooting foul by L. Kennard (drawn by K. Knox),63,39
2,0:52.0,,K. Knox makes free throw 1 of 2,63,40
2,0:52.0,,K. Knox makes free throw 2 of 2,63,41
2,0:38.0,Turnover by R. Jackson (bad pass),,63,41
2,0:30.0,,K. Allen misses 2-pt layup from 1 ft,63,41
2,0:28.0,Defensive rebound by A. Drummond,,63,41
2,0:21.0,L. Kennard misses 3-pt jump shot from 25 ft,,63,41
2,0:20.0,Offensive rebound by A. Drummond,,63,41
2,0:20.0,A. Drummond makes 2-pt dunk at rim,,65,41
2,0:07.0,,Turnover by K. Knox (traveling),65,41
2,0:07.0,W. Ellington enters the game for B. Brown,,65,41
2,0:07.0,L. Galloway enters the game for G. Robinson,,65,41
2,0:01.0,R. Jackson misses 2-pt layup from 3 ft (block by I. Hicks),,65,41
2,0:01.0,Offensive rebound by A. Drummond,,65,41
2,0:01.0,A. Drummond misses 2-pt layup from 1 ft,,65,41
2,0:01.0,Offensive rebound by Team,,65,41
3,11:46.0,,K. Knox misses 2-pt layup from 2 ft,65,41
3,11:44.0,Defensive rebound by A. Drummond,,65,41
3,11:29.0,W. Ellington misses 2-pt hook shot from 7 ft,,65,41
3,11:27.0,,Defensive rebound by Team,65,41
3,11:10.0,,M. Hezonja misses 3-pt jump shot from 25 ft,65,41
3,11:08.0,Defensive rebound by A. Drummond,,65,41
3,10:57.0,B. Brown misses 2-pt layup from 3 ft,,65,41
3,10:56.0,,Defensive rebound by Team,65,41
3,10:44.0,,L. Kornet misses 3-pt jump shot from 25 ft,65,41
3,10:42.0,Defensive rebound by A. Drummond,,65,41
3,10:23.0,R. Jackson misses 3-pt jump shot from 25 ft,,65,41
3,10:21.0,,Defensive rebound by M. Hezonja,65,41
3,10:05.0,,D. Dotson makes 2-pt layup from 2 ft,65,43
3,9:56.0,W. Ellington makes 3-pt jump shot from 26 ft (assist by T. Maker),,68,43
3,9:39.0,,D. Dotson misses 2-pt jump shot from 10 ft,68,43
3,9:38.0,,Offensive rebound by M. Robinson,68,43
3,9:38.0,,Shooting foul by B. Brown (drawn by M. Robinson),68,43
3,9:38.0,,M. Robinson makes free throw 1 of 2,68,44
3,9:38.0,,M. Robinson misses free throw 2 of 2,68,44
3,9:36.0,Defensive rebound by T. Maker,,68,44
3,9:27.0,Personal foul by K. Knox (drawn by T. Maker),,68,44
3,9:19.0,Turnover by R. Jackson (bad pass; steal by M. Hezonja),,68,44
3,9:14.0,,Turnover by M. Hezonja (out of bounds lost ball),68,44
3,9:02.0,Offensive foul by A. Drummond (drawn by M. Robinson),,68,44
3,9:02.0,Turnover by A. Drummond (offensive foul),,68,44
3,8:51.0,,L. Kornet makes 3-pt jump shot from 26 ft (assist by D. Dotson),68,47
3,8:34.0,T. Maker misses 3-pt jump shot from 23 ft,,68,47
3,8:32.0,,Defensive rebound by K. Knox,68,47
3,8:16.0,,M. Hezonja misses 2-pt layup from 2 ft,68,47
3,8:15.0,Defensive rebound by A. Drummond,,68,47
3,8:07.0,B. Brown makes 2-pt layup from 1 ft (assist by R. Jackson),,70,47
3,7:39.0,,L. Kornet makes 3-pt jump shot from 24 ft (assist by D. Dotson),70,50
3,7:22.0,Shooting foul by M. Robinson (drawn by R. Jackson),,70,50
3,7:22.0,,I. Hicks enters the game for M. Robinson,70,50
3,7:22.0,R. Jackson makes free throw 1 of 2,,71,50
3,7:22.0,R. Jackson makes free throw 2 of 2,,72,50
3,7:11.0,,Turnover by M. Hezonja (bad pass; steal by A. Drummond),72,50
3,7:08.0,A. Drummond misses 2-pt dunk from 1 ft,,72,50
3,7:06.0,Offensive rebound by Team,,72,50
3,6:52.0,T. Maker misses 2-pt jump shot from 19 ft,,72,50
3,6:50.0,,Defensive rebound by M. Hezonja,72,50
3,6:39.0,,L. Kornet misses 3-pt jump shot from 28 ft,72,50
3,6:37.0,Defensive rebound by W. Ellington,,72,50
3,6:30.0,W. Ellington makes 3-pt jump shot from 26 ft (assist by R. Jackson),,75,50
3,6:29.0,,New York full timeout,75,50
3,6:29.0,G. Robinson enters the game for T. Maker,,75,50
3,6:13.0,,Personal foul by B. Brown (drawn by M. Hezonja),75,50
3,6:03.0,,Turnover by M. Hezonja (bad pass; steal by W. Ellington),75,50
3,6:00.0,W. Ellington misses 3-pt jump shot from 25 ft,,75,50
3,5:58.0,,Defensive rebound by D. Dotson,75,50
3,5:43.0,,K. Knox misses 3-pt jump shot from 25 ft,75,50
3,5:41.0,Defensive rebound by G. Robinson,,75,50
3,5:20.0,Offensive foul by A. Drummond (drawn by L. Kornet),,75,50
3,5:20.0,Turnover by A. Drummond (offensive foul),,75,50
3,5:20.0,,K. Allen enters the game for M. Hezonja,75,50
3,5:05.0,,K. Allen misses 2-pt layup from 4 ft,75,50
3,5:03.0,Defensive rebound by A. Drummond,,75,50
3,5:01.0,Personal foul by I. Hicks (drawn by A. Drummond),,75,50
3,4:48.0,A. Drummond makes 2-pt layup at rim (assist by R. Jackson),,77,50
3,4:33.0,,I. Hicks misses 2-pt jump shot from 8 ft,77,50
3,4:31.0,Defensive rebound by Team,,77,50
3,4:17.0,A. Drummond makes 2-pt hook shot from 3 ft (assist by R. Jackson),,79,50
3,4:17.0,,New York full timeout,79,50
3,4:17.0,L. Kennard enters the game for W. Ellington,,79,50
3,4:17.0,,J. Jenkins enters the game for D. Dotson,79,50
3,3:55.0,,L. Kornet misses 3-pt jump shot from 28 ft,79,50
3,3:54.0,Defensive rebound by R. Jackson,,79,50
3,3:37.0,R. Jackson makes 3-pt jump shot from 28 ft (assist by L. Kennard),,82,50
3,3:23.0,,K. Knox misses 3-pt jump shot from 25 ft,82,50
3,3:21.0,Defensive rebound by A. Drummond,,82,50
3,3:06.0,R. Jackson misses 2-pt jump shot from 16 ft,,82,50
3,3:04.0,,Defensive rebound by K. Knox,82,50
3,3:04.0,,Personal foul by R. Jackson (drawn by K. Knox),82,50
3,3:04.0,,M. Robinson enters the game for L. Kornet,82,50
3,2:50.0,,K. Knox makes 2-pt layup at rim (assist by K. Allen),82,52
3,2:50.0,I. Smith enters the game for R. Jackson,,82,52
3,2:24.0,L. Kennard makes 2-pt layup from 1 ft (assist by A. Drummond),,84,52
3,2:24.0,,Violation by Team (def goaltending),84,52
3,2:14.0,,K. Allen makes 3-pt jump shot from 24 ft (assist by K. Knox),84,55
3,1:56.0,G. Robinson makes 3-pt jump shot from 26 ft (assist by L. Kennard),,87,55
3,1:44.0,,Shooting foul by A. Drummond (drawn by K. Allen),87,55
3,1:44.0,Z. Pachulia enters the game for A. Drummond,,87,55
3,1:44.0,,H. Ellenson enters the game for I. Hicks,87,55
3,1:44.0,,B. Garrett enters the game for K. Knox,87,55
3,1:44.0,,K. Allen makes free throw 1 of 2,87,56
3,1:44.0,,K. Allen misses free throw 2 of 2,87,56
3,1:42.0,Defensive rebound by G. Robinson,,87,56
3,1:22.0,L. Kennard makes 3-pt jump shot from 26 ft,,90,56
3,1:10.0,,J. Jenkins misses 2-pt jump shot from 16 ft,90,56
3,1:08.0,Defensive rebound by L. Kennard,,90,56
3,0:58.0,G. Robinson makes 2-pt layup from 1 ft (assist by Z. Pachulia),,92,56
3,0:48.0,,J. Jenkins makes 2-pt jump shot from 4 ft (assist by K. Allen),92,58
3,0:48.0,,Shooting foul by Z. Pachulia (drawn by J. Jenkins),92,58
3,0:48.0,,J. Jenkins makes free throw 1 of 1,92,59
3,0:38.0,Turnover by L. Kennard (bad pass; steal by K. Allen),,92,59
3,0:28.0,,Turnover by B. Garrett (bad pass; steal by G. Robinson),92,59
3,0:07.0,I. Smith misses 2-pt jump shot from 22 ft,,92,59
3,0:05.0,Offensive rebound by B. Brown,,92,59
3,0:01.0,B. Brown misses 2-pt layup from 3 ft,,92,59
3,0:00.0,Offensive rebound by B. Brown,,92,59
4,11:46.0,G. Robinson makes 2-pt dunk from 1 ft (assist by Z. Pachulia),,94,59
4,11:30.0,,B. Garrett makes 2-pt jump shot from 13 ft,94,61
4,11:16.0,L. Kennard misses 3-pt jump shot from 25 ft,,94,61
4,11:14.0,,Defensive rebound by H. Ellenson,94,61
4,11:05.0,,M. Robinson makes 2-pt dunk at rim (assist by K. Allen),94,63
4,10:48.0,Personal foul by K. Allen (drawn by Z. Pachulia),,94,63
4,10:37.0,Shooting foul by H. Ellenson (drawn by Z. Pachulia),,94,63
4,10:37.0,Z. Pachulia makes free throw 1 of 2,,95,63
4,10:37.0,Z. Pachulia makes free throw 2 of 2,,96,63
4,10:23.0,,Shooting foul by L. Kennard (drawn by K. Allen),96,63
4,10:23.0,,K. Allen makes free throw 1 of 2,96,64
4,10:23.0,,K. Allen misses free throw 2 of 2,96,64
4,10:21.0,Defensive rebound by G. Robinson,,96,64
4,10:08.0,G. Robinson misses 3-pt jump shot from 26 ft,,96,64
4,10:06.0,,Defensive rebound by H. Ellenson,96,64
4,9:57.0,,H. Ellenson misses 2-pt layup at rim,96,64
4,9:55.0,Defensive rebound by Z. Pachulia,,96,64
4,9:50.0,L. Kennard makes 3-pt jump shot from 25 ft (assist by I. Smith),,99,64
4,9:26.0,,J. Jenkins misses 3-pt jump shot from 25 ft,99,64
4,9:24.0,Defensive rebound by L. Kennard,,99,64
4,9:11.0,Personal foul by H. Ellenson (drawn by Z. Pachulia),,99,64
4,9:11.0,,D. Dotson enters the game for K. Allen,99,64
4,9:00.0,I. Smith misses 2-pt jump shot from 19 ft,,99,64
4,8:58.0,,Defensive rebound by J. Jenkins,99,64
4,8:45.0,,D. Dotson misses 3-pt jump shot from 24 ft,99,64
4,8:43.0,Defensive rebound by Z. Pachulia,,99,64
4,8:23.0,L. Kennard misses 3-pt jump shot from 26 ft,,99,64
4,8:22.0,,Defensive rebound by D. Dotson,99,64
4,8:09.0,,D. Dotson misses 2-pt jump shot from 19 ft,99,64
4,8:07.0,Defensive rebound by L. Kennard,,99,64
4,7:51.0,G. Robinson makes 2-pt layup from 2 ft (assist by L. Galloway),,101,64
4,7:30.0,,B. Garrett misses 3-pt jump shot from 25 ft,101,64
4,7:28.0,Defensive rebound by G. Robinson,,101,64
4,7:24.0,Detroit full timeout,,101,64
4,7:24.0,,K. Allen enters the game for J. Jenkins,101,64
4,7:24.0,,I. Hicks enters the game for M. Robinson,101,64
4,7:10.0,L. Galloway misses 2-pt layup from 1 ft (block by H. Ellenson),,101,64
4,7:08.0,,Defensive rebound by K. Allen,101,64
4,7:02.0,,I. Hicks makes 2-pt layup from 1 ft (assist by B. Garrett),101,66
4,7:02.0,,Shooting foul by G. Robinson (drawn by I. Hicks),101,66
4,7:02.0,,I. Hicks makes free throw 1 of 1,101,67
4,6:53.0,L. Kennard misses 2-pt jump shot from 20 ft,,101,67
4,6:52.0,,Defensive rebound by K. Allen,101,67
4,6:42.0,,H. Ellenson misses 2-pt jump shot from 9 ft,101,67
4,6:40.0,Defensive rebound by L. Kennard,,101,67
4,6:33.0,Turnover by L. Kennard (bad pass),,101,67
4,6:19.0,,I. Hicks makes 2-pt jump shot from 19 ft,101,69
4,5:55.0,L. Galloway makes 3-pt jump shot from 26 ft (assist by G. Robinson),,104,69
4,5:32.0,,D. Dotson misses 3-pt jump shot from 23 ft,104,69
4,5:30.0,Defensive rebound by G. Robinson,,104,69
4,5:24.0,L. Galloway makes 3-pt jump shot from 26 ft (assist by I. Smith),,107,69
4,5:24.0,K. Thomas enters the game for L. Kennard,,107,69
4,5:24.0,,J. Jenkins enters the game for D. Dotson,107,69
4,5:00.0,,K. Allen misses 2-pt jump shot from 9 ft,107,69
4,4:58.0,Defensive rebound by Z. Pachulia,,107,69
4,4:40.0,L. Galloway misses 3-pt jump shot from 23 ft (block by H. Ellenson),,107,69
4,4:38.0,Offensive rebound by Z. Pachulia,,107,69
4,4:36.0,Z. Pachulia misses 2-pt layup from 2 ft (block by I. Hicks),,107,69
4,4:34.0,Offensive rebound by Z. Pachulia,,107,69
4,4:31.0,Z. Pachulia makes 2-pt layup at rim,,109,69
4,4:21.0,,B. Garrett makes 2-pt jump shot from 18 ft,109,71
4,4:06.0,I. Smith makes 2-pt jump shot from 20 ft,,111,71
4,3:59.0,,Personal take foul by L. Galloway (drawn by K. Allen),111,71
4,3:59.0,J. Calderón enters the game for L. Galloway,,111,71
4,3:59.0,J. Leuer enters the game for I. Smith,,111,71
4,3:52.0,,Shooting foul by J. Calderón (drawn by H. Ellenson),111,71
4,3:52.0,,Offensive rebound by Team,111,71
4,3:52.0,,H. Ellenson misses free throw 1 of 2,111,71
4,3:52.0,,H. Ellenson makes free throw 2 of 2,111,72
4,3:40.0,K. Thomas misses 2-pt jump shot from 16 ft (block by K. Allen),,111,72
4,3:38.0,,Defensive rebound by I. Hicks,111,72
4,3:29.0,,B. Garrett misses 3-pt jump shot from 25 ft,111,72
4,3:28.0,Defensive rebound by G. Robinson,,111,72
4,3:15.0,J. Calderón misses 3-pt jump shot from 28 ft,,111,72
4,3:13.0,,Defensive rebound by K. Allen,111,72
4,2:58.0,,I. Hicks makes 2-pt jump shot from 14 ft,111,74
4,2:44.0,Z. Pachulia makes 2-pt jump shot from 18 ft,,113,74
4,2:30.0,,H. Ellenson makes 3-pt jump shot from 28 ft (assist by K. Allen),113,77
4,2:18.0,J. Leuer makes 2-pt layup at rim (assist by Z. Pachulia),,115,77
4,2:05.0,,H. Ellenson makes 3-pt jump shot from 25 ft (assist by K. Allen),115,80
4,1:48.0,Turnover by Z. Pachulia (bad pass; steal by I. Hicks),,115,80
4,1:45.0,,H. Ellenson makes 2-pt layup from 1 ft (assist by J. Jenkins),115,82
4,1:45.0,,Shooting foul by G. Robinson (drawn by H. Ellenson),115,82
4,1:45.0,,New York full timeout,115,82
4,1:45.0,,H. Ellenson makes free throw 1 of 1,115,83
4,1:36.0,K. Thomas misses 2-pt jump shot from 17 ft,,115,83
