QUARTER,TIME_REMAINING,PORTLAND_ACTION,DENVER_ACTION,PORTLAND_SCORE,DENVER_SCORE
4,1:36.0,,J. Murray makes 2-pt jump shot from 10 ft,107,112
4,1:20.0,Turnover by A. Aminu (bad pass; steal by N. Jokić),,107,112
4,1:12.0,,P. Millsap misses 2-pt layup from 2 ft (block by A. Aminu),107,112
4,1:12.0,,Offensive rebound by T. Craig,107,112
4,1:12.0,,T. Craig makes 2-pt layup from 1 ft,107,114
4,1:12.0,Portland full timeout,,107,114
4,1:12.0,J. Layman enters the game for A. Aminu,,107,114
4,1:12.0,M. Leonard enters the game for E. Freedom,,107,114
4,1:04.0,J. Layman makes 2-pt jump shot from 7 ft (assist by D. Lillard),,109,114
4,0:52.0,,J. Murray misses 3-pt jump shot from 25 ft,109,114
4,0:50.0,,Offensive rebound by N. Jokić,109,114
4,0:47.0,,G. Harris misses 3-pt jump shot from 23 ft,109,114
4,0:44.0,Defensive rebound by M. Leonard,,109,114
4,0:37.0,Shooting foul by T. Craig (drawn by D. Lillard),,109,114
4,0:37.0,D. Lillard makes free throw 1 of 2,,110,114
4,0:37.0,E. Freedom enters the game for J. Layman,,110,114
4,0:37.0,E. Turner enters the game for M. Leonard,,110,114
4,0:37.0,D. Lillard misses free throw 2 of 2,,110,114
4,0:36.0,,Defensive rebound by P. Millsap,110,114
4,0:13.0,,T. Craig makes 3-pt jump shot from 25 ft (assist by N. Jokić),110,117
4,0:12.0,Portland full timeout,,110,117
4,0:12.0,J. Layman enters the game for E. Freedom,,110,117
4,0:12.0,M. Leonard enters the game for E. Turner,,110,117
4,0:12.0,,M. Plumlee enters the game for N. Jokić,110,117
4,0:08.0,D. Lillard misses 3-pt jump shot from 27 ft,,110,117
4,0:05.0,,Defensive rebound by T. Craig,110,117
4,0:02.0,,Personal take foul by J. Layman (drawn by T. Craig),110,117
4,0:02.0,,T. Craig makes free throw 1 of 2,110,118
4,0:02.0,,T. Craig makes free throw 2 of 2,110,119
