QUARTER,TIME_REMAINING,TORONTO_ACTION,PHILADELPHIA_ACTION,TORONTO_SCORE,PHILADELPHIA_SCORE
4,6:59.0,S. Ibaka enters the game for G. Monroe,,108,101
4,6:59.0,,T. McConnell enters the game for J. Butler,108,101
4,6:39.0,K. Lowry misses 2-pt jump shot from 7 ft,,108,101
4,6:36.0,,Defensive rebound by J. Embiid,108,101
4,6:23.0,,J. Embiid misses 3-pt jump shot from 26 ft,108,101
4,6:21.0,Defensive rebound by P. Siakam,,108,101
4,6:09.0,Personal foul by L. Shamet (drawn by K. Leonard),,108,101
4,5:56.0,S. Ibaka misses 2-pt layup from 6 ft,,108,101
4,5:54.0,,Defensive rebound by T. McConnell,108,101
4,5:32.0,,M. Muscala misses 3-pt jump shot from 24 ft,108,101
4,5:30.0,Defensive rebound by S. Ibaka,,108,101
4,5:24.0,S. Ibaka makes 2-pt dunk at rim (assist by K. Leonard),,110,101
4,5:01.0,,Turnover by J. Embiid (bad pass),110,101
4,4:49.0,P. Siakam misses 2-pt layup from 5 ft,,110,101
4,4:47.0,Offensive rebound by P. Siakam,,110,101
4,4:39.0,P. Siakam makes 2-pt jump shot from 6 ft,,112,101
4,4:29.0,,B. Simmons makes 2-pt layup from 2 ft,112,103
4,4:09.0,S. Ibaka misses 2-pt jump shot from 18 ft,,112,103
4,4:06.0,,Defensive rebound by M. Muscala,112,103
4,3:56.0,,J. Embiid misses 2-pt layup from 3 ft,112,103
4,3:53.0,Defensive rebound by S. Ibaka,,112,103
4,3:51.0,Turnover by K. Lowry (bad pass; steal by T. McConnell),,112,103
4,3:47.0,,J. Embiid makes 2-pt dunk from 1 ft (assist by T. McConnell),112,105
4,3:47.0,Toronto full timeout,,112,105
4,3:47.0,,J. Butler enters the game for T. McConnell,112,105
4,3:35.0,Shooting foul by J. Embiid (drawn by K. Leonard),,112,105
4,3:35.0,K. Leonard misses free throw 1 of 2,,112,105
4,3:35.0,Offensive rebound by Team,,112,105
4,3:35.0,K. Leonard makes free throw 2 of 2,,113,105
4,3:16.0,,L. Shamet misses 3-pt jump shot from 25 ft,113,105
4,3:13.0,Defensive rebound by P. Siakam,,113,105
4,2:52.0,Turnover by K. Leonard (lost ball; steal by J. Butler),,113,105
4,2:49.0,,Offensive foul by L. Shamet (drawn by P. Siakam),113,105
4,2:49.0,,Turnover by L. Shamet (offensive foul),113,105
4,2:28.0,P. Siakam misses 3-pt jump shot from 23 ft,,113,105
4,2:24.0,Offensive rebound by S. Ibaka,,113,105
4,2:09.0,F. VanVleet misses 2-pt jump shot from 2 ft,,113,105
4,2:07.0,Offensive rebound by P. Siakam,,113,105
4,1:56.0,K. Leonard misses 3-pt jump shot from 26 ft,,113,105
4,1:52.0,,Defensive rebound by J. Embiid,113,105
4,1:47.0,,Turnover by B. Simmons (lost ball; steal by F. VanVleet),113,105
4,1:45.0,Shooting foul by M. Muscala (drawn by K. Leonard),,113,105
4,1:45.0,K. Leonard makes free throw 1 of 2,,114,105
4,1:45.0,K. Leonard makes free throw 2 of 2,,115,105
4,1:39.0,,L. Shamet misses 3-pt jump shot from 25 ft,115,105
4,1:35.0,Defensive rebound by K. Leonard,,115,105
4,1:34.0,Personal take foul by J. Embiid (drawn by K. Leonard),,115,105
4,1:34.0,K. Leonard makes free throw 1 of 2,,116,105
4,1:34.0,K. Leonard makes free throw 2 of 2,,117,105
4,1:23.0,,J. Embiid misses 3-pt jump shot from 26 ft,117,105
4,1:19.0,Defensive rebound by P. Siakam,,117,105
4,0:56.0,Turnover by Team (shot clock),,117,105
4,0:46.0,,J. Butler makes 2-pt jump shot from 13 ft (assist by B. Simmons),117,107
4,0:24.0,P. Siakam makes 2-pt layup from 1 ft (assist by S. Ibaka),,119,107
4,0:14.0,,J. Embiid misses 3-pt jump shot from 26 ft,119,107
4,0:11.0,Defensive rebound by S. Ibaka,,119,107
