QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DENVER_ACTION,SAN ANTONIO_SCORE,DENVER_SCORE
4,2:09.0,,G. Harris makes free throw 2 of 2,97,94
4,2:00.0,D. DeRozan misses 2-pt jump shot from 17 ft,,97,94
4,1:57.0,,Defensive rebound by W. Barton,97,94
4,1:39.0,,J. Murray misses 2-pt jump shot from 12 ft,97,94
4,1:36.0,,Offensive rebound by N. Jokić,97,94
4,1:32.0,,J. Murray makes 2-pt jump shot from 17 ft (assist by N. Jokić),97,96
4,1:09.0,Turnover by D. White (lost ball; steal by J. Murray),,97,96
4,0:57.0,,J. Murray misses 3-pt jump shot from 25 ft,97,96
4,0:55.0,,Offensive rebound by Team,97,96
4,0:55.0,,Denver full timeout,97,96
4,0:55.0,P. Mills enters the game for B. Forbes,,97,96
4,0:50.0,,Turnover by N. Jokić (lost ball; steal by L. Aldridge),97,96
4,0:29.0,D. White misses 2-pt jump shot from 12 ft,,97,96
4,0:26.0,Offensive rebound by D. DeRozan,,97,96
4,0:16.0,D. DeRozan misses 2-pt jump shot from 14 ft,,97,96
4,0:13.0,,Defensive rebound by W. Barton,97,96
4,0:13.0,,Denver full timeout,97,96
4,0:09.0,,J. Murray misses 2-pt jump shot from 17 ft,97,96
4,0:06.0,Defensive rebound by L. Aldridge,,97,96
4,0:06.0,Personal take foul by N. Jokić (drawn by L. Aldridge),,97,96
4,0:06.0,L. Aldridge makes free throw 1 of 2,,98,96
4,0:06.0,L. Aldridge makes free throw 2 of 2,,99,96
4,0:02.0,,Turnover by J. Murray (lost ball; steal by D. White),99,96
4,0:01.0,Personal take foul by J. Murray (drawn by D. White),,99,96
4,0:01.0,D. White makes free throw 1 of 2,,100,96
4,0:01.0,D. White makes free throw 2 of 2,,101,96
