QUARTER,TIME_REMAINING,CHICAGO_ACTION,ATLANTA_ACTION,CHICAGO_SCORE,ATLANTA_SCORE
4,4:04.0,Turnover by Z. LaVine (bad pass),,89,80
4,4:04.0,,D. Dedmon enters the game for K. Huerter,89,80
4,4:04.0,,T. Prince enters the game for A. Len,89,80
4,3:49.0,,Personal foul by J. Parker (drawn by T. Young),89,80
4,3:42.0,,T. Young misses 3-pt jump shot from 26 ft,89,80
4,3:38.0,Defensive rebound by Z. LaVine,,89,80
4,3:33.0,Turnover by Z. LaVine (bad pass; steal by V. Carter),,89,80
4,3:31.0,Clear path foul by T. Young,,89,80
4,3:31.0,,T. Young makes clear path free throw 1 of 2,89,81
4,3:31.0,,T. Young makes clear path free throw 2 of 2,89,82
4,3:24.0,,T. Young misses 2-pt layup from 3 ft,89,82
4,3:20.0,Defensive rebound by C. Felício,,89,82
4,3:00.0,R. Arcidiacono misses 3-pt jump shot from 26 ft,,89,82
4,2:58.0,Offensive rebound by J. Parker,,89,82
4,2:55.0,Turnover by Z. LaVine (lost ball; steal by D. Bembry),,89,82
4,2:47.0,,T. Prince makes 3-pt jump shot from 24 ft (assist by T. Young),89,85
4,2:17.0,J. Parker makes 3-pt jump shot from 25 ft,,92,85
4,1:57.0,,D. Dedmon misses 3-pt jump shot from 25 ft,92,85
4,1:54.0,Defensive rebound by Z. LaVine,,92,85
4,1:44.0,Personal foul by D. Bembry (drawn by Z. LaVine),,92,85
4,1:44.0,,K. Bazemore enters the game for V. Carter,92,85
4,1:35.0,Z. LaVine makes 2-pt jump shot from 19 ft,,94,85
4,1:29.0,,T. Young misses 3-pt jump shot from 26 ft,94,85
4,1:26.0,Defensive rebound by Z. LaVine,,94,85
4,1:16.0,Chicago full timeout,,94,85
4,1:16.0,,K. Huerter enters the game for T. Young,94,85
4,1:04.0,Turnover by Team (shot clock),,94,85
4,0:53.0,,T. Prince misses 2-pt layup from 2 ft,94,85
4,0:50.0,Defensive rebound by J. Parker,,94,85
4,0:46.0,Personal take foul by D. Bembry (drawn by Z. LaVine),,94,85
4,0:46.0,Z. LaVine makes free throw 1 of 2,,95,85
4,0:46.0,Z. LaVine makes free throw 2 of 2,,96,85
4,0:46.0,,Atlanta full timeout,96,85
4,0:46.0,,V. Carter enters the game for K. Huerter,96,85
4,0:39.0,,Turnover by T. Prince (lost ball; steal by J. Holiday),96,85
4,0:33.0,Personal take foul by K. Bazemore (drawn by Z. LaVine),,96,85
4,0:33.0,Z. LaVine misses free throw 1 of 2,,96,85
4,0:33.0,Offensive rebound by Team,,96,85
4,0:33.0,,J. Lin enters the game for V. Carter,96,85
4,0:33.0,,T. Young enters the game for T. Prince,96,85
4,0:33.0,Z. LaVine makes free throw 2 of 2,,97,85
4,0:23.0,,D. Dedmon misses 2-pt jump shot from 14 ft,97,85
4,0:20.0,Defensive rebound by J. Parker,,97,85
