QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,PORTLAND_ACTION,GOLDEN STATE_SCORE,PORTLAND_SCORE
4,1:49.0,Technical foul by T. Stotts,,110,100
4,1:49.0,S. Curry makes technical free throw,,111,100
4,1:49.0,S. Curry makes technical free throw,,112,100
4,1:49.0,,W. Baldwin enters the game for A. Aminu,112,100
4,1:49.0,,Z. Collins enters the game for M. Harkless,112,100
4,1:49.0,,J. Layman enters the game for D. Lillard,112,100
4,1:49.0,,N. Stauskas enters the game for C. McCollum,112,100
4,1:49.0,,C. Swanigan enters the game for J. Nurkić,112,100
4,1:29.0,,J. Layman misses 3-pt jump shot from 23 ft,112,100
4,1:26.0,Defensive rebound by K. Thompson,,112,100
4,1:17.0,Shooting foul by W. Baldwin (drawn by S. Curry),,112,100
4,1:17.0,Q. Cook enters the game for K. Durant,,112,100
4,1:17.0,J. Evans enters the game for D. Green,,112,100
4,1:17.0,J. Jerebko enters the game for K. Looney,,112,100
4,1:17.0,A. McKinnie enters the game for K. Thompson,,112,100
4,1:17.0,S. Curry makes free throw 1 of 2,,113,100
4,1:17.0,S. Curry misses free throw 2 of 2,,113,100
4,1:12.0,,Defensive rebound by Z. Collins,113,100
4,1:12.0,,Shooting foul by J. Evans (drawn by W. Baldwin),113,100
4,1:12.0,,W. Baldwin makes free throw 1 of 2,113,101
4,1:12.0,J. Bell enters the game for S. Curry,,113,101
4,1:12.0,,W. Baldwin makes free throw 2 of 2,113,102
4,0:55.0,Q. Cook misses 3-pt jump shot from 27 ft,,113,102
4,0:53.0,,Defensive rebound by J. Layman,113,102
4,0:48.0,,N. Stauskas makes 3-pt jump shot from 23 ft (assist by J. Layman),113,105
4,0:22.0,J. Evans misses 3-pt jump shot from 25 ft,,113,105
4,0:18.0,Offensive rebound by Q. Cook,,113,105
4,0:06.0,J. Evans makes 2-pt jump shot from 4 ft (assist by J. Bell),,115,105
