QUARTER,TIME_REMAINING,CHICAGO_ACTION,ATLANTA_ACTION,CHICAGO_SCORE,ATLANTA_SCORE
4,4:08.0,,T. Prince misses 3-pt jump shot from 23 ft,116,110
4,4:03.0,Defensive rebound by W. Selden,,116,110
4,3:51.0,Z. LaVine misses 2-pt layup from 6 ft (block by T. Young),,116,110
4,3:49.0,Offensive rebound by Z. LaVine,,116,110
4,3:47.0,O. Porter misses 3-pt jump shot from 26 ft,,116,110
4,3:43.0,,Defensive rebound by D. Bembry,116,110
4,3:38.0,,T. Young misses 2-pt layup from 1 ft,116,110
4,3:36.0,Defensive rebound by L. Markkanen,,116,110
4,3:23.0,Chicago full timeout,,116,110
4,3:19.0,Turnover by O. Porter (lost ball; steal by T. Young),,116,110
4,3:16.0,,T. Young makes 2-pt layup from 1 ft,116,112
4,2:57.0,K. Dunn misses 2-pt layup from 2 ft,,116,112
4,2:54.0,,Defensive rebound by D. Dedmon,116,112
4,2:48.0,,D. Dedmon makes 2-pt dunk at rim (assist by T. Young),116,114
4,2:26.0,Turnover by Z. LaVine (lost ball; steal by D. Dedmon),,116,114
4,2:23.0,,T. Young makes 3-pt jump shot from 27 ft (assist by D. Dedmon),116,117
4,2:22.0,Chicago full timeout,,116,117
4,2:22.0,R. Lopez enters the game for W. Selden,,116,117
4,2:01.0,K. Dunn misses 2-pt layup from 15 ft (block by D. Dedmon),,116,117
4,1:58.0,,Defensive rebound by D. Bembry,116,117
4,1:57.0,,V. Carter misses 3-pt jump shot from 25 ft,116,117
4,1:53.0,Defensive rebound by L. Markkanen,,116,117
4,1:36.0,Turnover by Z. LaVine (bad pass; steal by T. Prince),,116,117
4,1:34.0,,T. Prince makes 2-pt dunk at rim,116,119
4,1:21.0,Personal foul by V. Carter (drawn by R. Lopez),,116,119
4,1:15.0,Z. LaVine misses 2-pt layup from 1 ft (block by D. Dedmon),,116,119
4,1:12.0,,Defensive rebound by V. Carter,116,119
4,1:00.0,,T. Young makes 2-pt layup at rim,116,121
4,0:53.0,O. Porter makes 3-pt jump shot from 22 ft,,119,121
4,0:32.0,,T. Prince misses 3-pt jump shot from 26 ft,119,121
4,0:29.0,Defensive rebound by O. Porter,,119,121
4,0:24.0,O. Porter makes 2-pt layup from 2 ft,,121,121
4,0:17.0,,Atlanta full timeout,121,121
4,0:17.0,W. Selden enters the game for R. Lopez,,121,121
4,0:03.0,,T. Young makes 3-pt jump shot from 26 ft,121,124
4,0:02.0,Chicago full timeout,,121,124
4,0:02.0,R. Lopez enters the game for K. Dunn,,121,124
4,0:02.0,,K. Bazemore enters the game for T. Young,121,124
4,0:00.0,Shooting foul by D. Dedmon (drawn by O. Porter),,121,124
4,0:00.0,O. Porter makes free throw 1 of 3,,122,124
4,0:00.0,O. Porter makes free throw 2 of 3,,123,124
4,0:00.0,,A. Len enters the game for K. Bazemore,123,124
4,0:00.0,,T. Young enters the game for D. Bembry,123,124
4,0:00.0,O. Porter makes free throw 3 of 3,,124,124
1OT,4:51.0,,T. Young makes 3-pt jump shot from 27 ft,124,127
1OT,4:51.0,,Shooting foul by K. Dunn (drawn by T. Young),124,127
1OT,4:51.0,,T. Young misses free throw 1 of 1,124,127
1OT,4:45.0,Defensive rebound by L. Markkanen,,124,127
1OT,4:39.0,Personal foul by T. Prince (drawn by L. Markkanen),,124,127
1OT,4:32.0,R. Lopez makes 2-pt hook shot from 7 ft (assist by Z. LaVine),,126,127
1OT,4:23.0,,Personal foul by R. Lopez (drawn by A. Len),126,127
1OT,4:17.0,,K. Huerter makes 3-pt jump shot from 25 ft,126,130
1OT,3:54.0,Z. LaVine makes 3-pt jump shot from 25 ft,,129,130
1OT,3:39.0,,Shooting foul by R. Lopez (drawn by T. Young),129,130
1OT,3:39.0,,T. Young makes free throw 1 of 2,129,131
1OT,3:39.0,,T. Young makes free throw 2 of 2,129,132
1OT,3:25.0,R. Lopez makes 2-pt layup from 1 ft,,131,132
1OT,3:25.0,Violation by Team (delay of game),,131,132
1OT,3:15.0,,K. Huerter misses 3-pt jump shot from 26 ft,131,132
1OT,3:13.0,Defensive rebound by L. Markkanen,,131,132
1OT,2:55.0,Z. LaVine makes 2-pt layup from 1 ft,,133,132
1OT,2:41.0,,T. Young makes 2-pt jump shot from 10 ft,133,134
1OT,2:20.0,Z. LaVine makes 2-pt layup from 2 ft,,135,134
1OT,2:09.0,,Personal foul by K. Dunn (drawn by T. Young),135,134
1OT,2:09.0,R. Arcidiacono enters the game for K. Dunn,,135,134
1OT,2:09.0,,D. Dedmon enters the game for A. Len,135,134
1OT,2:09.0,,T. Young makes free throw 1 of 2,135,135
1OT,2:09.0,,T. Young makes free throw 2 of 2,135,136
1OT,1:51.0,Shooting foul by D. Dedmon (drawn by Z. LaVine),,135,136
1OT,1:51.0,,A. Len enters the game for D. Dedmon,135,136
1OT,1:51.0,Z. LaVine misses free throw 1 of 2,,135,136
1OT,1:51.0,Offensive rebound by Team,,135,136
1OT,1:51.0,W. Selden enters the game for R. Lopez,,135,136
1OT,1:51.0,Z. LaVine makes free throw 2 of 2,,136,136
1OT,1:41.0,,A. Len makes 2-pt dunk from 1 ft (assist by T. Young),136,138
1OT,1:31.0,Z. LaVine makes 3-pt jump shot from 25 ft (assist by L. Markkanen),,139,138
1OT,1:17.0,,T. Young misses 3-pt jump shot from 26 ft,139,138
1OT,1:14.0,Defensive rebound by L. Markkanen,,139,138
1OT,0:59.0,L. Markkanen misses 2-pt layup from 4 ft (block by A. Len),,139,138
1OT,0:56.0,Offensive rebound by O. Porter,,139,138
1OT,0:54.0,O. Porter misses 3-pt jump shot from 25 ft,,139,138
1OT,0:52.0,,Defensive rebound by T. Young,139,138
1OT,0:38.0,,Turnover by T. Young (bad pass; steal by W. Selden),139,138
1OT,0:36.0,Personal take foul by V. Carter (drawn by W. Selden),,139,138
1OT,0:36.0,W. Selden makes free throw 1 of 2,,140,138
1OT,0:36.0,W. Selden misses free throw 2 of 2,,140,138
1OT,0:35.0,,Defensive rebound by V. Carter,140,138
1OT,0:35.0,,Atlanta full timeout,140,138
1OT,0:33.0,,K. Huerter misses 2-pt jump shot from 21 ft,140,138
1OT,0:31.0,Defensive rebound by O. Porter,,140,138
1OT,0:09.0,Z. LaVine misses 2-pt jump shot from 8 ft (block by A. Len),,140,138
1OT,0:05.0,,Defensive rebound by A. Len,140,138
1OT,0:01.0,,T. Young makes 2-pt layup from 1 ft,140,140
1OT,0:00.0,Z. LaVine misses 3-pt jump shot from 50 ft,,140,140
1OT,0:00.0,Offensive rebound by Team,,140,140
2OT,4:44.0,,Turnover by T. Young (bad pass),140,140
2OT,4:22.0,Z. LaVine misses 3-pt jump shot from 25 ft,,140,140
2OT,4:18.0,,Defensive rebound by T. Young,140,140
2OT,4:04.0,,T. Young makes 2-pt layup from 1 ft,140,142
2OT,3:48.0,O. Porter misses 2-pt jump shot from 17 ft,,140,142
2OT,3:47.0,,Defensive rebound by Team,140,142
2OT,3:37.0,,K. Bazemore misses 3-pt jump shot from 24 ft,140,142
2OT,3:36.0,Defensive rebound by L. Markkanen,,140,142
2OT,3:36.0,Personal foul by A. Len (drawn by L. Markkanen),,140,142
2OT,3:21.0,O. Porter makes 2-pt layup from 1 ft,,142,142
2OT,3:11.0,,D. Bembry makes 3-pt jump shot from 23 ft (assist by T. Young),142,145
2OT,2:51.0,W. Selden misses 3-pt jump shot from 26 ft,,142,145
2OT,2:50.0,,Defensive rebound by K. Bazemore,142,145
2OT,2:43.0,,Atlanta full timeout,142,145
2OT,2:43.0,,V. Carter enters the game for K. Bazemore,142,145
2OT,2:43.0,,T. Prince enters the game for K. Huerter,142,145
2OT,2:33.0,,T. Young misses 2-pt layup from 2 ft (block by L. Markkanen),142,145
2OT,2:29.0,,Offensive rebound by A. Len,142,145
2OT,2:28.0,,T. Young misses 2-pt layup from 4 ft,142,145
2OT,2:28.0,,Offensive rebound by A. Len,142,145
2OT,2:25.0,,A. Len makes 2-pt layup from 1 ft,142,147
2OT,2:14.0,Z. LaVine makes 2-pt dunk from 1 ft,,144,147
2OT,1:44.0,,V. Carter misses 2-pt jump shot from 16 ft,144,147
2OT,1:41.0,Defensive rebound by Z. LaVine,,144,147
2OT,1:33.0,Z. LaVine misses 2-pt jump shot from 10 ft,,144,147
2OT,1:29.0,,Defensive rebound by A. Len,144,147
2OT,1:07.0,,Shooting foul by W. Selden (drawn by A. Len),144,147
2OT,1:07.0,,A. Len misses free throw 1 of 2,144,147
2OT,1:07.0,,Offensive rebound by Team,144,147
2OT,1:07.0,,A. Len misses free throw 2 of 2,144,147
2OT,1:04.0,Defensive rebound by Z. LaVine,,144,147
2OT,1:00.0,Z. LaVine misses 3-pt jump shot from 26 ft,,144,147
2OT,0:57.0,,Defensive rebound by T. Young,144,147
2OT,0:35.0,,Turnover by T. Prince (bad pass),144,147
2OT,0:35.0,Chicago full timeout,,144,147
2OT,0:35.0,,K. Bazemore enters the game for A. Len,144,147
2OT,0:25.0,R. Arcidiacono makes 3-pt jump shot from 23 ft (assist by Z. LaVine),,147,147
2OT,0:10.0,,V. Carter misses 3-pt jump shot from 26 ft,147,147
2OT,0:07.0,Defensive rebound by R. Arcidiacono,,147,147
2OT,0:03.0,Personal foul by T. Prince (drawn by R. Arcidiacono),,147,147
2OT,0:03.0,Chicago full timeout,,147,147
2OT,0:03.0,R. Lopez enters the game for W. Selden,,147,147
2OT,0:03.0,,J. Anderson enters the game for T. Prince,147,147
2OT,0:03.0,,A. Len enters the game for T. Young,147,147
2OT,0:01.0,O. Porter misses 2-pt layup from 2 ft,,147,147
2OT,0:01.0,Offensive rebound by Team,,147,147
3OT,4:43.0,,V. Carter misses 3-pt jump shot from 25 ft,147,147
3OT,4:39.0,Defensive rebound by L. Markkanen,,147,147
3OT,4:28.0,Personal foul by V. Carter (drawn by O. Porter),,147,147
3OT,4:22.0,Turnover by Z. LaVine (bad pass; steal by D. Bembry),,147,147
3OT,4:20.0,,Shooting foul by Z. LaVine (drawn by K. Bazemore),147,147
3OT,4:20.0,,K. Bazemore misses free throw 1 of 2,147,147
3OT,4:20.0,,Offensive rebound by Team,147,147
3OT,4:20.0,,K. Bazemore makes free throw 2 of 2,147,148
3OT,4:03.0,R. Arcidiacono misses 3-pt jump shot from 23 ft,,147,148
3OT,3:59.0,,Defensive rebound by V. Carter,147,148
3OT,3:45.0,,D. Bembry misses 2-pt jump shot from 10 ft,147,148
3OT,3:45.0,Defensive rebound by Team,,147,148
3OT,3:32.0,O. Porter misses 3-pt jump shot from 25 ft,,147,148
3OT,3:28.0,,Defensive rebound by D. Bembry,147,148
3OT,3:17.0,,A. Len makes 2-pt layup from 1 ft (assist by T. Young),147,150
3OT,3:17.0,,Shooting foul by O. Porter (drawn by A. Len),147,150
3OT,3:17.0,S. Harrison enters the game for W. Selden,,147,150
3OT,3:17.0,,A. Len misses free throw 1 of 1,147,150
3OT,3:17.0,Defensive rebound by Team,,147,150
3OT,3:17.0,Chicago full timeout,,147,150
3OT,3:06.0,Shooting foul by V. Carter (drawn by S. Harrison),,147,150
3OT,3:06.0,S. Harrison makes free throw 1 of 2,,148,150
3OT,3:06.0,S. Harrison makes free throw 2 of 2,,149,150
3OT,2:51.0,,A. Len makes 2-pt layup at rim (assist by T. Young),149,152
3OT,2:30.0,O. Porter misses 2-pt jump shot from 11 ft,,149,152
3OT,2:28.0,,Defensive rebound by V. Carter,149,152
3OT,2:16.0,Loose ball foul by Z. LaVine (drawn by V. Carter),,149,152
3OT,2:16.0,R. Lopez enters the game for L. Markkanen,,149,152
3OT,2:07.0,,T. Young misses 3-pt jump shot from 25 ft,149,152
3OT,2:04.0,Defensive rebound by Z. LaVine,,149,152
3OT,1:56.0,Z. LaVine makes 3-pt jump shot from 23 ft,,152,152
3OT,1:56.0,,Atlanta full timeout,152,152
3OT,1:40.0,,V. Carter makes 3-pt jump shot from 26 ft (assist by T. Young),152,155
3OT,1:32.0,Shooting foul by A. Len (drawn by Z. LaVine),,152,155
3OT,1:32.0,Z. LaVine misses free throw 1 of 2,,152,155
3OT,1:32.0,Offensive rebound by Team,,152,155
3OT,1:32.0,Z. LaVine makes free throw 2 of 2,,153,155
3OT,1:15.0,,T. Young misses 3-pt jump shot from 26 ft,153,155
3OT,1:12.0,Defensive rebound by Z. LaVine,,153,155
3OT,1:06.0,Z. LaVine makes 2-pt layup from 1 ft,,155,155
3OT,0:53.0,,V. Carter misses 3-pt jump shot from 25 ft,155,155
3OT,0:51.0,Defensive rebound by Z. LaVine,,155,155
3OT,0:51.0,Turnover by Z. LaVine (step out of bounds),,155,155
3OT,0:51.0,L. Markkanen enters the game for S. Harrison,,155,155
3OT,0:30.0,,Turnover by D. Bembry (traveling),155,155
3OT,0:30.0,Chicago full timeout,,155,155
3OT,0:30.0,,J. Anderson enters the game for T. Young,155,155
3OT,0:07.0,Z. LaVine misses 2-pt jump shot from 20 ft,,155,155
3OT,0:06.0,Offensive rebound by Team,,155,155
3OT,0:06.0,Turnover by Team (shot clock),,155,155
3OT,0:06.0,,Atlanta full timeout,155,155
3OT,0:06.0,S. Harrison enters the game for R. Lopez,,155,155
3OT,0:06.0,,T. Young enters the game for J. Anderson,155,155
3OT,0:04.0,,Turnover by T. Young (step out of bounds),155,155
3OT,0:04.0,,J. Anderson enters the game for T. Young,155,155
3OT,0:01.0,Offensive foul by Z. LaVine (drawn by V. Carter),,155,155
3OT,0:01.0,Turnover by Z. LaVine (offensive foul),,155,155
3OT,0:01.0,R. Lopez enters the game for S. Harrison,,155,155
3OT,0:01.0,,T. Young enters the game for J. Anderson,155,155
3OT,0:00.0,,A. Len misses 3-pt jump shot from 27 ft,155,155
3OT,0:00.0,,Offensive rebound by Team,155,155
4OT,4:49.0,,Personal foul by L. Markkanen (drawn by A. Len),155,155
4OT,4:40.0,,K. Bazemore misses 2-pt layup from 6 ft,155,155
4OT,4:38.0,Defensive rebound by R. Lopez,,155,155
4OT,4:20.0,Z. LaVine misses 3-pt jump shot from 25 ft,,155,155
4OT,4:17.0,,Defensive rebound by D. Bembry,155,155
4OT,4:02.0,,A. Len makes 3-pt jump shot from 23 ft (assist by D. Bembry),155,158
4OT,3:38.0,L. Markkanen makes 2-pt jump shot from 16 ft,,157,158
4OT,3:26.0,,Personal foul by R. Arcidiacono (drawn by V. Carter),157,158
4OT,3:26.0,,T. Young enters the game for J. Adams,157,158
4OT,3:19.0,,T. Young misses 2-pt layup from 11 ft,157,158
4OT,3:16.0,,Offensive rebound by T. Young,157,158
4OT,3:14.0,,Turnover by T. Young (lost ball; steal by Z. LaVine),157,158
4OT,3:10.0,Z. LaVine misses 2-pt layup from 1 ft,,157,158
4OT,3:06.0,Offensive rebound by L. Markkanen,,157,158
4OT,3:06.0,L. Markkanen misses 2-pt dunk at rim,,157,158
4OT,3:05.0,,Defensive rebound by D. Bembry,157,158
4OT,3:05.0,,Shooting foul by R. Lopez (drawn by A. Len),157,158
4OT,3:05.0,,A. Len makes free throw 1 of 2,157,159
4OT,3:05.0,,A. Len misses free throw 2 of 2,157,159
4OT,3:03.0,Defensive rebound by L. Markkanen,,157,159
4OT,2:40.0,R. Lopez makes 2-pt dunk from 1 ft (assist by O. Porter),,159,159
4OT,2:14.0,,Turnover by T. Young (bad pass; steal by L. Markkanen),159,159
4OT,2:05.0,Personal foul by A. Len (drawn by R. Lopez),,159,159
4OT,1:59.0,Shooting foul by A. Len (drawn by L. Markkanen),,159,159
4OT,1:59.0,L. Markkanen makes free throw 1 of 3,,160,159
4OT,1:59.0,L. Markkanen makes free throw 2 of 3,,161,159
4OT,1:59.0,L. Markkanen makes free throw 3 of 3,,162,159
4OT,1:43.0,,D. Bembry misses 2-pt layup from 1 ft,162,159
4OT,1:43.0,,Offensive rebound by Team,162,159
4OT,1:43.0,,Violation by Team (kicked ball),162,159
4OT,1:31.0,O. Porter misses 2-pt layup from 2 ft,,162,159
4OT,1:28.0,Offensive rebound by R. Lopez,,162,159
4OT,1:28.0,R. Lopez makes 2-pt dunk at rim,,164,159
4OT,1:24.0,,T. Young makes 2-pt layup from 5 ft,164,161
4OT,1:08.0,O. Porter misses 2-pt jump shot from 20 ft,,164,161
4OT,1:05.0,,Defensive rebound by D. Bembry,164,161
4OT,1:01.0,,V. Carter misses 3-pt jump shot from 28 ft,164,161
4OT,0:57.0,Defensive rebound by R. Arcidiacono,,164,161
4OT,0:37.0,Z. LaVine makes 2-pt layup from 2 ft,,166,161
4OT,0:37.0,,Atlanta full timeout,166,161
4OT,0:31.0,,K. Bazemore misses 3-pt jump shot from 25 ft,166,161
4OT,0:28.0,Defensive rebound by R. Arcidiacono,,166,161
4OT,0:19.0,Chicago full timeout,,166,161
4OT,0:19.0,W. Selden enters the game for R. Lopez,,166,161
4OT,0:19.0,,J. Adams enters the game for A. Len,166,161
4OT,0:19.0,,J. Anderson enters the game for T. Young,166,161
4OT,0:16.0,Personal foul by K. Bazemore (drawn by W. Selden),,166,161
4OT,0:16.0,W. Selden makes free throw 1 of 2,,167,161
4OT,0:16.0,,T. Young enters the game for J. Anderson,167,161
4OT,0:16.0,W. Selden misses free throw 2 of 2,,167,161
4OT,0:16.0,Offensive rebound by Team,,167,161
4OT,0:16.0,Chicago full timeout,,167,161
4OT,0:16.0,,J. Anderson enters the game for T. Young,167,161
4OT,0:14.0,Personal foul by J. Anderson (drawn by L. Markkanen),,167,161
4OT,0:14.0,L. Markkanen misses free throw 1 of 2,,167,161
4OT,0:14.0,Offensive rebound by Team,,167,161
4OT,0:14.0,,T. Young enters the game for J. Anderson,167,161
4OT,0:14.0,L. Markkanen makes free throw 2 of 2,,168,161
4OT,0:05.0,,J. Adams misses 3-pt jump shot from 24 ft,168,161
4OT,0:01.0,Defensive rebound by W. Selden,,168,161
