QUARTER,TIME_REMAINING,PORTLAND_ACTION,DALLAS_ACTION,PORTLAND_SCORE,DALLAS_SCORE
4,6:16.0,,L. Dončić makes free throw 1 of 2,84,98
4,6:16.0,,L. Dončić misses free throw 2 of 2,84,98
4,6:14.0,Defensive rebound by A. Aminu,,84,98
4,6:08.0,D. Lillard makes 2-pt dunk from 1 ft (assist by E. Turner),,86,98
4,5:53.0,,W. Matthews makes 2-pt jump shot from 15 ft (assist by D. Smith),86,100
4,5:40.0,J. Nurkić misses 2-pt jump shot from 9 ft,,86,100
4,5:37.0,,Defensive rebound by D. Jordan,86,100
4,5:27.0,,D. Smith misses 3-pt jump shot from 26 ft,86,100
4,5:25.0,Defensive rebound by A. Aminu,,86,100
4,5:20.0,E. Turner makes 2-pt jump shot from 14 ft,,88,100
4,5:19.0,,Dallas full timeout,88,100
4,4:57.0,,D. Jordan misses 2-pt hook shot from 4 ft,88,100
4,4:56.0,Defensive rebound by J. Nurkić,,88,100
4,4:50.0,Personal foul by H. Barnes (drawn by J. Nurkić),,88,100
4,4:41.0,A. Aminu makes 3-pt jump shot from 26 ft (assist by E. Turner),,91,100
4,4:13.0,,W. Matthews misses 2-pt jump shot from 8 ft,91,100
4,4:11.0,Defensive rebound by J. Nurkić,,91,100
4,4:03.0,D. Lillard makes 2-pt jump shot from 20 ft,,93,100
4,3:42.0,,H. Barnes misses 2-pt jump shot from 6 ft,93,100
4,3:40.0,Defensive rebound by A. Aminu,,93,100
4,3:32.0,D. Lillard misses 2-pt jump shot from 13 ft,,93,100
4,3:30.0,,Defensive rebound by D. Jordan,93,100
4,3:17.0,,H. Barnes misses 2-pt jump shot from 13 ft (block by E. Turner),93,100
4,3:17.0,,Offensive rebound by Team,93,100
4,3:16.0,,Shooting foul by C. McCollum (drawn by W. Matthews),93,100
4,3:16.0,,W. Matthews makes free throw 1 of 2,93,101
4,3:16.0,,W. Matthews makes free throw 2 of 2,93,102
4,3:06.0,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Lillard),,95,102
4,2:40.0,,W. Matthews misses 3-pt jump shot from 25 ft,95,102
4,2:38.0,Defensive rebound by D. Lillard,,95,102
4,2:29.0,D. Lillard misses 3-pt jump shot from 26 ft,,95,102
4,2:22.0,,Defensive rebound by W. Matthews,95,102
4,2:18.0,,Shooting foul by J. Nurkić (drawn by L. Dončić),95,102
4,2:18.0,,L. Dončić makes free throw 1 of 2,95,103
4,2:18.0,,L. Dončić makes free throw 2 of 2,95,104
4,2:12.0,C. McCollum misses 2-pt jump shot from 10 ft,,95,104
4,2:11.0,,Defensive rebound by D. Jordan,95,104
4,1:53.0,,Turnover by L. Dončić (bad pass; steal by D. Lillard),95,104
4,1:50.0,D. Lillard makes 2-pt hook shot from 7 ft,,97,104
4,1:35.0,,Shooting foul by J. Nurkić (drawn by D. Smith),97,104
4,1:35.0,M. Harkless enters the game for J. Nurkić,,97,104
4,1:35.0,,D. Smith misses free throw 1 of 2,97,104
4,1:35.0,,Offensive rebound by Team,97,104
4,1:35.0,,D. Smith makes free throw 2 of 2,97,105
4,1:21.0,D. Lillard misses 2-pt layup from 1 ft,,97,105
4,1:20.0,Offensive rebound by D. Lillard,,97,105
4,1:20.0,D. Lillard makes 2-pt layup at rim,,99,105
4,0:59.0,,L. Dončić makes 3-pt jump shot from 25 ft (assist by D. Smith),99,108
4,0:58.0,Portland full timeout,,99,108
4,0:58.0,N. Stauskas enters the game for M. Harkless,,99,108
4,0:58.0,,D. Finney-Smith enters the game for D. Jordan,99,108
4,0:52.0,C. McCollum misses 2-pt layup from 2 ft (block by H. Barnes),,99,108
4,0:49.0,Offensive rebound by E. Turner,,99,108
4,0:46.0,C. McCollum misses 3-pt jump shot from 24 ft,,99,108
4,0:42.0,Offensive rebound by D. Lillard,,99,108
4,0:42.0,M. Harkless enters the game for N. Stauskas,,99,108
4,0:40.0,Turnover by D. Lillard (lost ball; steal by W. Matthews),,99,108
4,0:36.0,,D. Smith makes 2-pt dunk at rim (assist by L. Dončić),99,110
4,0:31.0,E. Turner misses 2-pt jump shot from 8 ft,,99,110
4,0:29.0,,Defensive rebound by L. Dončić,99,110
4,0:25.0,,Shooting foul by C. McCollum (drawn by D. Smith),99,110
4,0:25.0,,Offensive rebound by Team,99,110
4,0:25.0,,D. Smith misses free throw 1 of 2,99,110
4,0:25.0,N. Stauskas enters the game for D. Lillard,,99,110
4,0:25.0,,D. Smith makes free throw 2 of 2,99,111
4,0:21.0,C. McCollum makes 3-pt jump shot from 26 ft,,102,111
