QUARTER,TIME_REMAINING,NEW YORK_ACTION,BOSTON_ACTION,NEW YORK_SCORE,BOSTON_SCORE
4,6:39.0,,J. Tatum enters the game for M. Smart,96,84
4,6:27.0,F. Ntilikina makes 2-pt layup from 2 ft,,98,84
4,6:19.0,,J. Tatum misses 2-pt layup from 3 ft (block by M. Robinson),98,84
4,6:18.0,,Offensive rebound by J. Tatum,98,84
4,6:17.0,,Shooting foul by M. Robinson (drawn by J. Tatum),98,84
4,6:17.0,,J. Tatum makes free throw 1 of 2,98,85
4,6:17.0,,J. Tatum misses free throw 2 of 2,98,85
4,6:17.0,Defensive rebound by K. Knox,,98,85
4,6:01.0,T. Hardaway makes 3-pt jump shot from 26 ft,,101,85
4,5:46.0,,M. Morris misses 2-pt jump shot from 11 ft,101,85
4,5:45.0,Defensive rebound by T. Hardaway,,101,85
4,5:29.0,T. Burke misses 2-pt jump shot from 13 ft,,101,85
4,5:27.0,,Defensive rebound by J. Brown,101,85
4,5:10.0,,M. Morris makes 2-pt jump shot from 10 ft,101,87
4,4:53.0,M. Robinson makes 2-pt layup from 2 ft (assist by T. Hardaway),,103,87
4,4:51.0,,Boston full timeout,103,87
4,4:40.0,,M. Morris misses 3-pt jump shot from 27 ft,103,87
4,4:39.0,,Offensive rebound by K. Irving,103,87
4,4:37.0,,J. Tatum makes 2-pt layup from 3 ft (assist by K. Irving),103,89
4,4:37.0,,Shooting foul by K. Knox (drawn by J. Tatum),103,89
4,4:37.0,,J. Tatum makes free throw 1 of 1,103,90
4,4:18.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by T. Burke),,106,90
4,3:58.0,,K. Irving makes 3-pt jump shot from 28 ft (assist by G. Hayward),106,93
4,3:43.0,T. Burke misses 2-pt layup from 5 ft (block by K. Irving),,106,93
4,3:41.0,,Defensive rebound by K. Irving,106,93
4,3:34.0,,G. Hayward misses 2-pt jump shot from 7 ft,106,93
4,3:34.0,,Offensive rebound by Team,106,93
4,3:34.0,Loose ball foul by F. Ntilikina (drawn by M. Morris),,106,93
4,3:34.0,,M. Morris makes free throw 1 of 2,106,94
4,3:34.0,,A. Horford enters the game for J. Brown,106,94
4,3:34.0,,M. Morris makes free throw 2 of 2,106,95
4,3:34.0,New York full timeout,,106,95
4,3:20.0,T. Hardaway makes 2-pt jump shot from 15 ft (assist by F. Ntilikina),,108,95
4,2:58.0,,G. Hayward misses 2-pt layup from 3 ft,108,95
4,2:57.0,,Offensive rebound by K. Irving,108,95
4,2:57.0,,K. Irving misses 2-pt layup from 3 ft,108,95
4,2:56.0,,Offensive rebound by K. Irving,108,95
4,2:51.0,,M. Morris makes 3-pt jump shot from 27 ft (assist by A. Horford),108,98
4,2:28.0,T. Burke makes 2-pt jump shot from 21 ft,,110,98
4,2:18.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by K. Irving),110,101
4,1:58.0,Personal foul by K. Irving (drawn by M. Robinson),,110,101
4,1:58.0,N. Vonleh enters the game for M. Robinson,,110,101
4,1:53.0,Turnover by F. Ntilikina (traveling),,110,101
4,1:35.0,,K. Irving makes 2-pt jump shot from 6 ft (assist by M. Morris),110,103
4,1:15.0,T. Burke misses 3-pt jump shot from 25 ft,,110,103
4,1:12.0,,Defensive rebound by M. Morris,110,103
4,1:05.0,,G. Hayward makes 3-pt jump shot from 26 ft (assist by A. Horford),110,106
4,1:05.0,New York full timeout,,110,106
4,1:05.0,E. Mudiay enters the game for K. Knox,,110,106
4,0:50.0,T. Burke makes 2-pt jump shot from 20 ft (assist by N. Vonleh),,112,106
4,0:41.0,,K. Irving misses 2-pt layup from 5 ft (block by N. Vonleh),112,106
4,0:40.0,,Offensive rebound by Team,112,106
4,0:40.0,Loose ball foul by T. Burke (drawn by A. Horford),,112,106
4,0:40.0,,A. Horford makes free throw 1 of 2,112,107
4,0:40.0,E. Freedom enters the game for E. Mudiay,,112,107
4,0:40.0,,M. Smart enters the game for K. Irving,112,107
4,0:40.0,,A. Horford makes free throw 2 of 2,112,108
4,0:40.0,New York full timeout,,112,108
4,0:40.0,E. Mudiay enters the game for E. Freedom,,112,108
4,0:40.0,,J. Brown enters the game for A. Horford,112,108
4,0:36.0,Turnover by T. Hardaway (lost ball; steal by J. Brown),,112,108
4,0:34.0,,Shooting foul by E. Mudiay (drawn by J. Brown),112,108
4,0:34.0,E. Freedom enters the game for E. Mudiay,,112,108
4,0:34.0,,A. Horford enters the game for M. Morris,112,108
4,0:34.0,,Technical foul by J. Brown,112,108
4,0:34.0,T. Hardaway misses technical free throw,,112,108
4,0:34.0,,Defensive rebound by Team,112,108
4,0:34.0,,J. Brown makes free throw 1 of 2,112,109
4,0:34.0,,J. Brown misses free throw 2 of 2,112,109
4,0:30.0,Defensive rebound by T. Hardaway,,112,109
4,0:12.0,T. Burke makes 3-pt jump shot from 25 ft,,115,109
4,0:12.0,,Boston full timeout,115,109
4,0:12.0,E. Mudiay enters the game for T. Burke,,115,109
4,0:12.0,M. Robinson enters the game for E. Freedom,,115,109
4,0:12.0,,K. Irving enters the game for J. Brown,115,109
4,0:12.0,,M. Morris enters the game for M. Smart,115,109
4,0:08.0,,K. Irving misses 3-pt jump shot from 27 ft (block by E. Mudiay),115,109
4,0:07.0,Defensive rebound by F. Ntilikina,,115,109
4,0:05.0,Personal foul by M. Morris (drawn by E. Mudiay),,115,109
4,0:05.0,E. Mudiay makes free throw 1 of 2,,116,109
4,0:05.0,E. Mudiay makes free throw 2 of 2,,117,109
