QUARTER,TIME_REMAINING,INDIANA_ACTION,BOSTON_ACTION,INDIANA_SCORE,BOSTON_SCORE
1,5:37.0,,Defensive rebound by J. Brown,20,15
1,5:27.0,,G. Hayward misses 3-pt jump shot from 24 ft,20,15
1,5:26.0,Defensive rebound by M. Turner,,20,15
1,5:10.0,B. Bogdanović makes 2-pt jump shot from 8 ft,,22,15
1,4:50.0,,D. Theis misses 2-pt jump shot from 9 ft (block by T. Young),22,15
1,4:49.0,Defensive rebound by T. Evans,,22,15
1,4:46.0,Offensive foul by D. Collison (drawn by K. Irving),,22,15
1,4:46.0,Turnover by D. Collison (offensive foul),,22,15
1,4:46.0,C. Joseph enters the game for B. Bogdanović,,22,15
1,4:38.0,,K. Irving misses 2-pt layup from 2 ft,22,15
1,4:37.0,,Offensive rebound by D. Theis,22,15
1,4:36.0,,Shooting foul by D. Collison (drawn by D. Theis),22,15
1,4:36.0,,D. Theis makes free throw 1 of 2,22,16
1,4:36.0,D. McDermott enters the game for D. Collison,,22,16
1,4:36.0,D. Sabonis enters the game for T. Young,,22,16
1,4:36.0,,J. Tatum enters the game for J. Brown,22,16
1,4:36.0,,D. Theis makes free throw 2 of 2,22,17
1,4:23.0,D. McDermott makes 2-pt layup from 2 ft (assist by D. Sabonis),,24,17
1,4:03.0,,K. Irving makes 2-pt jump shot from 13 ft,24,19
1,3:48.0,,Violation by Team (kicked ball),24,19
1,3:48.0,,A. Horford enters the game for D. Theis,24,19
1,3:34.0,T. Evans makes 3-pt jump shot from 28 ft (assist by D. McDermott),,27,19
1,3:11.0,,M. Morris misses 3-pt jump shot from 25 ft,27,19
1,3:09.0,Defensive rebound by D. McDermott,,27,19
1,2:59.0,D. McDermott misses 3-pt jump shot from 28 ft,,27,19
1,2:57.0,,Defensive rebound by M. Morris,27,19
1,2:49.0,,M. Morris misses 2-pt jump shot from 17 ft,27,19
1,2:47.0,Defensive rebound by T. Evans,,27,19
1,2:40.0,M. Turner misses 3-pt jump shot from 27 ft,,27,19
1,2:36.0,,Defensive rebound by M. Morris,27,19
1,2:31.0,,J. Tatum makes 3-pt jump shot from 25 ft (assist by K. Irving),27,22
1,2:29.0,Indiana full timeout,,27,22
1,2:29.0,A. Holiday enters the game for M. Turner,,27,22
1,2:29.0,,T. Rozier enters the game for K. Irving,27,22
1,2:09.0,Turnover by T. Evans (out of bounds lost ball),,27,22
1,1:48.0,,G. Hayward makes 3-pt jump shot from 28 ft (assist by T. Rozier),27,25
1,1:35.0,T. Evans misses 3-pt jump shot from 26 ft,,27,25
1,1:33.0,,Defensive rebound by G. Hayward,27,25
1,1:26.0,,T. Rozier makes 2-pt layup from 1 ft,27,27
1,1:16.0,Shooting foul by A. Horford (drawn by D. McDermott),,27,27
1,1:16.0,D. McDermott makes free throw 1 of 2,,28,27
1,1:16.0,D. McDermott makes free throw 2 of 2,,29,27
1,1:02.0,,G. Hayward makes 2-pt jump shot from 9 ft,29,29
1,0:54.0,C. Joseph makes 2-pt layup from 1 ft,,31,29
1,0:46.0,,T. Rozier misses 3-pt jump shot from 24 ft,31,29
1,0:44.0,Defensive rebound by D. Sabonis,,31,29
1,0:33.0,D. Sabonis misses 2-pt hook shot from 7 ft (block by A. Horford),,31,29
1,0:30.0,,Defensive rebound by G. Hayward,31,29
1,0:25.0,,Turnover by G. Hayward (lost ball; steal by D. Sabonis),31,29
1,0:21.0,A. Holiday makes 2-pt layup from 2 ft,,33,29
2,11:48.0,A. Holiday misses 2-pt jump shot from 18 ft,,33,29
2,11:46.0,,Defensive rebound by J. Tatum,33,29
2,11:24.0,,T. Rozier misses 3-pt jump shot from 25 ft,33,29
2,11:21.0,Defensive rebound by Team,,33,29
2,11:06.0,T. Evans makes 2-pt layup at rim,,35,29
2,10:43.0,,Turnover by A. Horford (bad pass; steal by C. Joseph),35,29
2,10:31.0,C. Joseph makes 2-pt layup from 1 ft (assist by D. Sabonis),,37,29
2,10:15.0,,G. Hayward misses 2-pt layup from 1 ft,37,29
2,10:14.0,,Offensive rebound by Team,37,29
2,10:14.0,,A. Baynes enters the game for G. Hayward,37,29
2,10:14.0,,K. Irving enters the game for A. Horford,37,29
2,10:07.0,,J. Tatum makes 2-pt dunk from 2 ft (assist by K. Irving),37,31
2,9:55.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,37,31
2,9:53.0,,Defensive rebound by A. Baynes,37,31
2,9:41.0,,Personal foul by T. Evans (drawn by M. Morris),37,31
2,9:32.0,,J. Tatum misses 3-pt jump shot from 26 ft,37,31
2,9:30.0,Defensive rebound by T. Evans,,37,31
2,9:22.0,A. Holiday misses 3-pt jump shot from 25 ft,,37,31
2,9:20.0,,Defensive rebound by K. Irving,37,31
2,9:07.0,,K. Irving makes 3-pt jump shot from 26 ft (assist by T. Rozier),37,34
2,8:58.0,Indiana full timeout,,37,34
2,8:58.0,D. Collison enters the game for T. Evans,,37,34
2,8:58.0,T. Young enters the game for A. Holiday,,37,34
2,8:42.0,Shooting foul by A. Baynes (drawn by D. Sabonis),,37,34
2,8:42.0,D. Sabonis makes free throw 1 of 2,,38,34
2,8:42.0,D. Sabonis misses free throw 2 of 2,,38,34
2,8:42.0,,Defensive rebound by A. Baynes,38,34
2,8:26.0,,K. Irving makes 2-pt jump shot from 10 ft,38,36
2,8:10.0,T. Young misses 3-pt jump shot from 24 ft,,38,36
2,8:07.0,,Defensive rebound by M. Morris,38,36
2,7:49.0,,M. Morris misses 2-pt jump shot from 9 ft,38,36
2,7:47.0,Defensive rebound by T. Young,,38,36
2,7:34.0,B. Bogdanović makes 2-pt jump shot from 13 ft,,40,36
2,7:22.0,,T. Rozier misses 2-pt jump shot from 10 ft,40,36
2,7:21.0,Defensive rebound by D. Sabonis,,40,36
2,7:10.0,D. Collison misses 2-pt jump shot from 14 ft,,40,36
2,7:08.0,,Defensive rebound by J. Tatum,40,36
2,6:52.0,,J. Tatum misses 2-pt layup from 1 ft,40,36
2,6:45.0,Defensive rebound by D. Sabonis,,40,36
2,6:37.0,B. Bogdanović misses 2-pt layup from 2 ft (block by K. Irving),,40,36
2,6:34.0,Offensive rebound by B. Bogdanović,,40,36
2,6:34.0,C. Joseph misses 3-pt jump shot from 27 ft,,40,36
2,6:32.0,,Defensive rebound by T. Rozier,40,36
2,6:25.0,,K. Irving makes 2-pt jump shot from 18 ft,40,38
2,6:00.0,D. Collison misses 2-pt jump shot from 18 ft,,40,38
2,5:57.0,,Defensive rebound by T. Rozier,40,38
2,5:53.0,,M. Morris misses 3-pt jump shot from 25 ft,40,38
2,5:51.0,Defensive rebound by D. Sabonis,,40,38
2,5:47.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,40,38
2,5:45.0,,Defensive rebound by T. Rozier,40,38
2,5:38.0,,Boston full timeout,40,38
2,5:38.0,W. Matthews enters the game for B. Bogdanović,,40,38
2,5:38.0,M. Turner enters the game for D. Sabonis,,40,38
2,5:38.0,,J. Brown enters the game for M. Morris,40,38
2,5:38.0,,G. Hayward enters the game for T. Rozier,40,38
2,5:38.0,,A. Horford enters the game for J. Tatum,40,38
2,5:33.0,,Turnover by G. Hayward (step out of bounds),40,38
2,5:19.0,T. Young misses 3-pt jump shot from 26 ft,,40,38
2,5:17.0,,Defensive rebound by K. Irving,40,38
2,5:11.0,,K. Irving misses 3-pt jump shot from 27 ft,40,38
2,5:08.0,Defensive rebound by T. Young,,40,38
2,4:50.0,T. Young makes 2-pt jump shot from 21 ft (assist by W. Matthews),,42,38
2,4:36.0,,Turnover by K. Irving (bad pass; steal by T. Young),42,38
2,4:33.0,T. Young makes 2-pt dunk from 1 ft,,44,38
2,4:14.0,,A. Horford misses 2-pt jump shot from 20 ft,44,38
2,4:13.0,Defensive rebound by C. Joseph,,44,38
2,4:02.0,Offensive foul by M. Turner (drawn by G. Hayward),,44,38
2,4:02.0,Turnover by M. Turner (offensive foul),,44,38
2,4:02.0,,D. Theis enters the game for A. Baynes,44,38
2,3:49.0,,J. Brown makes 2-pt layup from 2 ft (assist by A. Horford),44,40
2,3:28.0,T. Young misses 2-pt layup from 9 ft,,44,40
2,3:26.0,,Defensive rebound by G. Hayward,44,40
2,3:22.0,,Shooting foul by M. Turner (drawn by G. Hayward),44,40
2,3:22.0,,G. Hayward makes free throw 1 of 2,44,41
2,3:22.0,B. Bogdanović enters the game for C. Joseph,,44,41
2,3:22.0,,G. Hayward makes free throw 2 of 2,44,42
2,3:12.0,T. Young makes 2-pt jump shot from 7 ft (assist by D. Collison),,46,42
2,2:55.0,,K. Irving makes 2-pt jump shot from 11 ft,46,44
2,2:33.0,B. Bogdanović misses 2-pt layup from 7 ft,,46,44
2,2:31.0,,Defensive rebound by A. Horford,46,44
2,2:28.0,,Personal foul by T. Young (drawn by D. Theis),46,44
2,2:18.0,,K. Irving misses 2-pt layup from 1 ft,46,44
2,2:16.0,Defensive rebound by T. Young,,46,44
2,2:14.0,Personal foul by J. Brown (drawn by B. Bogdanović),,46,44
2,2:14.0,D. Sabonis enters the game for M. Turner,,46,44
2,2:14.0,,J. Tatum enters the game for J. Brown,46,44
2,2:02.0,T. Young misses 3-pt jump shot from 26 ft,,46,44
2,2:00.0,,Defensive rebound by K. Irving,46,44
2,1:44.0,,A. Horford misses 2-pt jump shot from 15 ft,46,44
2,1:43.0,,Offensive rebound by A. Horford,46,44
2,1:39.0,,J. Tatum makes 2-pt jump shot from 19 ft (assist by A. Horford),46,46
2,1:23.0,D. Collison makes 2-pt jump shot from 18 ft (assist by D. Sabonis),,48,46
2,1:01.0,,D. Theis makes 2-pt layup from 1 ft (assist by A. Horford),48,48
2,0:47.0,Turnover by B. Bogdanović (lost ball; steal by J. Tatum),,48,48
2,0:43.0,,J. Tatum makes 2-pt dunk from 1 ft,48,50
2,0:30.0,Shooting foul by A. Horford (drawn by T. Young),,48,50
2,0:30.0,T. Young makes free throw 1 of 2,,49,50
2,0:30.0,T. Evans enters the game for D. Collison,,49,50
2,0:30.0,C. Joseph enters the game for W. Matthews,,49,50
2,0:30.0,T. Young makes free throw 2 of 2,,50,50
2,0:14.0,,Personal foul by C. Joseph (drawn by K. Irving),50,50
2,0:01.0,,K. Irving makes 2-pt jump shot from 6 ft,50,52
3,11:45.0,W. Matthews makes 3-pt jump shot from 23 ft (assist by M. Turner),,53,52
3,11:31.0,,Offensive foul by A. Baynes (drawn by W. Matthews),53,52
3,11:31.0,,Turnover by A. Baynes (offensive foul),53,52
3,11:15.0,T. Young makes 2-pt layup from 1 ft (assist by D. Collison),,55,52
3,11:02.0,,J. Brown makes 2-pt jump shot from 13 ft (assist by A. Baynes),55,54
3,10:46.0,W. Matthews misses 3-pt jump shot from 26 ft,,55,54
3,10:43.0,Offensive rebound by D. Collison,,55,54
3,10:39.0,M. Turner makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),,58,54
3,10:20.0,,K. Irving makes 2-pt layup from 2 ft,58,56
3,10:13.0,Personal foul by A. Baynes (drawn by T. Young),,58,56
3,10:07.0,B. Bogdanović makes 2-pt jump shot from 15 ft (assist by T. Young),,60,56
3,9:49.0,,J. Tatum makes 2-pt layup from 2 ft (assist by A. Baynes),60,58
3,9:31.0,W. Matthews misses 3-pt jump shot from 26 ft,,60,58
3,9:30.0,Offensive rebound by T. Young,,60,58
3,9:23.0,Personal foul by K. Irving (drawn by M. Turner),,60,58
3,9:23.0,Technical foul by B. Stevens,,60,58
3,9:23.0,B. Bogdanović misses technical free throw,,60,58
3,9:23.0,Offensive rebound by Team,,60,58
3,9:18.0,D. Collison misses 3-pt jump shot from 27 ft,,60,58
3,9:16.0,,Defensive rebound by J. Brown,60,58
3,8:57.0,,Turnover by A. Horford (bad pass; steal by B. Bogdanović),60,58
3,8:54.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,60,58
3,8:52.0,Offensive rebound by B. Bogdanović,,60,58
3,8:45.0,D. Collison makes 2-pt layup from 1 ft (assist by B. Bogdanović),,62,58
3,8:45.0,,Boston full timeout,62,58
3,8:45.0,,D. Theis enters the game for A. Baynes,62,58
3,8:26.0,,Turnover by J. Tatum (bad pass; steal by B. Bogdanović),62,58
3,8:16.0,M. Turner misses 3-pt jump shot from 26 ft,,62,58
3,8:14.0,,Defensive rebound by A. Horford,62,58
3,8:01.0,,J. Brown misses 3-pt jump shot from 23 ft,62,58
3,8:00.0,Defensive rebound by Team,,62,58
3,7:48.0,Personal foul by J. Brown (drawn by T. Young),,62,58
3,7:35.0,D. Collison makes 2-pt layup from 2 ft (assist by T. Young),,64,58
3,7:18.0,,D. Theis misses 2-pt layup from 1 ft (block by M. Turner),64,58
3,7:16.0,Defensive rebound by W. Matthews,,64,58
3,7:09.0,T. Young misses 3-pt jump shot from 23 ft,,64,58
3,7:07.0,,Defensive rebound by J. Brown,64,58
3,7:01.0,Violation by Team (kicked ball),,64,58
3,6:50.0,,K. Irving misses 3-pt jump shot from 23 ft,64,58
3,6:48.0,Defensive rebound by M. Turner,,64,58
3,6:36.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by M. Turner),,67,58
3,6:13.0,,J. Tatum misses 2-pt layup from 3 ft,67,58
3,6:11.0,Defensive rebound by W. Matthews,,67,58
3,6:06.0,D. Collison makes 3-pt jump shot from 25 ft,,70,58
3,5:48.0,,K. Irving misses 2-pt jump shot from 8 ft,70,58
3,5:47.0,Defensive rebound by B. Bogdanović,,70,58
3,5:33.0,Turnover by D. Collison (bad pass; steal by D. Theis),,70,58
3,5:27.0,,J. Tatum makes 2-pt layup from 2 ft (assist by K. Irving),70,60
3,5:27.0,Indiana full timeout,,70,60
3,5:27.0,,G. Hayward enters the game for J. Brown,70,60
3,5:27.0,,M. Morris enters the game for A. Horford,70,60
3,5:09.0,B. Bogdanović misses 2-pt jump shot from 8 ft,,70,60
3,5:07.0,,Defensive rebound by D. Theis,70,60
3,4:54.0,,K. Irving misses 2-pt layup from 1 ft,70,60
3,4:52.0,Defensive rebound by W. Matthews,,70,60
3,4:40.0,B. Bogdanović misses 2-pt jump shot from 16 ft,,70,60
3,4:38.0,,Defensive rebound by K. Irving,70,60
3,4:27.0,,J. Tatum misses 2-pt layup from 2 ft (block by M. Turner),70,60
3,4:25.0,Defensive rebound by B. Bogdanović,,70,60
3,4:25.0,Personal take foul by K. Irving (drawn by B. Bogdanović),,70,60
3,4:25.0,T. Evans enters the game for B. Bogdanović,,70,60
3,4:25.0,D. Sabonis enters the game for T. Young,,70,60
3,4:12.0,W. Matthews misses 3-pt jump shot from 26 ft,,70,60
3,4:10.0,,Defensive rebound by M. Morris,70,60
3,4:06.0,,Turnover by M. Morris (bad pass; steal by T. Evans),70,60
3,4:02.0,T. Evans makes 2-pt layup from 1 ft,,72,60
3,3:47.0,,M. Morris misses 2-pt jump shot from 9 ft,72,60
3,3:45.0,Defensive rebound by T. Evans,,72,60
3,3:37.0,Turnover by T. Evans (bad pass),,72,60
3,3:37.0,,T. Rozier enters the game for J. Tatum,72,60
3,3:19.0,,K. Irving makes 2-pt layup from 1 ft,72,62
3,2:55.0,T. Evans misses 2-pt layup from 3 ft,,72,62
3,2:53.0,,Defensive rebound by T. Rozier,72,62
3,2:47.0,,M. Morris misses 3-pt jump shot from 26 ft,72,62
3,2:45.0,Defensive rebound by T. Evans,,72,62
3,2:24.0,Turnover by W. Matthews (out of bounds lost ball),,72,62
3,2:24.0,C. Joseph enters the game for D. Collison,,72,62
3,2:24.0,D. McDermott enters the game for W. Matthews,,72,62
3,2:24.0,,A. Horford enters the game for D. Theis,72,62
3,2:11.0,,K. Irving makes 3-pt jump shot from 27 ft,72,65
3,1:43.0,T. Evans makes 3-pt jump shot from 27 ft (assist by D. Sabonis),,75,65
3,1:29.0,,Turnover by T. Rozier (lost ball; steal by D. Sabonis),75,65
3,1:24.0,T. Evans misses 2-pt layup from 3 ft (block by K. Irving),,75,65
3,1:20.0,,Defensive rebound by A. Horford,75,65
3,1:12.0,,M. Morris misses 2-pt layup from 2 ft,75,65
3,1:11.0,Defensive rebound by D. Sabonis,,75,65
3,1:04.0,M. Turner makes 2-pt dunk from 1 ft (assist by D. Sabonis),,77,65
3,0:55.0,,K. Irving makes 3-pt jump shot from 26 ft (assist by T. Rozier),77,68
3,0:32.0,T. Evans misses 2-pt layup from 2 ft,,77,68
3,0:30.0,,Defensive rebound by A. Horford,77,68
3,0:24.0,,G. Hayward misses 2-pt layup from 1 ft,77,68
3,0:21.0,,Offensive rebound by K. Irving,77,68
3,0:21.0,,K. Irving misses 2-pt layup from 2 ft,77,68
3,0:20.0,Defensive rebound by T. Evans,,77,68
3,0:02.0,C. Joseph makes 2-pt jump shot from 7 ft,,79,68
3,0:01.0,,M. Morris misses 3-pt jump shot from 35 ft,79,68
3,0:00.0,,Offensive rebound by Team,79,68
4,11:45.0,,A. Horford makes 2-pt hook shot from 6 ft,79,70
4,11:20.0,T. Evans makes 3-pt jump shot from 25 ft (assist by D. McDermott),,82,70
4,11:03.0,,Personal foul by C. Joseph (drawn by A. Horford),82,70
4,10:54.0,,A. Horford makes 2-pt jump shot from 18 ft (assist by T. Rozier),82,72
4,10:27.0,B. Bogdanović misses 2-pt layup from 5 ft,,82,72
4,10:25.0,,Defensive rebound by G. Hayward,82,72
4,10:15.0,,J. Tatum misses 2-pt layup from 2 ft,82,72
4,10:14.0,,Offensive rebound by J. Tatum,82,72
4,10:13.0,,J. Tatum makes 2-pt layup at rim,82,74
4,9:50.0,Personal foul by J. Tatum (drawn by C. Joseph),,82,74
4,9:40.0,C. Joseph misses 2-pt jump shot from 16 ft,,82,74
4,9:38.0,,Defensive rebound by A. Horford,82,74
4,9:33.0,,Personal foul by D. Sabonis (drawn by A. Horford),82,74
4,9:33.0,,J. Brown enters the game for M. Morris,82,74
4,9:20.0,,A. Horford misses 2-pt jump shot from 11 ft,82,74
4,9:18.0,,Offensive rebound by J. Brown,82,74
4,9:08.0,,J. Tatum misses 2-pt jump shot from 15 ft,82,74
4,9:07.0,,Offensive rebound by T. Rozier,82,74
4,9:06.0,,T. Rozier makes 2-pt layup from 1 ft,82,76
4,8:46.0,Shooting foul by A. Horford (drawn by T. Evans),,82,76
4,8:46.0,T. Evans misses free throw 1 of 2,,82,76
4,8:46.0,Offensive rebound by Team,,82,76
4,8:46.0,T. Young enters the game for B. Bogdanović,,82,76
4,8:46.0,T. Evans misses free throw 2 of 2,,82,76
4,8:46.0,,Defensive rebound by G. Hayward,82,76
4,8:33.0,,J. Tatum makes 2-pt dunk from 1 ft (assist by T. Rozier),82,78
4,8:33.0,Indiana full timeout,,82,78
4,8:19.0,D. McDermott misses 3-pt jump shot from 27 ft,,82,78
4,8:17.0,,Defensive rebound by T. Rozier,82,78
4,8:01.0,,J. Brown misses 3-pt jump shot from 25 ft,82,78
4,7:59.0,Defensive rebound by T. Evans,,82,78
4,7:36.0,C. Joseph misses 2-pt layup from 4 ft,,82,78
4,7:35.0,Offensive rebound by Team,,82,78
4,7:35.0,Turnover by Team (shot clock),,82,78
4,7:35.0,B. Bogdanović enters the game for T. Evans,,82,78
4,7:35.0,D. Collison enters the game for C. Joseph,,82,78
4,7:35.0,W. Matthews enters the game for D. McDermott,,82,78
4,7:35.0,M. Turner enters the game for D. Sabonis,,82,78
4,7:35.0,,K. Irving enters the game for G. Hayward,82,78
4,7:20.0,,Personal foul by M. Turner (drawn by K. Irving),82,78
4,7:07.0,,A. Horford misses 2-pt jump shot from 19 ft,82,78
4,7:05.0,Defensive rebound by B. Bogdanović,,82,78
4,6:48.0,T. Young misses 2-pt layup from 5 ft,,82,78
4,6:46.0,,Defensive rebound by A. Horford,82,78
4,6:39.0,,K. Irving makes 3-pt jump shot from 26 ft,82,81
4,6:22.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,82,81
4,6:20.0,,Defensive rebound by J. Brown,82,81
4,6:12.0,,K. Irving misses 2-pt layup from 1 ft,82,81
4,6:10.0,Defensive rebound by D. Collison,,82,81
4,5:59.0,D. Collison misses 2-pt jump shot from 16 ft,,82,81
4,5:57.0,,Defensive rebound by J. Brown,82,81
4,5:48.0,,Turnover by T. Rozier (bad pass; steal by B. Bogdanović),82,81
4,5:47.0,Personal foul by J. Tatum (drawn by B. Bogdanović),,82,81
4,5:32.0,W. Matthews misses 2-pt layup from 2 ft,,82,81
4,5:29.0,,Defensive rebound by A. Horford,82,81
4,5:26.0,,K. Irving makes 3-pt jump shot from 25 ft (assist by T. Rozier),82,84
4,5:25.0,Indiana full timeout,,82,84
4,5:04.0,W. Matthews misses 2-pt layup from 2 ft,,82,84
4,5:02.0,,Defensive rebound by J. Brown,82,84
4,4:44.0,,K. Irving makes 2-pt jump shot from 10 ft,82,86
4,4:27.0,M. Turner misses 3-pt jump shot from 26 ft,,82,86
4,4:26.0,,Defensive rebound by Team,82,86
4,4:07.0,,J. Tatum misses 2-pt layup from 7 ft,82,86
4,4:05.0,,Offensive rebound by J. Brown,82,86
4,3:55.0,,J. Tatum misses 3-pt jump shot from 25 ft,82,86
4,3:53.0,,Offensive rebound by Team,82,86
4,3:53.0,Loose ball foul by W. Matthews (drawn by A. Horford),,82,86
4,3:53.0,,G. Hayward enters the game for T. Rozier,82,86
4,3:42.0,,K. Irving misses 3-pt jump shot from 27 ft,82,86
4,3:40.0,Defensive rebound by B. Bogdanović,,82,86
4,3:26.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),,85,86
4,3:24.0,,Boston full timeout,85,86
4,3:12.0,,Shooting foul by T. Young (drawn by K. Irving),85,86
4,3:12.0,,K. Irving makes free throw 1 of 2,85,87
4,3:12.0,,K. Irving misses free throw 2 of 2,85,87
4,3:12.0,Defensive rebound by B. Bogdanović,,85,87
4,3:00.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by W. Matthews),,88,87
4,2:41.0,,G. Hayward makes 2-pt jump shot from 20 ft (assist by K. Irving),88,89
4,2:16.0,B. Bogdanović makes 3-pt jump shot from 26 ft,,91,89
4,1:50.0,,J. Brown misses 2-pt layup from 1 ft,91,89
4,1:49.0,Defensive rebound by B. Bogdanović,,91,89
4,1:49.0,Personal foul by J. Tatum (drawn by B. Bogdanović),,91,89
4,1:30.0,B. Bogdanović misses 2-pt layup from 1 ft,,91,89
4,1:28.0,,Defensive rebound by A. Horford,91,89
4,1:21.0,,J. Tatum misses 3-pt jump shot from 22 ft,91,89
4,1:19.0,Defensive rebound by T. Young,,91,89
4,0:58.0,B. Bogdanović misses 2-pt layup from 4 ft (block by A. Horford),,91,89
4,0:56.0,,Defensive rebound by J. Brown,91,89
4,0:50.0,,J. Tatum makes 3-pt jump shot from 24 ft (assist by J. Brown),91,92
4,0:32.0,W. Matthews misses 3-pt jump shot from 25 ft,,91,92
4,0:30.0,,Defensive rebound by K. Irving,91,92
4,0:12.0,,G. Hayward makes 2-pt layup from 1 ft (assist by J. Tatum),91,94
4,0:12.0,Indiana full timeout,,91,94
4,0:12.0,D. McDermott enters the game for T. Young,,91,94
4,0:12.0,Turnover by W. Matthews (bad pass),,91,94
4,0:12.0,,Boston full timeout,91,94
4,0:12.0,C. Joseph enters the game for D. Collison,,91,94
4,0:12.0,T. Young enters the game for D. McDermott,,91,94
4,0:08.0,,J. Tatum makes 2-pt dunk from 1 ft (assist by A. Horford),91,96
4,0:08.0,,Shooting foul by B. Bogdanović (drawn by J. Tatum),91,96
4,0:08.0,,J. Tatum makes free throw 1 of 1,91,97
4,0:08.0,Indiana full timeout,,91,97
4,0:08.0,D. Collison enters the game for C. Joseph,,91,97
4,0:08.0,T. Evans enters the game for T. Young,,91,97
4,0:05.0,Turnover by M. Turner (bad pass),,91,97
4,0:03.0,,Personal take foul by T. Evans (drawn by G. Hayward),91,97
4,0:03.0,,G. Hayward makes free throw 1 of 2,91,98
4,0:03.0,,G. Hayward makes free throw 2 of 2,91,99
